tab	samples
analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lithologies	method_codes	sample	site
	-22.5	0.0	60.1	331.8	This study	-101.0			0.0		SO-CMD-NORTH	CF1.1	CF1
	18.2	0.0	60.1	331.8	This study	-78.0			0.0		SO-CMD-NORTH	CF1.2	CF1
	-33.2	0.0	60.1	331.8	This study	-106.0			0.0		SO-CMD-NORTH	CF1.6	CF1
	-45.1	0.0	60.1	331.8	This study	-16.0			1.2		SO-CMD-NORTH	CF10.1	CF10
	241.9	0.0	60.1	331.8	This study	-41.0			1.8		SO-CMD-NORTH	CF10.4	CF10
	-85.1	0.0	60.1	331.8	This study	-57.0			0.0		SO-CMD-NORTH	CF11.3	CF11
	-87.1	0.0	60.1	331.8	This study	-66.0			0.0		SO-CMD-NORTH	CF11.4	CF11
	251.9	0.0	60.1	331.8	This study	-60.0			0.0		SO-CMD-NORTH	CF11.5	CF11
	-20.1	0.0	60.1	331.8	This study	-42.0			0.0		SO-CMD-NORTH	CF12.1	CF12
	-21.1	0.0	60.1	331.8	This study	-43.0			0.0		SO-CMD-NORTH	CF12.2	CF12
	-18.1	0.0	60.1	331.8	This study	-41.0			0.0		SO-CMD-NORTH	CF12.3	CF12
	-35.1	0.0	60.1	331.8	This study	-47.0			0.0		SO-CMD-NORTH	CF12.4	CF12
	-37.1	0.0	60.1	331.8	This study	-49.0			0.0		SO-CMD-NORTH	CF12.5	CF12
	264.9	0.0	60.1	331.8	This study	-91.0			0.0		SO-CMD-NORTH	CF12.6	CF12
	-61.1	0.0	60.1	331.8	This study	-51.0			0.0		SO-CMD-NORTH	CF12.7	CF12
	-62.1	0.0	60.1	331.8	This study	-52.0			0.0		SO-CMD-NORTH	CF12.8	CF12
	235.9	0.0	60.1	331.8	This study	-15.0			0.0		SO-CMD-NORTH	CF13.1	CF13
	227.9	0.0	60.1	331.8	This study	-14.0			0.0		SO-CMD-NORTH	CF13.2	CF13
	164.9	0.0	60.1	331.8	This study	-38.0			0.0		SO-CMD-NORTH	CF13.4	CF13
	163.9	0.0	60.1	331.8	This study	-40.0			0.0		SO-CMD-NORTH	CF13.5	CF13
	215.9	0.0	60.1	331.8	This study	-68.0			0.0		SO-CMD-NORTH	CF13.6	CF13
	226.9	0.0	60.1	331.8	This study	-72.0			0.0		SO-CMD-NORTH	CF13.8	CF13
	229.9	0.0	60.1	331.8	This study	-71.0			0.0		SO-CMD-NORTH	CF13.9	CF13
	-48.4	0.0	60.1	331.8	This study	-34.0			0.0		SO-CMD-NORTH	CF14.1	CF14
	-48.0	0.0	60.1	331.8	This study	-37.0			0.0		SO-CMD-NORTH	CF14.2	CF14
