tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
CF1.1b	CF1.1b:LP-DIR-AF	CF1.1		HC	202.9	-22.5	1	13	-1	8.5	4.2	7.000e-02	1.000e-02	T		hargrave 2018-08-24 19:33:18	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Kallander Creek rhyolite block samples	CF1
CF1.1b	CF1.1b:LP-DIR-AF	CF1.1		HC	216.9	65.4	1	13	0	8.5	4.2	7.000e-02	1.000e-02	T		hargrave 2018-08-24 19:33:18	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Kallander Creek rhyolite block samples	CF1
CF1.1b	CF1.1b:LP-DIR-AF	CF1.1		HC	303.4	37.3	1	13	100	8.5	4.2	7.000e-02	1.000e-02	T		hargrave 2018-08-24 19:33:18	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Kallander Creek rhyolite block samples	CF1
CF1.2b	CF1.2b:LP-DIR-AF	CF1.2		HC	177.7	-5.5	1	13	-1	8.0	8.1	7.000e-02	1.000e-02	T		hargrave 2018-08-24 20:07:39	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Kallander Creek rhyolite block samples	CF1
CF1.2b	CF1.2b:LP-DIR-AF	CF1.2		HC	190.8	72.4	1	13	0	8.0	8.1	7.000e-02	1.000e-02	T		hargrave 2018-08-24 20:07:39	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Kallander Creek rhyolite block samples	CF1
CF1.2b	CF1.2b:LP-DIR-AF	CF1.2		HC	316.7	42.8	1	13	100	8.0	8.1	7.000e-02	1.000e-02	T		hargrave 2018-08-24 20:07:39	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Kallander Creek rhyolite block samples	CF1
CF1.6b	CF1.6b:LP-DIR-AF	CF1.6		HC	208.3	-14.1	1	12	-1	7.7	3.0	6.000e-02	1.000e-02	T		hargrave 2018-08-24 20:41:51	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Kallander Creek rhyolite block samples	CF1
CF1.6b	CF1.6b:LP-DIR-AF	CF1.6		HC	236.8	62.6	1	12	0	7.7	3.0	6.000e-02	1.000e-02	T		hargrave 2018-08-24 20:41:51	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Kallander Creek rhyolite block samples	CF1
CF1.6b	CF1.6b:LP-DIR-AF	CF1.6		HC	300.4	28.5	1	12	100	7.7	3.0	6.000e-02	1.000e-02	T		hargrave 2018-08-24 20:41:51	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Kallander Creek rhyolite block samples	CF1
CF10.1b	CF10.1b:LP-DIR-AF	CF10.1		HC	240.2	50.2	1	12	-1	9.1	1.9	1.000e-01	2.500e-02	T		hargrave 2017-11-30 22:19:45	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Kallander Creek basalt	CF10
CF10.1b	CF10.1b:LP-DIR-AF	CF10.1		HC	215.3	55.7	1	12	0	9.1	1.9	1.000e-01	2.500e-02	T		hargrave 2017-11-30 22:19:45	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Kallander Creek basalt	CF10
CF10.1b	CF10.1b:LP-DIR-AF	CF10.1		HC	291.3	39.0	1	12	100	9.1	1.9	1.000e-01	2.500e-02	T		hargrave 2017-11-30 22:19:45	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Kallander Creek basalt	CF10
CF10.4b	CF10.4b:LP-DIR-AF	CF10.4		HC	217.3	79.6	1	14	-1	13.9	4.0	1.400e-01	2.500e-02	T		hargrave 2017-11-30 22:53:43	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Kallander Creek basalt	CF10
CF10.4b	CF10.4b:LP-DIR-AF	CF10.4		HC	230.4	56.8	1	14	0	13.9	4.0	1.400e-01	2.500e-02	T		hargrave 2017-11-30 22:53:43	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Kallander Creek basalt	CF10
CF10.4b	CF10.4b:LP-DIR-AF	CF10.4		HC	293.1	30.7	1	14	100	13.9	4.0	1.400e-01	2.500e-02	T		hargrave 2017-11-30 22:53:43	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Kallander Creek basalt	CF10
CF11.3b	CF11.3b:LP-DIR-AF	CF11.3		HC	297.0	34.3	1	14	100	2.3	1.8	1.400e-01	2.500e-02	T		hargrave 2017-11-30 23:40:22	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Kallander Creek basalt	CF11
CF11.3b	CF11.3b:LP-DIR-AF	CF11.3		HC	214.4	47.4	1	14	-1	2.3	1.8	1.400e-01	2.500e-02	T		hargrave 2017-11-30 23:40:22	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Kallander Creek basalt	CF11
CF11.3b	CF11.3b:LP-DIR-AF	CF11.3		HC	224.2	60.4	1	14	0	2.3	1.8	1.400e-01	2.500e-02	T		hargrave 2017-11-30 23:40:22	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Kallander Creek basalt	CF11
CF11.4b	CF11.4b:LP-DIR-AF	CF11.4		HC	204.6	41.8	1	14	-1	1.1	1.4	1.400e-01	2.500e-02	T		hargrave 2017-12-01 00:14:30	pmagpy-3.22.1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Kallander Creek basalt	CF11
