tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	Kallander Creek basalt	CF15.2	CF15	CF15.2b	CF15.2b:LP-DIR-AF	hargrave 2017-12-01 15:09:57	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.2b:LP-DIR-AF20	1.6	201.4	None	g	54.5	4.25e-06	20	8	1.06e-07	8.24e-08	9.89e-09	u	273	45	0.08	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.2	CF15	CF15.2b	CF15.2b:LP-DIR-AF	hargrave 2017-12-01 15:11:19	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.2b:LP-DIR-AF21	1.7	200.9	None	g	54.2	3.68e-06	21	8	9.27e-08	7.15e-08	8.97e-09	u	273	46	0.09	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.2	CF15	CF15.2b	CF15.2b:LP-DIR-AF	hargrave 2017-12-01 15:12:40	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.2b:LP-DIR-AF22	1.6	200.7	None	g	52.9	3.05e-06	22	8	7.8e-08	5.690000000000001e-08	8.18e-09	u	273	47	0.1	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.2	CF15	CF15.2b	CF15.2b:LP-DIR-AF	hargrave 2017-12-01 15:14:04	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.2b:LP-DIR-AF23	1.7	201.0	None	g	52.0	2.21e-06	23	8	5.88e-08	4.21e-08	7e-09	u	273	48	0.12	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.2	CF15	CF15.2b	CF15.2b:LP-DIR-AF	hargrave 2017-12-01 15:15:28	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.2b:LP-DIR-AF24	1.8	207.8	None	g	51.4	1.52e-06	24	8	4.1e-08	3.01e-08	6.64e-09	u	273	49	0.14	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:17:04	LT-NO:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF0	1.2	175.0	None	g	17.3	9.86e-06	0	8	1.62e-07	6.52e-08	1.57e-07	u	273	50	0.0	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:18:25	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF1	1.2	174.8	None	g	17.3	9.85e-06	1	8	1.58e-07	8.25e-08	1.59e-07	u	273	51	0.001	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:19:51	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF2	1.3	174.4	None	g	17.4	9.83e-06	2	8	1.6100000000000005e-07	9.49e-08	1.55e-07	u	273	52	0.002	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:22:03	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF3	1.2	174.3	None	g	17.7	9.82e-06	3	8	1.6e-07	6.559999999999999e-08	1.55e-07	u	273	53	0.003	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:23:24	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF4	1.2	173.9	None	g	18.1	9.81e-06	4	8	1.6e-07	8.36e-08	1.56e-07	u	273	54	0.004	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:24:45	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF5	1.2	173.5	None	g	18.4	9.78e-06	5	8	1.62e-07	7.599999999999999e-08	1.51e-07	u	273	55	0.005	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:26:06	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF6	1.2	172.6	None	g	18.9	9.56e-06	6	8	1.58e-07	7.110000000000001e-08	1.4599999999999998e-07	u	273	56	0.0075	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:27:27	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF7	1.2	171.7	None	g	18.9	9.06e-06	7	8	1.49e-07	7.389999999999999e-08	1.41e-07	u	273	57	0.01	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:28:48	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF8	1.2	170.5	None	g	18.6	8.26e-06	8	8	1.36e-07	6.230000000000001e-08	1.25e-07	u	273	58	0.0125	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:30:09	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF9	1.2	169.4	None	g	18.2	7.2999999999999996e-06	9	8	1.19e-07	5.18e-08	1.11e-07	u	273	59	0.015	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:31:34	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF10	1.3	167.4	None	g	17.9	5.47e-06	10	8	9.26e-08	4.99e-08	8.45e-08	u	273	60	0.02	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:32:55	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF11	1.2	166.0	None	g	19.1	4.06e-06	11	8	6.929999999999999e-08	3.19e-08	6.19e-08	u	273	61	0.025	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:34:17	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF12	1.2	164.4	None	g	21.5	2.67e-06	12	8	4.97e-08	2.15e-08	3.9e-08	u	273	62	0.03	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:35:38	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF13	1.3	163.3	None	g	23.1	1.96e-06	13	8	3.87e-08	1.76e-08	2.8e-08	u	273	63	0.035	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:36:59	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF14	1.3	163.1	None	g	23.4	1.53e-06	14	8	3.2200000000000004e-08	1.55e-08	2.19e-08	u	273	64	0.04	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:38:20	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF15	1.2	161.7	None	g	16.6	1.17e-06	15	8	2.33e-08	9.4e-09	1.75e-08	u	273	65	0.045	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:39:46	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF16	1.5	161.5	None	g	25.0	1.01e-06	16	8	2.49e-08	1.14e-08	1.45e-08	u	273	66	0.05	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:41:08	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF17	1.4	160.9	None	g	20.8	8.06e-07	17	8	1.92e-08	9.37e-09	1.15e-08	u	273	67	0.055	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:42:29	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF18	1.3	160.3	None	g	15.1	6.629999999999999e-07	18	8	1.6e-08	7.96e-09	9.49e-09	u	273	68	0.06	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:43:50	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF19	1.6	158.9	None	g	18.8	5.4e-07	19	8	1.49e-08	8.42e-09	7.970000000000001e-09	u	273	69	0.07	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:45:11	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF20	1.5	159.2	None	g	12.7	4.49e-07	20	8	1.28e-08	7.4e-09	6.81e-09	u	273	70	0.08	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:46:32	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF21	1.6	158.6	None	g	9.2	3.84e-07	21	8	1.16e-08	7.38e-09	5.889999999999999e-09	u	273	71	0.09	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:47:54	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF22	1.6	157.5	None	g	6.7	3.48e-07	22	8	1.1100000000000002e-08	6.579999999999999e-09	5.2200000000000006e-09	u	273	72	0.1	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:49:17	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF23	1.5	159.8	None	g	2.1	3.23e-07	23	8	1.02e-08	6.33e-09	5.2200000000000006e-09	u	273	73	0.12	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.5	CF15	CF15.5b	CF15.5b:LP-DIR-AF	hargrave 2017-12-01 15:50:41	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.5b:LP-DIR-AF24	1.6	159.3	None	g	-0.3	2.98e-07	24	8	9.96e-09	5.920000000000001e-09	5.04e-09	u	273	74	0.14	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 15:52:20	LT-NO:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF0	1.4	173.2	None	g	29.2	1.26e-05	0	8	2.7800000000000003e-07	1.53e-07	1.75e-07	u	273	75	0.0	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 15:53:41	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF1	1.4	173.2	None	g	29.2	1.26e-05	1	8	2.69e-07	1.56e-07	1.76e-07	u	273	76	0.001	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 15:55:02	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF2	1.4	173.1	None	g	28.9	1.26e-05	2	8	2.68e-07	1.47e-07	1.7e-07	u	273	77	0.002	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 15:56:23	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF3	1.4	173.0	None	g	28.6	1.25e-05	3	8	2.66e-07	1.4599999999999998e-07	1.71e-07	u	273	78	0.003	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 15:57:44	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF4	1.4	173.0	None	g	28.3	1.25e-05	4	8	2.61e-07	1.45e-07	1.71e-07	u	273	79	0.004	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 15:59:05	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF5	1.4	173.0	None	g	28.0	1.24e-05	5	8	2.58e-07	1.4599999999999998e-07	1.76e-07	u	273	80	0.005	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:00:26	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF6	1.4	172.6	None	g	27.7	1.22e-05	6	8	2.51e-07	1.35e-07	1.68e-07	u	273	81	0.0075	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:01:47	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF7	1.4	172.0	None	g	26.8	1.16e-05	7	8	2.35e-07	1.25e-07	1.64e-07	u	273	82	0.01	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:04:03	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF8	1.4	171.0	None	g	26.8	1.09e-05	8	8	2.25e-07	1.13e-07	1.55e-07	u	273	83	0.0125	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:05:27	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF9	1.4	170.1	None	g	26.2	9.87e-06	9	8	2.01e-07	1.12e-07	1.44e-07	u	273	84	0.015	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:06:48	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF10	1.4	168.6	None	g	26.0	7.83e-06	10	8	1.54e-07	8.56e-08	1.2e-07	u	273	85	0.02	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:08:09	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF11	1.4	167.1	None	g	25.1	6.03e-06	11	8	1.18e-07	6.14e-08	9.31e-08	u	273	86	0.025	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:09:30	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF12	1.4	165.3	None	g	24.0	4.13e-06	12	8	7.969999999999999e-08	4.2e-08	6.67e-08	u	273	87	0.03	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:10:51	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF13	1.5	164.3	None	g	24.3	3.15e-06	13	8	6.22e-08	3.58e-08	5.27e-08	u	273	88	0.035	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:12:12	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF14	1.5	163.4	None	g	23.9	2.55e-06	14	8	5.0999999999999993e-08	2.75e-08	4.22e-08	u	273	89	0.04	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:13:33	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF15	1.5	162.4	None	g	24.0	2.11e-06	15	8	4.3e-08	2.44e-08	3.56e-08	u	273	90	0.045	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:14:54	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF16	1.6	161.8	None	g	25.8	1.79e-06	16	8	3.89e-08	2.32e-08	2.99e-08	u	273	91	0.05	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:16:14	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF17	1.6	160.9	None	g	25.7	1.51e-06	17	8	3.42e-08	2e-08	2.51e-08	u	273	92	0.055	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:18:26	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF18	1.5	160.6	None	g	21.9	1.27e-06	18	8	2.74e-08	1.51e-08	2.2e-08	u	273	93	0.06	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:19:47	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF19	1.5	159.4	None	g	16.5	9.95e-07	19	8	2.12e-08	1.23e-08	1.83e-08	u	273	94	0.07	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:21:08	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF20	1.5	158.2	None	g	14.3	8.25e-07	20	8	1.76e-08	1.05e-08	1.55e-08	u	273	95	0.08	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:22:30	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF21	1.5	157.2	None	g	11.5	7.259999999999998e-07	21	8	1.52e-08	8.72e-09	1.36e-08	u	273	96	0.09	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:23:51	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF22	1.6	158.0	None	g	12.8	6.459999999999999e-07	22	8	1.52e-08	9e-09	1.2e-08	u	273	97	0.1	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:25:17	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF23	1.5	158.5	None	g	6.1	5.5e-07	23	8	1.26e-08	6.709999999999999e-09	1.06e-08	u	273	98	0.12	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.6	CF15	CF15.6b	CF15.6b:LP-DIR-AF	hargrave 2017-12-01 16:26:41	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.6b:LP-DIR-AF24	1.4	159.1	None	g	1.7	5.06e-07	24	8	1.06e-08	6.7900000000000016e-09	9.64e-09	u	273	99	0.14	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:28:19	LT-NO:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF0	1.2	182.2	None	g	33.3	1.73e-05	0	8	3.6e-07	1.94e-07	1.44e-07	u	273	100	0.0	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:29:40	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF1	1.2	182.1	None	g	33.3	1.73e-05	1	8	3.54e-07	2.12e-07	1.4599999999999998e-07	u	273	101	0.001	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:31:01	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF2	1.3	181.9	None	g	33.4	1.7199999999999998e-05	2	8	3.5e-07	2.11e-07	1.5199999999999998e-07	u	273	102	0.002	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:32:22	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF3	1.2	181.4	None	g	33.6	1.7100000000000002e-05	3	8	3.49e-07	2.06e-07	1.44e-07	u	273	103	0.003	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:33:43	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF4	1.2	180.9	None	g	33.8	1.7e-05	4	8	3.5e-07	2.07e-07	1.42e-07	u	273	104	0.004	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:35:03	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF5	1.3	180.3	None	g	33.9	1.6800000000000002e-05	5	8	3.45e-07	2.09e-07	1.48e-07	u	273	105	0.005	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:36:24	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF6	1.2	178.7	None	g	34.3	1.63e-05	6	8	3.37e-07	1.93e-07	1.35e-07	u	273	106	0.0075	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:37:45	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF7	1.2	177.4	None	g	34.6	1.56e-05	7	8	3.25e-07	1.87e-07	1.26e-07	u	273	107	0.01	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:39:06	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF8	1.3	176.2	None	g	35.3	1.4800000000000002e-05	8	8	3.07e-07	1.83e-07	1.2099999999999998e-07	u	273	108	0.0125	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:40:27	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF9	1.2	175.1	None	g	34.7	1.3699999999999998e-05	9	8	2.84e-07	1.53e-07	1.04e-07	u	273	109	0.015	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:41:48	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF10	1.2	173.7	None	g	36.1	1.2e-05	10	8	2.53e-07	1.4e-07	7.98e-08	u	273	110	0.02	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:43:09	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF11	1.2	172.9	None	g	35.0	1.03e-05	11	8	2.12e-07	1.16e-07	6.6e-08	u	273	111	0.025	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:44:30	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF12	1.1	172.0	None	g	35.9	8.56e-06	12	8	1.8e-07	9.29e-08	4.24e-08	u	273	112	0.03	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:45:51	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF13	1.1	171.7	None	g	36.6	7.54e-06	13	8	1.6e-07	8.54e-08	3.08e-08	u	273	113	0.035	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:47:11	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF14	1.1	171.3	None	g	36.4	6.78e-06	14	8	1.44e-07	7.64e-08	2.68e-08	u	273	114	0.04	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:48:32	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF15	1.1	170.9	None	g	37.1	6.21e-06	15	8	1.34e-07	6.82e-08	1.99e-08	u	273	115	0.045	0	0.0	0.0	273
None	This study	Kallander Creek basalt	CF15.7	CF15	CF15.7b	CF15.7b:LP-DIR-AF	hargrave 2017-12-01 16:49:53	LT-AF-Z:LP-DIR-AF	pmagpy-3.22.1	CF15.7b:LP-DIR-AF16	1.0	170.6	None	g	35.6	5.5e-06	16	8	1.18e-07	6.08e-08	1.54e-08	u	273	116	0.05	0	0.0	0.0	273
