,concentration
3158,0.678145633728947
3159,0.6854979225913421
3160,0.7286158677143428
3161,0.72632653622622
3162,0.7748023103735596
3163,0.68514065972717
3164,0.71101827988494
3165,0.6926885542164599
3166,0.703957261475351
3167,0.7083946188995222
3168,0.758495927555486
3169,0.7384557760532411
3170,0.7187824868354191
3171,0.7232768942251611
3172,0.6337332378240076
3173,0.6947248474751596
3174,0.7328961469211889
3175,0.7097699070871092
3176,0.7148016340624764
3177,0.6796003226816985
3178,0.6908213408683461
3179,0.7348636906618373
3180,0.7229516244944445
3181,0.7081242394388235
3182,0.7448439846915149
3183,0.6661003466365216
3184,0.7345582611084078
3185,0.7045003404012504
3186,0.7559848188203805
3187,0.7522713430103826
3188,0.7202677102812051
3189,0.7053567343231446
3190,0.7097006131294732
3191,0.6919771236875352
3192,0.7214728564987496
3193,0.6857856520197977
3194,0.7287595159974527
3195,0.7266857838745537
3196,0.6736256798050434
3197,0.7486499120251373
3198,0.6942934149729394
3199,0.682873675476511
3200,0.7413666099075514
3201,0.6661488515548997
3202,0.6828993738397293
3203,0.6590422462443088
3204,0.6992221825563986
3205,0.7064171479904798
3206,0.7103694016694427
3207,0.7131087885976473
3208,0.7014567811197848
3209,0.7054979198103605
3210,0.6834250022303408
3211,0.7074524924808909
3212,0.7052067507642833
3213,0.6985952309188304
3214,0.7362552036312184
3215,0.7315791520699758
3216,0.7116108761841716
3217,0.7122387332593014
3218,0.687176419189611
3219,0.6881764607337048
3220,0.6285987119778564
3221,0.6202144401670084
3222,0.7129813988396213
3223,0.6480236004344689
3224,0.6721184602879059
3225,0.6429506493493019
3226,0.7818521476766677
3227,0.7554210538180646
3228,0.6605083003797341
3229,0.7187860585709216
3230,0.7270547216109171
3231,0.720501588829878
3232,0.6656515567601693
3233,0.7159652483914878
3234,0.7144373077974433
3235,0.6619259145998895
3236,0.7506292981638377
3237,0.7419420991463982
3238,0.6647660285336504
3239,0.6558402738040267
3240,0.7584147826037326
3241,0.746718920031743
3242,0.6566054866839529
3243,0.7424972421375854
3244,0.6863310927895006
3245,0.717995924076814
3246,0.668450871349889
3247,0.646121565415902
3248,0.6809071273184713
3249,0.7550633461794337
3250,0.7134901516073526
3251,0.6295584966162244
3252,0.6407033024382071
3253,0.7534807255625536
3254,0.7636207281877627
3255,0.6885297333449691
3256,0.663455318357923
3257,0.7154514096237261
3258,0.6907997870724648
3259,0.7248566895544838
3260,0.7433531858279294
3261,0.7387136419429143
3262,0.7051146040933991
3263,0.7163206377780891
3264,0.7205770715377902
3265,0.7104961728995116
3266,0.6776220550023215
3267,0.7074552199625488
3268,0.6547238152400755
3269,0.6605902129992541
3270,0.734125166007923
3271,0.7124905952226117
3272,0.7764407742146526
3273,0.6759996018727152
3274,0.7249242243337173
3275,0.7349560883974376
3276,0.7235986040744942
3277,0.7212635945174616
3278,0.723237661242332
3279,0.690296015915924
3280,0.7188039409629349
3281,0.7327139524879148
3282,0.6195082323021908
3283,0.7145839878341534
3284,0.7161368207852654
3285,0.7077158045406462
3286,0.704613227425868
3287,0.7178621473490846
3288,0.7385308273129831
3289,0.6940171104085913
3290,0.7229192058668867
3291,0.6545639075987999
3292,0.6298720798948159
3293,0.7804309847514681
3294,0.8010520987687123
3295,0.8124584567875653
3296,0.6944883946262768
3297,0.7039191206307296
3298,0.7437703316943198
3299,0.6867985305897648
3300,0.6180124148231239
3301,0.7128854437983226
3302,0.7213285510858095
3303,0.7237665542582972
3304,0.7380956786994124
3305,0.6932954407480229
3306,0.7198983472644312
3307,0.7114183392348186
3308,0.6779295767282759
3309,0.713052477864536
3310,0.6960186111136463
3311,0.714080515044758
3312,0.6816919746662407
3313,0.6905792356343932
3314,0.7175155626473461
3315,0.7130104168204708
3316,0.6947435032498
3317,0.6999736501172601
3318,0.6920265541877161
3319,0.7002610956509696
3320,0.706815910639113
3321,0.7097958543854461
3322,0.7093934208596845
3323,0.6857312784388362
3324,0.7042459323077989
3325,0.6946617288449898
3326,0.6680307138730582
3327,0.7993530428834429
3328,0.7101677473050921
3329,0.6893663559247377
3330,0.7259497856194587
3331,0.6705653565038954
3332,0.7222340399326838
3333,0.7588314994436317
3334,0.6838134297805311
3335,0.705839402304417
3336,0.7272148164848883
3337,0.7406556950746783
3338,0.7593654882825757
3339,0.7054746498401036
3340,0.722479963496234
3341,0.692124748813216
3342,0.6471108699624875
3343,0.6727531138661639
3344,0.7097653011036703
3345,0.7516991442221056
3346,0.6659567250771046
3347,0.6959767429275481
3348,0.7587065381083844
3349,0.7255119047531203
3350,0.6894673413526882
3351,0.7078780064179203
3352,0.7157186837706528
3353,0.6951902920256366
3354,0.7429945409388243
3355,0.7062940734377234
3356,0.6669863160548409
3357,0.7197148453876577
3358,0.7014535859875101
3359,0.6986636972807955
3360,0.7216062865522022
3361,0.6638360127255583
3362,0.6861681344577883
3363,0.7029332662040915
3364,0.6576966870429766
3365,0.6701659130016678
3366,0.6892852296595575
3367,0.7022679049453652
3368,0.7287823833735071
3369,0.6883405298399772
3370,0.6983658279213667
3371,0.6972225636033236
3372,0.7126173765485042
3373,0.7108674097592427
3374,0.7334127249269223
3375,0.6719782281700305
3376,0.64544761474389
3377,0.7924930357302727
3378,0.6636670352584927
3379,0.7208938537852163
3380,0.7120509296415003
3381,0.6874534778257264
3382,0.70818634694464
3383,0.7014440239738655
3384,0.7394193587005093
3385,0.7320316587732959
3386,0.7422770934704338
3387,0.6651185262694405
3388,0.6809829883203764
3389,0.7105707588003521
3390,0.64966412407132
3391,0.7879924976706681
3392,0.6508203563095022
3393,0.6438193810984242
3394,0.6228538605961167
3395,0.6829430604326712
3396,0.7327938945254646
3397,0.7216076823478779
3398,0.7107469923759117
3399,0.7218780117009167
3400,0.6879135475217414
3401,0.6906536917068085
3402,0.695830232370415
3403,0.7007190891788148
3404,0.6797341712605957
3405,0.7631169347084318
3406,0.7568623989831232
3407,0.7098738590815267
3408,0.7199631803240701
3409,0.6887206411432746
3410,0.6596309208714259
3411,0.6766079099645698
3412,0.6962464881460225
3413,0.6946586950044202
3414,0.7213508693840315
3415,0.6435416229398785
3416,0.6240659387901553
3417,0.6638329589084963
3418,0.6780328663541986
3419,0.7304912294167089
3420,0.6272940036447635
3421,0.6141644485919516
3422,0.7738120512805727
3423,0.7048479240417104
3424,0.7204733684383187
3425,0.6831449976901852
3426,0.6639017313432399
3427,0.7101927729930883
3428,0.7232220397337743
3429,0.7375788657160186
3430,0.7555081407411672
3431,0.7461559596628091
3432,0.6919230372043825
3433,0.6780498386596451
3434,0.6856005882077096
3435,0.695269568523181
3436,0.7183614921910475
3437,0.7112520416367581
3438,0.7049507198508963
3439,0.6504161120481783
3440,0.6554094284860964
3441,0.7188560635485067
3442,0.6942763844060617
3443,0.6845099138112277
3444,0.6758770321675447
3445,0.7000837059663455
3446,0.7023252890927589
3447,0.6892245081136242
3448,0.8128543274317022
3449,0.8214832982528938
3450,0.7500633549754079
3451,0.7341924196448971
3452,0.7112655129532655
3453,0.6799492006388438
3454,0.7089822965936144
3455,0.7219380199028482
3456,0.6801896685417425
3457,0.7521371348237254
3458,0.7203375454360972
3459,0.7214351879877433
3460,0.7416396186916291
3461,0.7130803562141026
3462,0.774130205943502
3463,0.743460518573081
3464,0.686718323799883
3465,0.6771939524431239
3466,0.7226557726706898
3467,0.7033154272037583
3468,0.6578181465801596
3469,0.6995633866531833
3470,0.6841458101431157
3471,0.6927566185313669
3472,0.7191810563711372
3473,0.7129227299478194
3474,0.6158227414177205
3475,0.7469878941063592
3476,0.6828678522576556
3477,0.7363785634183254
3478,0.7148174685793043
3479,0.7362110437422609
3480,0.6823491375935169
3481,0.6615593636040747
3482,0.6713135960783385
3483,0.718055147596343
3484,0.7066543499816221
3485,0.6918212546379833
3486,0.7198171436355639
3487,0.7179139729556686
3488,0.7703091363291846
3489,0.656229706858152
3490,0.7089742229467354
3491,0.6492172601379577
3492,0.7483134804635972
3493,0.7028795487290382
3494,0.7006746618477723
3495,0.6969441465384444
3496,0.7039441654389504
3497,0.7023913389917464
3498,0.7670406479729216
3499,0.6321763142996084
3500,0.6645936564269946
3501,0.6985092370293923
3502,0.7288619964381267
3503,0.6927858193195452
3504,0.7118888998223064
3505,0.7077551492392578
3506,0.6730418287212332
3507,0.6607738561873359
3508,0.7511528856581529
3509,0.7388088502410339
3510,0.700013982991769
3511,0.6742257400324112
3512,0.7121139485614728
3513,0.7370829211830344
3514,0.7571402940492817
3515,0.7189559747377637
3516,0.6920327934288755
3517,0.697310899034761
3518,0.7447665229996941
3519,0.6357332267567206
3520,0.7374791347822496
3521,0.7575312494154985
3522,0.6479285428137409
3523,0.6928674320619399
3524,0.6854978875566204
3525,0.6885700981928714
3526,0.6867798549315588
3527,0.6789125242532127
3528,0.6696282064219536
3529,0.7124667118596437
3530,0.6576111891149535
3531,0.6827779557804785
3532,0.6802309056276801
3533,0.7385304142134991
3534,0.7310697964254798
3535,0.7266582327241446
3536,0.6536025125476894
3537,0.7356525888498081
3538,0.7327135041825837
3539,0.7194566227953623
3540,0.703847482000951
3541,0.7059485855945601
3542,0.727033898139575
3543,0.753371056642771
3544,0.7601660811180805
3545,0.6855583889451372
3546,0.7583275230399099
3547,0.6133335869446702
3548,0.7315615604648417
3549,0.6283394321649363
3550,0.7691175009932464
3551,0.6542342272474518
3552,0.6717442408871406
3553,0.7168440820631042
3554,0.7038231536712034
3555,0.6863293021053556
3556,0.6674742070717561
3557,0.700150366925732
3558,0.7182821189065183
3559,0.6872019284822364
3560,0.6770461248990184
3561,0.7155168987595828
3562,0.6785371379661828
3563,0.695764048754304
3564,0.7556796112335246
3565,0.7561608221711811
3566,0.6549308455395635
3567,0.6782310593854286
3568,0.6918232998455237
3569,0.7009266271780162
3570,0.6857037130219086
3571,0.7975931129243654
3572,0.6115914670569317
3573,0.8020086981280301
3574,0.752583199213713
3575,0.6302638259283245
3576,0.6921153981517112
3577,0.690436861150408
3578,0.711172041323696
3579,0.682119136015469
3580,0.7144711615047962
3581,0.679296478151679
3582,0.698752276341504
3583,0.6873929461660107
3584,0.7101924418987798
3585,0.6610390180039666
3586,0.6704226986911409
3587,0.708669834979751
3588,0.7091303540144883
3589,0.6860286804563237
3590,0.6791562984189213
3591,0.6803638649198708
3592,0.7234415028774296
3593,0.6769186892797355
3594,0.6936959681336254
3595,0.6886022215951735
3596,0.6777889914015747
3597,0.7060121349967106
3598,0.6892280836010485
3599,0.7339547439022378
3600,0.7324179179581448
3601,0.6830515859198594
3602,0.7629034574732497
3603,0.6527347056590138
3604,0.6285648944317414
3605,0.6629728664147901
3606,0.6402794039333605
3607,0.6705649999250207
3608,0.6748377920634164
3609,0.6783960922860961
3610,0.7012371721316942
3611,0.7087192961923531
3612,0.7134387557518105
3613,0.6526601462327616
3614,0.6640693648396333
3615,0.6788579391106483
3616,0.700530160340706
3617,0.703381091790775
3618,0.6503743214952722
3619,0.6825436371384954
3620,0.6427643152023141
3621,0.7104088389521428
3622,0.6973358098068427
3623,0.7347625185864619
3624,0.7027518405493165
3625,0.7259372113585733
3626,0.7448570349423654
3627,0.6600767221764264
3628,0.6849817969807929
3629,0.7316277242524266
3630,0.7335248619886237
3631,0.6755562392678627
3632,0.6621230057156186
3633,0.6279456216934841
3634,0.6247635913254561
3635,0.6817690021451376
3636,0.7321333361452221
3637,0.6599864917893903
3638,0.7277068010157921
3639,0.7015465162774619
3640,0.68210935920787
3641,0.7136277265145947
3642,0.7112955861656383
3643,0.6886797902273614
3644,0.6575681554822858
3645,0.659812005945962
3646,0.7034097324265186
3647,0.7126748689925015
3648,0.6492637178603055
3649,0.6433709515825708
3650,0.746201731140902
3651,0.7502420392310345
3652,0.6468960536392061
3653,0.6627550435718204
3654,0.766137238845572
3655,0.7525731757009171
3656,0.754320820581646
3657,0.7198463602140028
3658,0.7156096599550336
3659,0.7228310349422308
3660,0.6901971328228849
3661,0.6770125572868737
3662,0.7391781287599124
3663,0.7551772978382737
3664,0.7227992473311594
3665,0.7081975262150966
3666,0.7077778172275513
3667,0.7463894279474967
3668,0.7358330843148408
3669,0.6985633763465485
3670,0.7161960530936639
3671,0.6771396132988112
3672,0.7891961523472553
3673,0.575283386184906
3674,0.6537382377684926
3675,0.659577120540914
3676,0.6937229189758458
3677,0.7293004809212585
3678,0.7267320979978326
3679,0.7402961338244528
3680,0.7236902457310066
3681,0.6381357834149795
3682,0.7132453560214229
3683,0.6992804620208981
3684,0.6141922572348633
3685,0.7490327319378126
3686,0.6748729218181237
3687,0.6615477723702382
3688,0.8275283573131141
3689,0.5583219511034181
3690,0.8458924002213576
3691,0.8240341935368871
3692,0.7134424195964446
3693,0.6539249862932948
3694,0.7660990310599356
3695,0.6907277358219224
3696,0.6940270120227823
3697,0.7415031861356877
3698,0.6599112687152351
3699,0.7289620375177476
3700,0.6992671014417023
3701,0.7004410919645422
3702,0.6868908245097405
3703,0.7340014566474525
3704,0.6856977309492343
3705,0.6827341437545091
3706,0.7223031164524233
3707,0.632675253643678
3708,0.6831139795448198
3709,0.7339926113291264
3710,0.6869449330382668
3711,0.6863886720417015
3712,0.7246199400794313
3713,0.740619710135681
3714,0.7211281277301695
3715,0.6784988261483393
3716,0.7004490415239186
3717,0.7055538676092514
3718,0.6871383047293306
3719,0.729047831452484
3720,0.6836694141842311
3721,0.6830007385218653
3722,0.7457170113177848
3723,0.7100836673466325
3724,0.7069831227905482
3725,0.7152293440755172
3726,0.7426462953489102
3727,0.7852347441908346
3728,0.7120424207226287
3729,0.7200262523451372
3730,0.6647481077677534
3731,0.6790308603524613
3732,0.7243569740307445
3733,0.7344027813480857
3734,0.7141507670979664
3735,0.6916471157263812
3736,0.7452131295224342
3737,0.6929684993003964
3738,0.6997093233185285
3739,0.671020086660189
3740,0.692841138274398
3741,0.6705695304812599
3742,0.6967681534717858
3743,0.7320006255263607
3744,0.6696726248254142
3745,0.7054973303952736
3746,0.6382662943925222
3747,0.6420873845312595
3748,0.658773629897597
3749,0.7047652860676265
3750,0.7566106410139123
3751,0.664605559751284
3752,0.7524728043094517
3753,0.6695945915487045
3754,0.725237433308673
3755,0.688680475315977
3756,0.6901164687079335
3757,0.7516009934883955
3758,0.7192913490282177
3759,0.7405349367104842
3760,0.7356638211767254
3761,0.7934879775137055
3762,0.672130119281419
3763,0.7107900472939311
3764,0.6610584971843626
3765,0.6831800552586611
3766,0.7079021691868311
3767,0.6606073023300054
3768,0.7506436485238425
3769,0.7646756522724514
3770,0.7068336433548938
3771,0.7029388992312005
3772,0.7116829235007025
3773,0.6822703797860987
3774,0.6423413244010527
3775,0.6482356015844826
3776,0.7173149945873906
3777,0.74171889455819
3778,0.7413975815413911
3779,0.7322121370220519
3780,0.7245829814545388
3781,0.6696752178860732
3782,0.6645770236353887
3783,0.6986343388164902
3784,0.7103944293648249
3785,0.7061715055342114
3786,0.7063669993451456
3787,0.7615159755836709
3788,0.6886049804920935
3789,0.6726867558008042
3790,0.6842054153128707
3791,0.7139947454758965
3792,0.6720419152001283
3793,0.6939114977368206
3794,0.7237605671633325
3795,0.7322512499361581
3796,0.6862275368344452
3797,0.7035310579176118
3798,0.7426051686315732
3799,0.7476103575463507
3800,0.7163108660225495
3801,0.6943731190108232
3802,0.6919244375959119
3803,0.7246443022520915
3804,0.7567404496661077
3805,0.652090598359737
3806,0.7220791498255065
3807,0.7211824417861199
3808,0.6900554894416527
3809,0.7060388985153304
3810,0.7060978306349356
3811,0.7024347355253902
3812,0.7331787669768992
3813,0.6830566665876588
3814,0.7460512978961116
3815,0.759799289562684
3816,0.6496995535514927
3817,0.6209122433852249
3818,0.7582744303208926
3819,0.61383488806494
3820,0.6199813864090019
3821,0.7762691809415693
3822,0.783310383322019
3823,0.7126360732681065
3824,0.7060391945244651
3825,0.6856948489084076
3826,0.7233978723817781
3827,0.701546456531761
3828,0.676880727016815
3829,0.6434130311642172
3830,0.761811722289563
3831,0.6852627315102204
3832,0.6555176406678555
3833,0.6428512488446153
3834,0.7118208477316322
3835,0.7019555500292908
3836,0.67546984001283
3837,0.6550109594165769
3838,0.7209420629850736
3839,0.744689731785452
3840,0.7130078183047354
3841,0.6850746943927742
3842,0.7301769925943271
3843,0.7188657266047603
3844,0.7147616624271791
3845,0.6214397391827775
3846,0.7946076011488225
3847,0.6193619291656195
3848,0.6620593419831827
3849,0.6765902754079002
3850,0.7098500179011112
3851,0.6756197987850849
3852,0.690317636330124
3853,0.7398663165070605
3854,0.6544783390570099
3855,0.6744967055672269
3856,0.7996060313244144
3857,0.6887325763018453
3858,0.6793936679240891
3859,0.6295888225882135
3860,0.6804543638268414
3861,0.7335616579388452
3862,0.701891572058671
3863,0.7076647313779152
3864,0.706553793886239
3865,0.6746660344995965
3866,0.6505534674239063
3867,0.637823352679762
3868,0.704481292911293
3869,0.7378851753238362
3870,0.6692867002180377
3871,0.6717462326081719
3872,0.745494739890827
3873,0.7455879525225683
3874,0.6875318865274577
3875,0.6815087735703274
3876,0.7028278665636584
3877,0.7855515507003068
3878,0.661951954137617
3879,0.6259752831369064
3880,0.6570678559865472
3881,0.7128795862999302
3882,0.7283304886125117
3883,0.7075637198776407
3884,0.68690742754339
3885,0.6728520592394426
3886,0.7135206354960973
3887,0.7171967728161209
3888,0.6884269659435819
3889,0.6733098084853679
3890,0.7193616766661647
3891,0.6489293769710216
3892,0.7205819091777325
3893,0.6825638604380596
3894,0.7191463481358641
3895,0.7191475297535855
3896,0.6484817381546335
3897,0.6862512784020819
3898,0.6952475870114675
3899,0.6304267910777814
3900,0.6311055067087006
3901,0.7216088765198453
3902,0.7720321185737263
3903,0.6325005392912768
3904,0.7560875975462833
3905,0.674577632355881
3906,0.6207457245390753
3907,0.6635915432610167
3908,0.648588424200594
3909,0.720273463715161
3910,0.7265353529823592
3911,0.7312859163181575
3912,0.7016426503180275
3913,0.6552840549035187
3914,0.7581073058603607
3915,0.7144177634716279
3916,0.6865828780159866
3917,0.7297565574367819
3918,0.6416836380517991
3919,0.7037816292738899
3920,0.7185111410324375
3921,0.7213191947615644
3922,0.6847155264570741
3923,0.7557342665271279
3924,0.6629034941010563
3925,0.693824901384708
3926,0.7641316691743053
3927,0.694209091211154
3928,0.7242807572133041
3929,0.6778470882736349
3930,0.7131229982387113
3931,0.678043482507647
3932,0.7844986022398686
3933,0.6701723970008177
3934,0.7483083247365628
3935,0.6777864463997149
3936,0.73198451324686
3937,0.6478320847403443
3938,0.7168576416529171
3939,0.701101025897506
3940,0.6870010269882525
3941,0.6665322935796757
3942,0.6582705600699393
3943,0.7290140396969174
3944,0.7060046533530104
3945,0.6442783792691735
3946,0.7552830973813796
3947,0.7029215260968954
3948,0.6964607072001057
3949,0.7304474176060477
3950,0.6628978772616608
3951,0.7016400838222029
3952,0.6976139344411438
3953,0.7058637582425742
3954,0.7127467882574503
3955,0.6878568973388776
3956,0.6857928958016852
3957,0.7051957475031263
3958,0.6767269751444432
3959,0.6948507043894719
3960,0.6961971572563435
3961,0.6531836191440725
3962,0.6791919140318757
3963,0.662394292484908
3964,0.6713856321043054
3965,0.6687139086907554
3966,0.6391395950970616
3967,0.6050919421968943
3968,0.6340587243158794
3969,0.6696026568943652
3970,0.6618766725203337
3971,0.6848655751019594
3972,0.7261092051410738
3973,0.7120153457252633
3974,0.7202404522036178
3975,0.7604370619458679
3976,0.753363536647086
3977,0.7305353637458958
3978,0.6516146980481268
3979,0.7418695742650976
3980,0.7242053268341728
3981,0.7407762640398238
3982,0.7040884714328417
3983,0.7263725409765496
3984,0.7502127636984379
3985,0.7360215658380765
3986,0.667061024423479
3987,0.7275861856598546
3988,0.659776713695058
3989,0.6541876725710974
3990,0.7338261693907738
3991,0.8020646013983821
3992,0.6033595694829924
3993,0.7968710714575618
3994,0.7921040794125727
3995,0.6740179913836984
3996,0.7355195313102788
3997,0.7156813035292775
3998,0.7528823059370787
3999,0.6807530243037275
4000,0.7745909828482765
4001,0.7935873406768427
4002,0.7199173836033557
4003,0.7417359300734772
4004,0.6959662449119601
4005,0.6796861345317619
4006,0.6674572493814932
4007,0.660151359163435
4008,0.7274163151875612
4009,0.7746368965015775
4010,0.7111300966086397
4011,0.6823196018358078
4012,0.6863427196359433
4013,0.7144563780260565
4014,0.6968056803416044
4015,0.7012035452323749
4016,0.7000033213753993
4017,0.7129629211936199
4018,0.7197965550492387
4019,0.6792727504437638
4020,0.6809338580693557
4021,0.6665894711229539
4022,0.6399664721989706
4023,0.7141021695438364
4024,0.7394865480048157
4025,0.6895228520880319
4026,0.7329144686079255
4027,0.7214667337452398
4028,0.7307733654129297
4029,0.6868225537720998
4030,0.6743510338330292
4031,0.7243360004956344
4032,0.7269692595922587
4033,0.6930590758526168
4034,0.7637092026443328
4035,0.6278894317029137
4036,0.8006581637585091
4037,0.6409740350039288
4038,0.6331812752848934
4039,0.6206429317057128
4040,0.6971801522652258
4041,0.6719766574930238
4042,0.6749935543065985
4043,0.7006736253576844
4044,0.7268012517896305
4045,0.7448818980472314
4046,0.7798393684208534
4047,0.7353831330618178
4048,0.6638477142440641
4049,0.7746045532756843
4050,0.7127591530060874
4051,0.7197282655420748
4052,0.6525009317769088
4053,0.6440750394216325
4054,0.689581773769982
4055,0.7204913909814508
4056,0.6340750155746199
4057,0.6672858988504691
4058,0.7416189412937133
4059,0.7206892064516166
4060,0.6941089360565478
4061,0.7041959055756545
4062,0.7387345781842898
4063,0.7138346933714395
4064,0.7201020506987121
4065,0.6807767422742297
4066,0.7126076087720983
4067,0.627288552323575
4068,0.6492463356574921
4069,0.7580209360171972
4070,0.6605937770622266
4071,0.7077652089292151
4072,0.7216524872577976
4073,0.6928391163989858
4074,0.7137253353925735
4075,0.735439844543056
4076,0.7720513084510139
4077,0.6443726214433102
4078,0.6765250192637827
4079,0.7230650381858413
4080,0.6940242868095282
4081,0.6848060021784188
4082,0.7287301571249438
4083,0.656882571396539
4084,0.6795435422237625
4085,0.7378449986580661
4086,0.684367775216409
4087,0.668186668849636
4088,0.7340500155614819
4089,0.6592446098967263
4090,0.7539480780428758
4091,0.7213634139020633
4092,0.7324531937262588
4093,0.6908776539928997
4094,0.6978971730557103
4095,0.6699369426274528
4096,0.6723322890564449
4097,0.7319829390701437
4098,0.7074397726422
4099,0.7074034527022577
4100,0.7412224484203089
4101,0.6777207816510661
4102,0.6922555055847522
4103,0.6847890464102434
4104,0.6961292970841416
4105,0.7124631160325392
4106,0.7105295481199634
4107,0.6809486979391988
4108,0.6740223466954132
4109,0.7442208002595614
4110,0.6740710706963924
4111,0.6671000726768935
4112,0.6912492498983939
4113,0.7170865742343513
4114,0.7652147387224157
4115,0.7395707503631913
4116,0.7131434169017334
4117,0.7292925300844866
4118,0.6964518060524207
4119,0.6596173799105992
4120,0.6817493074312903
4121,0.7225094848494155
4122,0.7485152365844125
4123,0.6603963551541422
4124,0.6696807454616381
4125,0.7072375602072684
4126,0.7027522950385492
4127,0.7003356151820301
4128,0.6165640518764495
4129,0.733892988581781
4130,0.6516323596743834
4131,0.6790217395242903
4132,0.6908853221752842
4133,0.6898435559641807
4134,0.6546220536582175
4135,0.7501734492624983
4136,0.6603997381196618
4137,0.71052499098434
4138,0.6923051443453873
4139,0.7148681112938968
4140,0.72219825078467
4141,0.7279312822340693
4142,0.7273113476495241
4143,0.74029798428649
4144,0.703210359338536
4145,0.6372682293220057
4146,0.7728835244866104
4147,0.7526698432541897
4148,0.668343975238549
4149,0.6749728098771726
4150,0.6523903512864625
4151,0.6687128717733257
4152,0.7310923614899368
4153,0.6907261228808707
4154,0.6987141202347211
4155,0.7756291691102618
4156,0.6989715890963019
4157,0.6583348735859786
4158,0.7307194773997092
4159,0.7072657124734666
4160,0.7107470939393591
4161,0.692010076571483
4162,0.7098818824963695
4163,0.7141603967098655
4164,0.708605534869748
4165,0.7032130674639296
4166,0.6742170526505914
4167,0.675214160396034
4168,0.6958931479599639
4169,0.6797009879283201
4170,0.6868775794173603
4171,0.6961474566435971
4172,0.7114250698241297
4173,0.7168651538872781
4174,0.679237418456677
4175,0.6626663757681669
4176,0.6743452066353602
4177,0.7202977763774301
4178,0.6600858095578496
4179,0.6726923400834378
4180,0.6996337698930658
4181,0.668342210040253
4182,0.6782623547504735
4183,0.6949664875039309
4184,0.6682101695038335
4185,0.6944677358730331
4186,0.7361099501086082
4187,0.7058844192257034
4188,0.7435799761480061
4189,0.6399724816706117
4190,0.7163495397620377
4191,0.6991915632692104
4192,0.6559960136104307
4193,0.6925092683050406
4194,0.6789541594478881
4195,0.66227123817233
4196,0.7824494446211876
4197,0.7268794607883856
4198,0.6960701061200006
4199,0.7066645173480953
4200,0.6887053414751292
4201,0.6982479703976383
4202,0.7025105683977132
4203,0.6922830924866481
4204,0.7139130282177714
4205,0.7021502587550845
4206,0.7127044111683273
4207,0.7040130764195389
4208,0.7194372285216268
4209,0.7208752036661672
4210,0.7048159367625104
4211,0.6917741368050122
4212,0.7090103942096796
4213,0.6791648768028337
4214,0.7043551818467692
4215,0.7322753750581406
4216,0.6466500411580496
4217,0.6295596184359709
4218,0.6611310898287207
4219,0.6719083884551907
4220,0.724105359238169
4221,0.7722565670500776
4222,0.6523001370722996
4223,0.6533875864319031
4224,0.6983695672714311
4225,0.6883202309205223
4226,0.7196663568512213
4227,0.6586199399939118
4228,0.7103578444053682
4229,0.7454911631046468
4230,0.661078259569131
4231,0.716104649376821
4232,0.7021445904156944
4233,0.6962797703806191
4234,0.7167186532597652
4235,0.7572498706541906
4236,0.7141558159049868
4237,0.681528264446368
4238,0.7956220903014368
4239,0.6800677951404934
4240,0.7148241825027416
4241,0.7081606799977931
4242,0.6939563274579774
4243,0.6522623765511697
4244,0.670633696712896
4245,0.7639167349038208
4246,0.6422103934776656
4247,0.7677243980275004
4248,0.6953439193561407
4249,0.675543344397126
4250,0.7081886784259348
4251,0.7086833594186529
4252,0.7157084197756642
4253,0.7220488300346247
4254,0.6795491672937244
4255,0.7118404200327784
4256,0.6929813600868904
4257,0.6580219369165957
4258,0.7073323675474236
4259,0.728473376543258
4260,0.73075464411864
4261,0.6915510504964127
4262,0.6514128656768934
4263,0.6518304170819225
4264,0.7266001657230461
4265,0.7088909857826365
4266,0.6934754810485262
4267,0.7109300287748952
4268,0.7123750358403275
4269,0.7008853264629803
4270,0.6971732653570204
4271,0.6784302228148436
4272,0.6574193269371441
4273,0.7398990616809162
4274,0.705883929270923
4275,0.7338141563532968
4276,0.729295584060658
4277,0.7320373352097473
4278,0.6401421046958055
4279,0.6957196679630788
4280,0.7166115670106447
4281,0.6980299851528092
4282,0.7237846003247296
4283,0.6925047334922322
4284,0.6625481916962617
4285,0.6760630001926475
4286,0.7254716769955549
4287,0.7161204496176126
4288,0.7126709747223783
4289,0.7127124099947963
4290,0.7484199310314522
4291,0.7349783939479503
4292,0.6815692346401808
4293,0.7435773319399459
4294,0.6929685430073224
4295,0.63767291279944
4296,0.6037656131991164
4297,0.7183676920511358
4298,0.6684928996065567
4299,0.7297848972150098
4300,0.6819502837283005
4301,0.6831881602936514
4302,0.6751222235355854
4303,0.7343006197549646
4304,0.7462904969636772
4305,0.674419959871555
4306,0.6973798623897756
4307,0.7053704381553203
4308,0.6318616327967285
4309,0.6614486582193793
4310,0.8058081043237567
4311,0.6230518188964211
4312,0.6067338669000907
4313,0.8340466755903628
4314,0.7432570213832007
4315,0.7646245514728819
4316,0.623275545303857
4317,0.5925362760867363
4318,0.6805049188836968
4319,0.6671581781697119
4320,0.7645058669419775
4321,0.7048911225931568
4322,0.6919738784196511
4323,0.7422744528854073
4324,0.7636952056794697
4325,0.6575884138246233
4326,0.733834201900948
4327,0.6823240165893876
4328,0.7026010488096249
4329,0.7187477146900899
4330,0.6837252101779709
4331,0.6964265467785216
4332,0.6902917378883643
4333,0.7176098134592367
4334,0.6995624178743325
