,concentration
223,0.6767506230162673
224,0.6364171322036579
225,0.7835150275849352
226,0.7872970428853006
227,0.6681801069381139
228,0.6932787313861366
229,0.7364342447775817
230,0.7115430377100864
231,0.7042537174927237
232,0.6981029355215373
233,0.7111447828988768
234,0.721311535396842
235,0.7080256454397219
236,0.6779071664214462
237,0.7610334411764466
238,0.668647180866796
239,0.6408704007660149
240,0.6258267616107847
241,0.6280758953683973
242,0.6820066274200939
243,0.7301131235047891
244,0.7328835694027689
245,0.6919982210796742
246,0.7431514622833304
247,0.6700209409201034
248,0.7223710568500028
249,0.7025657847766201
250,0.6515471751718447
251,0.6624674232533384
252,0.7291490179410941
253,0.7293446107543256
254,0.7589570954063805
255,0.655265372390852
256,0.7063127453864169
257,0.7310606258495373
258,0.6942290686027661
259,0.7077185671422843
260,0.7303185121378613
261,0.7966422165860597
262,0.8032450706340238
263,0.7287489937569674
264,0.6786953116597793
265,0.6596652379615123
266,0.7229787807656772
267,0.6610495835995938
268,0.66280281331406
269,0.7322112043030594
270,0.7201723384940416
271,0.7078396515916077
272,0.7117993803924851
273,0.7255938610833866
274,0.6933019047452301
275,0.7042177938995753
276,0.6853568654279532
277,0.7004424680438687
278,0.718587796485682
279,0.7308911378038357
280,0.6911440789007407
281,0.7111090141484188
282,0.7158141673407955
283,0.7265281333234784
284,0.7326739477989482
285,0.6761247336081159
286,0.7530161639124496
287,0.6871795191043729
288,0.7044823007931017
289,0.7055708712060415
290,0.7155049464869049
291,0.7224170689335635
292,0.7219953408379258
293,0.704872666522002
294,0.6910531327320728
295,0.7191259953732398
296,0.7305885490040234
297,0.742563397753226
298,0.6838099839458173
299,0.7177211822587218
300,0.7049268041146025
301,0.6828905121253431
302,0.6859118986043159
303,0.69589815871243
304,0.7207273712192888
305,0.739491596953449
306,0.7207355875225865
307,0.6798022386022097
308,0.7050136534677564
309,0.7101496565446983
310,0.7005556213562418
311,0.7344245933482165
312,0.728947959149491
313,0.6922160698366537
314,0.6663863733540836
315,0.7439229985700149
316,0.6962195551926299
317,0.7270721124184873
318,0.6312910944905216
319,0.7198026694770228
320,0.6973213244730918
321,0.7187882024549236
322,0.729002551737403
323,0.7454062101044978
324,0.724007852936113
325,0.6900446682013885
326,0.7168495563647614
327,0.7260097907251175
328,0.7385191115715841
329,0.671372161940182
330,0.7392683852225918
331,0.6461804760258648
332,0.634165775893851
333,0.667630503126342
334,0.7521913015644237
335,0.6552591553300257
336,0.7178135435407169
337,0.75480116866931
338,0.7772702513886501
339,0.7411285787332943
340,0.7372579447247898
341,0.7504254373007463
342,0.7000011426902131
343,0.7577518993972623
344,0.6674530888931136
345,0.7344288008566178
346,0.6842511273803343
347,0.6714066498268796
348,0.6515232496800696
349,0.7237743914427384
350,0.6930916202063918
351,0.7303352938338176
352,0.6805146829728416
353,0.6888903749931798
354,0.7325714622447038
355,0.6582748948126498
356,0.7628242781197231
357,0.6753981702244146
358,0.6906693390401694
359,0.7701555065483348
360,0.6865691621182807
361,0.7375628738358193
362,0.6720968859270017
363,0.6617753129261116
364,0.7124288269053327
365,0.7203575152632016
366,0.73739241268437
367,0.7162132700893583
368,0.6809055239207367
369,0.709843851310704
370,0.698217309667911
371,0.7141025460811962
372,0.7124975055565356
373,0.6997613911275264
374,0.6842808164250711
375,0.7305300536138145
376,0.7200566115957605
377,0.7071262037879589
378,0.7584718060591288
379,0.7125198894935277
380,0.7386684240778321
381,0.6714850088476091
382,0.7069975855615259
383,0.7279970760835959
384,0.6963785072255356
385,0.7159635558042545
386,0.7130530798359485
387,0.6999937028501019
388,0.7215613746628872
389,0.741508445527789
390,0.6537698940961237
391,0.6526135039722991
392,0.772716831446671
393,0.7132329877241174
394,0.6275947751046298
395,0.591394751386767
396,0.579544214668651
397,0.7958769857724717
398,0.6914318134559551
399,0.6911676323153366
400,0.6924870369553406
401,0.7418820381044439
402,0.7357827899631598
403,0.7107189033095763
404,0.6756966245876337
405,0.6769584789393762
406,0.6819115094734677
407,0.6780203590546404
408,0.7779115955787287
409,0.6866835035761918
410,0.6672639021078889
411,0.6864247175152567
412,0.7234474112502779
413,0.6938946482771491
414,0.7300986959147666
415,0.6396540050124563
416,0.7766571548180766
417,0.6527872896338891
418,0.768685197166466
419,0.766806410069219
420,0.6572930148704385
421,0.6319725778908704
422,0.7746867392367202
423,0.7586874582601708
424,0.6452702772207789
425,0.6256545408811683
426,0.66749221430263
427,0.7433593936149951
428,0.7175756839842661
429,0.7406606042872279
430,0.6683586267372825
431,0.6981846265550407
432,0.7179113433956196
433,0.7473159329057276
434,0.6293453822652523
435,0.7717697374339645
436,0.6945505637015023
437,0.6838095121734231
438,0.6309746034264603
439,0.733486614219787
440,0.6809991983210918
441,0.6980594329377037
442,0.7351679618576641
443,0.7198837165931871
444,0.7307928926635464
445,0.6589582769730521
446,0.6468475435915533
447,0.63731082343779
448,0.6535549745485332
449,0.6542015597568096
450,0.6986748186304631
451,0.729981898982446
452,0.7053937809675089
453,0.7337412485276513
454,0.7200442847156828
455,0.6998811697306858
456,0.6958305686704738
457,0.692923615789906
458,0.693731743409354
459,0.7114017369711308
460,0.6825056120572921
461,0.7272069073118216
462,0.6495141230888865
463,0.6196589062213506
464,0.6354082183073664
465,0.646703236993637
466,0.6730915992376254
467,0.7023748580740623
468,0.6868902285338678
469,0.7250414955622585
470,0.7423257532288411
471,0.6840197397686357
472,0.6346324668346943
473,0.6732073914028966
474,0.7294723878539006
475,0.6804705940387445
476,0.7343076897151547
477,0.7315636011500876
478,0.6735660868374052
479,0.7139872307093094
480,0.6939390467126842
481,0.71873808263519
482,0.7269546004903882
483,0.7034314861225972
484,0.7010627790515073
485,0.7044791237973828
486,0.6810904053867727
487,0.6845471849583271
488,0.6565139452253722
489,0.6738674561522812
490,0.721753145685803
491,0.6702403233843146
492,0.7449430891188887
493,0.6885425882391769
494,0.7376704709347156
495,0.7114963040317998
496,0.7166152894325282
497,0.6964054524786163
498,0.7337386161865147
499,0.6688757490989361
500,0.6787878621712872
501,0.7262406922590664
502,0.7423712885376845
503,0.7510805410003013
504,0.6948796400083807
505,0.7435021178849278
506,0.7555821625279076
507,0.6316479382275253
508,0.685638224026937
509,0.7001054162057371
510,0.7034470147821088
511,0.722676657782727
512,0.7124755780051856
513,0.6812592528046442
514,0.6991706471320293
515,0.6933036344717434
516,0.682902711421443
517,0.687143718369225
518,0.7294673154759935
519,0.6817440440201609
520,0.7501874053536756
521,0.6903600057522362
522,0.7041292171625447
523,0.6200896900650515
524,0.7111788814533252
525,0.6996943419934365
526,0.7650446432028742
527,0.6810320176592564
528,0.6696240380792656
529,0.6725115978503083
530,0.737420162944232
531,0.737678159419366
532,0.7385198428119536
533,0.6577760835132215
534,0.7653756224610528
535,0.7033433920679508
536,0.6808213911751502
537,0.7134969144544291
538,0.6712230130103484
539,0.7538536357850842
540,0.6977763975896901
541,0.7217398544275545
542,0.6687906973632137
543,0.6783395989990283
544,0.7350489139547539
545,0.6985937886088821
546,0.6518267813214246
547,0.7625896363745892
548,0.7184534219082547
549,0.762580157950845
550,0.6473503309772819
551,0.7745924674756408
552,0.6285872747233742
553,0.662153551303457
554,0.7437609993212785
555,0.7602572289364267
556,0.6496532690485592
557,0.730092892946845
558,0.6340861526656647
559,0.6614481026413301
560,0.6498627138753897
561,0.6686041351477102
562,0.680735259214757
563,0.6505068099135864
564,0.6764932166365972
565,0.6788937629627985
566,0.7367517224612645
567,0.7433532968933001
568,0.7336599286441569
569,0.7345729090152744
570,0.7465999673056383
571,0.717329915916916
572,0.6972103499004508
573,0.7014685552047027
574,0.7282812102474501
575,0.7198355607200754
576,0.7037874705181001
577,0.687242782237521
578,0.7448220743696987
579,0.7248762874955545
580,0.7328185036266436
581,0.7180736736174488
582,0.7310574772409127
583,0.691547386060381
584,0.6957082108040411
585,0.7187088139440196
586,0.7083272310711503
587,0.733974972919014
588,0.7293609933434341
589,0.677007240658525
590,0.6842422985961177
591,0.6859318409970611
592,0.6576933608866726
593,0.6474907170485369
594,0.6287810797740306
595,0.6718533578553433
596,0.6987931652972066
597,0.7027089738126844
598,0.7532446366128335
599,0.6719436085280209
600,0.7358477349905119
601,0.6534520268640649
602,0.6420113455640933
603,0.6661882145982865
604,0.6441976451785808
605,0.6436205305245206
606,0.7197483841787499
607,0.764664115491178
608,0.7506378564731991
609,0.7062739405242272
610,0.7237020128597659
611,0.7225289937026328
612,0.697872307505132
613,0.7424256165997405
614,0.7193000869181984
615,0.6889928448038807
616,0.7210131805633133
617,0.7086847485432971
618,0.7144946741559877
619,0.7746190406067236
620,0.7229173245865093
621,0.7140183404678284
622,0.7628612654242571
623,0.6192845484389775
624,0.6656609487760861
625,0.6650296065423182
626,0.6696436528477518
627,0.7274393387337691
628,0.7137867979859676
629,0.7291621986989918
630,0.674825922634316
631,0.6709945253058865
632,0.7535275948141263
633,0.6780102280366123
634,0.6922065976070234
635,0.6827341672946494
636,0.7061127161679653
637,0.7263100153354004
638,0.7278012154940656
639,0.7474227882044039
640,0.7657898953799777
641,0.6688934279897185
642,0.6606132863440646
643,0.6832878515019966
644,0.7018383830944646
645,0.689943663610557
646,0.6665452852048072
647,0.7327665074641425
648,0.7148744585174639
649,0.7204733024862784
650,0.7664600919915401
651,0.6759254976031158
652,0.7126773531794469
653,0.7078142365735224
654,0.6833482489202303
655,0.7095760102222126
656,0.6625613114825079
657,0.6649008348538482
658,0.7158557341466548
659,0.6888598667994175
660,0.6982584425024505
661,0.7014699585265141
662,0.7063579969170241
663,0.6944094857867885
664,0.7142363516517156
665,0.6892539946710174
666,0.6632239278465222
667,0.7737614280819137
668,0.7224716652615084
669,0.6653908703136108
670,0.6727888879282236
671,0.6862289760958148
672,0.6728842156207385
673,0.6879455886689706
674,0.693903754405451
675,0.6916098824496538
676,0.7264353678247295
677,0.7304158582678455
678,0.7228514274468227
679,0.6852736824098317
680,0.7367333728006994
681,0.7196095936597904
682,0.7145625541261625
683,0.6819064843651167
684,0.7262623588087853
685,0.697838654206858
686,0.7062135235624665
687,0.7313334496578275
688,0.7293514869981458
689,0.6998490111664482
690,0.6961765556151924
691,0.6659043085403785
692,0.7440955023113461
693,0.6091083931740556
694,0.6789000945702072
695,0.6712546421925846
696,0.7307817601037843
697,0.6944020305978471
698,0.7161769908117491
699,0.6956535550307946
700,0.7256873315398225
701,0.6869052525571789
702,0.6809475353301573
703,0.6919795735605441
704,0.6986626742726193
705,0.6811440780582072
706,0.6907600270567957
707,0.690209341847746
708,0.6457920386945755
709,0.7430178553068236
710,0.7198205261310546
711,0.6545813385287937
712,0.7837226128577172
713,0.7813091761652629
714,0.7782735973943382
715,0.6414529764349202
716,0.6047355871906231
717,0.767804580972018
718,0.7289358012492893
719,0.7752674080351174
720,0.6672400704574191
721,0.6655218823674112
722,0.6899347137565778
723,0.6938866347204421
724,0.7179305053416756
725,0.6876693239300895
726,0.681574414367937
727,0.726253381129432
728,0.752474589999384
729,0.733465553551237
730,0.7189415391645808
731,0.7471622098313622
732,0.738007235270633
733,0.7490644232213043
734,0.7014695714081263
735,0.7054086577365407
736,0.6640734698092172
737,0.6691545388947622
738,0.6661011539027826
739,0.6658367220622181
740,0.7082423666151894
741,0.6906296458848056
742,0.7527420220880554
743,0.7388745144043966
744,0.7549252099665982
745,0.6908273004481681
746,0.7012932397553733
747,0.7075566454831373
748,0.7181320357504208
749,0.675029004509835
750,0.697213300893986
751,0.6964323480497421
752,0.6992189085448007
753,0.7145059618854377
754,0.6698718278539539
755,0.706180163832643
756,0.6909871111095433
757,0.7124674113969924
758,0.6675873372831093
759,0.7297520343602152
760,0.6961120090783172
761,0.7941876000311653
762,0.8093150606423081
763,0.8058852865912054
764,0.7117711343132639
765,0.7205001769944521
766,0.7208828175589911
767,0.6982006795088637
768,0.7136929795651601
769,0.6679110168019066
770,0.739159293306063
771,0.6355669144040014
772,0.695356202378401
773,0.6939519130802707
774,0.7002280973366252
775,0.6841814563396742
776,0.7152777772530349
777,0.7166678840021278
778,0.7425238957209958
779,0.7446288593868884
780,0.7508065339892591
781,0.7807046847802103
782,0.7556636184267964
783,0.7101825932496294
784,0.7018596010122548
785,0.6278611943019052
786,0.7411717518643581
787,0.6787948898562411
788,0.6582733758538192
789,0.6787181419563063
790,0.6569132931189804
791,0.7132896507656318
792,0.6887385005702255
793,0.7051892297770923
794,0.7060846243749627
795,0.6989377892584383
796,0.7419719672062092
797,0.6588853282546762
798,0.7022308094251931
799,0.6531653234576507
800,0.7705552900938769
801,0.768816553296953
802,0.7726022536273077
803,0.6976927347431588
804,0.7169057216586666
805,0.7081125073542069
806,0.7192143073599632
807,0.6481383030805772
808,0.7041284451161869
809,0.7184422251904039
810,0.6710758264478394
811,0.7328848303877803
812,0.7444594489972948
813,0.74386465929055
814,0.6702754521091344
815,0.6685354162527484
816,0.7179650316588907
817,0.7277246491131686
818,0.6808962416003972
819,0.7273903768354368
820,0.7363712726355879
821,0.7285126417713045
822,0.6868600569668458
823,0.6862213710474205
824,0.7613778310129086
825,0.721680223085739
826,0.7100339378257906
827,0.7324632602684269
828,0.710441684534046
829,0.7227510275370485
830,0.722800476673151
831,0.6830179575125894
832,0.7218028202216915
833,0.6846102794488821
834,0.7288042617730088
835,0.7590910720216357
836,0.6915326164473115
837,0.6949495417746836
838,0.7264956562875431
839,0.7467211023289111
840,0.7083784546894957
841,0.68407365595102
842,0.6556142263440244
843,0.7210536023482716
844,0.7392615559696052
845,0.7564792722054728
846,0.6966522318736234
847,0.6761669699163819
848,0.732111967556227
849,0.6697924945607682
850,0.697590752454898
851,0.6370727748482174
852,0.7252227526211154
853,0.7377197193804503
854,0.6954020821122734
855,0.7414880234026868
856,0.7224132635687328
857,0.7153232730730075
858,0.7392889318397754
859,0.7272683166164186
860,0.7289497682189241
861,0.7795205774963284
862,0.7398361676556977
863,0.7233292614694559
864,0.7118793742423808
865,0.7095152317161582
866,0.7122288706605506
867,0.7013520928014014
868,0.7326944978404464
869,0.702731335199651
870,0.7614126292352248
871,0.7261139551888899
872,0.7132385804917107
873,0.670541451200819
874,0.7128882696834883
875,0.7238259670211019
876,0.6980721371647151
877,0.6984836304234147
878,0.710239609165819
879,0.700364601795188
880,0.7436567977798305
881,0.7533402376996556
882,0.7314676591146562
883,0.7158430027469362
884,0.7355435883713666
885,0.7216917314450233
886,0.675388957509967
887,0.7711360248037624
888,0.7548629423379856
889,0.737915648583129
890,0.6680243352212981
891,0.6877905865719983
892,0.7025090531035465
893,0.7163820993840685
894,0.7814862480977259
895,0.7609685221236802
896,0.7629724068199213
897,0.6742618665585516
898,0.7763479580012634
899,0.6244356614819903
900,0.781191907806708
901,0.6128362379013417
902,0.7866602321383207
903,0.6219685784774734
904,0.6378152295293679
905,0.7110893909843209
906,0.7084768326779748
907,0.6256221222883662
908,0.6653005693534402
909,0.7623345620093661
910,0.6698908234118185
911,0.7354675563316913
912,0.7151528096463123
913,0.7147933788598012
914,0.7092570246077972
915,0.7480746556970667
916,0.7195041788638861
917,0.6786550177613896
918,0.6736048856106078
919,0.7304862582947091
920,0.6914707103561561
921,0.6723377910218447
922,0.7303887799760314
923,0.7357813866022033
924,0.6819796984068347
925,0.7494428170086955
926,0.7165057785934769
927,0.6971009259653687
928,0.7130303737529429
929,0.7130490477524576
930,0.717008490718072
931,0.7357830874061844
932,0.6342339496687318
933,0.6839972307711834
934,0.7362661127157224
935,0.685596434122728
936,0.6790469991859246
937,0.7347120534698676
938,0.7114291569765056
939,0.6561992801413223
940,0.7707216805314349
941,0.7876185953833116
942,0.688289242883631
943,0.6818087489449529
944,0.6759211390486596
945,0.7019129926981775
946,0.7108263942441787
947,0.6975324421600329
948,0.6706065780183589
949,0.6836713513951928
950,0.7493505724838819
951,0.6040888263243823
952,0.6440717736191476
953,0.6428043420997198
954,0.7033594389481839
955,0.6904319301420151
956,0.6846630406667132
957,0.7377466615155627
958,0.7265861007794043
959,0.7291971838186266
960,0.6642026126123965
961,0.735753957191828
962,0.7128755389755107
963,0.6770420513960284
964,0.6468499736733755
965,0.6800813137984775
966,0.7142129428866244
967,0.7584144876124709
968,0.7361463290053292
969,0.7153318460676011
970,0.7056911115842899
971,0.7160996233227144
972,0.7454397198645928
973,0.7668854927916581
974,0.761716388408495
975,0.6687772394008586
976,0.732335416966854
977,0.7302908649837114
978,0.6940911684374226
979,0.688246985560641
980,0.6855743859967484
981,0.6520997381396442
982,0.6861827466665359
983,0.7205178413073678
984,0.7209457433714943
985,0.7258440318612949
986,0.7266511419813778
987,0.7131234765159753
988,0.7193265892892595
989,0.6724851581461462
990,0.7218640814880758
991,0.7276876526493427
992,0.6533623414007852
993,0.7033681884091566
994,0.7126708937872375
995,0.6990955108629703
996,0.7750726650999445
997,0.7001376391753243
998,0.6644532983545431
999,0.7578446741007296
1000,0.7558940578420722
1001,0.7558464637895543
1002,0.684195357560347
1003,0.6865775924601099
1004,0.7298712166634103
1005,0.762808290057527
1006,0.7665603296535152
1007,0.7002644338541636
1008,0.6780067016787801
1009,0.6818702026385491
1010,0.6132616035796365
1011,0.6884751209561464
1012,0.6830938800204519
1013,0.6068998095437897
1014,0.6783868655865757
1015,0.7208699591403791
1016,0.6637733461305847
1017,0.7382099204047898
1018,0.7305830410033203
1019,0.6879543867138117
1020,0.6850939512157239
1021,0.7285529832163227
1022,0.6534406381751436
1023,0.6939200157137411
1024,0.6798004479567905
1025,0.7433425828008289
1026,0.7528320051438693
1027,0.6835483075228533
1028,0.7370456390229131
1029,0.7528762548423963
1030,0.662270212688231
1031,0.7465945058349888
1032,0.658935354899484
1033,0.7674547607063452
1034,0.6607270848179407
1035,0.6727474431550732
1036,0.6741296397328266
1037,0.6154241764104401
1038,0.6604599657257928
1039,0.7195744268395841
1040,0.7302656138626372
1041,0.6757285095876497
1042,0.7293042224980631
1043,0.7341678014290809
1044,0.6605600358251763
1045,0.728693976413483
1046,0.7099712058602636
1047,0.7379226902903294
1048,0.6865373672584888
1049,0.6783178214982473
1050,0.7207544566496377
1051,0.7446411949270517
1052,0.6823476010141567
1053,0.7154267275208515
1054,0.6956381595275455
1055,0.7056315078775095
1056,0.6399562458024899
1057,0.7379856557140718
1058,0.7180671202690275
1059,0.7007674939601393
1060,0.7300373148366417
1061,0.7626162321484016
1062,0.6510560627857471
1063,0.6417424333470322
1064,0.730339555956529
1065,0.6318695561825332
1066,0.7787353494185523
1067,0.7352139829764909
1068,0.7075888938779494
1069,0.7238947822647508
1070,0.7478929509363803
1071,0.7702859699673947
1072,0.7009805599066637
1073,0.6986902460611518
1074,0.7266086160986629
1075,0.6973124522780317
1076,0.6988884135237735
1077,0.7703563241392902
1078,0.6309680793123549
1079,0.7767886186982814
1080,0.794574137268099
1081,0.8336485270902608
1082,0.6513688452029466
1083,0.7165002096649875
1084,0.65844168049368
1085,0.6820971841920414
1086,0.7572753873782183
1087,0.7524335853330176
1088,0.6499681761043969
1089,0.6795306028877078
1090,0.6743466897315176
1091,0.7412204976642999
1092,0.7366887711373398
1093,0.7180140615686709
1094,0.6932325690078776
1095,0.6991354680186893
1096,0.6738150632695875
1097,0.7267711111786114
1098,0.6714703643270217
1099,0.7249267846078168
1100,0.7201988570406944
1101,0.7630064234448419
1102,0.6717033499859626
1103,0.6662960077569396
1104,0.7511388892720087
1105,0.7210228158991455
1106,0.7336908671489908
1107,0.7567321826448355
1108,0.6925887510558619
1109,0.698117204638287
1110,0.7023588708105618
1111,0.7224312615289
1112,0.6949376830546415
1113,0.7014115664716805
1114,0.686064042883016
1115,0.7224223802286345
1116,0.6825391912666813
1117,0.6979109571709073
1118,0.7306047607158792
1119,0.7211714893413674
1120,0.6811498497307868
1121,0.6542929099734421
1122,0.7425520481415501
1123,0.6477115154397375
1124,0.7534613499079429
1125,0.7366033157388184
1126,0.7194559965346106
1127,0.6690878439525129
1128,0.6790332536648048
1129,0.7167122832137932
1130,0.7031064142626235
1131,0.6830971954838749
1132,0.6457680768280285
1133,0.694171103488111
1134,0.7043604999720484
1135,0.7499017878009002
1136,0.7060181160195536
1137,0.7087006993350107
1138,0.7037222552535762
1139,0.7012671263408884
1140,0.6569170625696548
1141,0.7363023060873173
1142,0.6319910584950104
1143,0.7215984898579398
1144,0.7501554658711481
1145,0.7506125637129629
1146,0.6904135214095809
1147,0.669850024407756
1148,0.6597993914064103
1149,0.7603348937054979
1150,0.6643970188792541
1151,0.7168504281399826
1152,0.6645121255848603
1153,0.6647292751784316
1154,0.6912095958667696
1155,0.6840274865752574
1156,0.724187903665745
1157,0.6942505922832402
1158,0.6958373413853837
1159,0.6830183418749226
1160,0.7446480521051897
1161,0.6924220192410295
1162,0.6846993094209207
1163,0.7489270759145594
1164,0.6651947029000168
1165,0.6815418027166814
1166,0.73082899522197
1167,0.7590070192700279
1168,0.7548467701291903
1169,0.6434912415984504
1170,0.7223199489139231
1171,0.7042699726379382
1172,0.7541371001099205
1173,0.7523681906721524
1174,0.7470006005512793
1175,0.7251705827120427
1176,0.6788227007794491
1177,0.7288366126045959
1178,0.7270532170972182
1179,0.708885378812331
1180,0.7166522734342178
1181,0.6994165143616562
1182,0.6675888976137216
1183,0.6522620376652183
1184,0.728478205039052
1185,0.6820924671534735
1186,0.6511596357642103
1187,0.7316464234682393
1188,0.7560252270437843
1189,0.7081712437153588
1190,0.6657398297561781
1191,0.749353114397474
1192,0.7312349852572866
1193,0.6993638929151048
1194,0.7675197178035852
1195,0.7503681200126813
1196,0.653229195324002
1197,0.683520076331685
1198,0.705715899672193
1199,0.7011461889410487
1200,0.6949576242823874
1201,0.7073708718216184
1202,0.7169685107673974
1203,0.7542410271727539
1204,0.7679219839601842
1205,0.7066776298458093
1206,0.6651554899845914
1207,0.6504367123763368
1208,0.655388668742077
1209,0.7256595403271848
1210,0.7117267679934728
1211,0.7169901096441547
1212,0.7099860173850734
1213,0.7058250129157843
1214,0.6945580094367954
1215,0.7740181021668754
1216,0.6854713615800754
1217,0.7348885568085111
1218,0.6872714251999131
1219,0.6923378076646419
1220,0.7241159178670099
1221,0.697433042740682
1222,0.6647128797508065
1223,0.7551465004289867
1224,0.7070305973718213
1225,0.7023501703555651
1226,0.712438608612145
1227,0.6936472212696347
1228,0.6808828319400968
1229,0.6863598887598924
1230,0.6672183686502754
1231,0.7075262350588308
1232,0.7128004523298354
1233,0.7337724455332165
1234,0.7188127183399687
1235,0.7424283915842906
1236,0.6005260590599216
1237,0.7511834962164029
1238,0.7013240625503548
1239,0.7550079521310279
1240,0.6419808143769844
1241,0.6620059868139708
1242,0.6680661286488926
1243,0.6459961346126066
1244,0.7564047109553644
1245,0.6937006815927695
1246,0.726248787448091
1247,0.673918590559649
1248,0.7368216704477158
1249,0.6729357682628937
1250,0.7421264525704878
1251,0.7324244298171982
1252,0.6646889276900485
1253,0.6743507303649952
1254,0.7537500282172177
1255,0.6717648339964561
1256,0.6922836911913811
1257,0.7297628823919371
1258,0.6941883036749653
1259,0.7026488240917893
