tab 	pmag_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	sample_comp_name	sample_dec	sample_direction_type	sample_inc	sample_n	sample_n_lines	sample_n_planes	sample_tilt_correction
This study	North Shore Volcanics	ns044a	ns044	ns044a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	295	l	45.1	1	1	0	100
This study	North Shore Volcanics	ns044b	ns044	ns044b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	292.9	l	45	1	1	0	100
This study	North Shore Volcanics	ns044d	ns044	ns044d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	282.2	l	45.2	1	1	0	100
This study	North Shore Volcanics	ns044f	ns044	ns044f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	286.9	l	42.2	1	1	0	100
This study	North Shore Volcanics	ns046a	ns046	ns046a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	293.2	l	48.1	1	1	0	100
This study	North Shore Volcanics	ns049g	ns049	ns049g1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	309.6	l	60.9	1	1	0	100
This study	North Shore Volcanics	ns050b	ns050	ns050b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	300.1	l	48.8	1	1	0	100
This study	North Shore Volcanics	ns052b	ns052	ns052b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	296.8	l	52.1	1	1	0	100
This study	North Shore Volcanics	ns053a	ns053	ns053a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	301.8	l	42.5	1	1	0	100
This study	North Shore Volcanics	ns054a	ns054	ns054a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	288.3	l	56.4	1	1	0	100
This study	North Shore Volcanics	ns055a	ns055	ns055a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	283.2	l	36.6	1	1	0	100
This study	North Shore Volcanics	ns055b	ns055	ns055b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	280.7	l	38.7	1	1	0	100
This study	North Shore Volcanics	ns055c	ns055	ns055c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	279.3	l	39.5	1	1	0	100
This study	North Shore Volcanics	ns055e	ns055	ns055e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	284.9	l	33	1	1	0	100
This study	North Shore Volcanics	ns055g	ns055	ns055g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	289.4	l	35.4	1	1	0	100
This study	North Shore Volcanics	ns056a	ns056	ns056a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	292.5	l	40.3	1	1	0	100
This study	North Shore Volcanics	ns058f	ns058	ns058f1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	299.2	l	51.9	1	1	0	100
This study	North Shore Volcanics	ns059e	ns059	ns059e1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	292.1	l	47.4	1	1	0	100
This study	North Shore Volcanics	ns060a	ns060	ns060a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	293.8	l	50.9	1	1	0	100
This study	North Shore Volcanics	ns060b	ns060	ns060b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	303.1	l	52.8	1	1	0	100
This study	North Shore Volcanics	ns060c	ns060	ns060c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	289.3	l	35.9	1	1	0	100
This study	North Shore Volcanics	ns060f	ns060	ns060f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	290.7	l	42.7	1	1	0	100
This study	North Shore Volcanics	ns062a	ns062	ns062a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	297.5	l	54.4	1	1	0	100
This study	North Shore Volcanics	ns064a	ns064	ns064a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	306	l	49.8	1	1	0	100
This study	North Shore Volcanics	ns065c	ns065	ns065c2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	289.1	l	39.6	1	1	0	100
This study	North Shore Volcanics	ns066a	ns066	ns066a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	314.4	l	38.7	1	1	0	100
This study	North Shore Volcanics	ns066c	ns066	ns066c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	318.2	l	35.1	1	1	0	100
This study	North Shore Volcanics	ns066d	ns066	ns066d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	320.3	l	36.7	1	1	0	100
This study	North Shore Volcanics	ns066e	ns066	ns066e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	317.5	l	35.8	1	1	0	100
This study	North Shore Volcanics	ns067a	ns067	ns067a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	284.4	l	46	1	1	0	100
This study	North Shore Volcanics	ns067b	ns067	ns067b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	285.9	l	44	1	1	0	100
This study	North Shore Volcanics	ns067c	ns067	ns067c3	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	292.9	l	47.2	1	1	0	100
This study	North Shore Volcanics	ns067e	ns067	ns067e1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	286.4	l	53.1	1	1	0	100
This study	North Shore Volcanics	ns068g	ns068	ns068g2	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	314.5	l	35.1	1	1	0	100
This study	North Shore Volcanics	ns070a	ns070	ns070a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	34.3	l	69.7	1	1	0	100
This study	North Shore Volcanics	ns070c	ns070	ns070c2	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	302.6	l	57.8	1	1	0	100
This study	North Shore Volcanics	ns077a	ns077	ns077a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	298.7	l	26.5	1	1	0	100
This study	North Shore Volcanics	ns078c	ns078	ns078c1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	285	l	34.8	1	1	0	100
This study	North Shore Volcanics	ns078d	ns078	ns078d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	282.8	l	35.6	1	1	0	100
This study	North Shore Volcanics	ns078f	ns078	ns078f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	274.6	l	33.1	1	1	0	100
This study	North Shore Volcanics	ns078g	ns078	ns078g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	269.4	l	35.2	1	1	0	100
This study	North Shore Volcanics	ns078h	ns078	ns078h1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	276.8	l	34.7	1	1	0	100
This study	North Shore Volcanics	ns079b	ns079	ns079b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	288.3	l	48.6	1	1	0	100
This study	North Shore Volcanics	ns080a	ns080	ns080a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	293.4	l	39.5	1	1	0	100
This study	North Shore Volcanics	ns080a	ns080	ns080a2	LP-DIR-AF : SO-SUN : DE-FM : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	295.5	l	43.7	1	1	0	100
This study	North Shore Volcanics	ns080b	ns080	ns080b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	277.6	l	35.9	1	1	0	100
This study	North Shore Volcanics	ns080e	ns080	ns080e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	282.3	l	38.1	1	1	0	100
This study	North Shore Volcanics	ns080f	ns080	ns080f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	282.6	l	36	1	1	0	100
This study	North Shore Volcanics	ns081a	ns081	ns081a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	283.1	l	51.7	1	1	0	100
This study	North Shore Volcanics	ns081b	ns081	ns081b1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	267.5	l	56.5	1	1	0	100
This study	North Shore Volcanics	ns081c	ns081	ns081c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	283.8	l	55.5	1	1	0	100
This study	North Shore Volcanics	ns081d	ns081	ns081d2	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	268.2	l	47.8	1	1	0	100
This study	North Shore Volcanics	ns081e	ns081	ns081e1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	266	l	44.2	1	1	0	100
This study	North Shore Volcanics	ns083b	ns083	ns083b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	277.2	l	56.8	1	1	0	100
This study	North Shore Volcanics	ns083c	ns083	ns083c2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	286.3	l	55.3	1	1	0	100
This study	North Shore Volcanics	ns083d	ns083	ns083d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	282.7	l	56.1	1	1	0	100
This study	North Shore Volcanics	ns083f	ns083	ns083f1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	302.4	l	64.2	1	1	0	100
This study	North Shore Volcanics	ns085a	ns085	ns085a1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	285.3	l	43.1	1	1	0	100
This study	North Shore Volcanics	ns085b	ns085	ns085b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	276.1	l	36.2	1	1	0	100
This study	North Shore Volcanics	ns085c	ns085	ns085c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	275.9	l	37	1	1	0	100
This study	North Shore Volcanics	ns085f	ns085	ns085f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	280	l	37.6	1	1	0	100
This study	North Shore Volcanics	ns085g	ns085	ns085g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	278.2	l	36.3	1	1	0	100
This study	North Shore Volcanics	ns087a	ns087	ns087a1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	277.9	l	38.3	1	1	0	100
This study	North Shore Volcanics	ns087b	ns087	ns087b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	275.4	l	35.4	1	1	0	100
This study	North Shore Volcanics	ns087c	ns087	ns087c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	282.7	l	35	1	1	0	100
This study	North Shore Volcanics	ns087d	ns087	ns087d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	287.8	l	44.8	1	1	0	100
This study	North Shore Volcanics	ns087e	ns087	ns087e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	280.3	l	40.6	1	1	0	100
This study	North Shore Volcanics	ns036f	ns036	ns036f1	LP-DIR-AF : SO-CMD-NORTH : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03		HEM	196.6	p	2.4	1	0	1	100
This study	North Shore Volcanics	ns070c	ns070	ns070c1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03		HEM	28.5	p	-8.2	1	0	1	100
This study	North Shore Volcanics	ns070f	ns070	ns070f1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03		HEM	209	p	12.3	1	0	1	100
This study	North Shore Volcanics	ns071a	ns071	ns071a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03		HEM	38.1	p	-19.8	1	0	1	100
This study	North Shore Volcanics	ns079a	ns079	ns079a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03		HEM	174.2	p	15.8	1	0	1	100
This study	North Shore Volcanics	ns079d	ns079	ns079d1	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03		HEM	178.9	p	10.8	1	0	1	100
This study	North Shore Volcanics	ns079f	ns079	ns079f1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03		HEM	177.8	p	14.7	1	0	1	100
This study	North Shore Volcanics	ns002a	ns002	ns002a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	290.2	l	38	1	1	0	0
This study	North Shore Volcanics	ns004a	ns004	ns004a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	303.2	l	41.8	1	1	0	0
This study	North Shore Volcanics	ns004c	ns004	ns004c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	306.1	l	47	1	1	0	0
This study	North Shore Volcanics	ns004e	ns004	ns004e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	297.9	l	36.8	1	1	0	0
This study	North Shore Volcanics	ns004f	ns004	ns004f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	298.6	l	36.4	1	1	0	0
This study	North Shore Volcanics	ns004g	ns004	ns004g1	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	291.8	l	39.5	1	1	0	0
This study	North Shore Volcanics	ns005b	ns005	ns005b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	307.2	l	27.6	1	1	0	0
This study	North Shore Volcanics	ns005c	ns005	ns005c1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	309.8	l	27.9	1	1	0	0
This study	North Shore Volcanics	ns005e	ns005	ns005e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	298	l	31	1	1	0	0
This study	North Shore Volcanics	ns005g	ns005	ns005g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	306	l	29.3	1	1	0	0
This study	North Shore Volcanics	ns009b	ns009	ns009b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	287.9	l	43.2	1	1	0	0
This study	North Shore Volcanics	ns012a	ns012	ns012a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	286.6	l	34.5	1	1	0	0
This study	North Shore Volcanics	ns015d	ns015	ns015d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	294.2	l	13.3	1	1	0	0
This study	North Shore Volcanics	ns016a	ns016	ns016a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	287.4	l	47.7	1	1	0	0
This study	North Shore Volcanics	ns016b	ns016	ns016b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	282.1	l	45.2	1	1	0	0
This study	North Shore Volcanics	ns016e	ns016	ns016e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	315.1	l	54.3	1	1	0	0
This study	North Shore Volcanics	ns016f	ns016	ns016f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	289.6	l	52.1	1	1	0	0
This study	North Shore Volcanics	ns019a	ns019	ns019a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	290.2	l	51.3	1	1	0	0
This study	North Shore Volcanics	ns019b	ns019	ns019b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	288	l	41.9	1	1	0	0
This study	North Shore Volcanics	ns019c	ns019	ns019c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	285.7	l	50.1	1	1	0	0
This study	North Shore Volcanics	ns019d	ns019	ns019d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	286.3	l	53	1	1	0	0
This study	North Shore Volcanics	ns019e	ns019	ns019e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	290.1	l	51.9	1	1	0	0
This study	North Shore Volcanics	ns022b	ns022	ns022b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	301.9	l	36.8	1	1	0	0
This study	North Shore Volcanics	ns022c	ns022	ns022c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	307.8	l	35.8	1	1	0	0
This study	North Shore Volcanics	ns022e	ns022	ns022e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	306.5	l	29.8	1	1	0	0
This study	North Shore Volcanics	ns022f	ns022	ns022f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	308.5	l	27.6	1	1	0	0
This study	North Shore Volcanics	ns024a	ns024	ns024a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	139	l	-67.5	1	1	0	0
This study	North Shore Volcanics	ns026a	ns026	ns026a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	139.9	l	-55.9	1	1	0	0
This study	North Shore Volcanics	ns026b	ns026	ns026b2	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	139.3	l	-58	1	1	0	0
This study	North Shore Volcanics	ns026c	ns026	ns026c2	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	137.8	l	-59.9	1	1	0	0
This study	North Shore Volcanics	ns026d	ns026	ns026d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	145.7	l	-51.8	1	1	0	0
This study	North Shore Volcanics	ns026e	ns026	ns026e2	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	137.9	l	-57.1	1	1	0	0
This study	North Shore Volcanics	ns027a	ns027	ns027a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	304.7	l	45.4	1	1	0	0
This study	North Shore Volcanics	ns027b	ns027	ns027b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	298.5	l	38.7	1	1	0	0
This study	North Shore Volcanics	ns027c	ns027	ns027c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	304	l	44.4	1	1	0	0
This study	North Shore Volcanics	ns027d	ns027	ns027d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	303.1	l	43.3	1	1	0	0
This study	North Shore Volcanics	ns027e	ns027	ns027e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	307.6	l	45.8	1	1	0	0
This study	North Shore Volcanics	ns028a	ns028	ns028a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	298.4	l	30.3	1	1	0	0
This study	North Shore Volcanics	ns028b	ns028	ns028b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299.9	l	24.5	1	1	0	0
This study	North Shore Volcanics	ns028c	ns028	ns028c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	294.4	l	25	1	1	0	0
This study	North Shore Volcanics	ns028e	ns028	ns028e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.7	l	27.6	1	1	0	0
This study	North Shore Volcanics	ns028f	ns028	ns028f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	293.1	l	25.9	1	1	0	0
This study	North Shore Volcanics	ns029a	ns029	ns029a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	297.3	l	22.9	1	1	0	0
This study	North Shore Volcanics	ns029b	ns029	ns029b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	299.5	l	25.5	1	1	0	0
This study	North Shore Volcanics	ns031a	ns031	ns031a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	296.5	l	27.3	1	1	0	0
This study	North Shore Volcanics	ns031b	ns031	ns031b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	295	l	26.4	1	1	0	0
This study	North Shore Volcanics	ns031c	ns031	ns031c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	292.4	l	25.3	1	1	0	0
This study	North Shore Volcanics	ns031d	ns031	ns031d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	295.6	l	26.9	1	1	0	0
This study	North Shore Volcanics	ns031f	ns031	ns031f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	297.5	l	29.2	1	1	0	0
This study	North Shore Volcanics	ns033a	ns033	ns033a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	283.4	l	30.7	1	1	0	0
This study	North Shore Volcanics	ns033b	ns033	ns033b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	279.3	l	28.8	1	1	0	0
This study	North Shore Volcanics	ns035a	ns035	ns035a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	291.8	l	45	1	1	0	0
This study	North Shore Volcanics	ns035b	ns035	ns035b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	MAG	295.4	l	43.8	1	1	0	0
