tab 	pmag_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	sample_comp_name	sample_dec	sample_direction_type	sample_inc	sample_n	sample_n_lines	sample_n_planes	sample_tilt_correction
This study	North Shore Volcanics	ns078d	ns078	ns078d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	283.6	l	16.7	1	1	0	0
This study	North Shore Volcanics	ns078f	ns078	ns078f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	276.4	l	14.5	1	1	0	0
This study	North Shore Volcanics	ns078g	ns078	ns078g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	272.2	l	17.1	1	1	0	0
This study	North Shore Volcanics	ns078h	ns078	ns078h1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	278.4	l	16	1	1	0	0
This study	North Shore Volcanics	ns079b	ns079	ns079b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	288.3	l	29.6	1	1	0	0
This study	North Shore Volcanics	ns080a	ns080	ns080a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	292.5	l	20.6	1	1	0	0
This study	North Shore Volcanics	ns080a	ns080	ns080a2	LP-DIR-AF : SO-SUN : DE-FM : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	294	l	24.8	1	1	0	0
This study	North Shore Volcanics	ns080b	ns080	ns080b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	279.2	l	17.2	1	1	0	0
This study	North Shore Volcanics	ns080e	ns080	ns080e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	283.2	l	19.1	1	1	0	0
This study	North Shore Volcanics	ns080f	ns080	ns080f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	283.5	l	17	1	1	0	0
This study	North Shore Volcanics	ns081a	ns081	ns081a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	284.4	l	32.7	1	1	0	0
This study	North Shore Volcanics	ns081b	ns081	ns081b1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	273.7	l	38.3	1	1	0	0
This study	North Shore Volcanics	ns081c	ns081	ns081c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	285	l	36.5	1	1	0	0
This study	North Shore Volcanics	ns081d	ns081	ns081d2	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	272.8	l	29.7	1	1	0	0
This study	North Shore Volcanics	ns081e	ns081	ns081e1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	270.6	l	26.3	1	1	0	0
This study	North Shore Volcanics	ns083b	ns083	ns083b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	280.5	l	38.1	1	1	0	0
This study	North Shore Volcanics	ns083c	ns083	ns083c2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	286.8	l	36.3	1	1	0	0
This study	North Shore Volcanics	ns083d	ns083	ns083d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	284.3	l	37.2	1	1	0	0
This study	North Shore Volcanics	ns083f	ns083	ns083f1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	296.9	l	45.6	1	1	0	0
This study	North Shore Volcanics	ns085a	ns085	ns085a1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	285.8	l	24.1	1	1	0	0
This study	North Shore Volcanics	ns085b	ns085	ns085b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	277.9	l	17.6	1	1	0	0
This study	North Shore Volcanics	ns085c	ns085	ns085c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	277.8	l	18.3	1	1	0	0
This study	North Shore Volcanics	ns085f	ns085	ns085f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	281.3	l	18.7	1	1	0	0
This study	North Shore Volcanics	ns085g	ns085	ns085g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	279.7	l	17.5	1	1	0	0
This study	North Shore Volcanics	ns087a	ns087	ns087a1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	279.6	l	19.6	1	1	0	0
This study	North Shore Volcanics	ns087b	ns087	ns087b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	277.3	l	16.8	1	1	0	0
This study	North Shore Volcanics	ns087c	ns087	ns087c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	283.5	l	16.1	1	1	0	0
This study	North Shore Volcanics	ns087d	ns087	ns087d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	287.8	l	25.8	1	1	0	0
This study	North Shore Volcanics	ns087e	ns087	ns087e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	DE-SPEC	HEM	281.7	l	21.7	1	1	0	0
This study	North Shore Volcanics	ns036f	ns036	ns036f1	LP-DIR-AF : SO-CMD-NORTH : DE-BFP : DA-DIR-GEO	pmagpy-2.03		HEM	197.4	p	5	1	0	1	0
This study	North Shore Volcanics	ns070c	ns070	ns070c1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		HEM	30.5	p	-4.3	1	0	1	0
This study	North Shore Volcanics	ns070f	ns070	ns070f1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		HEM	212.4	p	8.1	1	0	1	0
This study	North Shore Volcanics	ns071a	ns071	ns071a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		HEM	223.2	p	12.4	1	0	1	0
This study	North Shore Volcanics	ns079a	ns079	ns079a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		HEM	0.5	p	-22.5	1	0	1	0
This study	North Shore Volcanics	ns079d	ns079	ns079d1	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		HEM	183.4	p	16.4	1	0	1	0
This study	North Shore Volcanics	ns079f	ns079	ns079f1	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03		HEM	183.5	p	20.4	1	0	1	0
This study	North Shore Volcanics	ns002b	ns002	ns002b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	279.5	l	33.7	1	1	0	100
This study	North Shore Volcanics	ns002c	ns002	ns002c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	291.9	l	40.3	1	1	0	100
This study	North Shore Volcanics	ns002d	ns002	ns002d1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	284	l	42.1	1	1	0	100
This study	North Shore Volcanics	ns002f	ns002	ns002f1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	279.3	l	38.2	1	1	0	100
This study	North Shore Volcanics	ns005a	ns005	ns005a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	295.3	l	36.8	1	1	0	100
This study	North Shore Volcanics	ns006b	ns006	ns006b1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	296.5	l	37.5	1	1	0	100
This study	North Shore Volcanics	ns006c	ns006	ns006c1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	294.4	l	39.6	1	1	0	100
This study	North Shore Volcanics	ns006d	ns006	ns006d2	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	295.9	l	34	1	1	0	100
This study	North Shore Volcanics	ns006e	ns006	ns006e2	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	291.4	l	40	1	1	0	100
This study	North Shore Volcanics	ns006f	ns006	ns006f1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	296.2	l	40.7	1	1	0	100
This study	North Shore Volcanics	ns007a	ns007	ns007a1	LP-DIR-AF : LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	288.3	l	41.9	1	1	0	100
This study	North Shore Volcanics	ns007c	ns007	ns007c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	303.1	l	42.3	1	1	0	100
This study	North Shore Volcanics	ns007d	ns007	ns007d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	306.2	l	40.3	1	1	0	100
This study	North Shore Volcanics	ns007f	ns007	ns007f1	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	305.9	l	41.5	1	1	0	100
This study	North Shore Volcanics	ns007g	ns007	ns007g1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	303.4	l	36.1	1	1	0	100
This study	North Shore Volcanics	ns008a	ns008	ns008a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	318.7	l	44.8	1	1	0	100
This study	North Shore Volcanics	ns008b	ns008	ns008b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	313.9	l	47.4	1	1	0	100
This study	North Shore Volcanics	ns008c	ns008	ns008c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	307.3	l	43.8	1	1	0	100
This study	North Shore Volcanics	ns008d	ns008	ns008d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	305.8	l	44	1	1	0	100
This study	North Shore Volcanics	ns008h	ns008	ns008h1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	301.9	l	42.7	1	1	0	100
This study	North Shore Volcanics	ns009a	ns009	ns009a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	278.9	l	53.5	1	1	0	100
This study	North Shore Volcanics	ns009c	ns009	ns009c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	280.2	l	48	1	1	0	100
This study	North Shore Volcanics	ns009e	ns009	ns009e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	285.7	l	49.2	1	1	0	100
This study	North Shore Volcanics	ns009f	ns009	ns009f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	282.5	l	45	1	1	0	100
This study	North Shore Volcanics	ns010a	ns010	ns010a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	284	l	39.1	1	1	0	100
This study	North Shore Volcanics	ns010b	ns010	ns010b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	281.9	l	35.7	1	1	0	100
This study	North Shore Volcanics	ns010c	ns010	ns010c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	284	l	40.8	1	1	0	100
This study	North Shore Volcanics	ns010d	ns010	ns010d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	283.4	l	42.1	1	1	0	100
This study	North Shore Volcanics	ns010e	ns010	ns010e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	295.2	l	39.2	1	1	0	100
This study	North Shore Volcanics	ns011a	ns011	ns011a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	287.2	l	30.5	1	1	0	100
This study	North Shore Volcanics	ns011b	ns011	ns011b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	290	l	30.7	1	1	0	100
This study	North Shore Volcanics	ns011c	ns011	ns011c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	291.6	l	24.4	1	1	0	100
This study	North Shore Volcanics	ns011d	ns011	ns011d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	285.1	l	27.2	1	1	0	100
This study	North Shore Volcanics	ns011e	ns011	ns011e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	296.1	l	23.1	1	1	0	100
This study	North Shore Volcanics	ns012b	ns012	ns012b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	273.8	l	51.9	1	1	0	100
This study	North Shore Volcanics	ns012c	ns012	ns012c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	284.6	l	39.4	1	1	0	100
This study	North Shore Volcanics	ns012d	ns012	ns012d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	284.2	l	36.6	1	1	0	100
This study	North Shore Volcanics	ns012e	ns012	ns012e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	285.6	l	36.7	1	1	0	100
This study	North Shore Volcanics	ns013a	ns013	ns013a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	289.6	l	35	1	1	0	100
This study	North Shore Volcanics	ns013c	ns013	ns013c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	283.2	l	40.7	1	1	0	100
This study	North Shore Volcanics	ns013d	ns013	ns013d3	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	285.7	l	36.9	1	1	0	100
This study	North Shore Volcanics	ns013e	ns013	ns013e3	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	281.8	l	40.2	1	1	0	100
This study	North Shore Volcanics	ns014a	ns014	ns014a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	271	l	31.6	1	1	0	100
This study	North Shore Volcanics	ns014b	ns014	ns014b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	272.7	l	32.5	1	1	0	100
This study	North Shore Volcanics	ns014c	ns014	ns014c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	275.3	l	33.5	1	1	0	100
This study	North Shore Volcanics	ns014d	ns014	ns014d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	271.1	l	29.8	1	1	0	100
This study	North Shore Volcanics	ns014f	ns014	ns014f1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	274.1	l	31.1	1	1	0	100
This study	North Shore Volcanics	ns015a	ns015	ns015a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	295.6	l	26.3	1	1	0	100
This study	North Shore Volcanics	ns015b	ns015	ns015b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	293.4	l	26.3	1	1	0	100
This study	North Shore Volcanics	ns015e	ns015	ns015e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	285	l	26.3	1	1	0	100
This study	North Shore Volcanics	ns015g	ns015	ns015g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	294.2	l	27.2	1	1	0	100
This study	North Shore Volcanics	ns018a	ns018	ns018a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	319	l	11.1	1	1	0	100
This study	North Shore Volcanics	ns018b	ns018	ns018b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	306	l	15.7	1	1	0	100
This study	North Shore Volcanics	ns018c	ns018	ns018c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	310.4	l	15.5	1	1	0	100
This study	North Shore Volcanics	ns018e	ns018	ns018e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	300.4	l	5.3	1	1	0	100
This study	North Shore Volcanics	ns018g	ns018	ns018g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	321.4	l	13	1	1	0	100
This study	North Shore Volcanics	ns020a	ns020	ns020a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	301.5	l	6.3	1	1	0	100
This study	North Shore Volcanics	ns020b	ns020	ns020b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	308.9	l	12.2	1	1	0	100
This study	North Shore Volcanics	ns020c	ns020	ns020c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	305.9	l	16	1	1	0	100
This study	North Shore Volcanics	ns020d	ns020	ns020d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	299.8	l	15	1	1	0	100
This study	North Shore Volcanics	ns020e	ns020	ns020e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	295.5	l	13.9	1	1	0	100
This study	North Shore Volcanics	ns021a	ns021	ns021a1	LP-DIR-AF : LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	310	l	24.2	1	1	0	100
This study	North Shore Volcanics	ns021b	ns021	ns021b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	307.6	l	27.9	1	1	0	100
This study	North Shore Volcanics	ns021c	ns021	ns021c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	305.8	l	30.1	1	1	0	100
This study	North Shore Volcanics	ns021d	ns021	ns021d2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	307.1	l	27.6	1	1	0	100
This study	North Shore Volcanics	ns021e	ns021	ns021e1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	309.8	l	27.6	1	1	0	100
This study	North Shore Volcanics	ns023a	ns023	ns023a1	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	302.7	l	21.3	1	1	0	100
This study	North Shore Volcanics	ns023b	ns023	ns023b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	303	l	17.2	1	1	0	100
This study	North Shore Volcanics	ns023c	ns023	ns023c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	301.1	l	21.6	1	1	0	100
This study	North Shore Volcanics	ns023e	ns023	ns023e1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	305.8	l	17.8	1	1	0	100
This study	North Shore Volcanics	ns023g	ns023	ns023g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	303	l	20.1	1	1	0	100
This study	North Shore Volcanics	ns024b	ns024	ns024b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	121.6	l	-80.4	1	1	0	100
This study	North Shore Volcanics	ns024c	ns024	ns024c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	126.2	l	-74.3	1	1	0	100
This study	North Shore Volcanics	ns024e	ns024	ns024e2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	115.6	l	-72	1	1	0	100
This study	North Shore Volcanics	ns024f	ns024	ns024f2	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	118.5	l	-75.1	1	1	0	100
This study	North Shore Volcanics	ns034a	ns034	ns034a1	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	291.4	l	54.7	1	1	0	100
This study	North Shore Volcanics	ns034b	ns034	ns034b1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	300.7	l	52.3	1	1	0	100
This study	North Shore Volcanics	ns034c	ns034	ns034c1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	306.4	l	50.7	1	1	0	100
This study	North Shore Volcanics	ns034d	ns034	ns034d1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	305.6	l	53.8	1	1	0	100
This study	North Shore Volcanics	ns034g	ns034	ns034g1	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	292.9	l	58.5	1	1	0	100
This study	North Shore Volcanics	ns036a	ns036	ns036a1	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	295.1	l	57.7	1	1	0	100
This study	North Shore Volcanics	ns036b	ns036	ns036b1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	295.6	l	55.5	1	1	0	100
This study	North Shore Volcanics	ns036d	ns036	ns036d1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	306	l	49.5	1	1	0	100
This study	North Shore Volcanics	ns039a	ns039	ns039a1	LP-DIR-AF : LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	289.2	l	32.8	1	1	0	100
This study	North Shore Volcanics	ns039b	ns039	ns039b1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	284.4	l	31.3	1	1	0	100
This study	North Shore Volcanics	ns039c	ns039	ns039c1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	287.2	l	32.9	1	1	0	100
This study	North Shore Volcanics	ns039d	ns039	ns039d2	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	287.8	l	35	1	1	0	100
This study	North Shore Volcanics	ns039e	ns039	ns039e1	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	DE-SPEC	HEM	289.3	l	33.1	1	1	0	100
