tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_name	specimen_correction	specimen_dec	specimen_description	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.08	0.01	T		MAG	u	297.3	Magnetite remanence.	l	22.9	1.8	8	0
This study	North Shore Volcanics	ns029b	ns029	ns029b1	ns029b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	773	K		MAG	u	299.5	Magnetite remanence.	l	25.5	0.6	4	0
This study	North Shore Volcanics	ns029c	ns029	ns029c1	ns029c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	300.1	Magnetite remanence.	l	28	0.9	3	0
This study	North Shore Volcanics	ns029e	ns029	ns029e1	ns029e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	823	K		MAG	u	303.5	Magnetite remanence.	l	28.1	1	2	0
This study	North Shore Volcanics	ns029f	ns029	ns029f2	ns029f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	773	K		MAG	u	304.4	Magnetite remanence.	l	30.2	0.6	3	0
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.02	T		MAG	u	296.5	Magnetite remanence.	l	27.3	1	10	0
This study	North Shore Volcanics	ns031b	ns031	ns031b1	ns031b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	623	K		MAG	u	295	Magnetite remanence.	l	26.4	1.5	7	0
This study	North Shore Volcanics	ns031c	ns031	ns031c1	ns031c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	292.4	Magnetite remanence.	l	25.3	0.2	4	0
This study	North Shore Volcanics	ns031d	ns031	ns031d2	ns031d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	295.6	Magnetite remanence.	l	26.9	0.6	6	0
This study	North Shore Volcanics	ns031f	ns031	ns031f1	ns031f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	573	K		MAG	u	297.5	Magnetite remanence.	l	29.2	1	7	0
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.03	T		MAG	u	283.4	Magnetite remanence.	l	30.7	1	9	0
This study	North Shore Volcanics	ns033b	ns033	ns033b1	ns033b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	673	K		MAG	u	279.3	Magnetite remanence.	l	28.8	2.8	7	0
This study	North Shore Volcanics	ns033c	ns033	ns033c1	ns033c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	279	Magnetite remanence.	l	25.6	0.3	3	0
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.03	T		MAG	u	291.8	Magnetite remanence.	l	45	0.7	9	0
This study	North Shore Volcanics	ns035b	ns035	ns035b1	ns035b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	823	K		MAG	u	295.4	Magnetite remanence.	l	43.8	0.6	4	0
This study	North Shore Volcanics	ns035c	ns035	ns035c2	ns035c2 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.01	T		MAG	u	294.9	Magnetite remanence.	l	44	1.2	12	0
This study	North Shore Volcanics	ns035d	ns035	ns035d2	ns035d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	473	K		MAG	u	297.8	Magnetite remanence.	l	43.4	1.4	8	0
This study	North Shore Volcanics	ns035e	ns035	ns035e2	ns035e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	473	K		MAG	u	294.8	Magnetite remanence.	l	43.5	0.7	8	0
This study	North Shore Volcanics	ns036e	ns036	ns036e2	ns036e2 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	301.4	Magnetite remanence.	l	46.1	1.3	5	0
This study	North Shore Volcanics	ns037a	ns037	ns037a1	ns037a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.03	T		MAG	u	294.2	Magnetite remanence.	l	40.7	0.7	9	0
This study	North Shore Volcanics	ns037b	ns037	ns037b1	ns037b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	773	K		MAG	u	297.5	Magnetite remanence.	l	41.3	0.5	5	0
This study	North Shore Volcanics	ns037c	ns037	ns037c2	ns037c2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	473	K		MAG	u	295.3	Magnetite remanence.	l	40.5	2	5	0
This study	North Shore Volcanics	ns037f	ns037	ns037f2	ns037f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	473	K		MAG	u	290.7	Magnetite remanence.	l	38.3	2.8	7	0
This study	North Shore Volcanics	ns037g	ns037	ns037g1	ns037g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	773	K		MAG	u	295.2	Magnetite remanence.	l	45.8	0.6	4	0
This study	North Shore Volcanics	ns040a	ns040	ns040a1	ns040a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.04	T		MAG	u	292.2	Magnetite remanence.	l	41.1	2.4	8	0
This study	North Shore Volcanics	ns040b	ns040	ns040b1	ns040b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	773	K		MAG	u	289.7	Magnetite remanence.	l	42.3	0.6	5	0
This study	North Shore Volcanics	ns040c	ns040	ns040c1	ns040c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	573	K		MAG	u	284.9	Magnetite remanence.	l	38.5	1.4	4	0
This study	North Shore Volcanics	ns040e	ns040	ns040e2	ns040e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	290.9	Magnetite remanence.	l	36.8	1	5	0
This study	North Shore Volcanics	ns040f	ns040	ns040f2	ns040f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	293.2	Magnetite remanence.	l	39.1	0.9	5	0
This study	North Shore Volcanics	ns041a	ns041	ns041a1	ns041a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.1	0.04	T		MAG	u	288.5	Magnetite remanence.	l	35.4	3.1	5	0
This study	North Shore Volcanics	ns041c	ns041	ns041c1	ns041c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	473	K		MAG	u	287.4	Magnetite remanence.	l	33.3	1.6	5	0
This study	North Shore Volcanics	ns041d	ns041	ns041d1	ns041d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	723	K		MAG	u	282.5	Magnetite remanence.	l	34	0.6	4	0
This study	North Shore Volcanics	ns041e	ns041	ns041e1	ns041e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	285.9	Magnetite remanence.	l	35.2	1	5	0
This study	North Shore Volcanics	ns041f	ns041	ns041f3	ns041f3 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.12	0.01	T		MAG	u	286.5	Magnetite remanence.	l	32.6	1.5	10	0
This study	North Shore Volcanics	ns043a	ns043	ns043a1	ns043a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.01	T		MAG	u	271.7	Magnetite remanence.	l	16.6	0.8	12	0
This study	North Shore Volcanics	ns043b	ns043	ns043b1	ns043b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	473	K		MAG	u	280.4	Magnetite remanence.	l	14	0.8	10	0
This study	North Shore Volcanics	ns043c	ns043	ns043c2	ns043c2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	573	K		MAG	u	282	Magnetite remanence.	l	13.5	1	5	0
This study	North Shore Volcanics	ns043e	ns043	ns043e1	ns043e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	270.6	Magnetite remanence.	l	19.3	1	6	0
This study	North Shore Volcanics	ns043f	ns043	ns043f2	ns043f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	275.6	Magnetite remanence.	l	20.5	0.7	6	0
This study	North Shore Volcanics	ns044e	ns044	ns044e1	ns044e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	281.7	Magnetite remanence.	l	29.7	0.7	6	0
This study	North Shore Volcanics	ns045a	ns045	ns045a1	ns045a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.04	T		MAG	u	276.3	Magnetite remanence.	l	14.5	1.3	8	0
This study	North Shore Volcanics	ns045b	ns045	ns045b1	ns045b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	773	K		MAG	u	275.5	Magnetite remanence.	l	18.4	0.3	5	0
This study	North Shore Volcanics	ns045c	ns045	ns045c1	ns045c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	270.4	Magnetite remanence.	l	12.6	0.3	3	0
This study	North Shore Volcanics	ns045e	ns045	ns045e1	ns045e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	273.9	Magnetite remanence.	l	14	0.6	6	0
This study	North Shore Volcanics	ns045f	ns045	ns045f1	ns045f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	274.8	Magnetite remanence.	l	14.6	0.4	6	0
This study	North Shore Volcanics	ns046b	ns046	ns046b1	ns046b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	623	K		MAG	u	296.7	Magnetite remanence.	l	28.6	1.1	8	0
This study	North Shore Volcanics	ns046c	ns046	ns046c1	ns046c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	573	K		MAG	u	303.1	Magnetite remanence.	l	31.2	0.6	4	0
This study	North Shore Volcanics	ns046d	ns046	ns046d2	ns046d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	773	K		MAG	u	303	Magnetite remanence.	l	31.8	0.5	3	0
This study	North Shore Volcanics	ns046f	ns046	ns046f1	ns046f1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.12	0.01	T		MAG	u	300.4	Magnetite remanence.	l	27.2	1.3	10	0
This study	North Shore Volcanics	ns046h	ns046	ns046h2	ns046h2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	773	K		MAG	u	308.3	Magnetite remanence.	l	20.9	1.7	4	0
This study	North Shore Volcanics	ns048b	ns048	ns048b1	ns048b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	623	K		MAG	u	296.6	Magnetite remanence.	l	40.9	4.5	8	0
This study	North Shore Volcanics	ns048c	ns048	ns048c1	ns048c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	573	K		MAG	u	299.4	Magnetite remanence.	l	36	0.3	4	0
This study	North Shore Volcanics	ns048d	ns048	ns048d1	ns048d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	306.6	Magnetite remanence.	l	36.8	1.7	6	0
This study	North Shore Volcanics	ns048e	ns048	ns048e2	ns048e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	773	K		MAG	u	305.8	Magnetite remanence.	l	48.5	1.4	4	0
This study	North Shore Volcanics	ns049a	ns049	ns049a1	ns049a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.02	T		MAG	u	299.7	Magnetite remanence.	l	37.4	1.2	10	0
This study	North Shore Volcanics	ns049b	ns049	ns049b1	ns049b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	623	K		MAG	u	293.7	Magnetite remanence.	l	31.8	2.4	8	0
This study	North Shore Volcanics	ns049e	ns049	ns049e2	ns049e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	473	K		MAG	u	303.6	Magnetite remanence.	l	42.2	1.3	7	0
This study	North Shore Volcanics	ns049f	ns049	ns049f2	ns049f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	473	K		MAG	u	303.3	Magnetite remanence.	l	42	0.8	7	0
This study	North Shore Volcanics	ns050a	ns050	ns050a1	ns050a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.01	T		MAG	u	290.3	Magnetite remanence.	l	30.3	0.3	12	0
This study	North Shore Volcanics	ns050c	ns050	ns050c1	ns050c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	573	K		MAG	u	293.2	Magnetite remanence.	l	28.9	0.7	4	0
This study	North Shore Volcanics	ns050d	ns050	ns050d2	ns050d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	289.7	Magnetite remanence.	l	23.5	2.8	5	0
This study	North Shore Volcanics	ns050f	ns050	ns050f1	ns050f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	723	K		MAG	u	291.6	Magnetite remanence.	l	23.9	0.9	5	0
This study	North Shore Volcanics	ns052a	ns052	ns052a1	ns052a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.1	0.02	T		MAG	u	293.9	Magnetite remanence.	l	32.2	1.3	7	0
This study	North Shore Volcanics	ns052c	ns052	ns052c1	ns052c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	473	K		MAG	u	302.8	Magnetite remanence.	l	42.2	2.4	5	0
This study	North Shore Volcanics	ns052d	ns052	ns052d1	ns052d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	292.1	Magnetite remanence.	l	37.6	0.4	5	0
This study	North Shore Volcanics	ns052f	ns052	ns052f1	ns052f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	291	Magnetite remanence.	l	40.6	0.4	5	0
This study	North Shore Volcanics	ns053b	ns053	ns053b1	ns053b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	723	K		MAG	u	294	Magnetite remanence.	l	22.1	0.7	6	0
This study	North Shore Volcanics	ns053c	ns053	ns053c1	ns053c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	373	K		MAG	u	294.4	Magnetite remanence.	l	28.3	2.3	6	0
This study	North Shore Volcanics	ns053e	ns053	ns053e2	ns053e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	723	K		MAG	u	292.8	Magnetite remanence.	l	22.7	0.3	4	0
This study	North Shore Volcanics	ns053f	ns053	ns053f2	ns053f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	723	K		MAG	u	293.7	Magnetite remanence.	l	23.5	1	4	0
This study	North Shore Volcanics	ns054b	ns054	ns054b1	ns054b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	773	K		MAG	u	281.6	Magnetite remanence.	l	35.9	0.8	5	0
This study	North Shore Volcanics	ns054c	ns054	ns054c1	ns054c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	573	K		MAG	u	299.2	Magnetite remanence.	l	43.2	0.6	4	0
This study	North Shore Volcanics	ns054d	ns054	ns054d1	ns054d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	723	K		MAG	u	287.1	Magnetite remanence.	l	40.2	0.4	4	0
This study	North Shore Volcanics	ns054f	ns054	ns054f1	ns054f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	473	K		MAG	u	293.7	Magnetite remanence.	l	39.8	0.6	7	0
This study	North Shore Volcanics	ns056b	ns056	ns056b1	ns056b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	898	573	K		MAG	u	295.1	Magnetite remanence.	l	21.3	0.9	9	0
This study	North Shore Volcanics	ns056c	ns056	ns056c1	ns056c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	299.1	Magnetite remanence.	l	25.1	0.4	4	0
This study	North Shore Volcanics	ns056d	ns056	ns056d1	ns056d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	296.9	Magnetite remanence.	l	24.3	1.1	6	0
This study	North Shore Volcanics	ns056e	ns056	ns056e2	ns056e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	297.1	Magnetite remanence.	l	22.9	0.6	6	0
This study	North Shore Volcanics	ns058a	ns058	ns058a1	ns058a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.03	T		MAG	u	309.8	Magnetite remanence.	l	32.2	1.5	9	0
This study	North Shore Volcanics	ns058b	ns058	ns058b1	ns058b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	pmagpy-2.03	848	473	K		MAG	u	350.9	Magnetite remanence.	p	-36.6	5.5	8	0
This study	North Shore Volcanics	ns058c	ns058	ns058c1	ns058c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	303.1	Magnetite remanence.	l	31.9	1.4	3	0
This study	North Shore Volcanics	ns058d	ns058	ns058d2	ns058d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	273	K		MAG	u	301.1	Magnetite remanence.	l	30.8	1.1	10	0
This study	North Shore Volcanics	ns058e	ns058	ns058e2	ns058e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	299.4	Magnetite remanence.	l	37.1	0.8	5	0
This study	North Shore Volcanics	ns059a	ns059	ns059a1	ns059a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.04	T		MAG	u	281.5	Magnetite remanence.	l	25.1	1.9	7	0
This study	North Shore Volcanics	ns059c	ns059	ns059c2	ns059c2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	673	K		MAG	u	288.5	Magnetite remanence.	l	22.6	2.1	5	0
This study	North Shore Volcanics	ns059f	ns059	ns059f1	ns059f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		MAG	u	303.1	Magnetite remanence.	l	28	1.4	6	0
This study	North Shore Volcanics	ns059g	ns059	ns059g2	ns059g2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	673	K		MAG	u	288.9	Magnetite remanence.	l	28.8	1.2	5	0
This study	North Shore Volcanics	ns060d	ns060	ns060d1	ns060d1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.1	0.02	T		MAG	u	293.2	Magnetite remanence.	l	25.1	5.2	7	0
This study	North Shore Volcanics	ns060d	ns060	ns060d2	ns060d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	723	K		MAG	u	293.3	Magnetite remanence.	l	24.9	1.4	5	0
This study	North Shore Volcanics	ns061a	ns061	ns061a1	ns061a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.06	0	T		MAG	u	187.4	Magnetite remanence.	p	18.2	9.3	10	100
This study	North Shore Volcanics	ns061b	ns061	ns061b1	ns061b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	723	K		MAG	u	298.1	Magnetite remanence.	l	53.8	2.9	6	100
This study	North Shore Volcanics	ns061c	ns061	ns061c2	ns061c2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	773	K		MAG	u	303.1	Magnetite remanence.	l	46.8	1.8	3	100
This study	North Shore Volcanics	ns061d	ns061	ns061d1	ns061d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	773	K		MAG	u	287.2	Magnetite remanence.	l	50	0.8	3	100
This study	North Shore Volcanics	ns061e	ns061	ns061e2	ns061e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		MAG	u	303	Magnetite remanence.	l	50.5	0.6	5	100
This study	North Shore Volcanics	ns061f	ns061	ns061f2	ns061f2 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.08	0	T		MAG	u	305.7	Magnetite remanence.	l	47.8	0.5	8	100
This study	North Shore Volcanics	ns061g	ns061	ns061g3	ns061g3 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.1	0.01	T		MAG	u	312.9	Magnetite remanence.	l	45.3	0.8	8	100
This study	North Shore Volcanics	ns062b	ns062	ns062b1	ns062b1 : LP-DIR-T	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	673	K		MAG	u	290.9	Magnetite remanence.	l	56.8	1.4	7	100
This study	North Shore Volcanics	ns062c	ns062	ns062c1	ns062c1 : LP-DIR-T	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		MAG	u	290.4	Magnetite remanence.	l	50.9	0.2	5	100
This study	North Shore Volcanics	ns062e	ns062	ns062e2	ns062e2 : LP-DIR-T	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		MAG	u	295.1	Magnetite remanence.	l	48.7	0.7	6	100
This study	North Shore Volcanics	ns062f	ns062	ns062f1	ns062f1 : LP-DIR-T	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	573	K		MAG	u	300.9	Magnetite remanence.	l	53.6	0.8	6	100
This study	North Shore Volcanics	ns064b	ns064	ns064b1	ns064b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	673	K		MAG	u	301.9	Magnetite remanence.	l	49.4	0.4	7	100
This study	North Shore Volcanics	ns064c	ns064	ns064c2	ns064c2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	573	K		MAG	u	301.9	Magnetite remanence.	l	51.4	0.4	5	100
This study	North Shore Volcanics	ns064e	ns064	ns064e1	ns064e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		MAG	u	290.3	Magnetite remanence.	l	44.4	1.3	6	100
This study	North Shore Volcanics	ns064f	ns064	ns064f2	ns064f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	573	K		MAG	u	302.3	Magnetite remanence.	l	46.7	0.7	7	100
This study	North Shore Volcanics	ns065b	ns065	ns065b1	ns065b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	723	K		MAG	u	297.6	Magnetite remanence.	l	55.5	2.1	5	100
This study	North Shore Volcanics	ns065d	ns065	ns065d1	ns065d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		MAG	u	291.9	Magnetite remanence.	l	48.7	0.7	5	100
This study	North Shore Volcanics	ns065e	ns065	ns065e1	ns065e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		MAG	u	286.1	Magnetite remanence.	l	49.9	0.8	5	100
This study	North Shore Volcanics	ns065f	ns065	ns065f2	ns065f2 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.15	0.02	T		MAG	u	291.7	Magnetite remanence.	l	37.1	1	9	100
