tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_name	specimen_correction	specimen_dec	specimen_description	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	North Shore Volcanics	ns049f	ns049	ns049f2	ns049f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	473	K		MAG	u	307.7	Magnetite remanence.	l	57.5	0.8	7	100
This study	North Shore Volcanics	ns050a	ns050	ns050a1	ns050a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.01	T		MAG	u	290.1	Magnetite remanence.	l	48.3	0.3	12	100
This study	North Shore Volcanics	ns050c	ns050	ns050c1	ns050c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	573	K		MAG	u	293.8	Magnetite remanence.	l	46.9	0.7	4	100
This study	North Shore Volcanics	ns050d	ns050	ns050d2	ns050d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		MAG	u	289.4	Magnetite remanence.	l	41.5	2.8	5	100
This study	North Shore Volcanics	ns050f	ns050	ns050f1	ns050f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	723	K		MAG	u	291.8	Magnetite remanence.	l	41.9	0.9	5	100
This study	North Shore Volcanics	ns052a	ns052	ns052a1	ns052a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.1	0.02	T		MAG	u	294.4	Magnetite remanence.	l	48.2	1.3	7	100
This study	North Shore Volcanics	ns052c	ns052	ns052c1	ns052c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	473	K		MAG	u	307.1	Magnetite remanence.	l	57.8	2.4	5	100
This study	North Shore Volcanics	ns052d	ns052	ns052d1	ns052d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		MAG	u	292.1	Magnetite remanence.	l	53.6	0.4	5	100
This study	North Shore Volcanics	ns052f	ns052	ns052f1	ns052f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		MAG	u	290.6	Magnetite remanence.	l	56.6	0.4	5	100
This study	North Shore Volcanics	ns053b	ns053	ns053b1	ns053b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	723	K		MAG	u	295.4	Magnetite remanence.	l	41	0.7	6	100
This study	North Shore Volcanics	ns053c	ns053	ns053c1	ns053c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	373	K		MAG	u	296.3	Magnetite remanence.	l	47.2	2.3	6	100
This study	North Shore Volcanics	ns053e	ns053	ns053e2	ns053e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	723	K		MAG	u	293.9	Magnetite remanence.	l	41.6	0.3	4	100
This study	North Shore Volcanics	ns053f	ns053	ns053f2	ns053f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	723	K		MAG	u	295	Magnetite remanence.	l	42.3	1	4	100
This study	North Shore Volcanics	ns054b	ns054	ns054b1	ns054b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	773	K		MAG	u	278.4	Magnetite remanence.	l	51.6	0.8	5	100
This study	North Shore Volcanics	ns054c	ns054	ns054c1	ns054c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	573	K		MAG	u	302.2	Magnetite remanence.	l	59	0.6	4	100
This study	North Shore Volcanics	ns054d	ns054	ns054d1	ns054d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	723	K		MAG	u	285.3	Magnetite remanence.	l	56.1	0.4	4	100
This study	North Shore Volcanics	ns054f	ns054	ns054f1	ns054f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	473	K		MAG	u	294.4	Magnetite remanence.	l	55.8	0.6	7	100
This study	North Shore Volcanics	ns056b	ns056	ns056b1	ns056b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	898	573	K		MAG	u	295.9	Magnetite remanence.	l	39.2	0.9	9	100
This study	North Shore Volcanics	ns056c	ns056	ns056c1	ns056c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		MAG	u	301	Magnetite remanence.	l	42.9	0.4	4	100
This study	North Shore Volcanics	ns056d	ns056	ns056d1	ns056d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		MAG	u	298.3	Magnetite remanence.	l	42.2	1.1	6	100
This study	North Shore Volcanics	ns056e	ns056	ns056e2	ns056e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		MAG	u	298.4	Magnetite remanence.	l	40.7	0.6	6	100
This study	North Shore Volcanics	ns058a	ns058	ns058a1	ns058a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.03	T		MAG	u	315.5	Magnetite remanence.	l	49	1.5	9	100
This study	North Shore Volcanics	ns058b	ns058	ns058b1	ns058b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	848	473	K		MAG	u	341.8	Magnetite remanence.	p	-26.2	5.5	8	100
This study	North Shore Volcanics	ns058c	ns058	ns058c1	ns058c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		MAG	u	306.8	Magnetite remanence.	l	49.4	1.4	3	100
This study	North Shore Volcanics	ns058d	ns058	ns058d2	ns058d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	273	K		MAG	u	304.1	Magnetite remanence.	l	48.5	1.1	10	100
This study	North Shore Volcanics	ns058e	ns058	ns058e2	ns058e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		MAG	u	302.7	Magnetite remanence.	l	54.9	0.8	5	100
This study	North Shore Volcanics	ns059a	ns059	ns059a1	ns059a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.18	0.04	T		MAG	u	279.2	Magnetite remanence.	l	42.8	1.9	7	100
This study	North Shore Volcanics	ns059c	ns059	ns059c2	ns059c2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	948	673	K		MAG	u	287.9	Magnetite remanence.	l	40.5	2.1	5	100
This study	North Shore Volcanics	ns059f	ns059	ns059f1	ns059f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	673	K		MAG	u	306.3	Magnetite remanence.	l	45.5	1.4	6	100
This study	North Shore Volcanics	ns059g	ns059	ns059g2	ns059g2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	873	673	K		MAG	u	288.3	Magnetite remanence.	l	46.8	1.2	5	100
This study	North Shore Volcanics	ns060d	ns060	ns060d1	ns060d1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	0.1	0.02	T		MAG	u	294.6	Magnetite remanence.	l	44	5.2	7	100
This study	North Shore Volcanics	ns060d	ns060	ns060d2	ns060d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	pmagpy-2.03	923	723	K		MAG	u	294.6	Magnetite remanence.	l	43.8	1.4	5	100
This study	North Shore Volcanics	ns085b	ns085	ns085b1	ns085b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	273	K		HEM	u	277.9	Hematite remanence.	l	17.6	2.8	13	0
This study	North Shore Volcanics	ns085c	ns085	ns085c1	ns085c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	273	K		HEM	u	277.8	Hematite remanence.	l	18.3	3.1	10	0
This study	North Shore Volcanics	ns085f	ns085	ns085f1	ns085f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	273	K		HEM	u	281.3	Hematite remanence.	l	18.7	3.2	11	0
This study	North Shore Volcanics	ns085g	ns085	ns085g1	ns085g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	573	K		HEM	u	279.7	Hematite remanence.	l	17.5	1.6	8	0
This study	North Shore Volcanics	ns087a	ns087	ns087a1	ns087a1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	773	K		HEM	u	279.6	Hematite remanence.	l	19.6	1	5	0
This study	North Shore Volcanics	ns087b	ns087	ns087b1	ns087b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	673	K		HEM	u	277.3	Hematite remanence.	l	16.8	2.6	8	0
This study	North Shore Volcanics	ns087c	ns087	ns087c1	ns087c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	773	K		HEM	u	283.5	Hematite remanence.	l	16.1	1.4	5	0
This study	North Shore Volcanics	ns087d	ns087	ns087d1	ns087d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	723	K		HEM	u	287.8	Hematite remanence.	l	25.8	1.5	6	0
This study	North Shore Volcanics	ns087e	ns087	ns087e1	ns087e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	673	K		HEM	u	281.7	Hematite remanence.	l	21.7	2.3	7	0
This study	North Shore Volcanics	ns008a	ns008	ns008a1	ns008a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	0.01	K		HEM	u	321.8	Hematite remanence.	l	33.4	2.3	20	0
This study	North Shore Volcanics	ns008b	ns008	ns008b1	ns008b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	473	K		HEM	u	318.1	Hematite remanence.	l	36.3	1.8	11	0
This study	North Shore Volcanics	ns008c	ns008	ns008c1	ns008c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	273	K		HEM	u	312	Hematite remanence.	l	33.3	2.2	8	0
This study	North Shore Volcanics	ns008d	ns008	ns008d1	ns008d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	273	K		HEM	u	310.8	Hematite remanence.	l	33.7	2.9	10	0
This study	North Shore Volcanics	ns008h	ns008	ns008h1	ns008h1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	273	K		HEM	u	307.2	Hematite remanence.	l	32.8	2.3	11	0
This study	North Shore Volcanics	ns009a	ns009	ns009a1	ns009a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	673	K		HEM	u	290.6	Hematite remanence.	l	46.5	1.5	6	0
This study	North Shore Volcanics	ns009c	ns009	ns009c1	ns009c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	573	K		HEM	u	289.7	Hematite remanence.	l	40.9	1	6	0
This study	North Shore Volcanics	ns009e	ns009	ns009e1	ns009e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	273	K		HEM	u	294.8	Hematite remanence.	l	41.3	1	11	0
This study	North Shore Volcanics	ns009f	ns009	ns009f1	ns009f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	823	K		HEM	u	290.9	Hematite remanence.	l	37.6	1.2	4	0
This study	North Shore Volcanics	ns010a	ns010	ns010a1	ns010a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	473	K		HEM	u	290.7	Hematite remanence.	l	31.6	2.1	8	0
This study	North Shore Volcanics	ns010b	ns010	ns010b1	ns010b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	723	K		HEM	u	288	Hematite remanence.	l	28.6	1	7	0
This study	North Shore Volcanics	ns010c	ns010	ns010c1	ns010c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	473	K		HEM	u	291.1	Hematite remanence.	l	33.3	0.5	6	0
This study	North Shore Volcanics	ns010d	ns010	ns010d1	ns010d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	273	K		HEM	u	290.9	Hematite remanence.	l	34.7	1.3	10	0
This study	North Shore Volcanics	ns010e	ns010	ns010e1	ns010e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	473	K		HEM	u	300.7	Hematite remanence.	l	30.1	1.2	8	0
This study	North Shore Volcanics	ns011a	ns011	ns011a1	ns011a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.01	T		HEM	u	291.8	Hematite remanence.	l	22.7	0.9	12	0
This study	North Shore Volcanics	ns011b	ns011	ns011b1	ns011b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	773	K		HEM	u	294.4	Hematite remanence.	l	22.4	1.1	6	0
This study	North Shore Volcanics	ns011c	ns011	ns011c1	ns011c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		HEM	u	294.7	Hematite remanence.	l	16	0.8	4	0
This study	North Shore Volcanics	ns011d	ns011	ns011d1	ns011d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	723	K		HEM	u	289.2	Hematite remanence.	l	19.8	0.8	5	0
This study	North Shore Volcanics	ns011e	ns011	ns011e1	ns011e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		HEM	u	298.8	Hematite remanence.	l	14.1	0.5	6	0
This study	North Shore Volcanics	ns012b	ns012	ns012b1	ns012b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	823	K		HEM	u	284.1	Hematite remanence.	l	44.1	0.3	5	0
This study	North Shore Volcanics	ns012c	ns012	ns012c1	ns012c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		HEM	u	290.2	Hematite remanence.	l	30.4	0.9	4	0
This study	North Shore Volcanics	ns012d	ns012	ns012d2	ns012d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	373	K		HEM	u	289.3	Hematite remanence.	l	27.7	1.2	9	0
This study	North Shore Volcanics	ns012e	ns012	ns012e2	ns012e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	373	K		HEM	u	290.6	Hematite remanence.	l	27.6	1.1	9	0
This study	North Shore Volcanics	ns013a	ns013	ns013a1	ns013a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	823	K		HEM	u	293.9	Hematite remanence.	l	25.4	1.4	4	0
This study	North Shore Volcanics	ns013c	ns013	ns013c1	ns013c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	773	K		HEM	u	289.2	Hematite remanence.	l	31.8	0.4	4	0
This study	North Shore Volcanics	ns013d	ns013	ns013d3	ns013d3 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		HEM	u	290.7	Hematite remanence.	l	27.8	0.7	6	0
This study	North Shore Volcanics	ns013e	ns013	ns013e3	ns013e3 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	673	K		HEM	u	287.9	Hematite remanence.	l	31.6	0.5	7	0
This study	North Shore Volcanics	ns014a	ns014	ns014a1	ns014a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.02	T		HEM	u	276	Hematite remanence.	l	24.1	1.2	10	0
This study	North Shore Volcanics	ns014b	ns014	ns014b1	ns014b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	873	473	K		HEM	u	277.7	Hematite remanence.	l	24.7	1.2	9	0
This study	North Shore Volcanics	ns014c	ns014	ns014c1	ns014c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	473	K		HEM	u	280.3	Hematite remanence.	l	25.3	1.1	6	0
This study	North Shore Volcanics	ns014d	ns014	ns014d1	ns014d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	573	K		HEM	u	275.7	Hematite remanence.	l	22.4	2.5	7	0
This study	North Shore Volcanics	ns014f	ns014	ns014f1	ns014f1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	473	K		HEM	u	278.8	Hematite remanence.	l	23.2	1.7	8	0
This study	North Shore Volcanics	ns015a	ns015	ns015a1	ns015a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	473	K		HEM	u	297.7	Hematite remanence.	l	15.7	1.9	8	0
This study	North Shore Volcanics	ns015b	ns015	ns015b1	ns015b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	823	K		HEM	u	295.8	Hematite remanence.	l	15.9	0.6	5	0
This study	North Shore Volcanics	ns015e	ns015	ns015e2	ns015e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	723	K		HEM	u	287.9	Hematite remanence.	l	16.9	0.4	6	0
This study	North Shore Volcanics	ns015g	ns015	ns015g1	ns015g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	723	K		HEM	u	296.6	Hematite remanence.	l	16.8	0.5	5	0
This study	North Shore Volcanics	ns018a	ns018	ns018a1	ns018a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		HEM	u	319.8	Hematite remanence.	l	3.5	1.5	5	0
This study	North Shore Volcanics	ns018b	ns018	ns018b1	ns018b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	573	K		HEM	u	307.8	Hematite remanence.	l	9.7	1.6	10	0
This study	North Shore Volcanics	ns018c	ns018	ns018c1	ns018c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	673	K		HEM	u	312	Hematite remanence.	l	8.9	1.1	4	0
This study	North Shore Volcanics	ns018e	ns018	ns018e2	ns018e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	723	K		HEM	u	300.8	Hematite remanence.	l	0.1	1.8	5	0
This study	North Shore Volcanics	ns018g	ns018	ns018g1	ns018g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	373	K		HEM	u	322.4	Hematite remanence.	l	5.2	1.6	9	0
This study	North Shore Volcanics	ns020a	ns020	ns020a1	ns020a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	673	K		HEM	u	302	Hematite remanence.	l	1	0.8	6	0
This study	North Shore Volcanics	ns020b	ns020	ns020b1	ns020b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	848	K		HEM	u	310.2	Hematite remanence.	l	5.8	0.4	4	0
This study	North Shore Volcanics	ns020c	ns020	ns020c1	ns020c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	673	K		HEM	u	307.8	Hematite remanence.	l	10	0.4	5	0
This study	North Shore Volcanics	ns020d	ns020	ns020d1	ns020d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	773	K		HEM	u	301.7	Hematite remanence.	l	9.8	0.3	5	0
This study	North Shore Volcanics	ns020e	ns020	ns020e2	ns020e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	823	K		HEM	u	297.4	Hematite remanence.	l	9.5	1.4	4	0
This study	North Shore Volcanics	ns021a	ns021	ns021a1	ns021a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	823	K		HEM	u	312.9	Hematite remanence.	l	17.5	1.1	4	0
This study	North Shore Volcanics	ns021b	ns021	ns021b1	ns021b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	723	K		HEM	u	311.2	Hematite remanence.	l	21.5	0.5	7	0
This study	North Shore Volcanics	ns021c	ns021	ns021c1	ns021c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	773	K		HEM	u	309.8	Hematite remanence.	l	24	1.8	4	0
This study	North Shore Volcanics	ns021d	ns021	ns021d2	ns021d2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	723	K		HEM	u	310.6	Hematite remanence.	l	21.3	1.4	6	0
This study	North Shore Volcanics	ns021e	ns021	ns021e1	ns021e1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	673	K		HEM	u	313.2	Hematite remanence.	l	20.9	1.5	7	0
This study	North Shore Volcanics	ns023a	ns023	ns023a1	ns023a1 : LT-NO	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	473	K		HEM	u	305.5	Hematite remanence.	l	15.7	4.8	7	0
This study	North Shore Volcanics	ns023b	ns023	ns023b1	ns023b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	823	K		HEM	u	305.1	Hematite remanence.	l	11.6	0.6	5	0
This study	North Shore Volcanics	ns023c	ns023	ns023c1	ns023c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	573	K		HEM	u	304	Hematite remanence.	l	16.2	1.7	6	0
This study	North Shore Volcanics	ns023e	ns023	ns023e1	ns023e1 : LT-NO	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	823	K		HEM	u	307.9	Hematite remanence.	l	11.8	0.5	4	0
This study	North Shore Volcanics	ns023g	ns023	ns023g1	ns023g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	773	K		HEM	u	305.6	Hematite remanence.	l	14.5	0.8	5	0
This study	North Shore Volcanics	ns024b	ns024	ns024b1	ns024b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	273	K		HEM	u	156.2	Hematite remanence.	l	-73.8	1.1	13	0
This study	North Shore Volcanics	ns024c	ns024	ns024c1	ns024c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	273	K		HEM	u	149.6	Hematite remanence.	l	-68	1.3	9	0
This study	North Shore Volcanics	ns024e	ns024	ns024e2	ns024e2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	373	K		HEM	u	139.6	Hematite remanence.	l	-67.2	1.4	8	0
This study	North Shore Volcanics	ns024f	ns024	ns024f2	ns024f2 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	373	K		HEM	u	145.5	Hematite remanence.	l	-69.6	0.7	9	0
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1 : LT-NO	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0	T		HEM	u	293	Hematite remanence.	l	42.8	1.2	14	0
This study	North Shore Volcanics	ns034b	ns034	ns034b1	ns034b1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	773	K		HEM	u	300.4	Hematite remanence.	l	40.3	2.1	7	0
This study	North Shore Volcanics	ns034c	ns034	ns034c1	ns034c1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	773	K		HEM	u	305	Hematite remanence.	l	38.8	0.7	4	0
This study	North Shore Volcanics	ns034d	ns034	ns034d1	ns034d1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	923	723	K		HEM	u	304.2	Hematite remanence.	l	41.9	3.1	5	0
This study	North Shore Volcanics	ns034g	ns034	ns034g1	ns034g1 : LT-NO	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	pmagpy-2.03	948	273	K		HEM	u	294.3	Hematite remanence.	l	46.5	0.8	11	0
This study	North Shore Volcanics	ns036a	ns036	ns036a1	ns036a1 : LT-NO	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	pmagpy-2.03	0.18	0.015	T		HEM	u	296	Hematite remanence.	l	45.7	0.7	11	0
