tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_csd	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
This study	North Shore Volcanics	ns027a	ns027	ns027a1	ns027a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:09:36:00.00	310.2	g	63.8	1.774e-06	9	4	u	273	SAN	0.06	0	0	0	273
This study	North Shore Volcanics	ns027a	ns027	ns027a1	ns027a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:23:09:37:00.00	309.9	g	63.7	1.28e-06	10	4	u	273	SAN	0.08	0	0	0	273
This study	North Shore Volcanics	ns027a	ns027	ns027a1	ns027a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:23:09:38:00.00	310.8	g	63.5	1.007e-06	11	4	u	273	SAN	0.1	0	0	0	273
This study	North Shore Volcanics	ns027a	ns027	ns027a1	ns027a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:09:40:00.00	325.5	g	58.8	6.7e-07	12	4	u	273	SAN	0.12	0	0	0	273
This study	North Shore Volcanics	ns027a	ns027	ns027a1	ns027a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:23:09:42:00.00	339.5	g	57.4	6.124e-07	13	4	u	273	SAN	0.15	0	0	0	273
This study	North Shore Volcanics	ns027a	ns027	ns027a1	ns027a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:09:44:00.00	359.7	g	55.6	3.9e-07	14	4	u	273	SAN	0.18	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-NO : LP-DIR-AF	0.5	2006:10:23:09:45:00.00	208.4	g	40.6	6.077e-05	1	4	u	273	SAN	0	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:23:09:53:00.00	211.3	g	42.7	5.778e-05	2	4	u	273	SAN	0.005	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:23:09:55:00.00	214	g	43.1	5.268e-05	3	4	u	273	SAN	0.01	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:09:57:00.00	220.8	g	46.6	4.16e-05	4	4	u	273	SAN	0.015	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:09:58:00.00	223.5	g	48	3.251e-05	5	4	u	273	SAN	0.02	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:10:08:00.00	226	g	48.5	1.904e-05	6	4	u	273	SAN	0.03	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:10:09:00.00	227	g	47.6	1.154e-05	7	4	u	273	SAN	0.04	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : DE-VM : LP-DIR-AF	0.6	2006:10:23:10:11:00.00	227.4	g	48.7	7.523e-06	8	4	u	273	SAN	0.05	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:10:14:00.00	227.6	g	47.4	5.523e-06	9	4	u	273	SAN	0.06	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:10:15:00.00	230.2	g	47.4	3.69e-06	10	4	u	273	SAN	0.08	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:10:17:00.00	230.6	g	44	2.754e-06	11	4	u	273	SAN	0.1	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:10:18:00.00	236.6	g	44.9	2.272e-06	12	4	u	273	SAN	0.12	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:10:19:00.00	234.1	g	41.2	1.976e-06	13	4	u	273	SAN	0.15	0	0	0	273
This study	North Shore Volcanics	ns028a	ns028	ns028a1	ns028a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:10:21:00.00	244.4	g	41.9	1.852e-06	14	4	u	273	SAN	0.18	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-NO : LP-DIR-AF	0.6	2006:10:23:10:22:00.00	235.9	g	30	6.359e-05	1	4	u	273	SAN	0	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:11:12:00.00	248.8	g	32	5.319e-05	2	4	u	273	SAN	0.005	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:11:14:00.00	255.7	g	31.5	3.667e-05	3	4	u	273	SAN	0.01	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:11:15:00.00	258	g	31.4	2.534e-05	4	4	u	273	SAN	0.015	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:11:17:00.00	259.6	g	31.2	1.811e-05	5	4	u	273	SAN	0.02	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:11:22:00.00	262	g	30.9	9.804e-06	6	4	u	273	SAN	0.03	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:11:23:00.00	261.8	g	29.4	5.66e-06	7	4	u	273	SAN	0.04	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-AF-Z : DE-VM : LP-DIR-AF	0.7	2006:10:23:11:25:00.00	263.7	g	30.6	3.23e-06	8	4	u	273	SAN	0.05	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:11:27:00.00	262.9	g	26.3	1.932e-06	9	4	u	273	SAN	0.06	0	0	0	273
This study	North Shore Volcanics	ns029a	ns029	ns029a1	ns029a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.8	2006:10:23:11:29:00.00	262.7	g	27.9	1.134e-06	10	4	u	273	SAN	0.08	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-NO : LP-DIR-AF	0.3	2006:10:23:11:30:00.00	337.7	g	56.4	1.364e-05	1	4	u	273	SAN	0	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	1.2	2006:10:23:11:38:00.00	337.7	g	54.2	1.336e-05	2	4	u	273	SAN	0.005	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:23:11:40:00.00	337.1	g	54.8	1.286e-05	3	4	u	273	SAN	0.01	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:11:42:00.00	337.5	g	51.7	1.212e-05	4	4	u	273	SAN	0.015	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:23:11:43:00.00	336.9	g	53.1	1.109e-05	5	4	u	273	SAN	0.02	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	1.4	2006:10:23:24:14:00.00	337.8	g	50.9	9.154e-06	6	4	u	273	SAN	0.03	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	1.4	2006:10:23:24:15:00.00	338.5	g	50.7	7.402e-06	7	4	u	273	SAN	0.04	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : DE-VM : LP-DIR-AF	1.4	2006:10:23:24:45:00.00	338.7	g	50	6.21e-06	8	4	u	273	SAN	0.05	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	1.1	2006:10:23:24:46:00.00	337.8	g	49.8	5.276e-06	9	4	u	273	SAN	0.06	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.8	2006:10:23:24:48:00.00	340.1	g	49.3	4.242e-06	10	4	u	273	SAN	0.08	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	1.1	2006:10:23:24:49:00.00	338.5	g	49.4	3.464e-06	11	4	u	273	SAN	0.1	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	1.3	2006:10:23:24:51:00.00	341.2	g	49.8	2.927e-06	12	4	u	273	SAN	0.12	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	1.3	2006:10:23:24:53:00.00	339.8	g	47.6	2.379e-06	13	4	u	273	SAN	0.15	0	0	0	273
This study	North Shore Volcanics	ns030a	ns030	ns030a1	ns030a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	1.2	2006:10:23:24:54:00.00	339.5	g	49	1.922e-06	14	4	u	273	SAN	0.18	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-NO : LP-DIR-AF	0.6	2006:10:23:24:55:00.00	222.4	g	36.1	5.019e-05	1	4	u	273	SAN	0	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:13:10:00.00	223.8	g	36.3	4.906e-05	2	4	u	273	SAN	0.005	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:13:12:00.00	227.5	g	37.9	4.45e-05	3	4	u	273	SAN	0.01	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:13:14:00.00	230.2	g	39	3.813e-05	4	4	u	273	SAN	0.015	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:13:15:00.00	232.2	g	39.5	3.119e-05	5	4	u	273	SAN	0.02	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:13:17:00.00	233.8	g	40	1.931e-05	6	4	u	273	SAN	0.03	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:13:19:00.00	234.6	g	40.3	1.2e-05	7	4	u	273	SAN	0.04	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : DE-VM : LP-DIR-AF	0.6	2006:10:23:13:20:00.00	234.7	g	40.7	7.536e-06	8	4	u	273	SAN	0.05	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:13:23:00.00	236.4	g	39.1	5.416e-06	9	4	u	273	SAN	0.06	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:13:24:00.00	236.3	g	39.4	3.228e-06	10	4	u	273	SAN	0.08	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:13:26:00.00	239.4	g	38.3	2.157e-06	11	4	u	273	SAN	0.1	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:23:13:27:00.00	235.5	g	34.5	1.672e-06	12	4	u	273	SAN	0.12	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:23:13:41:00.00	241.6	g	30.1	1.243e-06	13	4	u	273	SAN	0.15	0	0	0	273
This study	North Shore Volcanics	ns031a	ns031	ns031a1	ns031a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:23:13:42:00.00	240.3	g	28.4	1.129e-06	14	4	u	273	SAN	0.18	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-NO : LP-DIR-AF	0.4	2006:10:23:13:50:00.00	184.1	g	42.1	1.53e-05	1	4	u	273	SAN	0	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:08:32:00.00	192.7	g	53.9	1.742e-05	2	4	u	273	SAN	0.005	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:08:37:00.00	197	g	60.3	1.61e-05	3	4	u	273	SAN	0.01	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:08:46:00.00	200.4	g	62.5	1.323e-05	4	4	u	273	SAN	0.015	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:08:47:00.00	201.8	g	63.9	1.046e-05	5	4	u	273	SAN	0.02	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:08:49:00.00	202.5	g	64.1	6.784e-06	6	4	u	273	SAN	0.03	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:08:51:00.00	202.6	g	65.2	4.608e-06	7	4	u	273	SAN	0.04	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : DE-VM : LP-DIR-AF	0.5	2006:10:24:08:56:00.00	203.6	g	65.8	3.481e-06	8	4	u	273	SAN	0.05	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:09:29:00.00	205.2	g	65.1	2.819e-06	9	4	u	273	SAN	0.06	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:09:30:00.00	202.7	g	66.4	2.216e-06	10	4	u	273	SAN	0.08	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:09:32:00.00	203.8	g	65.3	1.862e-06	11	4	u	273	SAN	0.1	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:09:36:00.00	207.3	g	66.7	1.693e-06	12	4	u	273	SAN	0.12	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:09:37:00.00	205.2	g	66.4	1.475e-06	13	4	u	273	SAN	0.15	0	0	0	273
This study	North Shore Volcanics	ns032a	ns032	ns032a1	ns032a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.5	2006:10:24:09:39:00.00	204.4	g	65.9	1.445e-06	14	4	u	273	SAN	0.18	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-NO : LP-DIR-AF	0.4	2006:10:24:09:40:00.00	158.5	g	11.1	2.205e-05	1	4	u	273	SAN	0	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:09:57:00.00	157.8	g	10.9	2.164e-05	2	4	u	273	SAN	0.005	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:09:58:00.00	157.7	g	10.8	2.099e-05	3	4	u	273	SAN	0.01	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:10:44:00.00	157.2	g	10.1	2.004e-05	4	4	u	273	SAN	0.015	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:10:45:00.00	156.1	g	9.1	1.875e-05	5	4	u	273	SAN	0.02	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:10:47:00.00	155.6	g	9.2	1.537e-05	6	4	u	273	SAN	0.03	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:10:48:00.00	155.2	g	9.6	1.205e-05	7	4	u	273	SAN	0.04	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : DE-VM : LP-DIR-AF	0.4	2006:10:24:10:50:00.00	155	g	9.5	8.96e-06	8	4	u	273	SAN	0.05	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:10:55:00.00	154.7	g	8.7	7.276e-06	9	4	u	273	SAN	0.06	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:10:58:00.00	154.8	g	10.5	4.781e-06	10	4	u	273	SAN	0.08	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:10:59:00.00	155.4	g	9.7	3.593e-06	11	4	u	273	SAN	0.1	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:11:01:00.00	155.4	g	9.4	2.949e-06	12	4	u	273	SAN	0.12	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.3	2006:10:24:11:02:00.00	158.5	g	10	2.446e-06	13	4	u	273	SAN	0.15	0	0	0	273
This study	North Shore Volcanics	ns033a	ns033	ns033a1	ns033a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.3	2006:10:24:11:04:00.00	156.5	g	9.9	1.948e-06	14	4	u	273	SAN	0.18	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-NO : LP-DIR-AF	0.6	2006:10:24:11:05:00.00	277.3	g	49.2	9.492e-06	1	4	u	273	SAN	0	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:20:00.00	277.6	g	48.7	9.464e-06	2	4	u	273	SAN	0.005	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:21:00.00	278.1	g	48.3	9.229e-06	3	4	u	273	SAN	0.01	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:30:00.00	278.9	g	48.2	8.744e-06	4	4	u	273	SAN	0.015	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:31:00.00	279.4	g	48.5	8.023e-06	5	4	u	273	SAN	0.02	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:33:00.00	278.2	g	48.9	6.327e-06	6	4	u	273	SAN	0.03	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:34:00.00	279.1	g	49.4	4.717e-06	7	4	u	273	SAN	0.04	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : DE-VM : LP-DIR-AF	0.6	2006:10:24:11:37:00.00	279.5	g	49.1	3.525e-06	8	4	u	273	SAN	0.05	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:40:00.00	279.6	g	49.5	2.83e-06	9	4	u	273	SAN	0.06	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:42:00.00	278	g	50.1	2.124e-06	10	4	u	273	SAN	0.08	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:43:00.00	278.2	g	50.2	1.784e-06	11	4	u	273	SAN	0.1	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:45:00.00	277	g	50.4	1.623e-06	12	4	u	273	SAN	0.12	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:46:00.00	276.5	g	50.9	1.469e-06	13	4	u	273	SAN	0.15	0	0	0	273
This study	North Shore Volcanics	ns034a	ns034	ns034a1	ns034a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.6	2006:10:24:11:48:00.00	274.8	g	51.1	1.402e-06	14	4	u	273	SAN	0.18	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-NO : LP-DIR-AF	0.4	2006:10:24:24:02:00.00	53	g	57.6	2.945e-05	1	4	u	273	SAN	0	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:13:28:00.00	45.5	g	57.5	3.053e-05	2	4	u	273	SAN	0.005	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:13:34:00.00	42.2	g	55.3	2.624e-05	3	4	u	273	SAN	0.01	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:13:35:00.00	40.1	g	54.7	2.208e-05	4	4	u	273	SAN	0.015	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:13:37:00.00	40.7	g	53.8	1.866e-05	5	4	u	273	SAN	0.02	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:13:47:00.00	40	g	53.8	1.401e-05	6	4	u	273	SAN	0.03	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:13:48:00.00	39.8	g	53.4	1.085e-05	7	4	u	273	SAN	0.04	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : DE-VM : LP-DIR-AF	0.4	2006:10:24:13:50:00.00	39.6	g	53.3	8.6e-06	8	4	u	273	SAN	0.05	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:14:03:00.00	38	g	53.9	6.808e-06	9	4	u	273	SAN	0.06	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:14:05:00.00	38	g	54.2	4.527e-06	10	4	u	273	SAN	0.08	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.7	2006:10:24:14:06:00.00	37	g	55.9	3.163e-06	11	4	u	273	SAN	0.1	0	0	0	273
This study	North Shore Volcanics	ns035a	ns035	ns035a1	ns035a1:LP-DIR-AF	LT-AF-Z : LP-DIR-AF	0.4	2006:10:24:14:08:00.00	37.8	g	56.3	2.469e-06	12	4	u	273	SAN	0.12	0	0	0	273
