tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_csd	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
This study	North Shore Volcanics	ns003d	ns003	ns003d2	ns003d2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.5	2007:05:16:20:51:00.00	267.5	g	74.9	9.947e-07	8	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns003d	ns003	ns003d2	ns003d2:LP-DIR-T	LT-T-Z : LP-DIR-T	1.4	2007:05:20:17:10:00.00	283.2	g	75.3	3.503e-07	9	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns003g	ns003	ns003g1	ns003g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:19:07:31:00.00	185.3	g	45.5	6.588e-06	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns003g	ns003	ns003g1	ns003g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:20:15:55:00.00	186.1	g	48.1	6.382e-06	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns003g	ns003	ns003g1	ns003g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:20:19:33:00.00	186.5	g	51.2	5.986e-06	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns004c	ns004	ns004c1	ns004c1:LP-DIR-T	LT-NO : LP-DIR-T	0.3	2007:04:18:13:56:00.00	255.7	g	49.1	3.24e-05	1	4	u	273	SAN	0	0	0	90	273
This study	North Shore Volcanics	ns004c	ns004	ns004c1	ns004c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:18:16:45:00.00	257	g	50.8	3.197e-05	2	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns004c	ns004	ns004c1	ns004c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:22:15:29:00.00	255.5	g	49.5	2.817e-05	3	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns004c	ns004	ns004c1	ns004c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:22:19:08:00.00	257.4	g	46.5	2.407e-05	4	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns004c	ns004	ns004c1	ns004c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:25:15:44:00.00	255.6	g	42.8	1.927e-05	5	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns004c	ns004	ns004c1	ns004c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:27:14:03:00.00	254.6	g	40	1.46e-05	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns004c	ns004	ns004c1	ns004c1:LP-DIR-T	LT-T-Z : LP-DIR-T	1.8	2007:04:27:16:52:00.00	273.6	g	34.7	6.735e-07	7	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns004e	ns004	ns004e1	ns004e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:05:07:14:48:00.00	220.1	g	68.9	1.635e-05	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns004e	ns004	ns004e1	ns004e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:05:07:18:05:00.00	228.2	g	71.7	1.579e-05	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns004e	ns004	ns004e1	ns004e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:09:16:53:00.00	237	g	73.2	1.505e-05	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns004e	ns004	ns004e1	ns004e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:05:11:14:32:00.00	244.4	g	74	1.267e-05	4	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns004e	ns004	ns004e1	ns004e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:14:18:09:00.00	247.4	g	73.9	1.145e-05	5	4	u	273	SAN	0	0	0	90	723
This study	North Shore Volcanics	ns004e	ns004	ns004e1	ns004e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:05:16:15:01:00.00	250.1	g	74.3	9.978e-06	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns004e	ns004	ns004e1	ns004e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.5	2007:05:16:18:03:00.00	253.5	g	74.6	3.581e-06	7	4	u	273	SAN	0	0	0	90	823
This study	North Shore Volcanics	ns004e	ns004	ns004e1	ns004e1:LP-DIR-T	LT-T-Z : LP-DIR-T	3.2	2007:05:16:20:53:00.00	293.7	g	60.1	3.911e-07	8	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns004f	ns004	ns004f1	ns004f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:06:19:07:32:00.00	223	g	-1.6	1.181e-05	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns004f	ns004	ns004f1	ns004f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.4	2007:06:20:15:57:00.00	226.5	g	2.1	1.102e-05	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns004f	ns004	ns004f1	ns004f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:06:20:19:35:00.00	229.5	g	3.3	9.888e-06	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns004f	ns004	ns004f1	ns004f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:06:20:23:53:00.00	232.3	g	3.6	8.664e-06	4	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns004f	ns004	ns004f1	ns004f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.4	2007:06:21:03:43:00.00	235.2	g	4.1	7.092e-06	5	4	u	273	SAN	0	0	0	90	723
This study	North Shore Volcanics	ns004f	ns004	ns004f1	ns004f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.4	2007:06:21:14:42:00.00	236.3	g	3.6	6.293e-06	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns004f	ns004	ns004f1	ns004f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.9	2007:06:22:12:23:00.00	234.9	g	4	1.717e-06	7	4	u	273	SAN	0	0	0	90	823
This study	North Shore Volcanics	ns004f	ns004	ns004f1	ns004f1:LP-DIR-T	LT-T-Z : LP-DIR-T	12	2007:06:22:15:16:00.00	219.9	g	30.7	9.805e-08	8	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns005a	ns005	ns005a1	ns005a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:03:09:12:58:00.00	212.7	g	-35.8	3.135e-05	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns005a	ns005	ns005a1	ns005a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:03:12:12:42:00.00	211.5	g	-37.2	2.621e-05	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns005a	ns005	ns005a1	ns005a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:03:12:15:54:00.00	208.6	g	-37.9	2.176e-05	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns005a	ns005	ns005a1	ns005a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:03:14:16:30:00.00	215.1	g	-38.5	1.956e-05	4	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns005a	ns005	ns005a1	ns005a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:03:16:16:15:00.00	211.9	g	-37.8	1.73e-05	5	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns005a	ns005	ns005a1	ns005a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:04:14:28:00.00	211.7	g	-40.2	1.43e-05	6	4	u	273	SAN	0	0	0	90	823
This study	North Shore Volcanics	ns005a	ns005	ns005a1	ns005a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:04:18:28:00.00	212.4	g	-40.5	6.756e-06	7	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns005a	ns005	ns005a1	ns005a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:06:13:46:00.00	214.3	g	-36.6	1.727e-06	8	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns005c	ns005	ns005c1	ns005c1:LP-DIR-T	LT-NO : LP-DIR-T	0.1	2007:04:18:14:01:00.00	204.9	g	-50.4	7.75e-05	1	4	u	273	SAN	0	0	0	90	273
This study	North Shore Volcanics	ns005c	ns005	ns005c1	ns005c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:18:16:50:00.00	204.4	g	-49.5	7.666e-05	2	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns005c	ns005	ns005c1	ns005c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:22:15:33:00.00	205.2	g	-51.3	6.989e-05	3	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns005c	ns005	ns005c1	ns005c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:22:19:10:00.00	204.3	g	-51.7	5.753e-05	4	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns005c	ns005	ns005c1	ns005c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:25:15:47:00.00	204.8	g	-52.3	4.854e-05	5	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns005c	ns005	ns005c1	ns005c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:27:14:04:00.00	203.8	g	-52.2	3.289e-05	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns005c	ns005	ns005c1	ns005c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:27:16:53:00.00	203.4	g	-52.6	6.979e-06	7	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns005c	ns005	ns005c1	ns005c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:01:17:47:00.00	203.4	g	-52.4	1.589e-06	8	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns005e	ns005	ns005e1	ns005e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:07:14:49:00.00	180.4	g	-18.8	0.0001072	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns005e	ns005	ns005e1	ns005e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:07:18:06:00.00	180.2	g	-18.8	9.771e-05	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns005e	ns005	ns005e1	ns005e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:09:16:54:00.00	180.1	g	-19	9.363e-05	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns005e	ns005	ns005e1	ns005e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:11:14:35:00.00	180.3	g	-19.3	8.081e-05	4	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns005e	ns005	ns005e1	ns005e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:14:18:11:00.00	179.6	g	-19.5	7.01e-05	5	4	u	273	SAN	0	0	0	90	723
This study	North Shore Volcanics	ns005e	ns005	ns005e1	ns005e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:16:15:05:00.00	179.8	g	-19.7	5.799e-05	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns005e	ns005	ns005e1	ns005e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:16:18:05:00.00	179	g	-20	4.192e-05	7	4	u	273	SAN	0	0	0	90	823
This study	North Shore Volcanics	ns005e	ns005	ns005e1	ns005e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:16:20:55:00.00	180.1	g	-20.9	1.08e-05	8	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns005e	ns005	ns005e1	ns005e1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:20:17:12:00.00	179.6	g	-21.7	2.748e-06	9	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns005g	ns005	ns005g1	ns005g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:19:07:34:00.00	194.1	g	-15.8	0.0001194	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns005g	ns005	ns005g1	ns005g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:06:20:15:58:00.00	194.5	g	-16.4	0.0001058	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns005g	ns005	ns005g1	ns005g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:20:19:37:00.00	195.7	g	-16.2	9.93e-05	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns005g	ns005	ns005g1	ns005g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:20:23:54:00.00	195.6	g	-16.1	8.872e-05	4	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns005g	ns005	ns005g1	ns005g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:06:21:03:44:00.00	195.8	g	-16.6	7.758e-05	5	4	u	273	SAN	0	0	0	90	723
This study	North Shore Volcanics	ns005g	ns005	ns005g1	ns005g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:21:14:44:00.00	195.9	g	-16.9	6.433e-05	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns005g	ns005	ns005g1	ns005g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:22:12:24:00.00	195.7	g	-17.3	4.538e-05	7	4	u	273	SAN	0	0	0	90	823
This study	North Shore Volcanics	ns005g	ns005	ns005g1	ns005g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:22:15:17:00.00	195.7	g	-18.2	1.296e-05	8	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns005g	ns005	ns005g1	ns005g1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:22:18:15:00.00	196.6	g	-19.3	2.72e-06	9	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns006b	ns006	ns006b1	ns006b1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:11:14:55:00.00	238.4	g	60	1.056e-06	1	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns006b	ns006	ns006b1	ns006b1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.6	2007:04:11:17:24:00.00	235.8	g	63.1	1.946e-07	2	4	u	273	SAN	0	0	0	90	948
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1:LP-DIR-T	LT-NO : LP-DIR-T	0.3	2007:04:18:14:06:00.00	239.3	g	29.6	4.182e-05	1	4	u	273	SAN	0	0	0	90	273
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:18:16:54:00.00	240.2	g	29.2	4.131e-05	2	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:22:15:36:00.00	240.2	g	28.9	3.861e-05	3	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:22:19:13:00.00	240.7	g	28.9	3.718e-05	4	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:25:15:49:00.00	239.4	g	28.9	3.176e-05	5	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:27:14:06:00.00	240.8	g	28.9	2.426e-05	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:27:16:55:00.00	239.6	g	29	6.404e-06	7	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:01:17:48:00.00	241	g	28.9	2.293e-06	8	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns006c	ns006	ns006c1	ns006c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:02:13:18:00.00	241.7	g	29.5	1.092e-06	9	4	u	273	SAN	0	0	0	90	948
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:07:14:55:00.00	234.6	g	21.2	2.841e-05	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:05:07:18:09:00.00	235.7	g	21.9	2.639e-05	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:09:16:56:00.00	235.9	g	22	2.523e-05	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:11:14:38:00.00	235.1	g	22.1	2.261e-05	4	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:14:18:13:00.00	235.2	g	22.2	2.055e-05	5	4	u	273	SAN	0	0	0	90	723
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:16:15:07:00.00	235.3	g	22.2	1.77e-05	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:16:18:07:00.00	235.6	g	22.2	1.365e-05	7	4	u	273	SAN	0	0	0	90	823
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:16:20:56:00.00	232.9	g	22.5	4.999e-06	8	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns006e	ns006	ns006e2	ns006e2:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:20:17:14:00.00	234.1	g	22.2	1.314e-06	9	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:06:19:07:36:00.00	233.8	g	24.7	4.789e-05	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:20:16:00:00.00	234.3	g	25.9	4.467e-05	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:06:20:19:38:00.00	234.2	g	26.1	4.163e-05	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:06:20:23:56:00.00	234.7	g	25.8	3.472e-05	4	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:06:21:03:45:00.00	233.8	g	25.8	2.955e-05	5	4	u	273	SAN	0	0	0	90	723
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:06:21:14:46:00.00	234.3	g	26.6	2.429e-05	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.5	2007:06:22:12:26:00.00	233.2	g	25.9	1.769e-05	7	4	u	273	SAN	0	0	0	90	823
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:06:22:15:18:00.00	233.9	g	26.4	6.815e-06	8	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns006f	ns006	ns006f1	ns006f1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:06:22:18:22:00.00	232	g	26.5	1.552e-06	9	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:03:09:13:00:00.00	308.5	g	37.2	3.556e-06	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:03:12:12:44:00.00	306.3	g	37.2	3.589e-06	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:03:12:15:56:00.00	306	g	37.1	3.514e-06	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:03:14:16:32:00.00	307.9	g	37.1	3.19e-06	4	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:03:16:16:17:00.00	306.8	g	37	2.957e-06	5	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:04:14:29:00.00	307.3	g	37.2	2.352e-06	6	4	u	273	SAN	0	0	0	90	823
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:04:18:30:00.00	310.6	g	37	1.647e-06	7	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:06:13:48:00.00	306.1	g	38.6	8.749e-07	8	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns007a	ns007	ns007a1	ns007a1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.3	2007:04:06:17:08:00.00	309.8	g	37	5.002e-07	9	4	u	273	SAN	0	0	0	90	948
This study	North Shore Volcanics	ns007b	ns007	ns007b1	ns007b1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:11:14:56:00.00	157.3	g	26.2	4.942e-06	1	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns007b	ns007	ns007b1	ns007b1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:11:17:26:00.00	155.8	g	26.5	3.235e-06	2	4	u	273	SAN	0	0	0	90	948
This study	North Shore Volcanics	ns007c	ns007	ns007c1	ns007c1:LP-DIR-T	LT-NO : LP-DIR-T	0.2	2007:04:18:14:10:00.00	15.5	g	40.8	1.907e-05	1	4	u	273	SAN	0	0	0	90	273
This study	North Shore Volcanics	ns007c	ns007	ns007c1	ns007c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:18:16:56:00.00	14.7	g	41.1	1.897e-05	2	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns007c	ns007	ns007c1	ns007c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:22:15:38:00.00	12.7	g	40.2	1.897e-05	3	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns007c	ns007	ns007c1	ns007c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:22:19:15:00.00	12.9	g	39.9	1.875e-05	4	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns007c	ns007	ns007c1	ns007c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:04:25:15:52:00.00	12	g	39.4	1.323e-05	5	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns007c	ns007	ns007c1	ns007c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:27:14:07:00.00	10.9	g	39.3	9.387e-06	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns007c	ns007	ns007c1	ns007c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:04:27:16:57:00.00	9.8	g	39.7	3.231e-06	7	4	u	273	SAN	0	0	0	90	873
This study	North Shore Volcanics	ns007c	ns007	ns007c1	ns007c1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:01:17:50:00.00	10.5	g	39.4	8e-07	8	4	u	273	SAN	0	0	0	90	923
This study	North Shore Volcanics	ns007d	ns007	ns007d1	ns007d1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.2	2007:05:07:14:56:00.00	15.2	g	47.5	2.141e-05	1	4	u	273	SAN	0	0	0	90	373
This study	North Shore Volcanics	ns007d	ns007	ns007d1	ns007d1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:07:18:10:00.00	14.3	g	46.6	2.138e-05	2	4	u	273	SAN	0	0	0	90	473
This study	North Shore Volcanics	ns007d	ns007	ns007d1	ns007d1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:09:16:58:00.00	15.3	g	46.3	2.046e-05	3	4	u	273	SAN	0	0	0	90	573
This study	North Shore Volcanics	ns007d	ns007	ns007d1	ns007d1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:11:14:40:00.00	12.8	g	46.1	1.443e-05	4	4	u	273	SAN	0	0	0	90	673
This study	North Shore Volcanics	ns007d	ns007	ns007d1	ns007d1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:14:18:14:00.00	11.7	g	46	1.247e-05	5	4	u	273	SAN	0	0	0	90	723
This study	North Shore Volcanics	ns007d	ns007	ns007d1	ns007d1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:16:15:08:00.00	12.4	g	46	1.053e-05	6	4	u	273	SAN	0	0	0	90	773
This study	North Shore Volcanics	ns007d	ns007	ns007d1	ns007d1:LP-DIR-T	LT-T-Z : LP-DIR-T	0.1	2007:05:16:18:08:00.00	11.1	g	46.1	8.036e-06	7	4	u	273	SAN	0	0	0	90	823
