tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_date	sample_declination_correction	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_orientation_flag	sample_time_zone	sample_type
This study	North Shore Volcanics	ns055c	ns055	FS-FD : SO-POM : SO-GT5 : SO-SUN	261	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-58	46.87575	Rhyolite	268.04751	g		Lava Flow
This study	North Shore Volcanics	ns055e	ns055	FS-FD : SO-POM : SO-SUN	142.7	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-47	46.87575	Rhyolite	268.04751	g		Lava Flow
This study	North Shore Volcanics	ns055g	ns055	FS-FD : SO-POM : SO-SUN	150.8	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-55	46.87575	Rhyolite	268.04751	g		Lava Flow
This study	North Shore Volcanics	ns056a	ns056	FS-FD : SO-POM : SO-SUN	266.7	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-29	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns056b	ns056	FS-FD : SO-POM : SO-SUN	263.7	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-40	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns056c	ns056	FS-FD : SO-POM : SO-SUN	248.3	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-23	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns056d	ns056	FS-FD : SO-POM : SO-SUN	234.3	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-31	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns056e	ns056	FS-FD : SO-POM : SO-SUN	297.4	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-40	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns057a	ns057	FS-FD : SO-POM : SO-SUN	306.1	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-61	46.87453	Rhyolite	268.06569	g		Lava Flow
This study	North Shore Volcanics	ns057b	ns057	FS-FD : SO-POM : SO-GT5 : SO-SUN	285	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-42	46.87453	Rhyolite	268.06569	g		Lava Flow
This study	North Shore Volcanics	ns057c	ns057	FS-FD : SO-POM : SO-SUN	179.4	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-67	46.87453	Rhyolite	268.06569	g		Lava Flow
This study	North Shore Volcanics	ns057d	ns057	FS-FD : SO-POM : SO-SUN	235.7	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-77	46.87453	Rhyolite	268.06569	g		Lava Flow
This study	North Shore Volcanics	ns057e	ns057	FS-FD : SO-POM : SO-SUN	218.8	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-82	46.87453	Rhyolite	268.06569	g		Lava Flow
This study	North Shore Volcanics	ns058a	ns058	FS-FD : SO-POM : SO-GT5 : SO-SUN	318.7	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-25	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns058b	ns058	FS-FD : SO-POM : SO-SUN	306.1	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-25	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns058d	ns058	FS-FD : SO-POM : SO-SUN	320.7	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-52	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns058e	ns058	FS-FD : SO-POM : SO-SUN	229.4	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-44	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns058f	ns058	FS-FD : SO-POM : SO-GT5 : SO-SUN	176	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-29	46.89011	Basalt	268.09337	g		Lava Flow
This study	North Shore Volcanics	ns059a	ns059	FS-FD : SO-POM : SO-SUN	342.3	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-95	46.8835	Basalt	268.08551	g		Lava Flow
This study	North Shore Volcanics	ns059c	ns059	FS-FD : SO-POM : SO-GT5 : SO-SUN	219.2	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-44	46.8835	Basalt	268.08551	g		Lava Flow
This study	North Shore Volcanics	ns059e	ns059	FS-FD : SO-POM : SO-SUN	63.2	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-71	46.8835	Basalt	268.08551	g		Lava Flow
This study	North Shore Volcanics	ns059f	ns059	FS-FD : SO-POM : SO-SUN	67.7	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-78	46.8835	Basalt	268.08551	g		Lava Flow
This study	North Shore Volcanics	ns059g	ns059	FS-FD : SO-POM : SO-SUN	68.7	18	111	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-79	46.8835	Basalt	268.08551	g		Lava Flow
This study	North Shore Volcanics	ns060a	ns060	FS-FD : SO-POM : SO-GT5 : SO-SUN	313.1	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-29	46.86945	Basalt	268.05315	g		Lava Flow
This study	North Shore Volcanics	ns060b	ns060	FS-FD : SO-POM : SO-SUN	318	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-15	46.86945	Basalt	268.05315	g		Lava Flow
This study	North Shore Volcanics	ns060c	ns060	FS-FD : SO-POM : SO-SUN	290.3	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-12	46.86945	Basalt	268.05315	g		Lava Flow
This study	North Shore Volcanics	ns060d	ns060	FS-FD : SO-POM : SO-SUN	276.7	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-76	46.86945	Basalt	268.05315	g		Lava Flow
This study	North Shore Volcanics	ns060f	ns060	FS-FD : SO-POM : SO-GT5 : SO-SUN	324.4	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-12.5	46.86945	Basalt	268.05315	g		Lava Flow
This study	North Shore Volcanics	ns061a	ns061	FS-FD : SO-POM : SO-SUN	108.9	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-87	46.86879	Basalt	268.05134	g		Lava Flow
This study	North Shore Volcanics	ns061b	ns061	FS-FD : SO-POM : SO-SUN	26.6	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-27	46.86879	Basalt	268.05134	g		Lava Flow
This study	North Shore Volcanics	ns061e	ns061	FS-FD : SO-POM : SO-SUN	136.8	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-85	46.86879	Basalt	268.05134	g		Lava Flow
This study	North Shore Volcanics	ns061f	ns061	FS-FD : SO-POM : SO-SUN	132.1	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-86	46.86879	Basalt	268.05134	g		Lava Flow
This study	North Shore Volcanics	ns061g	ns061	FS-FD : SO-POM : SO-SUN	128.4	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-69	46.86879	Basalt	268.05134	g		Lava Flow
This study	North Shore Volcanics	ns062a	ns062	FS-FD : SO-POM : SO-GT5 : SO-SUN	285.9	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-26	46.86996	Basalt	268.05477	g		Lava Flow
This study	North Shore Volcanics	ns062b	ns062	FS-FD : SO-POM : SO-GT5 : SO-SUN	298	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-28	46.86996	Basalt	268.05477	g		Lava Flow
This study	North Shore Volcanics	ns062c	ns062	FS-FD : SO-POM : SO-SUN	253.6	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-30	46.86996	Basalt	268.05477	g		Lava Flow
This study	North Shore Volcanics	ns062e	ns062	FS-FD : SO-POM : SO-SUN	294.2	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-23.5	46.86996	Basalt	268.05477	g		Lava Flow
This study	North Shore Volcanics	ns062f	ns062	FS-FD : SO-POM : SO-GT5 : SO-SUN	323.8	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-33	46.86996	Basalt	268.05477	g		Lava Flow
This study	North Shore Volcanics	ns063a	ns063	FS-FD : SO-POM : SO-SUN	297.2	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-98	46.86909	Basalt	268.05227	g		Lava Flow
This study	North Shore Volcanics	ns063b	ns063	FS-FD : SO-POM : SO-SUN	28.9	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-88	46.86909	Basalt	268.05227	g		Lava Flow
This study	North Shore Volcanics	ns063c	ns063	FS-FD : SO-POM : SO-SUN	27.2	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-89	46.86909	Basalt	268.05227	g		Lava Flow
This study	North Shore Volcanics	ns063e	ns063	FS-FD : SO-POM : SO-SUN	118.5	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-64	46.86909	Basalt	268.05227	g		Lava Flow
This study	North Shore Volcanics	ns063f	ns063	FS-FD : SO-POM : SO-GT5 : SO-SUN	115	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-57	46.86909	Basalt	268.05227	g		Lava Flow
This study	North Shore Volcanics	ns064a	ns064	FS-FD : SO-POM : SO-SUN	255.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-15	46.86785	Basalt	268.04964	g		Lava Flow
This study	North Shore Volcanics	ns064b	ns064	FS-FD : SO-POM : SO-SUN	273.6	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-11	46.86785	Basalt	268.04964	g		Lava Flow
This study	North Shore Volcanics	ns064c	ns064	FS-FD : SO-POM : SO-SUN	277	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-31	46.86785	Basalt	268.04964	g		Lava Flow
This study	North Shore Volcanics	ns064e	ns064	FS-FD : SO-POM : SO-GT5 : SO-SUN	240.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-33	46.86785	Basalt	268.04964	g		Lava Flow
This study	North Shore Volcanics	ns064f	ns064	FS-FD : SO-POM : SO-GT5 : SO-SUN	314.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-60	46.86785	Basalt	268.04964	g		Lava Flow
This study	North Shore Volcanics	ns065b	ns065	FS-FD : SO-POM : SO-GT5 : SO-SUN	53.2	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-66	46.86961	Basalt	268.05363	g		Lava Flow
This study	North Shore Volcanics	ns065c	ns065	FS-FD : SO-POM : SO-SUN	49.3	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-70	46.86961	Basalt	268.05363	g		Lava Flow
This study	North Shore Volcanics	ns065d	ns065	FS-FD : SO-POM : SO-SUN	284.8	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-106	46.86961	Basalt	268.05363	g		Lava Flow
This study	North Shore Volcanics	ns065e	ns065	FS-FD : SO-POM : SO-SUN	287.2	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-102	46.86961	Basalt	268.05363	g		Lava Flow
This study	North Shore Volcanics	ns065f	ns065	FS-FD : SO-POM : SO-SUN	322.9	19	108	Igneous : Extrusive	2006:07:16:00:00:00.00	0		-28	46.86961	Basalt	268.05363	g		Lava Flow
This study	North Shore Volcanics	ns066a	ns066	FS-FD : SO-POM : SO-GT5 : SO-SUN	302.2	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-89	46.86674	Basalt	268.0474	g		Lava Flow
This study	North Shore Volcanics	ns066b	ns066	FS-FD : SO-POM : SO-GT5 : SO-SUN	73.9	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-4	46.86674	Basalt	268.0474	g		Lava Flow
This study	North Shore Volcanics	ns066c	ns066	FS-FD : SO-POM : SO-GT5 : SO-SUN	310.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-36	46.86674	Basalt	268.0474	g		Lava Flow
This study	North Shore Volcanics	ns066d	ns066	FS-FD : SO-POM : SO-SUN	320.1	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-12	46.86674	Basalt	268.0474	g		Lava Flow
This study	North Shore Volcanics	ns066e	ns066	FS-FD : SO-POM : SO-GT5 : SO-SUN	289.5	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-15	46.86674	Basalt	268.0474	g		Lava Flow
This study	North Shore Volcanics	ns067a	ns067	FS-FD : SO-POM : SO-SUN	61	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-39	46.87085	Basalt	268.05704	g		Lava Flow
This study	North Shore Volcanics	ns067b	ns067	FS-FD : SO-POM : SO-SUN	50.2	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-41	46.87085	Basalt	268.05704	g		Lava Flow
This study	North Shore Volcanics	ns067c	ns067	FS-FD : SO-POM : SO-GT5 : SO-SUN	122.4	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-73	46.87085	Basalt	268.05704	g		Lava Flow
This study	North Shore Volcanics	ns067e	ns067	FS-FD : SO-POM : SO-SUN	62.4	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-50	46.87085	Basalt	268.05704	g		Lava Flow
This study	North Shore Volcanics	ns067f	ns067	FS-FD : SO-POM : SO-SUN	98.9	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-74	46.87085	Basalt	268.05704	g		Lava Flow
This study	North Shore Volcanics	ns068a	ns068	FS-FD : SO-POM : SO-SUN	259.8	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-25	46.86433	Basalt	268.04385	g		Lava Flow
This study	North Shore Volcanics	ns068b	ns068	FS-FD : SO-POM : SO-GT5 : SO-SUN	251.2	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-16	46.86433	Basalt	268.04385	g		Lava Flow
This study	North Shore Volcanics	ns068d	ns068	FS-FD : SO-POM : SO-SUN	167.2	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-27	46.86433	Basalt	268.04385	g		Lava Flow
This study	North Shore Volcanics	ns068f	ns068	FS-FD : SO-POM : SO-SUN	79.7	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-6	46.86433	Basalt	268.04385	g		Lava Flow
This study	North Shore Volcanics	ns068g	ns068	FS-FD : SO-POM : SO-SUN	247.5	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-11	46.86433	Basalt	268.04385	g		Lava Flow
This study	North Shore Volcanics	ns069a	ns069	FS-FD : SO-POM : SO-GT5 : SO-SUN	137.7	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-27	46.8676	Basalt	268.04854	g		Lava Flow
This study	North Shore Volcanics	ns069f	ns069	FS-FD : SO-POM : SO-SUN	316.7	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-54	46.8676	Basalt	268.04854	g		Lava Flow
This study	North Shore Volcanics	ns070a	ns070	FS-FD : SO-POM : SO-SUN	335.8	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-28	46.86164	Rhyolite	268.04036	g		Lava Flow
This study	North Shore Volcanics	ns070b	ns070	FS-FD : SO-POM : SO-SUN	158.6	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-36	46.86164	Rhyolite	268.04036	g		Lava Flow
This study	North Shore Volcanics	ns070c	ns070	FS-FD : SO-POM : SO-SUN	38.2	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-33	46.86164	Rhyolite	268.04036	g		Lava Flow
This study	North Shore Volcanics	ns070e	ns070	FS-FD : SO-POM : SO-GT5 : SO-SUN	22.9	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-23	46.86164	Rhyolite	268.04036	g		Lava Flow
This study	North Shore Volcanics	ns070f	ns070	FS-FD : SO-POM : SO-SUN	0.8	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-40	46.86164	Rhyolite	268.04036	g		Lava Flow
This study	North Shore Volcanics	ns071a	ns071	FS-FD : SO-POM : SO-GT5 : SO-SUN	201.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-74	46.8673	Basalt	268.04816	g		Lava Flow
This study	North Shore Volcanics	ns071b	ns071	FS-FD : SO-POM : SO-GT5 : SO-SUN	164.6	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-19	46.8673	Basalt	268.04816	g		Lava Flow
This study	North Shore Volcanics	ns071c	ns071	FS-FD : SO-POM : SO-SUN	280	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-89	46.8673	Basalt	268.04816	g		Lava Flow
This study	North Shore Volcanics	ns071d	ns071	FS-FD : SO-POM : SO-GT5 : SO-SUN	284.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-52	46.8673	Basalt	268.04816	g		Lava Flow
This study	North Shore Volcanics	ns071e	ns071	FS-FD : SO-POM : SO-GT5 : SO-SUN	208.2	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-55	46.8673	Basalt	268.04816	g		Lava Flow
This study	North Shore Volcanics	ns071f	ns071	FS-FD : SO-POM : SO-GT5 : SO-SUN	96.7	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-65	46.8673	Basalt	268.04816	g		Lava Flow
This study	North Shore Volcanics	ns072a	ns072	FS-FD : SO-POM : SO-SUN	330	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-41	46.85836	Rhyolite	268.03466	g		Lava Flow
This study	North Shore Volcanics	ns072b	ns072	FS-FD : SO-POM : SO-GT5 : SO-SUN	286.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-31	46.85836	Rhyolite	268.03466	g		Lava Flow
This study	North Shore Volcanics	ns072c	ns072	FS-FD : SO-POM : SO-GT5 : SO-SUN	275.1	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-50	46.85836	Rhyolite	268.03466	g		Lava Flow
This study	North Shore Volcanics	ns072d	ns072	FS-FD : SO-POM : SO-GT5 : SO-SUN	265.9	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-35	46.85836	Rhyolite	268.03466	g		Lava Flow
This study	North Shore Volcanics	ns072e	ns072	FS-FD : SO-POM : SO-SUN	292.8	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-51	46.85836	Rhyolite	268.03466	g		Lava Flow
This study	North Shore Volcanics	ns073b	ns073	FS-FD : SO-POM : SO-GT5 : SO-SUN	295.1	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-15	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns073c	ns073	FS-FD : SO-POM : SO-GT5 : SO-SUN	300.2	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-28	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns073d	ns073	FS-FD : SO-POM : SO-SUN	296.4	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-22	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns073e	ns073	FS-FD : SO-POM : SO-SUN	325.5	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-22	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns074a	ns074	FS-FD : SO-POM : SO-GT5 : SO-SUN	236.6	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-15	46.85744	Rhyolite	268.03275	g		Lava Flow
This study	North Shore Volcanics	ns074b	ns074	FS-FD : SO-POM : SO-SUN	205.9	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-21	46.85744	Rhyolite	268.03275	g		Lava Flow
This study	North Shore Volcanics	ns074c	ns074	FS-FD : SO-POM : SO-GT5 : SO-SUN	307.4	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-37	46.85744	Rhyolite	268.03275	g		Lava Flow
This study	North Shore Volcanics	ns074d	ns074	FS-FD : SO-POM : SO-GT5 : SO-SUN	299	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-39	46.85744	Rhyolite	268.03275	g		Lava Flow
This study	North Shore Volcanics	ns074e	ns074	FS-FD : SO-POM : SO-SUN	230.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-25	46.85744	Rhyolite	268.03275	g		Lava Flow
This study	North Shore Volcanics	ns075a	ns075	FS-FD : SO-POM : SO-SUN	25	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-55	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns075b	ns075	FS-FD : SO-POM : SO-SUN	85.8	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-63	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns075c	ns075	FS-FD : SO-POM : SO-SUN	310.2	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-31	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns075d	ns075	FS-FD : SO-POM : SO-SUN	285.4	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-30	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns075f	ns075	FS-FD : SO-POM : SO-SUN	263.8	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-43	46.86576	Rhyolite	268.04598	g		Lava Flow
This study	North Shore Volcanics	ns076a	ns076	FS-FD : SO-POM : SO-SUN	302.4	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-39	46.85625	Rhyolite	268.03115	g		Lava Flow
This study	North Shore Volcanics	ns076b	ns076	FS-FD : SO-POM : SO-GT5 : SO-SUN	95.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-22	46.85625	Rhyolite	268.03115	g		Lava Flow
This study	North Shore Volcanics	ns076d	ns076	FS-FD : SO-POM : SO-GT5 : SO-SUN	291.3	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-39	46.85625	Rhyolite	268.03115	g		Lava Flow
This study	North Shore Volcanics	ns076e	ns076	FS-FD : SO-POM : SO-GT5 : SO-SUN	44.9	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-35	46.85625	Rhyolite	268.03115	g		Lava Flow
This study	North Shore Volcanics	ns076f	ns076	FS-FD : SO-POM : SO-SUN	295.4	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-19	46.85625	Rhyolite	268.03115	g		Lava Flow
This study	North Shore Volcanics	ns077a	ns077	FS-FD : SO-POM : SO-SUN	312.2	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-49	46.86121	Basalt	268.03966	g		Lava Flow
This study	North Shore Volcanics	ns077b	ns077	FS-FD : SO-POM : SO-SUN	235.9	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-90	46.86121	Basalt	268.03966	g		Lava Flow
This study	North Shore Volcanics	ns077c	ns077	FS-FD : SO-POM : SO-GT5 : SO-SUN	205.6	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-81	46.86121	Basalt	268.03966	g		Lava Flow
This study	North Shore Volcanics	ns077f	ns077	FS-FD : SO-POM : SO-GT5 : SO-SUN	197.1	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-35	46.86121	Basalt	268.03966	g		Lava Flow
This study	North Shore Volcanics	ns077g	ns077	FS-FD : SO-POM : SO-GT5 : SO-SUN	279.5	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-95	46.86121	Basalt	268.03966	g		Lava Flow
This study	North Shore Volcanics	ns078c	ns078	FS-FD : SO-POM : SO-SUN	290.1	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-11	46.85303	Rhyolite	268.02196	g		Lava Flow
This study	North Shore Volcanics	ns078d	ns078	FS-FD : SO-POM : SO-SUN	318.5	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-29	46.85303	Rhyolite	268.02196	g		Lava Flow
This study	North Shore Volcanics	ns078f	ns078	FS-FD : SO-POM : SO-SUN	313.8	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-23	46.85303	Rhyolite	268.02196	g		Lava Flow
This study	North Shore Volcanics	ns078g	ns078	FS-FD : SO-POM : SO-GT5 : SO-SUN	28.6	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-13	46.85303	Rhyolite	268.02196	g		Lava Flow
This study	North Shore Volcanics	ns078h	ns078	FS-FD : SO-POM : SO-SUN	306.9	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-26	46.85303	Rhyolite	268.02196	g		Lava Flow
This study	North Shore Volcanics	ns079a	ns079	FS-FD : SO-POM : SO-SUN	334.1	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-44	46.85781	Basalt	268.03353	g		Lava Flow
This study	North Shore Volcanics	ns079b	ns079	FS-FD : SO-POM : SO-SUN	328	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-36	46.85781	Basalt	268.03353	g		Lava Flow
This study	North Shore Volcanics	ns079c	ns079	FS-FD : SO-POM : SO-SUN	313.6	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-19	46.85781	Basalt	268.03353	g		Lava Flow
This study	North Shore Volcanics	ns079d	ns079	FS-FD : SO-POM : SO-SUN	84.9	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-72	46.85781	Basalt	268.03353	g		Lava Flow
This study	North Shore Volcanics	ns079e	ns079	FS-FD : SO-POM : SO-GT5 : SO-SUN	299.1	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-23	46.85781	Basalt	268.03353	g		Lava Flow
This study	North Shore Volcanics	ns079f	ns079	FS-FD : SO-POM : SO-SUN	291.5	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-28	46.85781	Basalt	268.03353	g		Lava Flow
This study	North Shore Volcanics	ns080a	ns080	FS-FD : SO-POM : SO-GT5 : SO-SUN	224.2	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-12	46.8525	Rhyolite	268.02071	g		Lava Flow
This study	North Shore Volcanics	ns080b	ns080	FS-FD : SO-POM : SO-SUN	278.9	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-24	46.8525	Rhyolite	268.02071	g		Lava Flow
This study	North Shore Volcanics	ns080e	ns080	FS-FD : SO-POM : SO-SUN	292.5	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-32	46.8525	Rhyolite	268.02071	g		Lava Flow
This study	North Shore Volcanics	ns080f	ns080	FS-FD : SO-POM : SO-SUN	332.4	19	108	Igneous : Extrusive	2006:07:18:00:00:00.00	0		-9	46.8525	Rhyolite	268.02071	g		Lava Flow
This study	North Shore Volcanics	ns081a	ns081	FS-FD : SO-POM : SO-SUN	354.9	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-88	46.85641	Basalt	268.0295	g		Lava Flow
This study	North Shore Volcanics	ns081b	ns081	FS-FD : SO-POM : SO-CMD-NORTH	65.7	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	359.7		-75	46.85641	Basalt	268.0295	g		Lava Flow
This study	North Shore Volcanics	ns081c	ns081	FS-FD : SO-POM : SO-SUN	359	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	0		-89	46.85641	Basalt	268.0295	g		Lava Flow
This study	North Shore Volcanics	ns081d	ns081	FS-FD : SO-POM : SO-CMD-NORTH	336.7	19	108	Igneous : Extrusive	2006:07:17:00:00:00.00	359.7		-98	46.85641	Basalt	268.0295	g		Lava Flow
