tab 	measurements
citations	dir_dec	dir_inc	experiment	magn_moment	meas_pos_z	method_codes	number	quality	specimen	standard	timestamp	treat_ac_field	treat_temp
This study	7.732526499	18.62534481	SI9-167.6a:NRM_demag(T,Hac)0	3.03E-05	1.07	LP-DIR-AF:LT-AF-Z	1158055	g	SI9-167.6a	u	2012-11-02T18:12:40Z	0.0075	300
This study	28.25328378	-0.268897478	SI9-167.7a:NRM_demag(T,Hac)0	3.11E-05	1.27	LP-DIR-AF:LT-AF-Z	1158056	g	SI9-167.7a	u	2012-11-02T18:12:55Z	0.0075	300
This study	350.145954096	27.24376989	SI9-168.1a:NRM_demag(T,Hac)0	3.61E-05	1.47	LP-DIR-AF:LT-AF-Z	1158057	g	SI9-168.1a	u	2012-11-02T18:13:11Z	0.0075	300
This study	341.59873891	-14.98322994	SI9-166.9a:NRM_demag(T,Hac)0	6.80E-06	0.07	LP-DIR-AF:LT-AF-Z	1158058	g	SI9-166.9a	u	2012-11-02T18:16:49Z	0.01	300
This study	164.2605797	-80.07806983	SI9-167.0a:NRM_demag(T,Hac)0	5.08E-06	0.27	LP-DIR-AF:LT-AF-Z	1158059	g	SI9-167.0a	u	2012-11-02T18:17:04Z	0.01	300
This study	272.80010046	-52.75676275	SI9-167.1a:NRM_demag(T,Hac)0	9.31E-06	0.47	LP-DIR-AF:LT-AF-Z	1158060	g	SI9-167.1a	u	2012-11-02T18:17:19Z	0.01	300
This study	304.094492	-37.59820949	SI9-167.2a:NRM_demag(T,Hac)0	1.61E-05	0.67	LP-DIR-AF:LT-AF-Z	1158061	g	SI9-167.2a	u	2012-11-02T18:17:35Z	0.01	300
This study	31.38432315	-33.39967272	SI9-167.3a:NRM_demag(T,Hac)0	2.05E-05	0.87	LP-DIR-AF:LT-AF-Z	1158062	g	SI9-167.3a	u	2012-11-02T18:17:50Z	0.01	300
This study	7.739088787	18.56684635	SI9-167.6a:NRM_demag(T,Hac)0	3.01E-05	1.07	LP-DIR-AF:LT-AF-Z	1158063	g	SI9-167.6a	u	2012-11-02T18:18:05Z	0.01	300
This study	28.23992748	-0.288725738	SI9-167.7a:NRM_demag(T,Hac)0	3.09E-05	1.27	LP-DIR-AF:LT-AF-Z	1158064	g	SI9-167.7a	u	2012-11-02T18:18:20Z	0.01	300
This study	350.189917696	27.22076954	SI9-168.1a:NRM_demag(T,Hac)0	3.59E-05	1.47	LP-DIR-AF:LT-AF-Z	1158065	g	SI9-168.1a	u	2012-11-02T18:18:36Z	0.01	300
This study	341.62942721	-15.0416112	SI9-166.9a:NRM_demag(T,Hac)0	6.74E-06	0.07	LP-DIR-AF:LT-AF-Z	1158066	g	SI9-166.9a	u	2012-11-02T18:22:18Z	0.015	300
This study	164.6239416	-80.11335788	SI9-167.0a:NRM_demag(T,Hac)0	4.96E-06	0.27	LP-DIR-AF:LT-AF-Z	1158067	g	SI9-167.0a	u	2012-11-02T18:22:34Z	0.015	300
This study	273.11389281	-52.71465173	SI9-167.1a:NRM_demag(T,Hac)0	8.26E-06	0.47	LP-DIR-AF:LT-AF-Z	1158068	g	SI9-167.1a	u	2012-11-02T18:22:49Z	0.015	300
This study	304.37487887	-37.52976398	SI9-167.2a:NRM_demag(T,Hac)0	1.37E-05	0.67	LP-DIR-AF:LT-AF-Z	1158069	g	SI9-167.2a	u	2012-11-02T18:23:04Z	0.015	300
This study	31.32357101	-33.49397505	SI9-167.3a:NRM_demag(T,Hac)0	1.99E-05	0.87	LP-DIR-AF:LT-AF-Z	1158070	g	SI9-167.3a	u	2012-11-02T18:23:19Z	0.015	300
This study	7.741397737	18.50616389	SI9-167.6a:NRM_demag(T,Hac)0	2.91E-05	1.07	LP-DIR-AF:LT-AF-Z	1158071	g	SI9-167.6a	u	2012-11-02T18:23:34Z	0.015	300
This study	28.14659231	-0.302798658	SI9-167.7a:NRM_demag(T,Hac)0	2.97E-05	1.27	LP-DIR-AF:LT-AF-Z	1158072	g	SI9-167.7a	u	2012-11-02T18:23:50Z	0.015	300
This study	350.169521729	27.1916108	SI9-168.1a:NRM_demag(T,Hac)0	3.48E-05	1.47	LP-DIR-AF:LT-AF-Z	1158073	g	SI9-168.1a	u	2012-11-02T18:24:05Z	0.015	300
This study	341.62314447	-15.11696717	SI9-166.9a:NRM_demag(T,Hac)0	6.63E-06	0.07	LP-DIR-AF:LT-AF-Z	1158074	g	SI9-166.9a	u	2012-11-02T18:27:52Z	0.02	300
This study	164.5900428	-80.22027297	SI9-167.0a:NRM_demag(T,Hac)0	4.79E-06	0.27	LP-DIR-AF:LT-AF-Z	1158075	g	SI9-167.0a	u	2012-11-02T18:28:07Z	0.02	300
This study	273.59349195	-52.73166279	SI9-167.1a:NRM_demag(T,Hac)0	7.15E-06	0.47	LP-DIR-AF:LT-AF-Z	1158076	g	SI9-167.1a	u	2012-11-02T18:28:22Z	0.02	300
This study	304.62133864	-37.49930973	SI9-167.2a:NRM_demag(T,Hac)0	1.12E-05	0.67	LP-DIR-AF:LT-AF-Z	1158077	g	SI9-167.2a	u	2012-11-02T18:28:37Z	0.02	300
This study	31.24942944	-33.56868371	SI9-167.3a:NRM_demag(T,Hac)0	1.90E-05	0.87	LP-DIR-AF:LT-AF-Z	1158078	g	SI9-167.3a	u	2012-11-02T18:28:53Z	0.02	300
This study	7.71392748	18.48809391	SI9-167.6a:NRM_demag(T,Hac)0	2.77E-05	1.07	LP-DIR-AF:LT-AF-Z	1158079	g	SI9-167.6a	u	2012-11-02T18:29:08Z	0.02	300
This study	28.07888699	-0.309423558	SI9-167.7a:NRM_demag(T,Hac)0	2.81E-05	1.27	LP-DIR-AF:LT-AF-Z	1158080	g	SI9-167.7a	u	2012-11-02T18:29:23Z	0.02	300
This study	350.078176531	27.21762992	SI9-168.1a:NRM_demag(T,Hac)0	3.30E-05	1.47	LP-DIR-AF:LT-AF-Z	1158081	g	SI9-168.1a	u	2012-11-02T18:29:38Z	0.02	300
This study	341.64194169	-15.23346707	SI9-166.9a:NRM_demag(T,Hac)0	6.47E-06	0.07	LP-DIR-AF:LT-AF-Z	1158082	g	SI9-166.9a	u	2012-11-02T18:33:30Z	0.025	300
This study	164.8576292	-80.25585909	SI9-167.0a:NRM_demag(T,Hac)0	4.57E-06	0.27	LP-DIR-AF:LT-AF-Z	1158083	g	SI9-167.0a	u	2012-11-02T18:33:45Z	0.025	300
This study	273.64030729	-52.70014843	SI9-167.1a:NRM_demag(T,Hac)0	6.12E-06	0.47	LP-DIR-AF:LT-AF-Z	1158084	g	SI9-167.1a	u	2012-11-02T18:34:01Z	0.025	300
This study	304.69760972	-37.57008994	SI9-167.2a:NRM_demag(T,Hac)0	9.16E-06	0.67	LP-DIR-AF:LT-AF-Z	1158085	g	SI9-167.2a	u	2012-11-02T18:34:16Z	0.025	300
This study	31.18211672	-33.64707719	SI9-167.3a:NRM_demag(T,Hac)0	1.81E-05	0.87	LP-DIR-AF:LT-AF-Z	1158086	g	SI9-167.3a	u	2012-11-02T18:34:31Z	0.025	300
This study	7.737180456	18.41266894	SI9-167.6a:NRM_demag(T,Hac)0	2.62E-05	1.07	LP-DIR-AF:LT-AF-Z	1158087	g	SI9-167.6a	u	2012-11-02T18:34:46Z	0.025	300
This study	28.02613951	-0.35449505	SI9-167.7a:NRM_demag(T,Hac)0	2.66E-05	1.27	LP-DIR-AF:LT-AF-Z	1158088	g	SI9-167.7a	u	2012-11-02T18:35:01Z	0.025	300
This study	350.034335503	27.19427163	SI9-168.1a:NRM_demag(T,Hac)0	3.11E-05	1.47	LP-DIR-AF:LT-AF-Z	1158089	g	SI9-168.1a	u	2012-11-02T18:35:17Z	0.025	300
This study	341.63440659	-15.29112127	SI9-166.9a:NRM_demag(T,Hac)0	6.25E-06	0.07	LP-DIR-AF:LT-AF-Z	1158090	g	SI9-166.9a	u	2012-11-02T18:39:13Z	0.03	300
This study	165.0770887	-80.30219097	SI9-167.0a:NRM_demag(T,Hac)0	4.30E-06	0.27	LP-DIR-AF:LT-AF-Z	1158091	g	SI9-167.0a	u	2012-11-02T18:39:28Z	0.03	300
This study	273.98940344	-52.83162227	SI9-167.1a:NRM_demag(T,Hac)0	5.18E-06	0.47	LP-DIR-AF:LT-AF-Z	1158092	g	SI9-167.1a	u	2012-11-02T18:39:44Z	0.03	300
This study	304.78783799	-37.71338514	SI9-167.2a:NRM_demag(T,Hac)0	7.46E-06	0.67	LP-DIR-AF:LT-AF-Z	1158093	g	SI9-167.2a	u	2012-11-02T18:39:59Z	0.03	300
This study	31.15535081	-33.72683652	SI9-167.3a:NRM_demag(T,Hac)0	1.72E-05	0.87	LP-DIR-AF:LT-AF-Z	1158094	g	SI9-167.3a	u	2012-11-02T18:40:14Z	0.03	300
This study	7.71087759	18.3494629	SI9-167.6a:NRM_demag(T,Hac)0	2.47E-05	1.07	LP-DIR-AF:LT-AF-Z	1158095	g	SI9-167.6a	u	2012-11-02T18:40:29Z	0.03	300
This study	27.9742032	-0.393577316	SI9-167.7a:NRM_demag(T,Hac)0	2.51E-05	1.27	LP-DIR-AF:LT-AF-Z	1158096	g	SI9-167.7a	u	2012-11-02T18:40:44Z	0.03	300
This study	349.97218478	27.19185249	SI9-168.1a:NRM_demag(T,Hac)0	2.92E-05	1.47	LP-DIR-AF:LT-AF-Z	1158097	g	SI9-168.1a	u	2012-11-02T18:41:00Z	0.03	300
This study	341.65720334	-15.40691217	SI9-166.9a:NRM_demag(T,Hac)0	5.81E-06	0.07	LP-DIR-AF:LT-AF-Z	1158098	g	SI9-166.9a	u	2012-11-02T18:45:04Z	0.04	300
This study	165.3179083	-80.40408538	SI9-167.0a:NRM_demag(T,Hac)0	3.83E-06	0.27	LP-DIR-AF:LT-AF-Z	1158099	g	SI9-167.0a	u	2012-11-02T18:45:19Z	0.04	300
This study	274.10464253	-52.7514773	SI9-167.1a:NRM_demag(T,Hac)0	4.05E-06	0.47	LP-DIR-AF:LT-AF-Z	1158100	g	SI9-167.1a	u	2012-11-02T18:45:34Z	0.04	300
This study	304.76285095	-37.62852635	SI9-167.2a:NRM_demag(T,Hac)0	5.59E-06	0.67	LP-DIR-AF:LT-AF-Z	1158101	g	SI9-167.2a	u	2012-11-02T18:45:50Z	0.04	300
This study	31.08602086	-33.77332234	SI9-167.3a:NRM_demag(T,Hac)0	1.60E-05	0.87	LP-DIR-AF:LT-AF-Z	1158102	g	SI9-167.3a	u	2012-11-02T18:46:05Z	0.04	300
This study	7.700863166	18.24976475	SI9-167.6a:NRM_demag(T,Hac)0	2.26E-05	1.07	LP-DIR-AF:LT-AF-Z	1158103	g	SI9-167.6a	u	2012-11-02T18:46:20Z	0.04	300
This study	27.84923088	-0.463358444	SI9-167.7a:NRM_demag(T,Hac)0	2.31E-05	1.27	LP-DIR-AF:LT-AF-Z	1158104	g	SI9-167.7a	u	2012-11-02T18:46:35Z	0.04	300
This study	349.90505477	27.15077361	SI9-168.1a:NRM_demag(T,Hac)0	2.65E-05	1.47	LP-DIR-AF:LT-AF-Z	1158105	g	SI9-168.1a	u	2012-11-02T18:46:51Z	0.04	300
This study	341.65533652	-15.40975485	SI9-166.9a:NRM_demag(T,Hac)0	5.19E-06	0.07	LP-DIR-AF:LT-AF-Z	1158106	g	SI9-166.9a	u	2012-11-02T18:51:04Z	0.05	300
This study	165.8374224	-80.34137796	SI9-167.0a:NRM_demag(T,Hac)0	3.23E-06	0.27	LP-DIR-AF:LT-AF-Z	1158107	g	SI9-167.0a	u	2012-11-02T18:51:20Z	0.05	300
This study	273.93689443	-52.49071249	SI9-167.1a:NRM_demag(T,Hac)0	3.06E-06	0.47	LP-DIR-AF:LT-AF-Z	1158108	g	SI9-167.1a	u	2012-11-02T18:51:35Z	0.05	300
This study	304.92831972	-37.30832533	SI9-167.2a:NRM_demag(T,Hac)0	4.13E-06	0.67	LP-DIR-AF:LT-AF-Z	1158109	g	SI9-167.2a	u	2012-11-02T18:51:50Z	0.05	300
This study	31.00460339	-33.79149064	SI9-167.3a:NRM_demag(T,Hac)0	1.47E-05	0.87	LP-DIR-AF:LT-AF-Z	1158110	g	SI9-167.3a	u	2012-11-02T18:52:05Z	0.05	300
This study	7.698803256	18.20320477	SI9-167.6a:NRM_demag(T,Hac)0	2.05E-05	1.07	LP-DIR-AF:LT-AF-Z	1158111	g	SI9-167.6a	u	2012-11-02T18:52:21Z	0.05	300
This study	27.80341053	-0.513150312	SI9-167.7a:NRM_demag(T,Hac)0	2.10E-05	1.27	LP-DIR-AF:LT-AF-Z	1158112	g	SI9-167.7a	u	2012-11-02T18:52:36Z	0.05	300
This study	349.80834664	27.13934275	SI9-168.1a:NRM_demag(T,Hac)0	2.36E-05	1.47	LP-DIR-AF:LT-AF-Z	1158113	g	SI9-168.1a	u	2012-11-02T18:52:51Z	0.05	300
This study	341.64981369	-15.45934945	SI9-166.9a:NRM_demag(T,Hac)0	4.55E-06	0.07	LP-DIR-AF:LT-AF-Z	1158114	g	SI9-166.9a	u	2012-11-02T18:57:13Z	0.06	300
This study	167.081718	-80.36640081	SI9-167.0a:NRM_demag(T,Hac)0	2.70E-06	0.27	LP-DIR-AF:LT-AF-Z	1158115	g	SI9-167.0a	u	2012-11-02T18:57:29Z	0.06	300
This study	273.46891998	-52.35366681	SI9-167.1a:NRM_demag(T,Hac)0	2.38E-06	0.47	LP-DIR-AF:LT-AF-Z	1158116	g	SI9-167.1a	u	2012-11-02T18:57:44Z	0.06	300
This study	305.14435076	-36.93743105	SI9-167.2a:NRM_demag(T,Hac)0	3.21E-06	0.67	LP-DIR-AF:LT-AF-Z	1158117	g	SI9-167.2a	u	2012-11-02T18:57:59Z	0.06	300
This study	30.97566426	-33.91294235	SI9-167.3a:NRM_demag(T,Hac)0	1.36E-05	0.87	LP-DIR-AF:LT-AF-Z	1158118	g	SI9-167.3a	u	2012-11-02T18:58:14Z	0.06	300
This study	7.652968568	18.1888786	SI9-167.6a:NRM_demag(T,Hac)0	1.88E-05	1.07	LP-DIR-AF:LT-AF-Z	1158119	g	SI9-167.6a	u	2012-11-02T18:58:29Z	0.06	300
This study	27.682576	-0.538743249	SI9-167.7a:NRM_demag(T,Hac)0	1.93E-05	1.27	LP-DIR-AF:LT-AF-Z	1158120	g	SI9-167.7a	u	2012-11-02T18:58:45Z	0.06	300
This study	349.83132114	27.07454207	SI9-168.1a:NRM_demag(T,Hac)0	2.13E-05	1.47	LP-DIR-AF:LT-AF-Z	1158121	g	SI9-168.1a	u	2012-11-02T18:59:00Z	0.06	300
This study	341.61731717	-15.67220034	SI9-166.9a:NRM_demag(T,Hac)0	3.87E-06	0.07	LP-DIR-AF:LT-AF-Z	1158122	g	SI9-166.9a	u	2012-11-02T19:03:31Z	0.07	300
This study	168.6112601	-80.40938407	SI9-167.0a:NRM_demag(T,Hac)0	2.23E-06	0.27	LP-DIR-AF:LT-AF-Z	1158123	g	SI9-167.0a	u	2012-11-02T19:03:46Z	0.07	300
This study	274.49307306	-52.21478674	SI9-167.1a:NRM_demag(T,Hac)0	1.90E-06	0.47	LP-DIR-AF:LT-AF-Z	1158124	g	SI9-167.1a	u	2012-11-02T19:04:02Z	0.07	300
This study	304.5162469	-37.50691553	SI9-167.2a:NRM_demag(T,Hac)0	2.55E-06	0.67	LP-DIR-AF:LT-AF-Z	1158125	g	SI9-167.2a	u	2012-11-02T19:04:17Z	0.07	300
This study	30.88940511	-33.95976174	SI9-167.3a:NRM_demag(T,Hac)0	1.26E-05	0.87	LP-DIR-AF:LT-AF-Z	1158126	g	SI9-167.3a	u	2012-11-02T19:04:32Z	0.07	300
This study	7.615248453	18.06131803	SI9-167.6a:NRM_demag(T,Hac)0	1.72E-05	1.07	LP-DIR-AF:LT-AF-Z	1158127	g	SI9-167.6a	u	2012-11-02T19:04:47Z	0.07	300
This study	27.57016073	-0.655246332	SI9-167.7a:NRM_demag(T,Hac)0	1.78E-05	1.27	LP-DIR-AF:LT-AF-Z	1158128	g	SI9-167.7a	u	2012-11-02T19:05:02Z	0.07	300
This study	349.77437803	26.96413521	SI9-168.1a:NRM_demag(T,Hac)0	1.91E-05	1.47	LP-DIR-AF:LT-AF-Z	1158129	g	SI9-168.1a	u	2012-11-02T19:05:18Z	0.07	300
This study	341.66185392	-15.45934893	SI9-166.9a:NRM_demag(T,Hac)0	3.37E-06	0.07	LP-DIR-AF:LT-AF-Z	1158130	g	SI9-166.9a	u	2012-11-02T19:10:25Z	0.08	300
This study	169.0131397	-80.35229664	SI9-167.0a:NRM_demag(T,Hac)0	1.89E-06	0.27	LP-DIR-AF:LT-AF-Z	1158131	g	SI9-167.0a	u	2012-11-02T19:10:40Z	0.08	300
This study	275.69642525	-51.22028326	SI9-167.1a:NRM_demag(T,Hac)0	1.58E-06	0.47	LP-DIR-AF:LT-AF-Z	1158132	g	SI9-167.1a	u	2012-11-02T19:10:56Z	0.08	300
This study	303.30341665	-37.27925749	SI9-167.2a:NRM_demag(T,Hac)0	2.13E-06	0.67	LP-DIR-AF:LT-AF-Z	1158133	g	SI9-167.2a	u	2012-11-02T19:11:11Z	0.08	300
This study	30.85172473	-33.91324191	SI9-167.3a:NRM_demag(T,Hac)0	1.18E-05	0.87	LP-DIR-AF:LT-AF-Z	1158134	g	SI9-167.3a	u	2012-11-02T19:11:26Z	0.08	300
This study	7.627387633	18.1003239	SI9-167.6a:NRM_demag(T,Hac)0	1.60E-05	1.07	LP-DIR-AF:LT-AF-Z	1158135	g	SI9-167.6a	u	2012-11-02T19:11:41Z	0.08	300
This study	27.52709056	-0.63801601	SI9-167.7a:NRM_demag(T,Hac)0	1.65E-05	1.27	LP-DIR-AF:LT-AF-Z	1158136	g	SI9-167.7a	u	2012-11-02T19:11:57Z	0.08	300
This study	349.6429128	26.95674432	SI9-168.1a:NRM_demag(T,Hac)0	1.76E-05	1.47	LP-DIR-AF:LT-AF-Z	1158137	g	SI9-168.1a	u	2012-11-02T19:12:12Z	0.08	300
This study	341.58968078	-15.68898552	SI9-166.9a:NRM_demag(T,Hac)0	2.80E-06	0.07	LP-DIR-AF:LT-AF-Z	1158138	g	SI9-166.9a	u	2012-11-02T19:17:00Z	0.09	300
This study	172.7575577	-80.02958799	SI9-167.0a:NRM_demag(T,Hac)0	1.59E-06	0.27	LP-DIR-AF:LT-AF-Z	1158139	g	SI9-167.0a	u	2012-11-02T19:17:15Z	0.09	300
This study	274.06190651	-51.46898173	SI9-167.1a:NRM_demag(T,Hac)0	1.32E-06	0.47	LP-DIR-AF:LT-AF-Z	1158140	g	SI9-167.1a	u	2012-11-02T19:17:30Z	0.09	300
This study	301.51104403	-37.78807826	SI9-167.2a:NRM_demag(T,Hac)0	1.77E-06	0.67	LP-DIR-AF:LT-AF-Z	1158141	g	SI9-167.2a	u	2012-11-02T19:17:45Z	0.09	300
This study	30.71859486	-33.99081079	SI9-167.3a:NRM_demag(T,Hac)0	1.09E-05	0.87	LP-DIR-AF:LT-AF-Z	1158142	g	SI9-167.3a	u	2012-11-02T19:18:01Z	0.09	300
This study	7.562125925	17.94453683	SI9-167.6a:NRM_demag(T,Hac)0	1.46E-05	1.07	LP-DIR-AF:LT-AF-Z	1158143	g	SI9-167.6a	u	2012-11-02T19:18:16Z	0.09	300
This study	27.28055805	-0.773250032	SI9-167.7a:NRM_demag(T,Hac)0	1.51E-05	1.27	LP-DIR-AF:LT-AF-Z	1158144	g	SI9-167.7a	u	2012-11-02T19:18:31Z	0.09	300
This study	349.64945493	26.80817318	SI9-168.1a:NRM_demag(T,Hac)0	1.59E-05	1.47	LP-DIR-AF:LT-AF-Z	1158145	g	SI9-168.1a	u	2012-11-02T19:18:46Z	0.09	300
This study	341.27366387	-15.44698584	SI9-166.9a:NRM_demag(T,Hac)0	2.27E-06	0.07	LP-DIR-AF:LT-AF-Z	1158146	g	SI9-166.9a	u	2012-11-02T19:23:43Z	0.1	300
This study	176.5621054	-79.74195476	SI9-167.0a:NRM_demag(T,Hac)0	1.31E-06	0.27	LP-DIR-AF:LT-AF-Z	1158147	g	SI9-167.0a	u	2012-11-02T19:23:59Z	0.1	300
This study	269.3484663	-50.21321475	SI9-167.1a:NRM_demag(T,Hac)0	1.08E-06	0.47	LP-DIR-AF:LT-AF-Z	1158148	g	SI9-167.1a	u	2012-11-02T19:24:14Z	0.1	300
This study	301.70854527	-36.05985265	SI9-167.2a:NRM_demag(T,Hac)0	1.49E-06	0.67	LP-DIR-AF:LT-AF-Z	1158149	g	SI9-167.2a	u	2012-11-02T19:24:29Z	0.1	300
This study	30.58855157	-33.86212311	SI9-167.3a:NRM_demag(T,Hac)0	9.89E-06	0.87	LP-DIR-AF:LT-AF-Z	1158150	g	SI9-167.3a	u	2012-11-02T19:24:44Z	0.1	300
This study	7.481533526	18.08123968	SI9-167.6a:NRM_demag(T,Hac)0	1.32E-05	1.07	LP-DIR-AF:LT-AF-Z	1158151	g	SI9-167.6a	u	2012-11-02T19:25:00Z	0.1	300
This study	27.14484543	-0.696186331	SI9-167.7a:NRM_demag(T,Hac)0	1.37E-05	1.27	LP-DIR-AF:LT-AF-Z	1158152	g	SI9-167.7a	u	2012-11-02T19:25:15Z	0.1	300
This study	349.62331628	26.88809772	SI9-168.1a:NRM_demag(T,Hac)0	1.44E-05	1.47	LP-DIR-AF:LT-AF-Z	1158153	g	SI9-168.1a	u	2012-11-02T19:25:30Z	0.1	300
This study	340.81333556	-15.21479556	SI9-166.9a:NRM_demag(T,Hac)0	1.61E-06	0.07	LP-DIR-AF:LT-AF-Z	1158154	g	SI9-166.9a	u	2012-11-02T19:30:45Z	0.12	300
This study	183.3130576	-79.78513085	SI9-167.0a:NRM_demag(T,Hac)0	1.03E-06	0.27	LP-DIR-AF:LT-AF-Z	1158155	g	SI9-167.0a	u	2012-11-02T19:31:00Z	0.12	300
This study	271.45721403	-49.27332317	SI9-167.1a:NRM_demag(T,Hac)0	8.47E-07	0.47	LP-DIR-AF:LT-AF-Z	1158156	g	SI9-167.1a	u	2012-11-02T19:31:16Z	0.12	300
This study	303.61522139	-35.49086834	SI9-167.2a:NRM_demag(T,Hac)0	1.22E-06	0.67	LP-DIR-AF:LT-AF-Z	1158157	g	SI9-167.2a	u	2012-11-02T19:31:31Z	0.12	300
This study	30.37989331	-33.90427299	SI9-167.3a:NRM_demag(T,Hac)0	8.32E-06	0.87	LP-DIR-AF:LT-AF-Z	1158158	g	SI9-167.3a	u	2012-11-02T19:31:46Z	0.12	300
This study	7.215587621	17.87127062	SI9-167.6a:NRM_demag(T,Hac)0	1.11E-05	1.07	LP-DIR-AF:LT-AF-Z	1158159	g	SI9-167.6a	u	2012-11-02T19:32:01Z	0.12	300
This study	26.6398442	-0.639634764	SI9-167.7a:NRM_demag(T,Hac)0	1.14E-05	1.27	LP-DIR-AF:LT-AF-Z	1158160	g	SI9-167.7a	u	2012-11-02T19:32:17Z	0.12	300
This study	349.38865588	26.62145563	SI9-168.1a:NRM_demag(T,Hac)0	1.20E-05	1.47	LP-DIR-AF:LT-AF-Z	1158161	g	SI9-168.1a	u	2012-11-02T19:32:32Z	0.12	300
This study	339.57731783	-16.26242137	SI9-166.9a:NRM_demag(T,Hac)0	1.18E-06	0.07	LP-DIR-AF:LT-AF-Z	1158162	g	SI9-166.9a	u	2012-11-02T19:38:04Z	0.14	300
This study	190.2526107	-80.01017448	SI9-167.0a:NRM_demag(T,Hac)0	8.63E-07	0.27	LP-DIR-AF:LT-AF-Z	1158163	g	SI9-167.0a	u	2012-11-02T19:38:20Z	0.14	300
This study	271.26699382	-47.56324037	SI9-167.1a:NRM_demag(T,Hac)0	7.11E-07	0.47	LP-DIR-AF:LT-AF-Z	1158164	g	SI9-167.1a	u	2012-11-02T19:38:35Z	0.14	300
This study	308.21545119	-32.36433364	SI9-167.2a:NRM_demag(T,Hac)0	1.07E-06	0.67	LP-DIR-AF:LT-AF-Z	1158165	g	SI9-167.2a	u	2012-11-02T19:38:50Z	0.14	300
This study	30.02124762	-33.78918114	SI9-167.3a:NRM_demag(T,Hac)0	6.90E-06	0.87	LP-DIR-AF:LT-AF-Z	1158166	g	SI9-167.3a	u	2012-11-02T19:39:05Z	0.14	300
This study	6.886281949	17.8928597	SI9-167.6a:NRM_demag(T,Hac)0	9.06E-06	1.07	LP-DIR-AF:LT-AF-Z	1158167	g	SI9-167.6a	u	2012-11-02T19:39:21Z	0.14	300
This study	26.14566044	-0.523883443	SI9-167.7a:NRM_demag(T,Hac)0	9.23E-06	1.27	LP-DIR-AF:LT-AF-Z	1158168	g	SI9-167.7a	u	2012-11-02T19:39:36Z	0.14	300
This study	349.24056059	26.67440932	SI9-168.1a:NRM_demag(T,Hac)0	9.92E-06	1.47	LP-DIR-AF:LT-AF-Z	1158169	g	SI9-168.1a	u	2012-11-02T19:39:51Z	0.14	300
This study	337.90294393	-14.13168637	SI9-166.9a:NRM_demag(T,Hac)0	8.02E-07	0.07	LP-DIR-AF:LT-AF-Z	1158170	g	SI9-166.9a	u	2012-11-02T19:45:53Z	0.17	300
This study	195.8642233	-77.87960808	SI9-167.0a:NRM_demag(T,Hac)0	7.04E-07	0.27	LP-DIR-AF:LT-AF-Z	1158171	g	SI9-167.0a	u	2012-11-02T19:46:08Z	0.17	300
This study	272.64566123	-42.36597035	SI9-167.1a:NRM_demag(T,Hac)0	5.63E-07	0.47	LP-DIR-AF:LT-AF-Z	1158172	g	SI9-167.1a	u	2012-11-02T19:46:23Z	0.17	300
This study	304.43963123	-31.23895941	SI9-167.2a:NRM_demag(T,Hac)0	8.68E-07	0.67	LP-DIR-AF:LT-AF-Z	1158173	g	SI9-167.2a	u	2012-11-02T19:46:38Z	0.17	300
This study	29.17865105	-33.31083372	SI9-167.3a:NRM_demag(T,Hac)0	5.05E-06	0.87	LP-DIR-AF:LT-AF-Z	1158174	g	SI9-167.3a	u	2012-11-02T19:46:54Z	0.17	300
This study	5.526214632	18.0296612	SI9-167.6a:NRM_demag(T,Hac)0	6.58E-06	1.07	LP-DIR-AF:LT-AF-Z	1158175	g	SI9-167.6a	u	2012-11-02T19:47:09Z	0.17	300
This study	24.1403297	-0.063550075	SI9-167.7a:NRM_demag(T,Hac)0	6.54E-06	1.27	LP-DIR-AF:LT-AF-Z	1158176	g	SI9-167.7a	u	2012-11-02T19:47:24Z	0.17	300
This study	348.2178053	27.269405	SI9-168.1a:NRM_demag(T,Hac)0	6.95E-06	1.47	LP-DIR-AF:LT-AF-Z	1158177	g	SI9-168.1a	u	2012-11-02T19:47:39Z	0.17	300
This study	273.9487441	20.66145179	SI9-173.0a:NRM_demag(T,Hac)0	2.31E-06	0.07	LP-DIR:LT-NO	1045543	g	SI9-173.0a	u	2012-07-23T18:09:09Z	0	300
This study	271.32286138	13.29478421	SI9-173.1a:NRM_demag(T,Hac)0	3.24E-06	0.27	LP-DIR:LT-NO	1045544	g	SI9-173.1a	u	2012-07-23T18:09:23Z	0	300
This study	189.3865018	0.11922116	SI9-173.3a:NRM_demag(T,Hac)0	3.26E-06	0.47	LP-DIR:LT-NO	1045545	g	SI9-173.3a	u	2012-07-23T18:09:37Z	0	300
This study	170.4379882	-15.67372999	SI9-173.5a:NRM_demag(T,Hac)0	3.06E-06	0.67	LP-DIR:LT-NO	1045546	g	SI9-173.5a	u	2012-07-23T18:09:51Z	0	300
This study	148.1630442	29.08845495	SI9-173.6a:NRM_demag(T,Hac)0	2.51E-06	0.87	LP-DIR:LT-NO	1045547	g	SI9-173.6a	u	2012-07-23T18:10:06Z	0	300
This study	188.8337336	-36.81430853	SI9-173.7a:NRM_demag(T,Hac)0	3.87E-06	1.07	LP-DIR:LT-NO	1045548	g	SI9-173.7a	u	2012-07-23T18:10:20Z	0	300
