tab 	measurements
citations	dir_dec	dir_inc	experiment	magn_moment	meas_pos_z	method_codes	number	quality	specimen	standard	timestamp	treat_ac_field	treat_temp
This study	353.714869819	36.31616778	SI5a-2.10a:NRM_demag(T,Hac)0	8.27E-06	0.47	LP-DIR-AF:LT-AF-Z	1012753	g	SI5a-2.10a	u	2012-06-27T11:06:54Z	0.1	300
This study	357.212950026	32.45459083	SI5a-2.30a:NRM_demag(T,Hac)0	7.21E-06	0.67	LP-DIR-AF:LT-AF-Z	1012754	g	SI5a-2.30a	u	2012-06-27T11:07:09Z	0.1	300
This study	350.249643733	-2.200153277	SI5a-2.60a:NRM_demag(T,Hac)0	2.11E-05	0.87	LP-DIR-AF:LT-AF-Z	1012755	g	SI5a-2.60a	u	2012-06-27T11:07:24Z	0.1	300
This study	341.20342504	-5.976985743	SI5a-3.00a:NRM_demag(T,Hac)0	8.04E-06	1.07	LP-DIR-AF:LT-AF-Z	1012756	g	SI5a-3.00a	u	2012-06-27T11:07:38Z	0.1	300
This study	19.66054849	-36.53585173	SI5a-5.00a:NRM_demag(T,Hac)0	1.46E-05	1.27	LP-DIR-AF:LT-AF-Z	1012757	g	SI5a-5.00a	u	2012-06-27T11:07:53Z	0.1	300
This study	318.90703258	-6.604135543	SI5a-6.93a:NRM_demag(T,Hac)0	1.14E-06	1.47	LP-DIR-AF:LT-AF-Z	1012758	g	SI5a-6.93a	u	2012-06-27T11:08:07Z	0.1	300
This study	269.1411653	-54.73888671	SI5a-1.40a:NRM_demag(T,Hac)0	3.20E-06	0.07	LP-DIR-AF:LT-AF-Z	1012759	g	SI5a-1.40a	u	2012-06-27T11:13:31Z	0.12	300
This study	345.91088592	20.74869646	SI5a-1.60a:NRM_demag(T,Hac)0	3.56E-06	0.27	LP-DIR-AF:LT-AF-Z	1012760	g	SI5a-1.60a	u	2012-06-27T11:13:46Z	0.12	300
This study	352.63841958	39.32261952	SI5a-2.10a:NRM_demag(T,Hac)0	6.60E-06	0.47	LP-DIR-AF:LT-AF-Z	1012761	g	SI5a-2.10a	u	2012-06-27T11:14:00Z	0.12	300
This study	356.96657196	30.11602859	SI5a-2.30a:NRM_demag(T,Hac)0	6.19E-06	0.67	LP-DIR-AF:LT-AF-Z	1012762	g	SI5a-2.30a	u	2012-06-27T11:14:15Z	0.12	300
This study	350.402667858	-2.171561668	SI5a-2.60a:NRM_demag(T,Hac)0	1.80E-05	0.87	LP-DIR-AF:LT-AF-Z	1012763	g	SI5a-2.60a	u	2012-06-27T11:14:29Z	0.12	300
This study	340.96079549	-5.874325886	SI5a-3.00a:NRM_demag(T,Hac)0	7.14E-06	1.07	LP-DIR-AF:LT-AF-Z	1012764	g	SI5a-3.00a	u	2012-06-27T11:14:44Z	0.12	300
This study	18.95859712	-35.55807919	SI5a-5.00a:NRM_demag(T,Hac)0	1.18E-05	1.27	LP-DIR-AF:LT-AF-Z	1012765	g	SI5a-5.00a	u	2012-06-27T11:14:58Z	0.12	300
This study	317.96536283	-7.116096876	SI5a-6.93a:NRM_demag(T,Hac)0	1.02E-06	1.47	LP-DIR-AF:LT-AF-Z	1012766	g	SI5a-6.93a	u	2012-06-27T11:15:12Z	0.12	300
This study	266.9005582	-54.2402418	SI5a-1.40a:NRM_demag(T,Hac)0	2.96E-06	0.07	LP-DIR-AF:LT-AF-Z	1012767	g	SI5a-1.40a	u	2012-06-27T11:20:54Z	0.14	300
This study	345.93679727	21.26522472	SI5a-1.60a:NRM_demag(T,Hac)0	3.17E-06	0.27	LP-DIR-AF:LT-AF-Z	1012768	g	SI5a-1.60a	u	2012-06-27T11:21:08Z	0.14	300
This study	353.610317813	35.78579653	SI5a-2.10a:NRM_demag(T,Hac)0	6.18E-06	0.47	LP-DIR-AF:LT-AF-Z	1012769	g	SI5a-2.10a	u	2012-06-27T11:21:23Z	0.14	300
This study	356.946677503	31.99607498	SI5a-2.30a:NRM_demag(T,Hac)0	5.24E-06	0.67	LP-DIR-AF:LT-AF-Z	1012770	g	SI5a-2.30a	u	2012-06-27T11:21:37Z	0.14	300
This study	350.149920772	-2.012351637	SI5a-2.60a:NRM_demag(T,Hac)0	1.54E-05	0.87	LP-DIR-AF:LT-AF-Z	1012771	g	SI5a-2.60a	u	2012-06-27T11:21:52Z	0.14	300
This study	341.06912158	-5.845683763	SI5a-3.00a:NRM_demag(T,Hac)0	6.57E-06	1.07	LP-DIR-AF:LT-AF-Z	1012772	g	SI5a-3.00a	u	2012-06-27T11:22:07Z	0.14	300
This study	18.68704723	-36.10512583	SI5a-5.00a:NRM_demag(T,Hac)0	9.51E-06	1.27	LP-DIR-AF:LT-AF-Z	1012773	g	SI5a-5.00a	u	2012-06-27T11:22:21Z	0.14	300
This study	314.12384313	-8.696999423	SI5a-6.93a:NRM_demag(T,Hac)0	9.12E-07	1.47	LP-DIR-AF:LT-AF-Z	1012774	g	SI5a-6.93a	u	2012-06-27T11:22:36Z	0.14	300
This study	270.08046034	-53.95666947	SI5a-1.40a:NRM_demag(T,Hac)0	2.65E-06	0.07	LP-DIR-AF:LT-AF-Z	1012775	g	SI5a-1.40a	u	2012-06-27T11:28:46Z	0.17	300
This study	345.97715217	21.94766222	SI5a-1.60a:NRM_demag(T,Hac)0	2.81E-06	0.27	LP-DIR-AF:LT-AF-Z	1012776	g	SI5a-1.60a	u	2012-06-27T11:29:00Z	0.17	300
This study	352.702146246	40.33554503	SI5a-2.10a:NRM_demag(T,Hac)0	4.60E-06	0.47	LP-DIR-AF:LT-AF-Z	1012777	g	SI5a-2.10a	u	2012-06-27T11:29:15Z	0.17	300
This study	356.917511314	32.0015407	SI5a-2.30a:NRM_demag(T,Hac)0	4.53E-06	0.67	LP-DIR-AF:LT-AF-Z	1012778	g	SI5a-2.30a	u	2012-06-27T11:29:29Z	0.17	300
This study	349.99285034	-1.550319258	SI5a-2.60a:NRM_demag(T,Hac)0	1.24E-05	0.87	LP-DIR-AF:LT-AF-Z	1012779	g	SI5a-2.60a	u	2012-06-27T11:29:44Z	0.17	300
This study	340.56576284	-5.513160097	SI5a-3.00a:NRM_demag(T,Hac)0	5.50E-06	1.07	LP-DIR-AF:LT-AF-Z	1012780	g	SI5a-3.00a	u	2012-06-27T11:29:58Z	0.17	300
This study	19.26507906	-36.5043491	SI5a-5.00a:NRM_demag(T,Hac)0	6.88E-06	1.27	LP-DIR-AF:LT-AF-Z	1012781	g	SI5a-5.00a	u	2012-06-27T11:30:13Z	0.17	300
This study	321.48568995	-5.278621639	SI5a-6.93a:NRM_demag(T,Hac)0	9.22E-07	1.47	LP-DIR-AF:LT-AF-Z	1012782	g	SI5a-6.93a	u	2012-06-27T11:30:27Z	0.17	300
This study	323.72672557	8.738902289	SI5a-6.99a:NRM_demag(T,Hac)0	2.20E-05	0.07	LP-DIR:LT-NO	1012783	g	SI5a-6.99a	u	2012-06-27T11:43:25Z	0	300
This study	323.93816052	8.749890907	SI5a-6.99a:NRM_demag(T,Hac)0	2.21E-05	0.07	LP-DIR-AF:LT-AF-Z	1012790	g	SI5a-6.99a	u	2012-06-27T11:50:06Z	0.001	300
This study	324.02992303	8.77210226	SI5a-6.99a:NRM_demag(T,Hac)0	2.21E-05	0.07	LP-DIR-AF:LT-AF-Z	1012797	g	SI5a-6.99a	u	2012-06-27T11:55:28Z	0.0015	300
This study	324.10191208	8.76806995	SI5a-6.99a:NRM_demag(T,Hac)0	2.21E-05	0.07	LP-DIR-AF:LT-AF-Z	1012804	g	SI5a-6.99a	u	2012-06-27T12:00:49Z	0.002	300
This study	324.14778918	8.762670698	SI5a-6.99a:NRM_demag(T,Hac)0	2.21E-05	0.07	LP-DIR-AF:LT-AF-Z	1012811	g	SI5a-6.99a	u	2012-06-27T12:06:11Z	0.0025	300
This study	324.25660027	8.66180497	SI5a-6.99a:NRM_demag(T,Hac)0	2.20E-05	0.07	LP-DIR-AF:LT-AF-Z	1012818	g	SI5a-6.99a	u	2012-06-27T12:11:35Z	0.005	300
This study	324.39343696	8.496519565	SI5a-6.99a:NRM_demag(T,Hac)0	2.13E-05	0.07	LP-DIR-AF:LT-AF-Z	1012825	g	SI5a-6.99a	u	2012-06-27T12:17:01Z	0.0075	300
This study	324.39413491	8.272023042	SI5a-6.99a:NRM_demag(T,Hac)0	1.99E-05	0.07	LP-DIR-AF:LT-AF-Z	1012832	g	SI5a-6.99a	u	2012-06-27T12:22:30Z	0.01	300
This study	324.5772953	7.864222454	SI5a-6.99a:NRM_demag(T,Hac)0	1.67E-05	0.07	LP-DIR-AF:LT-AF-Z	1012839	g	SI5a-6.99a	u	2012-06-27T12:32:09Z	0.015	300
This study	324.60376683	7.605135444	SI5a-6.99a:NRM_demag(T,Hac)0	1.36E-05	0.07	LP-DIR-AF:LT-AF-Z	1012846	g	SI5a-6.99a	u	2012-06-27T12:37:46Z	0.02	300
This study	324.70195879	7.459669124	SI5a-6.99a:NRM_demag(T,Hac)0	1.09E-05	0.07	LP-DIR-AF:LT-AF-Z	1012853	g	SI5a-6.99a	u	2012-06-27T12:43:27Z	0.025	300
This study	325.06832187	7.208066503	SI5a-6.99a:NRM_demag(T,Hac)0	8.41E-06	0.07	LP-DIR-AF:LT-AF-Z	1012860	g	SI5a-6.99a	u	2012-06-27T12:53:19Z	0.03	300
This study	324.74610502	7.029569893	SI5a-6.99a:NRM_demag(T,Hac)0	5.28E-06	0.07	LP-DIR-AF:LT-AF-Z	1012867	g	SI5a-6.99a	u	2012-06-27T12:59:13Z	0.04	300
This study	325.06943637	6.415118444	SI5a-6.99a:NRM_demag(T,Hac)0	3.05E-06	0.07	LP-DIR-AF:LT-AF-Z	1012874	g	SI5a-6.99a	u	2012-06-27T13:05:15Z	0.05	300
This study	324.70279233	7.277879631	SI5a-6.99a:NRM_demag(T,Hac)0	2.06E-06	0.07	LP-DIR-AF:LT-AF-Z	1012881	g	SI5a-6.99a	u	2012-06-27T13:11:59Z	0.06	300
This study	325.53157002	6.285066413	SI5a-6.99a:NRM_demag(T,Hac)0	1.61E-06	0.07	LP-DIR-AF:LT-AF-Z	1012888	g	SI5a-6.99a	u	2012-06-27T13:18:18Z	0.07	300
This study	321.60610502	8.878516167	SI5a-6.99a:NRM_demag(T,Hac)0	1.32E-06	0.07	LP-DIR-AF:LT-AF-Z	1012895	g	SI5a-6.99a	u	2012-06-27T13:24:45Z	0.08	300
This study	326.34090829	4.28552226	SI5a-6.99a:NRM_demag(T,Hac)0	1.23E-06	0.07	LP-DIR-AF:LT-AF-Z	1012902	g	SI5a-6.99a	u	2012-06-27T13:31:20Z	0.09	300
This study	327.59285811	6.135842032	SI5a-6.99a:NRM_demag(T,Hac)0	1.13E-06	0.07	LP-DIR-AF:LT-AF-Z	1012909	g	SI5a-6.99a	u	2012-06-27T14:10:55Z	0.1	300
This study	323.5469074	7.714492272	SI5a-6.99a:NRM_demag(T,Hac)0	9.28E-07	0.07	LP-DIR-AF:LT-AF-Z	1012916	g	SI5a-6.99a	u	2012-06-27T14:50:48Z	0.12	300
This study	325.92845599	6.618425081	SI5a-6.99a:NRM_demag(T,Hac)0	9.40E-07	0.07	LP-DIR-AF:LT-AF-Z	1012923	g	SI5a-6.99a	u	2012-06-27T15:20:05Z	0.14	300
This study	322.18972057	7.945197086	SI5a-6.99a:NRM_demag(T,Hac)0	7.72E-07	0.07	LP-DIR-AF:LT-AF-Z	1012930	g	SI5a-6.99a	u	2012-06-27T15:28:01Z	0.17	300
This study	335.94753276	11.73408202	SI5b-198.3-D:NRM_demag(T,Hac)0	8.74E-06	0.067	LP-DIR:LT-NO	754356	g	SI5b-198.3-D	u	2011-08-01T16:46:43Z	0	300
This study	331.86053196	-43.64964117	SI5b-198.6-D:NRM_demag(T,Hac)0	7.93E-05	0.267	LP-DIR:LT-NO	754357	g	SI5b-198.6-D	u	2011-08-01T16:46:58Z	0	300
This study	332.43755729	-10.93675503	SI5b-198.8-D:NRM_demag(T,Hac)0	7.23E-06	0.467	LP-DIR:LT-NO	754358	g	SI5b-198.8-D	u	2011-08-01T16:47:13Z	0	300
This study	338.22702795	-0.653437901	SI5b-212.4-D:NRM_demag(T,Hac)0	1.13E-05	0.667	LP-DIR:LT-NO	754359	g	SI5b-212.4-D	u	2011-08-01T16:47:28Z	0	300
This study	348.35331314	-44.61087956	SI5b-214.0-D:NRM_demag(T,Hac)0	8.33E-06	0.867	LP-DIR:LT-NO	754360	g	SI5b-214.0-D	u	2011-08-01T16:47:43Z	0	300
This study	343.12852889	-23.75515003	SI5b-214.2-D:NRM_demag(T,Hac)0	1.29E-05	1.067	LP-DIR:LT-NO	754361	g	SI5b-214.2-D	u	2011-08-01T16:47:59Z	0	300
This study	336.16229266	13.9000952	SI5b-198.3-D:NRM_demag(T,Hac)0	8.84E-06	0.067	LP-DIR-AF:LT-AF-Z	754362	g	SI5b-198.3-D	u	2011-08-01T16:56:42Z	0.0025	300
This study	331.85748406	-43.60203411	SI5b-198.6-D:NRM_demag(T,Hac)0	7.77E-05	0.267	LP-DIR-AF:LT-AF-Z	754363	g	SI5b-198.6-D	u	2011-08-01T16:56:57Z	0.0025	300
This study	331.73560614	-11.17731387	SI5b-198.8-D:NRM_demag(T,Hac)0	7.24E-06	0.467	LP-DIR-AF:LT-AF-Z	754364	g	SI5b-198.8-D	u	2011-08-01T16:57:12Z	0.0025	300
This study	338.21242363	-1.28856205	SI5b-212.4-D:NRM_demag(T,Hac)0	1.15E-05	0.667	LP-DIR-AF:LT-AF-Z	754365	g	SI5b-212.4-D	u	2011-08-01T16:57:27Z	0.0025	300
This study	348.35497294	-44.6164362	SI5b-214.0-D:NRM_demag(T,Hac)0	8.46E-06	0.867	LP-DIR-AF:LT-AF-Z	754366	g	SI5b-214.0-D	u	2011-08-01T16:57:42Z	0.0025	300
This study	343.08471343	-23.47520686	SI5b-214.2-D:NRM_demag(T,Hac)0	1.30E-05	1.067	LP-DIR-AF:LT-AF-Z	754367	g	SI5b-214.2-D	u	2011-08-01T16:57:58Z	0.0025	300
This study	337.29482674	17.90793554	SI5b-198.3-D:NRM_demag(T,Hac)0	9.09E-06	0.067	LP-DIR-AF:LT-AF-Z	754368	g	SI5b-198.3-D	u	2011-08-01T17:01:55Z	0.0075	300
This study	336.12608907	-40.04939387	SI5b-198.6-D:NRM_demag(T,Hac)0	5.31E-05	0.267	LP-DIR-AF:LT-AF-Z	754369	g	SI5b-198.6-D	u	2011-08-01T17:02:10Z	0.0075	300
This study	331.30097977	-11.48636709	SI5b-198.8-D:NRM_demag(T,Hac)0	7.38E-06	0.467	LP-DIR-AF:LT-AF-Z	754370	g	SI5b-198.8-D	u	2011-08-01T17:02:25Z	0.0075	300
This study	338.74226711	-1.768754018	SI5b-212.4-D:NRM_demag(T,Hac)0	1.16E-05	0.667	LP-DIR-AF:LT-AF-Z	754371	g	SI5b-212.4-D	u	2011-08-01T17:02:40Z	0.0075	300
This study	348.62394331	-43.33180968	SI5b-214.0-D:NRM_demag(T,Hac)0	8.61E-06	0.867	LP-DIR-AF:LT-AF-Z	754372	g	SI5b-214.0-D	u	2011-08-01T17:02:55Z	0.0075	300
This study	343.14031287	-22.95712917	SI5b-214.2-D:NRM_demag(T,Hac)0	1.31E-05	1.067	LP-DIR-AF:LT-AF-Z	754373	g	SI5b-214.2-D	u	2011-08-01T17:03:10Z	0.0075	300
This study	337.72895442	19.31027008	SI5b-198.3-D:NRM_demag(T,Hac)0	8.97E-06	0.067	LP-DIR-AF:LT-AF-Z	754374	g	SI5b-198.3-D	u	2011-08-01T17:07:10Z	0.01	300
This study	340.10706043	-34.53854386	SI5b-198.6-D:NRM_demag(T,Hac)0	3.72E-05	0.267	LP-DIR-AF:LT-AF-Z	754375	g	SI5b-198.6-D	u	2011-08-01T17:07:25Z	0.01	300
This study	331.47876804	-11.62399081	SI5b-198.8-D:NRM_demag(T,Hac)0	7.39E-06	0.467	LP-DIR-AF:LT-AF-Z	754376	g	SI5b-198.8-D	u	2011-08-01T17:07:40Z	0.01	300
This study	339.04303357	-1.874148059	SI5b-212.4-D:NRM_demag(T,Hac)0	1.12E-05	0.667	LP-DIR-AF:LT-AF-Z	754377	g	SI5b-212.4-D	u	2011-08-01T17:07:55Z	0.01	300
This study	348.72649749	-42.94201865	SI5b-214.0-D:NRM_demag(T,Hac)0	8.46E-06	0.867	LP-DIR-AF:LT-AF-Z	754378	g	SI5b-214.0-D	u	2011-08-01T17:08:10Z	0.01	300
This study	343.15880542	-22.74553851	SI5b-214.2-D:NRM_demag(T,Hac)0	1.30E-05	1.067	LP-DIR-AF:LT-AF-Z	754379	g	SI5b-214.2-D	u	2011-08-01T17:08:25Z	0.01	300
This study	338.16460331	20.73342796	SI5b-198.3-D:NRM_demag(T,Hac)0	8.34E-06	0.067	LP-DIR-AF:LT-AF-Z	754380	g	SI5b-198.3-D	u	2011-08-01T17:12:29Z	0.015	300
This study	347.91422391	-17.09974551	SI5b-198.6-D:NRM_demag(T,Hac)0	1.99E-05	0.267	LP-DIR-AF:LT-AF-Z	754381	g	SI5b-198.6-D	u	2011-08-01T17:12:44Z	0.015	300
This study	331.84845475	-11.73205532	SI5b-198.8-D:NRM_demag(T,Hac)0	7.21E-06	0.467	LP-DIR-AF:LT-AF-Z	754382	g	SI5b-198.8-D	u	2011-08-01T17:12:59Z	0.015	300
This study	339.33227396	-1.966863834	SI5b-212.4-D:NRM_demag(T,Hac)0	1.05E-05	0.667	LP-DIR-AF:LT-AF-Z	754383	g	SI5b-212.4-D	u	2011-08-01T17:13:14Z	0.015	300
This study	348.98027175	-42.54839221	SI5b-214.0-D:NRM_demag(T,Hac)0	7.95E-06	0.867	LP-DIR-AF:LT-AF-Z	754384	g	SI5b-214.0-D	u	2011-08-01T17:13:29Z	0.015	300
This study	343.23479489	-22.58032137	SI5b-214.2-D:NRM_demag(T,Hac)0	1.24E-05	1.067	LP-DIR-AF:LT-AF-Z	754385	g	SI5b-214.2-D	u	2011-08-01T17:13:44Z	0.015	300
This study	338.31276522	21.33685679	SI5b-198.3-D:NRM_demag(T,Hac)0	7.57E-06	0.067	LP-DIR-AF:LT-AF-Z	754386	g	SI5b-198.3-D	u	2011-08-01T17:17:52Z	0.02	300
This study	354.006542196	-0.762378478	SI5b-198.6-D:NRM_demag(T,Hac)0	1.42E-05	0.267	LP-DIR-AF:LT-AF-Z	754387	g	SI5b-198.6-D	u	2011-08-01T17:18:07Z	0.02	300
This study	332.09375029	-11.83599721	SI5b-198.8-D:NRM_demag(T,Hac)0	6.93E-06	0.467	LP-DIR-AF:LT-AF-Z	754388	g	SI5b-198.8-D	u	2011-08-01T17:18:22Z	0.02	300
This study	339.61444325	-2.088898149	SI5b-212.4-D:NRM_demag(T,Hac)0	9.65E-06	0.667	LP-DIR-AF:LT-AF-Z	754389	g	SI5b-212.4-D	u	2011-08-01T17:18:37Z	0.02	300
This study	349.04853746	-42.40141631	SI5b-214.0-D:NRM_demag(T,Hac)0	7.38E-06	0.867	LP-DIR-AF:LT-AF-Z	754390	g	SI5b-214.0-D	u	2011-08-01T17:18:52Z	0.02	300
This study	343.32479748	-22.40034832	SI5b-214.2-D:NRM_demag(T,Hac)0	1.17E-05	1.067	LP-DIR-AF:LT-AF-Z	754391	g	SI5b-214.2-D	u	2011-08-01T17:19:08Z	0.02	300
This study	338.41853229	21.69315962	SI5b-198.3-D:NRM_demag(T,Hac)0	6.79E-06	0.067	LP-DIR-AF:LT-AF-Z	754392	g	SI5b-198.3-D	u	2011-08-01T17:23:20Z	0.025	300
This study	357.551099854	8.55796989	SI5b-198.6-D:NRM_demag(T,Hac)0	1.19E-05	0.267	LP-DIR-AF:LT-AF-Z	754393	g	SI5b-198.6-D	u	2011-08-01T17:23:35Z	0.025	300
This study	332.1556961	-11.8494178	SI5b-198.8-D:NRM_demag(T,Hac)0	6.57E-06	0.467	LP-DIR-AF:LT-AF-Z	754394	g	SI5b-198.8-D	u	2011-08-01T17:23:50Z	0.025	300
This study	339.64437963	-2.152327992	SI5b-212.4-D:NRM_demag(T,Hac)0	8.67E-06	0.667	LP-DIR-AF:LT-AF-Z	754395	g	SI5b-212.4-D	u	2011-08-01T17:24:05Z	0.025	300
This study	349.07898339	-42.36333202	SI5b-214.0-D:NRM_demag(T,Hac)0	6.76E-06	0.867	LP-DIR-AF:LT-AF-Z	754396	g	SI5b-214.0-D	u	2011-08-01T17:24:20Z	0.025	300
This study	343.30145103	-22.32589836	SI5b-214.2-D:NRM_demag(T,Hac)0	1.07E-05	1.067	LP-DIR-AF:LT-AF-Z	754397	g	SI5b-214.2-D	u	2011-08-01T17:24:35Z	0.025	300
This study	338.48563357	21.89209701	SI5b-198.3-D:NRM_demag(T,Hac)0	6.00E-06	0.067	LP-DIR-AF:LT-AF-Z	754398	g	SI5b-198.3-D	u	2011-08-01T17:29:30Z	0.03	300
This study	359.477808845	13.25976741	SI5b-198.6-D:NRM_demag(T,Hac)0	1.04E-05	0.267	LP-DIR-AF:LT-AF-Z	754399	g	SI5b-198.6-D	u	2011-08-01T17:29:45Z	0.03	300
This study	332.16749978	-11.88899759	SI5b-198.8-D:NRM_demag(T,Hac)0	6.20E-06	0.467	LP-DIR-AF:LT-AF-Z	754400	g	SI5b-198.8-D	u	2011-08-01T17:30:01Z	0.03	300
This study	339.81972666	-2.133547738	SI5b-212.4-D:NRM_demag(T,Hac)0	7.61E-06	0.667	LP-DIR-AF:LT-AF-Z	754401	g	SI5b-212.4-D	u	2011-08-01T17:30:16Z	0.03	300
This study	349.00774948	-42.23954528	SI5b-214.0-D:NRM_demag(T,Hac)0	6.11E-06	0.867	LP-DIR-AF:LT-AF-Z	754402	g	SI5b-214.0-D	u	2011-08-01T17:30:31Z	0.03	300
This study	343.32157094	-22.28141549	SI5b-214.2-D:NRM_demag(T,Hac)0	9.40E-06	1.067	LP-DIR-AF:LT-AF-Z	754403	g	SI5b-214.2-D	u	2011-08-01T17:30:46Z	0.03	300
This study	338.51167615	21.89943611	SI5b-198.3-D:NRM_demag(T,Hac)0	5.34E-06	0.067	LP-DIR-AF:LT-AF-Z	754404	g	SI5b-198.3-D	u	2011-08-01T17:35:07Z	0.035	300
This study	0.450661035	15.52317887	SI5b-198.6-D:NRM_demag(T,Hac)0	9.17E-06	0.267	LP-DIR-AF:LT-AF-Z	754405	g	SI5b-198.6-D	u	2011-08-01T17:35:22Z	0.035	300
This study	332.09848498	-11.99098685	SI5b-198.8-D:NRM_demag(T,Hac)0	5.87E-06	0.467	LP-DIR-AF:LT-AF-Z	754406	g	SI5b-198.8-D	u	2011-08-01T17:35:37Z	0.035	300
This study	340.04596336	-2.203858518	SI5b-212.4-D:NRM_demag(T,Hac)0	6.65E-06	0.667	LP-DIR-AF:LT-AF-Z	754407	g	SI5b-212.4-D	u	2011-08-01T17:35:52Z	0.035	300
This study	348.93126615	-42.24554357	SI5b-214.0-D:NRM_demag(T,Hac)0	5.53E-06	0.867	LP-DIR-AF:LT-AF-Z	754408	g	SI5b-214.0-D	u	2011-08-01T17:36:07Z	0.035	300
This study	343.34782237	-22.05180523	SI5b-214.2-D:NRM_demag(T,Hac)0	8.14E-06	1.067	LP-DIR-AF:LT-AF-Z	754409	g	SI5b-214.2-D	u	2011-08-01T17:36:22Z	0.035	300
This study	338.60585992	21.85524665	SI5b-198.3-D:NRM_demag(T,Hac)0	4.91E-06	0.067	LP-DIR-AF:LT-AF-Z	754410	g	SI5b-198.3-D	u	2011-08-01T17:40:46Z	0.04	300
This study	0.945858229	16.6875135	SI5b-198.6-D:NRM_demag(T,Hac)0	8.29E-06	0.267	LP-DIR-AF:LT-AF-Z	754411	g	SI5b-198.6-D	u	2011-08-01T17:41:01Z	0.04	300
This study	332.13482375	-11.84190877	SI5b-198.8-D:NRM_demag(T,Hac)0	5.64E-06	0.467	LP-DIR-AF:LT-AF-Z	754412	g	SI5b-198.8-D	u	2011-08-01T17:41:16Z	0.04	300
This study	340.05806838	-2.172697859	SI5b-212.4-D:NRM_demag(T,Hac)0	5.94E-06	0.667	LP-DIR-AF:LT-AF-Z	754413	g	SI5b-212.4-D	u	2011-08-01T17:41:31Z	0.04	300
This study	348.87836633	-42.15221399	SI5b-214.0-D:NRM_demag(T,Hac)0	5.14E-06	0.867	LP-DIR-AF:LT-AF-Z	754414	g	SI5b-214.0-D	u	2011-08-01T17:41:46Z	0.04	300
This study	343.24392762	-22.12090156	SI5b-214.2-D:NRM_demag(T,Hac)0	7.24E-06	1.067	LP-DIR-AF:LT-AF-Z	754415	g	SI5b-214.2-D	u	2011-08-01T17:42:01Z	0.04	300
This study	338.5632033	21.90148386	SI5b-198.3-D:NRM_demag(T,Hac)0	4.00E-06	0.067	LP-DIR-AF:LT-AF-Z	754416	g	SI5b-198.3-D	u	2011-08-01T17:46:34Z	0.05	300
This study	1.488615112	17.81999577	SI5b-198.6-D:NRM_demag(T,Hac)0	6.47E-06	0.267	LP-DIR-AF:LT-AF-Z	754417	g	SI5b-198.6-D	u	2011-08-01T17:46:49Z	0.05	300
This study	331.9187137	-11.75548522	SI5b-198.8-D:NRM_demag(T,Hac)0	5.18E-06	0.467	LP-DIR-AF:LT-AF-Z	754418	g	SI5b-198.8-D	u	2011-08-01T17:47:04Z	0.05	300
This study	339.835134	-2.12073513	SI5b-212.4-D:NRM_demag(T,Hac)0	4.44E-06	0.667	LP-DIR-AF:LT-AF-Z	754419	g	SI5b-212.4-D	u	2011-08-01T17:47:19Z	0.05	300
This study	348.90108343	-42.07239487	SI5b-214.0-D:NRM_demag(T,Hac)0	4.25E-06	0.867	LP-DIR-AF:LT-AF-Z	754420	g	SI5b-214.0-D	u	2011-08-01T17:47:34Z	0.05	300
This study	343.18586523	-21.9030282	SI5b-214.2-D:NRM_demag(T,Hac)0	5.26E-06	1.067	LP-DIR-AF:LT-AF-Z	754421	g	SI5b-214.2-D	u	2011-08-01T17:47:50Z	0.05	300
This study	338.3451261	22.06274607	SI5b-198.3-D:NRM_demag(T,Hac)0	3.35E-06	0.067	LP-DIR-AF:LT-AF-Z	754422	g	SI5b-198.3-D	u	2011-08-01T17:52:31Z	0.06	300
This study	1.999587077	18.80851994	SI5b-198.6-D:NRM_demag(T,Hac)0	5.16E-06	0.267	LP-DIR-AF:LT-AF-Z	754423	g	SI5b-198.6-D	u	2011-08-01T17:52:46Z	0.06	300
This study	332.04114386	-11.72040051	SI5b-198.8-D:NRM_demag(T,Hac)0	4.82E-06	0.467	LP-DIR-AF:LT-AF-Z	754424	g	SI5b-198.8-D	u	2011-08-01T17:53:01Z	0.06	300
This study	340.69708389	-2.223530998	SI5b-212.4-D:NRM_demag(T,Hac)0	3.49E-06	0.667	LP-DIR-AF:LT-AF-Z	754425	g	SI5b-212.4-D	u	2011-08-01T17:53:16Z	0.06	300
This study	348.62018607	-41.72425803	SI5b-214.0-D:NRM_demag(T,Hac)0	3.61E-06	0.867	LP-DIR-AF:LT-AF-Z	754426	g	SI5b-214.0-D	u	2011-08-01T17:53:31Z	0.06	300
This study	342.95316892	-22.0008267	SI5b-214.2-D:NRM_demag(T,Hac)0	3.87E-06	1.067	LP-DIR-AF:LT-AF-Z	754427	g	SI5b-214.2-D	u	2011-08-01T17:53:46Z	0.06	300
This study	337.93234999	22.20148866	SI5b-198.3-D:NRM_demag(T,Hac)0	2.65E-06	0.067	LP-DIR-AF:LT-AF-Z	754428	g	SI5b-198.3-D	u	2011-08-01T17:58:42Z	0.08	300
This study	2.586072746	20.21697017	SI5b-198.6-D:NRM_demag(T,Hac)0	3.76E-06	0.267	LP-DIR-AF:LT-AF-Z	754429	g	SI5b-198.6-D	u	2011-08-01T17:58:57Z	0.08	300
