tab 	pmag_samples
er_location_name	er_sample_name	er_site_name	er_specimen_names	sample_dec	sample_inc	sample_n	sample_n_lines	sample_tilt_correction
Simpson Island	SI4-113.60	SI4(106.0 to 121.4)	SI4-113.60a	118.7	-37.1	1	1	0
Simpson Island	SI4-113.60	SI4(106.0 to 121.4)	SI4-113.60a	104.2	-41.7	1	1	100
Simpson Island	SI4-122.80	SI4(121.4 to 127.3)	SI4-122.80a	126.9	-43	1	1	0
Simpson Island	SI4-122.80	SI4(121.4 to 127.3)	SI4-122.80a	109.1	-49.6	1	1	100
Simpson Island	SI4-123.10	SI4(121.4 to 127.3)	SI4-123.10a	136.1	-42.6	1	1	0
Simpson Island	SI4-123.10	SI4(121.4 to 127.3)	SI4-123.10a	119.2	-51.9	1	1	100
Simpson Island	SI4-123.65	SI4(121.4 to 127.3)	SI4-123.65a	128.7	-45.9	1	1	0
Simpson Island	SI4-123.65	SI4(121.4 to 127.3)	SI4-123.65a	108.9	-52.8	1	1	100
Simpson Island	SI4-123.70	SI4(121.4 to 127.3)	SI4-123.70a	127.4	-44.7	1	1	0
Simpson Island	SI4-123.70	SI4(121.4 to 127.3)	SI4-123.70a	108.5	-51.2	1	1	100
Simpson Island	SI4-123.80	SI4(121.4 to 127.3)	SI4-123.80a	130.2	-48.6	1	1	0
Simpson Island	SI4-123.80	SI4(121.4 to 127.3)	SI4-123.80a	108.5	-55.6	1	1	100
Simpson Island	SI4-123.81	SI4(121.4 to 127.3)	SI4-123.81a	127.2	-33.4	1	1	0
Simpson Island	SI4-123.81	SI4(121.4 to 127.3)	SI4-123.81a	114.6	-40.8	1	1	100
Simpson Island	SI4-124.05	SI4(121.4 to 127.3)	SI4-124.05a	91.9	-49.8	1	1	0
Simpson Island	SI4-124.05	SI4(121.4 to 127.3)	SI4-124.05a	72.6	-45.1	1	1	100
Simpson Island	SI4-124.10	SI4(121.4 to 127.3)	SI4-124.10a	131	-46.5	1	1	0
Simpson Island	SI4-124.10	SI4(121.4 to 127.3)	SI4-124.10a	110.9	-54	1	1	100
Simpson Island	SI4-138.60	SI4(133.8 to 143.1)	SI4-138.60a	132.6	-46.8	1	1	0
Simpson Island	SI4-138.60	SI4(133.8 to 143.1)	SI4-138.60a	112.5	-54.8	1	1	100
Simpson Island	SI4-138.70	SI4(133.8 to 143.1)	SI4-138.70a	133.4	-55.8	1	1	0
Simpson Island	SI4-138.70	SI4(133.8 to 143.1)	SI4-138.70a	104.7	-62.8	1	1	100
Simpson Island	SI4-139.20	SI4(133.8 to 143.1)	SI4-139.20a	131.8	-55.9	1	1	0
Simpson Island	SI4-139.20	SI4(133.8 to 143.1)	SI4-139.20a	103	-62.4	1	1	100
Simpson Island	SI4-139.80	SI4(133.8 to 143.1)	SI4-139.80a	99.5	-56.2	1	1	0
Simpson Island	SI4-139.80	SI4(133.8 to 143.1)	SI4-139.80a	74.2	-53	1	1	100
Simpson Island	SI4-139.81	SI4(133.8 to 143.1)	SI4-139.81a	139.7	-52.7	1	1	0
Simpson Island	SI4-139.81	SI4(133.8 to 143.1)	SI4-139.81a	115.1	-62	1	1	100
Simpson Island	SI4-140.80	SI4(133.8 to 143.1)	SI4-140.80a	123.2	-55.4	1	1	0
Simpson Island	SI4-140.80	SI4(133.8 to 143.1)	SI4-140.80a	95.3	-59.3	1	1	100
Simpson Island	SI4-140.85	SI4(133.8 to 143.1)	SI4-140.85a	135.8	-45.4	1	1	0
Simpson Island	SI4-140.85	SI4(133.8 to 143.1)	SI4-140.85a	116.9	-54.4	1	1	100
Simpson Island	SI4-141.30	SI4(133.8 to 143.1)	SI4-141.30a	146.9	-55.6	1	1	0
Simpson Island	SI4-141.30	SI4(133.8 to 143.1)	SI4-141.30a	120.2	-66.6	1	1	100
Simpson Island	SI4-161.10	SI4(160.4 to 171.1)	SI4-161.10a	163.6	-39.7	1	1	0
Simpson Island	SI4-161.10	SI4(160.4 to 171.1)	SI4-161.10a	154.3	-55.6	1	1	100
Simpson Island	SI4-161.21	SI4(160.4 to 171.1)	SI4-161.21a	168.5	-49.7	1	1	0
Simpson Island	SI4-161.21	SI4(160.4 to 171.1)	SI4-161.21a	156.5	-66.3	1	1	100
Simpson Island	SI4-161.22	SI4(160.4 to 171.1)	SI4-161.22a	164.6	-47.8	1	1	0
Simpson Island	SI4-161.22	SI4(160.4 to 171.1)	SI4-161.22a	151.6	-63.7	1	1	100
Simpson Island	SI4-161.23	SI4(160.4 to 171.1)	SI4-161.23a	167.8	-46.4	1	1	0
Simpson Island	SI4-161.23	SI4(160.4 to 171.1)	SI4-161.23a	157.1	-62.8	1	1	100
Simpson Island	SI4-162.00	SI4(160.4 to 171.1)	SI4-162.00a	167.9	-50.7	1	1	0
Simpson Island	SI4-162.00	SI4(160.4 to 171.1)	SI4-162.00a	154.9	-67.1	1	1	100
Simpson Island	SI4-162.11	SI4(160.4 to 171.1)	SI4-162.11a	166.1	-43.5	1	1	0
Simpson Island	SI4-162.11	SI4(160.4 to 171.1)	SI4-162.11a	156.1	-59.7	1	1	100
Simpson Island	SI4-162.12	SI4(160.4 to 171.1)	SI4-162.12a	163.6	-47.3	1	1	0
Simpson Island	SI4-162.12	SI4(160.4 to 171.1)	SI4-162.12a	150.5	-63	1	1	100
Simpson Island	SI4-162.20	SI4(160.4 to 171.1)	SI4-162.20a	147.7	-46.2	1	1	0
Simpson Island	SI4-162.20	SI4(160.4 to 171.1)	SI4-162.20a	130.1	-58.5	1	1	100
Simpson Island	SI5a-1.40	SI5a(0.0 to 9.0)	SI5a-1.40a	135	-51.5	1	1	0
Simpson Island	SI5a-1.40	SI5a(0.0 to 9.0)	SI5a-1.40a	109.2	-57.9	1	1	100
Simpson Island	SI5a-1.60	SI5a(0.0 to 9.0)	SI5a-1.60a	139.2	-52.5	1	1	0
Simpson Island	SI5a-1.60	SI5a(0.0 to 9.0)	SI5a-1.60a	112.4	-60.1	1	1	100
Simpson Island	SI5a-2.1	SI5a(0.0 to 9.0)	SI5a-2.1-D	137	-52.1	1	1	0
Simpson Island	SI5a-2.1	SI5a(0.0 to 9.0)	SI5a-2.1-D	110.6	-59.1	1	1	100
Simpson Island	SI5a-2.3	SI5a(0.0 to 9.0)	SI5a-2.3-D	145.1	-51.5	1	1	0
Simpson Island	SI5a-2.3	SI5a(0.0 to 9.0)	SI5a-2.3-D	119.8	-61.2	1	1	100
Simpson Island	SI5a-2.60	SI5a(0.0 to 9.0)	SI5a-2.60a	137.5	-51.6	1	1	0
Simpson Island	SI5a-2.60	SI5a(0.0 to 9.0)	SI5a-2.60a	111.6	-58.8	1	1	100
Simpson Island	SI5a-3.00	SI5a(0.0 to 9.0)	SI5a-3.00a	134.3	-45.8	1	1	0
Simpson Island	SI5a-3.00	SI5a(0.0 to 9.0)	SI5a-3.00a	113.3	-52.8	1	1	100
Simpson Island	SI5a-5.00	SI5a(0.0 to 9.0)	SI5a-5.00a	137.1	-45.5	1	1	0
Simpson Island	SI5a-5.00	SI5a(0.0 to 9.0)	SI5a-5.00a	116.5	-53.4	1	1	100
Simpson Island	SI5a-6.93	SI5a(0.0 to 9.0)	SI5a-6.93-D	126.8	-40.8	1	1	0
Simpson Island	SI5a-6.93	SI5a(0.0 to 9.0)	SI5a-6.93-D	109.3	-45.9	1	1	100
Simpson Island	SI5a-6.99	SI5a(0.0 to 9.0)	SI5a-6.99-D	131.5	-42.7	1	1	0
Simpson Island	SI5a-6.99	SI5a(0.0 to 9.0)	SI5a-6.99-D	112.6	-49.1	1	1	100
Simpson Island	SI5a-7.0	SI5a(0.0 to 9.0)	SI5a-7.0-D	133.1	-40.8	1	1	0
Simpson Island	SI5a-7.0	SI5a(0.0 to 9.0)	SI5a-7.0-D	115.6	-47.8	1	1	100
Simpson Island	SI5a-7.25	SI5a(0.0 to 9.0)	SI5a-7.25-D	125.9	-35.5	1	1	0
Simpson Island	SI5a-7.25	SI5a(0.0 to 9.0)	SI5a-7.25-D	111.4	-40.8	1	1	100
Simpson Island	SI5a-7.30	SI5a(0.0 to 9.0)	SI5a-7.30a	127.8	-37.1	1	1	0
Simpson Island	SI5a-7.30	SI5a(0.0 to 9.0)	SI5a-7.30a	112.4	-42.8	1	1	100
Simpson Island	SI5b-13.6	SI5b(3.2 to 30.7)	SI5b-13.6-D	146.6	-50.5	1	1	0
Simpson Island	SI5b-13.6	SI5b(3.2 to 30.7)	SI5b-13.6-D	122.7	-60.8	1	1	100
Simpson Island	SI5b-14.4	SI5b(3.2 to 30.7)	SI5b-14.4-D	135.3	-50	1	1	0
Simpson Island	SI5b-14.4	SI5b(3.2 to 30.7)	SI5b-14.4-D	110.8	-56.8	1	1	100
Simpson Island	SI5b-14.7	SI5b(3.2 to 30.7)	SI5b-14.7-D	135.1	-47.1	1	1	0
Simpson Island	SI5b-14.7	SI5b(3.2 to 30.7)	SI5b-14.7-D	113.1	-54.1	1	1	100
Simpson Island	SI5b-15.0	SI5b(3.2 to 30.7)	SI5b-15.0-D	126	-47.8	1	1	0
Simpson Island	SI5b-15.0	SI5b(3.2 to 30.7)	SI5b-15.0-D	103.7	-51.8	1	1	100
Simpson Island	SI5b-15.5	SI5b(3.2 to 30.7)	SI5b-15.5-D	137.4	-51.4	1	1	0
Simpson Island	SI5b-15.5	SI5b(3.2 to 30.7)	SI5b-15.5-D	111.7	-58.5	1	1	100
Simpson Island	SI5b-16.2	SI5b(3.2 to 30.7)	SI5b-16.2-D	138.4	-52.5	1	1	0
Simpson Island	SI5b-16.2	SI5b(3.2 to 30.7)	SI5b-16.2-D	111.5	-60	1	1	100
Simpson Island	SI5b-57.6	SI5b(57.2 to 63.3)	SI5b-57.6-D	120.6	-44.9	1	1	0
Simpson Island	SI5b-57.6	SI5b(57.2 to 63.3)	SI5b-57.6-D	100.6	-47.5	1	1	100
Simpson Island	SI5b-57.65	SI5b(57.2 to 63.3)	SI5b-57.65-D	116.4	-42.7	1	1	0
Simpson Island	SI5b-57.65	SI5b(57.2 to 63.3)	SI5b-57.65-D	98.3	-44.1	1	1	100
Simpson Island	SI5b-57.7	SI5b(57.2 to 63.3)	SI5b-57.7-D	109.2	-35.1	1	1	0
Simpson Island	SI5b-57.7	SI5b(57.2 to 63.3)	SI5b-57.7-D	95.7	-34.9	1	1	100
Simpson Island	SI5b-58.0	SI5b(57.2 to 63.3)	SI5b-58.0-D	120	-47	1	1	0
Simpson Island	SI5b-58.0	SI5b(57.2 to 63.3)	SI5b-58.0-D	98.6	-49.2	1	1	100
Simpson Island	SI5b-58.05	SI5b(57.2 to 63.3)	SI5b-58.05-D	119.3	-42.6	1	1	0
Simpson Island	SI5b-58.05	SI5b(57.2 to 63.3)	SI5b-58.05-D	101.1	-45	1	1	100
Simpson Island	SI5b-58.7	SI5b(57.2 to 63.3)	SI5b-58.7-D	107.4	-35	1	1	0
Simpson Island	SI5b-58.7	SI5b(57.2 to 63.3)	SI5b-58.7-D	94.2	-34.2	1	1	100
Simpson Island	SI5b-65.1	SI5b(64.6 to 70.4)	SI5b-65.1-D	122.2	-52	1	1	0
Simpson Island	SI5b-65.1	SI5b(64.6 to 70.4)	SI5b-65.1-D	96.5	-54.2	1	1	100
Simpson Island	SI5b-65.2	SI5b(64.6 to 70.4)	SI5b-65.2-D	122.3	-51.4	1	1	0
Simpson Island	SI5b-65.2	SI5b(64.6 to 70.4)	SI5b-65.2-D	97.2	-53.7	1	1	100
Simpson Island	SI5b-65.4	SI5b(64.6 to 70.4)	SI5b-65.4-D	112.4	-45.6	1	1	0
Simpson Island	SI5b-65.4	SI5b(64.6 to 70.4)	SI5b-65.4-D	92.7	-45.5	1	1	100
Simpson Island	SI5b-68.35	SI5b(64.6 to 70.4)	SI5b-68.35-D	118.3	-48.3	1	1	0
Simpson Island	SI5b-68.35	SI5b(64.6 to 70.4)	SI5b-68.35-D	96.2	-49.7	1	1	100
Simpson Island	SI5b-68.4	SI5b(64.6 to 70.4)	SI5b-68.4-D	272.7	-25	1	1	0
Simpson Island	SI5b-68.4	SI5b(64.6 to 70.4)	SI5b-68.4-D	282.1	-26.9	1	1	100
Simpson Island	SI5b-68.45	SI5b(64.6 to 70.4)	SI5b-68.45-D	131.1	-41.2	1	1	0
Simpson Island	SI5b-68.45	SI5b(64.6 to 70.4)	SI5b-68.45-D	113.2	-47.6	1	1	100
Simpson Island	SI5b-74.0	SI5b(72.6 to 79.0)	SI5b-74.0-D	120.2	-52	1	1	0
Simpson Island	SI5b-74.0	SI5b(72.6 to 79.0)	SI5b-74.0-D	94.9	-53.5	1	1	100
Simpson Island	SI5b-74.25	SI5b(72.6 to 79.0)	SI5b-74.25-D	122	-48.4	1	1	0
Simpson Island	SI5b-74.25	SI5b(72.6 to 79.0)	SI5b-74.25-D	99.5	-51	1	1	100
Simpson Island	SI5b-74.3	SI5b(72.6 to 79.0)	SI5b-74.3-D	119.4	-49.6	1	1	0
Simpson Island	SI5b-74.3	SI5b(72.6 to 79.0)	SI5b-74.3-D	96.1	-51.3	1	1	100
Simpson Island	SI5b-75.4	SI5b(72.6 to 79.0)	SI5b-75.4-D	120.7	-47.8	1	1	0
Simpson Island	SI5b-75.4	SI5b(72.6 to 79.0)	SI5b-75.4-D	98.6	-50.1	1	1	100
Simpson Island	SI5b-76.0	SI5b(72.6 to 79.0)	SI5b-76.0-D	120.2	-44.1	1	1	0
Simpson Island	SI5b-76.0	SI5b(72.6 to 79.0)	SI5b-76.0-D	100.8	-46.7	1	1	100
Simpson Island	SI5b-76.2	SI5b(72.6 to 79.0)	SI5b-76.2-D	110.8	-44	1	1	0
Simpson Island	SI5b-76.2	SI5b(72.6 to 79.0)	SI5b-76.2-D	92.3	-43.6	1	1	100
Simpson Island	SI5b-116.6	SI5b(115.0 to 120.2)	SI5b-116.6-D	135.6	-49.7	1	1	0
Simpson Island	SI5b-116.6	SI5b(115.0 to 120.2)	SI5b-116.6-D	111.4	-56.6	1	1	100
Simpson Island	SI5b-116.90	SI5b(115.0 to 120.2)	SI5b-116.90a	136.2	-48.9	1	1	0
Simpson Island	SI5b-116.90	SI5b(115.0 to 120.2)	SI5b-116.90a	112.8	-56.1	1	1	100
Simpson Island	SI5b-117.0	SI5b(115.0 to 120.2)	SI5b-117.0-D	138.3	-47.4	1	1	0
Simpson Island	SI5b-117.0	SI5b(115.0 to 120.2)	SI5b-117.0-D	116.3	-55.4	1	1	100
Simpson Island	SI5b-117.05	SI5b(115.0 to 120.2)	SI5b-117.05a	134.1	-45	1	1	0
Simpson Island	SI5b-117.05	SI5b(115.0 to 120.2)	SI5b-117.05a	113.8	-52	1	1	100
Simpson Island	SI5b-117.1	SI5b(115.0 to 120.2)	SI5b-117.1-D	135.4	-44.8	1	1	0
Simpson Island	SI5b-117.1	SI5b(115.0 to 120.2)	SI5b-117.1-D	115.3	-52.2	1	1	100
Simpson Island	SI5b-117.15	SI5b(115.0 to 120.2)	SI5b-117.15-D	144.7	-52.2	1	1	0
Simpson Island	SI5b-117.15	SI5b(115.0 to 120.2)	SI5b-117.15-D	118.6	-61.7	1	1	100
Simpson Island	SI5b-117.4	SI5b(115.0 to 120.2)	SI5b-117.4-D	134.4	-52	1	1	0
Simpson Island	SI5b-117.4	SI5b(115.0 to 120.2)	SI5b-117.4-D	108	-58.2	1	1	100
Simpson Island	SI5b-117.90	SI5b(115.0 to 120.2)	SI5b-117.90a	140	-48.2	1	1	0
Simpson Island	SI5b-117.90	SI5b(115.0 to 120.2)	SI5b-117.90a	117.4	-56.6	1	1	100
Simpson Island	SI5b-118.25	SI5b(115.0 to 120.2)	SI5b-118.25-D	139.8	-45.9	1	1	0
Simpson Island	SI5b-118.25	SI5b(115.0 to 120.2)	SI5b-118.25-D	119	-54.8	1	1	100
Simpson Island	SI5b-133.3	SI5b(132.4 to 171.9)	SI5b-133.3-D	128.1	-51	1	1	0
Simpson Island	SI5b-133.3	SI5b(132.4 to 171.9)	SI5b-133.3-D	103	-55.3	1	1	100
Simpson Island	SI5b-133.4	SI5b(132.4 to 171.9)	SI5b-133.4-D	128.4	-49.4	1	1	0
Simpson Island	SI5b-133.4	SI5b(132.4 to 171.9)	SI5b-133.4-D	104.7	-54	1	1	100
Simpson Island	SI5b-146.00	SI5b(132.4 to 171.9)	SI5b-146.00a	177.3	-55.4	1	1	0
Simpson Island	SI5b-146.00	SI5b(132.4 to 171.9)	SI5b-146.00a	161.3	-72.9	1	1	100
Simpson Island	SI5b-146.3	SI5b(132.4 to 171.9)	SI5b-146.3-D	144.9	-60.9	1	1	0
Simpson Island	SI5b-146.3	SI5b(132.4 to 171.9)	SI5b-146.3-D	106.5	-68.7	1	1	100
Simpson Island	SI5b-146.5	SI5b(132.4 to 171.9)	SI5b-146.5-D	138	-56.8	1	1	0
Simpson Island	SI5b-146.5	SI5b(132.4 to 171.9)	SI5b-146.5-D	106.2	-63.3	1	1	100
Simpson Island	SI5b-159.7	SI5b(132.4 to 171.9)	SI5b-159.7-D	131.5	-57.5	1	1	0
Simpson Island	SI5b-159.7	SI5b(132.4 to 171.9)	SI5b-159.7-D	99	-61.8	1	1	100
Simpson Island	SI5b-159.9	SI5b(132.4 to 171.9)	SI5b-159.9-D	140.1	-51.5	1	1	0
Simpson Island	SI5b-159.9	SI5b(132.4 to 171.9)	SI5b-159.9-D	114.4	-59.6	1	1	100
Simpson Island	SI5b-160.00	SI5b(132.4 to 171.9)	SI5b-160.00a	125.8	-60.5	1	1	0
Simpson Island	SI5b-160.00	SI5b(132.4 to 171.9)	SI5b-160.00a	90.3	-62.2	1	1	100
Simpson Island	SI5b-184.2	SI5b(183.4 to 188.7)	SI5b-184.2-D	313.1	53.7	1	1	0
Simpson Island	SI5b-184.2	SI5b(183.4 to 188.7)	SI5b-184.2-D	284.9	59.1	1	1	100
Simpson Island	SI5b-184.3	SI5b(183.4 to 188.7)	SI5b-184.3-D	143.6	-53.3	1	1	0
Simpson Island	SI5b-184.3	SI5b(183.4 to 188.7)	SI5b-184.3-D	116.1	-62.2	1	1	100
Simpson Island	SI5b-184.5	SI5b(183.4 to 188.7)	SI5b-184.5-D	145.8	-53.3	1	1	0
Simpson Island	SI5b-184.5	SI5b(183.4 to 188.7)	SI5b-184.5-D	118.7	-62.9	1	1	100
Simpson Island	SI5b-185.7	SI5b(183.4 to 188.7)	SI5b-185.7-D	132.5	-51.2	1	1	0
Simpson Island	SI5b-185.7	SI5b(183.4 to 188.7)	SI5b-185.7-D	107	-56.9	1	1	100
Simpson Island	SI5b-186.2	SI5b(183.4 to 188.7)	SI5b-186.2-D	147.3	-52	1	1	0
Simpson Island	SI5b-186.2	SI5b(183.4 to 188.7)	SI5b-186.2-D	121.8	-62.3	1	1	100
Simpson Island	SI5b-186.5	SI5b(183.4 to 188.7)	SI5b-186.5-D	143.1	-51.2	1	1	0
Simpson Island	SI5b-186.5	SI5b(183.4 to 188.7)	SI5b-186.5-D	117.9	-60.3	1	1	100
Simpson Island	SI5b-198.3	SI5b(197.5 to 216.7)	SI5b-198.3-D	140.5	-61.5	1	1	0
Simpson Island	SI5b-198.3	SI5b(197.5 to 216.7)	SI5b-198.3-D	101.1	-67.8	1	1	100
Simpson Island	SI5b-198.6	SI5b(197.5 to 216.7)	SI5b-198.6-D	145.4	-72.7	1	1	0
Simpson Island	SI5b-198.6	SI5b(197.5 to 216.7)	SI5b-198.6-D	74.1	-75.4	1	1	100
Simpson Island	SI5b-198.8	SI5b(197.5 to 216.7)	SI5b-198.8-D	149.1	-62	1	1	0
Simpson Island	SI5b-198.8	SI5b(197.5 to 216.7)	SI5b-198.8-D	108.8	-70.9	1	1	100
Simpson Island	SI5b-212.4	SI5b(197.5 to 216.7)	SI5b-212.4-D	136.5	-59.6	1	1	0
Simpson Island	SI5b-212.4	SI5b(197.5 to 216.7)	SI5b-212.4-D	100.6	-65	1	1	100
Simpson Island	SI5b-214.0	SI5b(197.5 to 216.7)	SI5b-214.0-D	143.1	-64.6	1	1	0
Simpson Island	SI5b-214.0	SI5b(197.5 to 216.7)	SI5b-214.0-D	97.2	-70.8	1	1	100
Simpson Island	SI5b-214.2	SI5b(197.5 to 216.7)	SI5b-214.2-D	142.2	-61.5	1	1	0
Simpson Island	SI5b-214.2	SI5b(197.5 to 216.7)	SI5b-214.2-D	102.9	-68.3	1	1	100
Simpson Island	SI6-0.70	SI6(0.0 to 3.0)	SI6-0.70a	129.5	-53.4	1	1	0
Simpson Island	SI6-0.70	SI6(0.0 to 3.0)	SI6-0.70a	98.5	-59.1	1	1	100
Simpson Island	SI6-0.80	SI6(0.0 to 3.0)	SI6-0.80a	147.6	-56.4	1	1	0
Simpson Island	SI6-0.80	SI6(0.0 to 3.0)	SI6-0.80a	112.6	-67.9	1	1	100
Simpson Island	SI6-1.40	SI6(0.0 to 3.0)	SI6-1.40a	144.8	-51.6	1	1	0
Simpson Island	SI6-1.40	SI6(0.0 to 3.0)	SI6-1.40a	116.3	-63	1	1	100
Simpson Island	SI6-2.20	SI6(0.0 to 3.0)	SI6-2.20a	135.6	-52.7	1	1	0
Simpson Island	SI6-2.20	SI6(0.0 to 3.0)	SI6-2.20a	105.2	-60.7	1	1	100
Simpson Island	SI6-2.40	SI6(0.0 to 3.0)	SI6-2.40a	126	-60.9	1	1	0
Simpson Island	SI6-2.40	SI6(0.0 to 3.0)	SI6-2.40a	85.1	-63.5	1	1	100
Simpson Island	SI6-13.35	SI6(12.0 to 28.4)	SI6-13.35a	115.2	-60.8	1	1	0
Simpson Island	SI6-13.35	SI6(12.0 to 28.4)	SI6-13.35a	77.4	-59.7	1	1	100
Simpson Island	SI6-13.36	SI6(12.0 to 28.4)	SI6-13.36a	123	-63.9	1	1	0
Simpson Island	SI6-13.36	SI6(12.0 to 28.4)	SI6-13.36a	77.9	-64.4	1	1	100
Simpson Island	SI6-13.45	SI6(12.0 to 28.4)	SI6-13.45a	129.8	-66.2	1	1	0
Simpson Island	SI6-13.45	SI6(12.0 to 28.4)	SI6-13.45a	77.7	-68.2	1	1	100
Simpson Island	SI6-13.50	SI6(12.0 to 28.4)	SI6-13.50a	121.3	-62	1	1	0
Simpson Island	SI6-13.50	SI6(12.0 to 28.4)	SI6-13.50a	80.1	-62.7	1	1	100
Simpson Island	SI6-14.20	SI6(12.0 to 28.4)	SI6-14.20a	121.8	-62.5	1	1	0
Simpson Island	SI6-14.20	SI6(12.0 to 28.4)	SI6-14.20a	79.4	-63.2	1	1	100
Simpson Island	SI6-14.40	SI6(12.0 to 28.4)	SI6-14.40a	118.7	-58.4	1	1	0
Simpson Island	SI6-14.40	SI6(12.0 to 28.4)	SI6-14.40a	83.1	-59.1	1	1	100
Simpson Island	SI6-14.45	SI6(12.0 to 28.4)	SI6-14.45a	123.8	-62.7	1	1	0
Simpson Island	SI6-14.45	SI6(12.0 to 28.4)	SI6-14.45a	80.6	-64	1	1	100
Simpson Island	SI6-15.00	SI6(12.0 to 28.4)	SI6-15.00a	113.7	-65.4	1	1	0
Simpson Island	SI6-15.00	SI6(12.0 to 28.4)	SI6-15.00a	69.5	-62.5	1	1	100
Simpson Island	SI6-41.6	SI6(40.6 to 57.8)	SI6-41.6a	42.2	-51.4	1	1	0
Simpson Island	SI6-41.6	SI6(40.6 to 57.8)	SI6-41.6a	33	-32.9	1	1	100
Simpson Island	SI6-42.6	SI6(40.6 to 57.8)	SI6-42.6a	126.7	-55.9	1	1	0
Simpson Island	SI6-42.6	SI6(40.6 to 57.8)	SI6-42.6a	92.9	-60	1	1	100
Simpson Island	SI6-43.5	SI6(40.6 to 57.8)	SI6-43.5a	132.6	-66.2	1	1	0
Simpson Island	SI6-43.5	SI6(40.6 to 57.8)	SI6-43.5a	79.6	-69.1	1	1	100
Simpson Island	SI6-43.6	SI6(40.6 to 57.8)	SI6-43.6a	141.6	-57.6	1	1	0
Simpson Island	SI6-43.6	SI6(40.6 to 57.8)	SI6-43.6a	104.1	-66.6	1	1	100
Simpson Island	SI6-43.8	SI6(40.6 to 57.8)	SI6-43.8a	135.1	-56.8	1	1	0
Simpson Island	SI6-43.8	SI6(40.6 to 57.8)	SI6-43.8a	99.2	-63.8	1	1	100
Simpson Island	SI6-46.5	SI6(40.6 to 57.8)	SI6-46.5a	251.9	-81.7	1	1	0
Simpson Island	SI6-46.5	SI6(40.6 to 57.8)	SI6-46.5a	345.2	-71.3	1	1	100
Simpson Island	SI6-46.6	SI6(40.6 to 57.8)	SI6-46.6a	149	-56.8	1	1	0
Simpson Island	SI6-46.6	SI6(40.6 to 57.8)	SI6-46.6a	113.6	-68.7	1	1	100
Simpson Island	SI6-50.9	SI6(40.6 to 57.8)	SI6-50.9a	122.4	-59.7	1	1	0
Simpson Island	SI6-50.9	SI6(40.6 to 57.8)	SI6-50.9a	84.3	-61.4	1	1	100
Simpson Island	SI6-78.05	SI6(76.5 to 94.1)	SI6-78.05a	170.3	-67.4	1	1	0
Simpson Island	SI6-78.05	SI6(76.5 to 94.1)	SI6-78.05a	103	-82.9	1	1	100
Simpson Island	SI6-78.20	SI6(76.5 to 94.1)	SI6-78.20a	139.1	-62.4	1	1	0
Simpson Island	SI6-78.20	SI6(76.5 to 94.1)	SI6-78.20a	92.8	-69.1	1	1	100
Simpson Island	SI6-78.40	SI6(76.5 to 94.1)	SI6-78.40a	148.1	-61.8	1	1	0
Simpson Island	SI6-78.40	SI6(76.5 to 94.1)	SI6-78.40a	102.2	-72	1	1	100
Simpson Island	SI6-79.80	SI6(76.5 to 94.1)	SI6-79.80a	144	-58.2	1	1	0
Simpson Island	SI6-79.80	SI6(76.5 to 94.1)	SI6-79.80a	105.6	-68	1	1	100
Simpson Island	SI6-79.85	SI6(76.5 to 94.1)	SI6-79.85a	143	-59.8	1	1	0
Simpson Island	SI6-79.85	SI6(76.5 to 94.1)	SI6-79.85a	101.7	-68.7	1	1	100
Simpson Island	SI6-79.90	SI6(76.5 to 94.1)	SI6-79.90a	171.5	-56.3	1	1	0
Simpson Island	SI6-79.90	SI6(76.5 to 94.1)	SI6-79.90a	148.6	-75.1	1	1	100
Simpson Island	SI6-80.40	SI6(76.5 to 94.1)	SI6-80.40a	135.5	-58.4	1	1	0
Simpson Island	SI6-80.40	SI6(76.5 to 94.1)	SI6-80.40a	97	-65	1	1	100
Simpson Island	SI6-95.40	SI6(94.1 to 104.2)	SI6-95.40a	160.4	-66.9	1	1	0
Simpson Island	SI6-95.40	SI6(94.1 to 104.2)	SI6-95.40a	96.2	-79.3	1	1	100
Simpson Island	SI6-95.50	SI6(94.1 to 104.2)	SI6-95.50a	152.3	-65.4	1	1	0
Simpson Island	SI6-95.50	SI6(94.1 to 104.2)	SI6-95.50a	95.9	-75.6	1	1	100
Simpson Island	SI6-95.51	SI6(94.1 to 104.2)	SI6-95.51a	162.1	-60.5	1	1	0
Simpson Island	SI6-95.51	SI6(94.1 to 104.2)	SI6-95.51a	122.8	-76	1	1	100
Simpson Island	SI6-95.60	SI6(94.1 to 104.2)	SI6-95.60a	158.9	-65	1	1	0
Simpson Island	SI6-95.60	SI6(94.1 to 104.2)	SI6-95.60a	103.4	-77.7	1	1	100
Simpson Island	SI6-96.38	SI6(94.1 to 104.2)	SI6-96.38a	170.5	-68.9	1	1	0
Simpson Island	SI6-96.38	SI6(94.1 to 104.2)	SI6-96.38a	91.1	-83.4	1	1	100
Simpson Island	SI6-96.40	SI6(94.1 to 104.2)	SI6-96.40a	93.8	-51.3	1	1	0
Simpson Island	SI6-96.40	SI6(94.1 to 104.2)	SI6-96.40a	71	-45.1	1	1	100
Simpson Island	SI6-96.60	SI6(94.1 to 104.2)	SI6-96.60a	217.1	-58.6	1	1	0
Simpson Island	SI6-96.60	SI6(94.1 to 104.2)	SI6-96.60a	252.4	-74.1	1	1	100
