tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_class	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	FS-FD:SO-POM:SO-CMD-NORTH	34	Igneous : Extrusive	oriented core	-101	48.7453	Basalt	-87.6239	Lava Flow
This study	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	FS-FD:SO-POM:SO-CMD-NORTH	227	Igneous : Extrusive	oriented core	-93	48.7453	Basalt	-87.6239	Lava Flow
This study	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	FS-FD:SO-POM:SO-CMD-NORTH	213	Igneous : Extrusive	oriented core	-48	48.7453	Basalt	-87.6239	Lava Flow
This study	Simpson Island	SI8-D1	SI8(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	242	Intrusive : Igneous	oriented core	-73	48.7459	Diabase	-87.6215	Dike
This study	Simpson Island	SI8-D2	SI8(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	80	Intrusive : Igneous	oriented core	-15	48.7459	Diabase	-87.6215	Dike
This study	Simpson Island	SI8-D3	SI8(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	229	Intrusive : Igneous	oriented core	-30	48.7459	Diabase	-87.6215	Dike
This study	Simpson Island	SI8-D5	SI8(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	275	Intrusive : Igneous	oriented core	-28	48.7459	Diabase	-87.6215	Dike
This study	Simpson Island	SI8-D6	SI8(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	102	Intrusive : Igneous	oriented core	-46	48.7459	Diabase	-87.6215	Dike
This study	Simpson Island	SI8-D7	SI8(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	115	Intrusive : Igneous	oriented core	-51	48.7459	Diabase	-87.6215	Dike
This study	Simpson Island	SI8-D8	SI8(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	106	Intrusive : Igneous	oriented core	-59	48.7459	Diabase	-87.6215	Dike
This study	Simpson Island	SI8-D9	SI8(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	31	Intrusive : Igneous	oriented core	-44	48.7459	Diabase	-87.6215	Dike
This study	Simpson Island	SI9-3.90	SI9(0.0 to 9.2)	FS-FD:SO-POM:SO-CMD-NORTH	151	Igneous : Extrusive	oriented core	-43	48.7721	Basalt	-87.6222	Lava Flow
This study	Simpson Island	SI9-3.95	SI9(0.0 to 9.2)	FS-FD:SO-POM:SO-CMD-NORTH	153	Igneous : Extrusive	oriented core	-39	48.7721	Basalt	-87.6222	Lava Flow
This study	Simpson Island	SI9-4.00	SI9(0.0 to 9.2)	FS-FD:SO-POM:SO-CMD-NORTH	158	Igneous : Extrusive	oriented core	-42	48.7721	Basalt	-87.6222	Lava Flow
This study	Simpson Island	SI9-4.88	SI9(0.0 to 9.2)	FS-FD:SO-POM:SO-CMD-NORTH	301	Igneous : Extrusive	oriented core	-48	48.7721	Basalt	-87.6222	Lava Flow
This study	Simpson Island	SI9-4.80	SI9(0.0 to 9.2)	FS-FD:SO-POM:SO-CMD-NORTH	301	Igneous : Extrusive	oriented core	-48	48.7721	Basalt	-87.6222	Lava Flow
This study	Simpson Island	SI9-4.81	SI9(0.0 to 9.2)	FS-FD:SO-POM:SO-CMD-NORTH	339	Igneous : Extrusive	oriented core	-43	48.7721	Basalt	-87.6222	Lava Flow
This study	Simpson Island	SI9-6.50	SI9(0.0 to 9.2)	FS-FD:SO-POM:SO-CMD-NORTH	205	Igneous : Extrusive	oriented core	-82	48.7721	Basalt	-87.6222	Lava Flow
This study	Simpson Island	SI9-6.68	SI9(0.0 to 9.2)	FS-FD:SO-POM:SO-CMD-NORTH	327	Igneous : Extrusive	oriented core	-59	48.7721	Basalt	-87.6222	Lava Flow
This study	Simpson Island	SI9-6.70	SI9(0.0 to 9.2)	FS-FD:SO-POM:SO-CMD-NORTH	276	Igneous : Extrusive	oriented core	-17	48.7721	Basalt	-87.6222	Lava Flow
This study	Simpson Island	SI9-14.00	SI9(12.0 to 21.2)	FS-FD:SO-POM:SO-CMD-NORTH	185	Igneous : Extrusive	oriented core	-75	48.7718	Basalt	-87.6221	Lava Flow
This study	Simpson Island	SI9-14.20	SI9(12.0 to 21.2)	FS-FD:SO-POM:SO-CMD-NORTH	242	Igneous : Extrusive	oriented core	-22	48.7718	Basalt	-87.6221	Lava Flow
This study	Simpson Island	SI9-14.21	SI9(12.0 to 21.2)	FS-FD:SO-POM:SO-CMD-NORTH	54	Igneous : Extrusive	oriented core	-29	48.7718	Basalt	-87.6221	Lava Flow
This study	Simpson Island	SI9-14.50	SI9(12.0 to 21.2)	FS-FD:SO-POM:SO-CMD-NORTH	131	Igneous : Extrusive	oriented core	-76	48.7718	Basalt	-87.6221	Lava Flow
This study	Simpson Island	SI9-14.80	SI9(12.0 to 21.2)	FS-FD:SO-POM:SO-CMD-NORTH	35	Igneous : Extrusive	oriented core	-14	48.7718	Basalt	-87.6221	Lava Flow
This study	Simpson Island	SI9-15.30	SI9(12.0 to 21.2)	FS-FD:SO-POM:SO-CMD-NORTH	74	Igneous : Extrusive	oriented core	-30	48.7718	Basalt	-87.6221	Lava Flow
This study	Simpson Island	SI9-16.00	SI9(12.0 to 21.2)	FS-FD:SO-POM:SO-CMD-NORTH	127	Igneous : Extrusive	oriented core	-64	48.7718	Basalt	-87.6221	Lava Flow
This study	Simpson Island	SI9-16.10	SI9(12.0 to 21.2)	FS-FD:SO-POM:SO-CMD-NORTH	31	Igneous : Extrusive	oriented core	-22	48.7718	Basalt	-87.6221	Lava Flow
This study	Simpson Island	SI9-79.40	SI9(66.9 to 84.0)	FS-FD:SO-POM:SO-CMD-NORTH	267	Igneous : Extrusive	oriented core	-34	48.77	Basalt	-87.6203	Lava Flow
This study	Simpson Island	SI9-80.60	SI9(66.9 to 84.0)	FS-FD:SO-POM:SO-CMD-NORTH	247	Igneous : Extrusive	oriented core	-24	48.77	Basalt	-87.6203	Lava Flow
This study	Simpson Island	SI9-80.70	SI9(66.9 to 84.0)	FS-FD:SO-POM:SO-CMD-NORTH	329	Igneous : Extrusive	oriented core	-41	48.77	Basalt	-87.6203	Lava Flow
This study	Simpson Island	SI9-81.20	SI9(66.9 to 84.0)	FS-FD:SO-POM:SO-CMD-NORTH	279	Igneous : Extrusive	oriented core	-27	48.77	Basalt	-87.6203	Lava Flow
This study	Simpson Island	SI9-81.30	SI9(66.9 to 84.0)	FS-FD:SO-POM:SO-CMD-NORTH	6	Igneous : Extrusive	oriented core	-21	48.77	Basalt	-87.6203	Lava Flow
This study	Simpson Island	SI9-81.40	SI9(66.9 to 84.0)	FS-FD:SO-POM:SO-CMD-NORTH	217	Igneous : Extrusive	oriented core	-21	48.77	Basalt	-87.6203	Lava Flow
This study	Simpson Island	SI9-81.85	SI9(66.9 to 84.0)	FS-FD:SO-POM:SO-CMD-NORTH	197	Igneous : Extrusive	oriented core	-29	48.77	Basalt	-87.6203	Lava Flow
This study	Simpson Island	SI9-81.90	SI9(66.9 to 84.0)	FS-FD:SO-POM:SO-CMD-NORTH	202	Igneous : Extrusive	oriented core	-24	48.77	Basalt	-87.6203	Lava Flow
This study	Simpson Island	SI9-84.60	SI9(84.0 to 88.9)	FS-FD:SO-POM:SO-CMD-NORTH	217	Igneous : Extrusive	oriented core	-32	48.7696	Basalt	-87.6204	Lava Flow
This study	Simpson Island	SI9-84.70	SI9(84.0 to 88.9)	FS-FD:SO-POM:SO-CMD-NORTH	216	Igneous : Extrusive	oriented core	-44	48.7696	Basalt	-87.6204	Lava Flow
This study	Simpson Island	SI9-85.10	SI9(84.0 to 88.9)	FS-FD:SO-POM:SO-CMD-NORTH	168	Igneous : Extrusive	oriented core	-70	48.7696	Basalt	-87.6204	Lava Flow
This study	Simpson Island	SI9-85.15	SI9(84.0 to 88.9)	FS-FD:SO-POM:SO-CMD-NORTH	171	Igneous : Extrusive	oriented core	-73	48.7696	Basalt	-87.6204	Lava Flow
This study	Simpson Island	SI9-85.20	SI9(84.0 to 88.9)	FS-FD:SO-POM:SO-CMD-NORTH	197	Igneous : Extrusive	oriented core	-22	48.7696	Basalt	-87.6204	Lava Flow
This study	Simpson Island	SI9-85.40	SI9(84.0 to 88.9)	FS-FD:SO-POM:SO-CMD-NORTH	167	Igneous : Extrusive	oriented core	-52	48.7696	Basalt	-87.6204	Lava Flow
This study	Simpson Island	SI9-85.60	SI9(84.0 to 88.9)	FS-FD:SO-POM:SO-CMD-NORTH	192	Igneous : Extrusive	oriented core	-36	48.7696	Basalt	-87.6204	Lava Flow
This study	Simpson Island	SI9-85.64	SI9(84.0 to 88.9)	FS-FD:SO-POM:SO-CMD-NORTH	193	Igneous : Extrusive	oriented core	-30	48.7696	Basalt	-87.6204	Lava Flow
This study	Simpson Island	SI9-142.8	SI9(139.8 to 160.0)	FS-FD:SO-POM:SO-CMD-NORTH	242	Igneous : Extrusive	oriented core	-68	48.768	Basalt	-87.6192	Lava Flow
This study	Simpson Island	SI9-143.4	SI9(139.8 to 160.0)	FS-FD:SO-POM:SO-CMD-NORTH	215	Igneous : Extrusive	oriented core	-71	48.768	Basalt	-87.6192	Lava Flow
This study	Simpson Island	SI9-143.6	SI9(139.8 to 160.0)	FS-FD:SO-POM:SO-CMD-NORTH	294	Igneous : Extrusive	oriented core	-15	48.768	Basalt	-87.6192	Lava Flow
This study	Simpson Island	SI9-144.8	SI9(139.8 to 160.0)	FS-FD:SO-POM:SO-CMD-NORTH	262	Igneous : Extrusive	oriented core	-92	48.768	Basalt	-87.6192	Lava Flow
This study	Simpson Island	SI9-146.0	SI9(139.8 to 160.0)	FS-FD:SO-POM:SO-CMD-NORTH	249	Igneous : Extrusive	oriented core	-69	48.768	Basalt	-87.6192	Lava Flow
This study	Simpson Island	SI9-146.4	SI9(139.8 to 160.0)	FS-FD:SO-POM:SO-CMD-NORTH	210	Igneous : Extrusive	oriented core	-86	48.768	Basalt	-87.6192	Lava Flow
This study	Simpson Island	SI9-148.3	SI9(139.8 to 160.0)	FS-FD:SO-POM:SO-CMD-NORTH	151	Igneous : Extrusive	oriented core	-54	48.768	Basalt	-87.6192	Lava Flow
This study	Simpson Island	SI9-148.4	SI9(139.8 to 160.0)	FS-FD:SO-POM:SO-CMD-NORTH	148	Igneous : Extrusive	oriented core	-54	48.768	Basalt	-87.6192	Lava Flow
This study	Simpson Island	SI9-162.90	SI9(160.0 to 166.5)	FS-FD:SO-POM:SO-CMD-NORTH	193	Igneous : Extrusive	oriented core	-39	48.7676	Basalt	-87.6189	Lava Flow
This study	Simpson Island	SI9-163.50	SI9(160.0 to 166.5)	FS-FD:SO-POM:SO-CMD-NORTH	264	Igneous : Extrusive	oriented core	-20	48.7676	Basalt	-87.6189	Lava Flow
This study	Simpson Island	SI9-163.90	SI9(160.0 to 166.5)	FS-FD:SO-POM:SO-CMD-NORTH	360	Igneous : Extrusive	oriented core	-30	48.7676	Basalt	-87.6189	Lava Flow
This study	Simpson Island	SI9-164.10	SI9(160.0 to 166.5)	FS-FD:SO-POM:SO-CMD-NORTH	16	Igneous : Extrusive	oriented core	-9	48.7676	Basalt	-87.6189	Lava Flow
This study	Simpson Island	SI9-164.20	SI9(160.0 to 166.5)	FS-FD:SO-POM:SO-CMD-NORTH	240	Igneous : Extrusive	oriented core	-61	48.7676	Basalt	-87.6189	Lava Flow
This study	Simpson Island	SI9-164.25	SI9(160.0 to 166.5)	FS-FD:SO-POM:SO-CMD-NORTH	197	Igneous : Extrusive	oriented core	-58	48.7676	Basalt	-87.6189	Lava Flow
This study	Simpson Island	SI9-164.30	SI9(160.0 to 166.5)	FS-FD:SO-POM:SO-CMD-NORTH	175	Igneous : Extrusive	oriented core	-7	48.7676	Basalt	-87.6189	Lava Flow
This study	Simpson Island	SI9-164.4.0	SI9(160.0 to 166.5)	FS-FD:SO-POM:SO-CMD-NORTH	194	Igneous : Extrusive	oriented core	-22	48.7676	Basalt	-87.6189	Lava Flow
This study	Simpson Island	SI9-164.40	SI9(160.0 to 166.5)	FS-FD:SO-POM:SO-CMD-NORTH	194	Igneous : Extrusive	oriented core	-22	48.7676	Basalt	-87.6189	Lava Flow
This study	Simpson Island	SI9-166.9	SI9(166.5 to 171.4)	FS-FD:SO-POM:SO-CMD-NORTH	185	Igneous : Extrusive	oriented core	-48	48.7674	Basalt	-87.6185	Lava Flow
This study	Simpson Island	SI9-167.0	SI9(166.5 to 171.4)	FS-FD:SO-POM:SO-CMD-NORTH	319	Igneous : Extrusive	oriented core	-33	48.7674	Basalt	-87.6185	Lava Flow
This study	Simpson Island	SI9-167.1	SI9(166.5 to 171.4)	FS-FD:SO-POM:SO-CMD-NORTH	258	Igneous : Extrusive	oriented core	-48	48.7674	Basalt	-87.6185	Lava Flow
This study	Simpson Island	SI9-167.2	SI9(166.5 to 171.4)	FS-FD:SO-POM:SO-CMD-NORTH	245	Igneous : Extrusive	oriented core	-90	48.7674	Basalt	-87.6185	Lava Flow
This study	Simpson Island	SI9-167.3	SI9(166.5 to 171.4)	FS-FD:SO-POM:SO-CMD-NORTH	68	Igneous : Extrusive	oriented core	-26	48.7674	Basalt	-87.6185	Lava Flow
This study	Simpson Island	SI9-167.6	SI9(166.5 to 171.4)	FS-FD:SO-POM:SO-CMD-NORTH	121	Igneous : Extrusive	oriented core	-70	48.7674	Basalt	-87.6185	Lava Flow
This study	Simpson Island	SI9-167.7	SI9(166.5 to 171.4)	FS-FD:SO-POM:SO-CMD-NORTH	93	Igneous : Extrusive	oriented core	-57	48.7674	Basalt	-87.6185	Lava Flow
This study	Simpson Island	SI9-168.1	SI9(166.5 to 171.4)	FS-FD:SO-POM:SO-CMD-NORTH	149	Igneous : Extrusive	oriented core	-75	48.7674	Basalt	-87.6185	Lava Flow
This study	Simpson Island	SI9-173.0	SI9(171.4 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	191	Igneous : Extrusive	oriented core	-29	48.7672	Basalt	-87.619	Lava Flow
This study	Simpson Island	SI9-173.1	SI9(171.4 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	197	Igneous : Extrusive	oriented core	-32	48.7672	Basalt	-87.619	Lava Flow
This study	Simpson Island	SI9-173.3	SI9(171.4 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	276	Igneous : Extrusive	oriented core	-25	48.7672	Basalt	-87.619	Lava Flow
This study	Simpson Island	SI9-173.5	SI9(171.4 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	299	Igneous : Extrusive	oriented core	-29	48.7672	Basalt	-87.619	Lava Flow
This study	Simpson Island	SI9-173.6	SI9(171.4 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	323	Igneous : Extrusive	oriented core	-21	48.7672	Basalt	-87.619	Lava Flow
This study	Simpson Island	SI9-173.7	SI9(171.4 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	294	Igneous : Extrusive	oriented core	-34	48.7672	Basalt	-87.619	Lava Flow
This study	Simpson Island	SI9-173.8	SI9(171.4 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	280	Igneous : Extrusive	oriented core	-38	48.7672	Basalt	-87.619	Lava Flow
This study	Simpson Island	SI9-173.9	SI9(171.4 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	283	Igneous : Extrusive	oriented core	-37	48.7672	Basalt	-87.619	Lava Flow
This study	Simpson Island	SI9-315.30	SI9(312.1 to 321.0)	FS-FD:SO-POM:SO-CMD-NORTH	313	Igneous : Extrusive	oriented core	-17	48.7638	Basalt	-87.6176	Lava Flow
This study	Simpson Island	SI9-315.35	SI9(312.1 to 321.0)	FS-FD:SO-POM:SO-CMD-NORTH	353	Igneous : Extrusive	oriented core	-23	48.7638	Basalt	-87.6176	Lava Flow
This study	Simpson Island	SI9-315.40	SI9(312.1 to 321.0)	FS-FD:SO-POM:SO-CMD-NORTH	326	Igneous : Extrusive	oriented core	-38	48.7638	Basalt	-87.6176	Lava Flow
This study	Simpson Island	SI9-316.40	SI9(312.1 to 321.0)	FS-FD:SO-POM:SO-CMD-NORTH	7	Igneous : Extrusive	oriented core	-32	48.7638	Basalt	-87.6176	Lava Flow
This study	Simpson Island	SI9-316.80	SI9(312.1 to 321.0)	FS-FD:SO-POM:SO-CMD-NORTH	44	Igneous : Extrusive	oriented core	-41	48.7638	Basalt	-87.6176	Lava Flow
This study	Simpson Island	SI9-317.10	SI9(312.1 to 321.0)	FS-FD:SO-POM:SO-CMD-NORTH	12	Igneous : Extrusive	oriented core	-26	48.7638	Basalt	-87.6176	Lava Flow
This study	Simpson Island	SI9-317.60	SI9(312.1 to 321.0)	FS-FD:SO-POM:SO-CMD-NORTH	161	Igneous : Extrusive	oriented core	-59	48.7638	Basalt	-87.6176	Lava Flow
This study	Simpson Island	SI9-317.70	SI9(312.1 to 321.0)	FS-FD:SO-POM:SO-CMD-NORTH	121	Igneous : Extrusive	oriented core	-53	48.7638	Basalt	-87.6176	Lava Flow
This study	Simpson Island	SI9-337.4	SI9(336.4 to 353.8)	FS-FD:SO-POM:SO-CMD-NORTH	158	Igneous : Extrusive	oriented core	-17	48.7631	Basalt	-87.6151	Lava Flow
This study	Simpson Island	SI9-337.7	SI9(336.4 to 353.8)	FS-FD:SO-POM:SO-CMD-NORTH	127	Igneous : Extrusive	oriented core	-89	48.7631	Basalt	-87.6151	Lava Flow
This study	Simpson Island	SI9-337.8	SI9(336.4 to 353.8)	FS-FD:SO-POM:SO-CMD-NORTH	118	Igneous : Extrusive	oriented core	-75	48.7631	Basalt	-87.6151	Lava Flow
This study	Simpson Island	SI9-337.9	SI9(336.4 to 353.8)	FS-FD:SO-POM:SO-CMD-NORTH	132	Igneous : Extrusive	oriented core	-76	48.7631	Basalt	-87.6151	Lava Flow
This study	Simpson Island	SI9-338.3	SI9(336.4 to 353.8)	FS-FD:SO-POM:SO-CMD-NORTH	158	Igneous : Extrusive	oriented core	-28	48.7631	Basalt	-87.6151	Lava Flow
This study	Simpson Island	SI9-338.5	SI9(336.4 to 353.8)	FS-FD:SO-POM:SO-CMD-NORTH	129	Igneous : Extrusive	oriented core	-37	48.7631	Basalt	-87.6151	Lava Flow
This study	Simpson Island	SI9-340.2	SI9(336.4 to 353.8)	FS-FD:SO-POM:SO-CMD-NORTH	196	Igneous : Extrusive	oriented core	-30	48.7631	Basalt	-87.6151	Lava Flow
This study	Simpson Island	SI9-340.3	SI9(336.4 to 353.8)	FS-FD:SO-POM:SO-CMD-NORTH	244	Igneous : Extrusive	oriented core	-21	48.7631	Basalt	-87.6151	Lava Flow
This study	Simpson Island	SI9-376.9	SI9(375.9 to 381.0)	FS-FD:SO-POM:SO-CMD-NORTH	127	Igneous : Extrusive	oriented core	-78	48.7623	Basalt	-87.6142	Lava Flow
This study	Simpson Island	SI9-377.0	SI9(375.9 to 381.0)	FS-FD:SO-POM:SO-CMD-NORTH	135	Igneous : Extrusive	oriented core	-80	48.7623	Basalt	-87.6142	Lava Flow
This study	Simpson Island	SI9-377.3	SI9(375.9 to 381.0)	FS-FD:SO-POM:SO-CMD-NORTH	158	Igneous : Extrusive	oriented core	-83	48.7623	Basalt	-87.6142	Lava Flow
This study	Simpson Island	SI9-377.4	SI9(375.9 to 381.0)	FS-FD:SO-POM:SO-CMD-NORTH	156	Igneous : Extrusive	oriented core	-79	48.7623	Basalt	-87.6142	Lava Flow
This study	Simpson Island	SI9-377.5	SI9(375.9 to 381.0)	FS-FD:SO-POM:SO-CMD-NORTH	54	Igneous : Extrusive	oriented core	-84	48.7623	Basalt	-87.6142	Lava Flow
This study	Simpson Island	SI9-377.6	SI9(375.9 to 381.0)	FS-FD:SO-POM:SO-CMD-NORTH	161	Igneous : Extrusive	oriented core	-82	48.7623	Basalt	-87.6142	Lava Flow
This study	Simpson Island	SI9-377.7	SI9(375.9 to 381.0)	FS-FD:SO-POM:SO-CMD-NORTH	162	Igneous : Extrusive	oriented core	-81	48.7623	Basalt	-87.6142	Lava Flow
This study	Simpson Island	SI9-377.8	SI9(375.9 to 381.0)	FS-FD:SO-POM:SO-CMD-NORTH	148	Igneous : Extrusive	oriented core	-91	48.7623	Basalt	-87.6142	Lava Flow
This study	Simpson Island	SI9-390.20	SI9(387.6 to 395.3)	FS-FD:SO-POM:SO-CMD-NORTH	252	Igneous : Extrusive	oriented core	-93	48.762	Basalt	-87.614	Lava Flow
This study	Simpson Island	SI9-390.30	SI9(387.6 to 395.3)	FS-FD:SO-POM:SO-CMD-NORTH	264	Igneous : Extrusive	oriented core	-84	48.762	Basalt	-87.614	Lava Flow
This study	Simpson Island	SI9-390.90	SI9(387.6 to 395.3)	FS-FD:SO-POM:SO-CMD-NORTH	202	Igneous : Extrusive	oriented core	-66	48.762	Basalt	-87.614	Lava Flow
This study	Simpson Island	SI9-391.00	SI9(387.6 to 395.3)	FS-FD:SO-POM:SO-CMD-NORTH	116	Igneous : Extrusive	oriented core	-61	48.762	Basalt	-87.614	Lava Flow
This study	Simpson Island	SI9-391.10	SI9(387.6 to 395.3)	FS-FD:SO-POM:SO-CMD-NORTH	209	Igneous : Extrusive	oriented core	-65	48.762	Basalt	-87.614	Lava Flow
This study	Simpson Island	SI9-391.50	SI9(387.6 to 395.3)	FS-FD:SO-POM:SO-CMD-NORTH	181	Igneous : Extrusive	oriented core	-35	48.762	Basalt	-87.614	Lava Flow
This study	Simpson Island	SI9-391.51	SI9(387.6 to 395.3)	FS-FD:SO-POM:SO-CMD-NORTH	193	Igneous : Extrusive	oriented core	-36	48.762	Basalt	-87.614	Lava Flow
This study	Simpson Island	SI9-392.30	SI9(387.6 to 395.3)	FS-FD:SO-POM:SO-CMD-NORTH	57	Igneous : Extrusive	oriented core	-20	48.762	Basalt	-87.614	Lava Flow
This study	Simpson Island	SI9-396.10	SI9(395.3 to 399.3)	FS-FD:SO-POM:SO-CMD-NORTH	355	Igneous : Extrusive	oriented core	-14	48.7617	Basalt	-87.6137	Lava Flow
This study	Simpson Island	SI9-396.11	SI9(395.3 to 399.3)	FS-FD:SO-POM:SO-CMD-NORTH	351	Igneous : Extrusive	oriented core	-15	48.7617	Basalt	-87.6137	Lava Flow
This study	Simpson Island	SI9-396.50	SI9(395.3 to 399.3)	FS-FD:SO-POM:SO-CMD-NORTH	244	Igneous : Extrusive	oriented core	-68	48.7617	Basalt	-87.6137	Lava Flow
This study	Simpson Island	SI9-396.51	SI9(395.3 to 399.3)	FS-FD:SO-POM:SO-CMD-NORTH	247	Igneous : Extrusive	oriented core	-64	48.7617	Basalt	-87.6137	Lava Flow
This study	Simpson Island	SI9-396.60	SI9(395.3 to 399.3)	FS-FD:SO-POM:SO-CMD-NORTH	157	Igneous : Extrusive	oriented core	-63	48.7617	Basalt	-87.6137	Lava Flow
This study	Simpson Island	SI9-396.80	SI9(395.3 to 399.3)	FS-FD:SO-POM:SO-CMD-NORTH	224	Igneous : Extrusive	oriented core	-42	48.7617	Basalt	-87.6137	Lava Flow
This study	Simpson Island	SI9-396.85	SI9(395.3 to 399.3)	FS-FD:SO-POM:SO-CMD-NORTH	217	Igneous : Extrusive	oriented core	-32	48.7617	Basalt	-87.6137	Lava Flow
This study	Simpson Island	SI9-396.90	SI9(395.3 to 399.3)	FS-FD:SO-POM:SO-CMD-NORTH	219	Igneous : Extrusive	oriented core	-24	48.7617	Basalt	-87.6137	Lava Flow
This study	Simpson Island	SI9-D1	SI9(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	286	Intrusive : Igneous	oriented core	-45	48.7718	Diabase	-87.6221	Dike
This study	Simpson Island	SI9-D2	SI9(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	349	Intrusive : Igneous	oriented core	-35	48.7718	Diabase	-87.6221	Dike
This study	Simpson Island	SI9-D3	SI9(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	349	Intrusive : Igneous	oriented core	-37	48.7718	Diabase	-87.6221	Dike
This study	Simpson Island	SI9-D4	SI9(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	273	Intrusive : Igneous	oriented core	-93	48.7718	Diabase	-87.6221	Dike
This study	Simpson Island	SI9-D5	SI9(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	335	Intrusive : Igneous	oriented core	-41	48.7718	Diabase	-87.6221	Dike
This study	Simpson Island	SI9-D6	SI9(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	12	Intrusive : Igneous	oriented core	-47	48.7718	Diabase	-87.6221	Dike
This study	Simpson Island	SI9-D7	SI9(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	38	Intrusive : Igneous	oriented core	-77	48.7718	Diabase	-87.6221	Dike
This study	Simpson Island	SI9-D8	SI9(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	251	Intrusive : Igneous	oriented core	-34	48.7718	Diabase	-87.6221	Dike
This study	Simpson Island	SI9-D9	SI9(D1-D9)	FS-FD:SO-POM:SO-CMD-NORTH	11	Intrusive : Igneous	oriented core	-36	48.7718	Diabase	-87.6221	Dike
This study	Simpson Island	SI9-D10	SI9(D10 to D18)	FS-FD:SO-POM:SO-CMD-NORTH	202	Intrusive : Igneous	oriented core	-46	48.7657	Diabase	-87.618	Dike
This study	Simpson Island	SI9-D11	SI9(D10 to D18)	FS-FD:SO-POM:SO-CMD-NORTH	153	Intrusive : Igneous	oriented core	-35	48.7657	Diabase	-87.618	Dike
This study	Simpson Island	SI9-D12	SI9(D10 to D18)	FS-FD:SO-POM:SO-CMD-NORTH	38	Intrusive : Igneous	oriented core	-28	48.7657	Diabase	-87.618	Dike
This study	Simpson Island	SI9-D13	SI9(D10 to D18)	FS-FD:SO-POM:SO-CMD-NORTH	52	Intrusive : Igneous	oriented core	-19	48.7657	Diabase	-87.618	Dike
This study	Simpson Island	SI9-D14	SI9(D10 to D18)	FS-FD:SO-POM:SO-CMD-NORTH	72	Intrusive : Igneous	oriented core	-46	48.7657	Diabase	-87.618	Dike
This study	Simpson Island	SI9-D15	SI9(D10 to D18)	FS-FD:SO-POM:SO-CMD-NORTH	69	Intrusive : Igneous	oriented core	-47	48.7657	Diabase	-87.618	Dike
This study	Simpson Island	SI9-D16	SI9(D10 to D18)	FS-FD:SO-POM:SO-CMD-NORTH	68	Intrusive : Igneous	oriented core	-53	48.7657	Diabase	-87.618	Dike
This study	Simpson Island	SI9-D17	SI9(D10 to D18)	FS-FD:SO-POM:SO-CMD-NORTH	153	Intrusive : Igneous	oriented core	-65	48.7657	Diabase	-87.618	Dike
This study	Simpson Island	SI9-D18	SI9(D10 to D18)	FS-FD:SO-POM:SO-CMD-NORTH	179	Intrusive : Igneous	oriented core	-80	48.7657	Diabase	-87.618	Dike
