tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_instrument_codes	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_dec	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	Simpson Island	SI3-20.45	SI3(20.1 to 28.9)	SI3-20.45-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T	116.7	-67.8	0.4	9	100
This study	Simpson Island	SI3-21.30	SI3(20.1 to 28.9)	SI3-21.30a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T	135.1	-61.7	0.5	9	0
This study	Simpson Island	SI3-21.30	SI3(20.1 to 28.9)	SI3-21.30a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T	102.8	-68.3	0.5	9	100
This study	Simpson Island	SI3-21.35	SI3(20.1 to 28.9)	SI3-21.35-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	143.5	-63.3	0.5	8	0
This study	Simpson Island	SI3-21.35	SI3(20.1 to 28.9)	SI3-21.35-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	109.3	-71.8	0.5	8	100
This study	Simpson Island	SI3-22.30	SI3(20.1 to 28.9)	SI3-22.30a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.01	T	134.7	-59	0.4	8	0
This study	Simpson Island	SI3-22.30	SI3(20.1 to 28.9)	SI3-22.30a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.01	T	106.4	-65.8	0.4	8	100
This study	Simpson Island	SI3-22.35	SI3(20.1 to 28.9)	SI3-22.35a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.015	T	139.9	-58	0.5	8	0
This study	Simpson Island	SI3-22.35	SI3(20.1 to 28.9)	SI3-22.35a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.015	T	113.4	-66.4	0.5	8	100
This study	Simpson Island	SI3-22.35	SI3(20.1 to 28.9)	SI3-22.35-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	142.1	-61.1	0.6	8	0
This study	Simpson Island	SI3-22.35	SI3(20.1 to 28.9)	SI3-22.35-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	111.5	-69.6	0.6	8	100
This study	Simpson Island	SI3-22.60	SI3(20.1 to 28.9)	SI3-22.60a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.01	T	149.6	-63	0.5	9	0
This study	Simpson Island	SI3-22.60	SI3(20.1 to 28.9)	SI3-22.60a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.01	T	117.5	-73.1	0.5	9	100
This study	Simpson Island	SI3-22.60	SI3(20.1 to 28.9)	SI3-22.6-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.01	T	142.4	-63.4	0.7	9	0
This study	Simpson Island	SI3-22.60	SI3(20.1 to 28.9)	SI3-22.6-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.01	T	107.9	-71.6	0.7	9	100
This study	Simpson Island	SI3-22.65	SI3(20.1 to 28.9)	SI3-22.65a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.01	T	140.3	-61.1	0.7	9	0
This study	Simpson Island	SI3-22.65	SI3(20.1 to 28.9)	SI3-22.65a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.01	T	109.5	-69.1	0.7	9	100
This study	Simpson Island	SI3-27.90	SI3(20.1 to 28.9)	SI3-27.90a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	139.7	-65.8	0.6	8	0
This study	Simpson Island	SI3-27.90	SI3(20.1 to 28.9)	SI3-27.90a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	100.2	-72.6	0.6	8	100
This study	Simpson Island	SI3-27.90	SI3(20.1 to 28.9)	SI3-27.9-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T	142.7	-65.4	0.6	9	0
This study	Simpson Island	SI3-27.90	SI3(20.1 to 28.9)	SI3-27.9-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T	104	-73.2	0.6	9	100
This study	Simpson Island	SI3-37.80	SI3(36.9 to 48.4)	SI3-37.80a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	126	-61.4	0.6	7	0
This study	Simpson Island	SI3-37.80	SI3(36.9 to 48.4)	SI3-37.80a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	94.3	-65.5	0.6	7	100
This study	Simpson Island	SI3-37.80	SI3(36.9 to 48.4)	SI3-37.8-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	123.8	-57.9	0.4	8	0
This study	Simpson Island	SI3-37.80	SI3(36.9 to 48.4)	SI3-37.8-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	96.6	-61.9	0.4	8	100
This study	Simpson Island	SI3-37.85	SI3(36.9 to 48.4)	SI3-37.85a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	142.9	-59.5	0.7	7	0
This study	Simpson Island	SI3-37.85	SI3(36.9 to 48.4)	SI3-37.85a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	114.8	-68.5	0.7	7	100
This study	Simpson Island	SI3-37.85	SI3(36.9 to 48.4)	SI3-37.85-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	150.5	-61.4	0.6	8	0
This study	Simpson Island	SI3-37.85	SI3(36.9 to 48.4)	SI3-37.85-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	121.4	-72.1	0.6	8	100
This study	Simpson Island	SI3-38.70	SI3(36.9 to 48.4)	SI3-38.70a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T	129.8	-66.9	0.3	10	0
This study	Simpson Island	SI3-38.70	SI3(36.9 to 48.4)	SI3-38.70a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T	88.3	-70.8	0.3	10	100
This study	Simpson Island	SI3-38.70	SI3(36.9 to 48.4)	SI3-38.7-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	137.1	-69.8	0.2	8	0
This study	Simpson Island	SI3-38.70	SI3(36.9 to 48.4)	SI3-38.7-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	87.3	-74.7	0.2	8	100
This study	Simpson Island	SI3-38.80	SI3(36.9 to 48.4)	SI3-38.80a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	123.1	-63.5	0.3	8	0
This study	Simpson Island	SI3-38.80	SI3(36.9 to 48.4)	SI3-38.80a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	88.6	-66.4	0.3	8	100
This study	Simpson Island	SI3-38.80	SI3(36.9 to 48.4)	SI3-38.8-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	137.2	-66.1	0.4	8	0
This study	Simpson Island	SI3-38.80	SI3(36.9 to 48.4)	SI3-38.8-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	96.7	-72.2	0.4	8	100
This study	Simpson Island	SI3-39.80	SI3(36.9 to 48.4)	SI3-39.80a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	153.6	-64.7	0.2	8	0
This study	Simpson Island	SI3-39.80	SI3(36.9 to 48.4)	SI3-39.80a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	118.9	-75.6	0.2	8	100
This study	Simpson Island	SI3-39.80	SI3(36.9 to 48.4)	SI3-39.8-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	138.9	-65.8	0.3	8	0
This study	Simpson Island	SI3-39.80	SI3(36.9 to 48.4)	SI3-39.8-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	99.3	-72.5	0.3	8	100
This study	Simpson Island	SI3-39.82	SI3(36.9 to 48.4)	SI3-39.82a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	138.2	-63.5	0.3	8	0
This study	Simpson Island	SI3-39.82	SI3(36.9 to 48.4)	SI3-39.82a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	103.1	-70.5	0.3	8	100
This study	Simpson Island	SI3-39.82	SI3(36.9 to 48.4)	SI3-39.82-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	133	-65.7	0.3	8	0
This study	Simpson Island	SI3-39.82	SI3(36.9 to 48.4)	SI3-39.82-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	93.7	-70.8	0.3	8	100
This study	Simpson Island	SI3-58.00	SI3(55.8 to 60.9)	SI3-58.00a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	147.6	-61.8	0.4	7	0
This study	Simpson Island	SI3-58.00	SI3(55.8 to 60.9)	SI3-58.00a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	117.2	-71.6	0.4	7	100
This study	Simpson Island	SI3-58.00	SI3(55.8 to 60.9)	SI3-58.0-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	146.6	-61	0.3	8	0
This study	Simpson Island	SI3-58.00	SI3(55.8 to 60.9)	SI3-58.0-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	117.1	-70.8	0.3	8	100
This study	Simpson Island	SI3-58.02	SI3(55.8 to 60.9)	SI3-58.02a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	143.7	-65	0.3	7	0
This study	Simpson Island	SI3-58.02	SI3(55.8 to 60.9)	SI3-58.02a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	106.3	-73.2	0.3	7	100
This study	Simpson Island	SI3-58.02	SI3(55.8 to 60.9)	SI3-58.02-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	145.3	-61	0.3	8	0
This study	Simpson Island	SI3-58.02	SI3(55.8 to 60.9)	SI3-58.02-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	115.5	-70.4	0.3	8	100
This study	Simpson Island	SI3-58.04	SI3(55.8 to 60.9)	SI3-58.04a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	123.1	-62	0.5	7	0
This study	Simpson Island	SI3-58.04	SI3(55.8 to 60.9)	SI3-58.04a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	90.9	-65.2	0.5	7	100
This study	Simpson Island	SI3-58.04	SI3(55.8 to 60.9)	SI3-58.04-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	122.5	-62	0.6	8	0
This study	Simpson Island	SI3-58.04	SI3(55.8 to 60.9)	SI3-58.04-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	90.4	-65	0.6	8	100
This study	Simpson Island	SI3-59.70	SI3(55.8 to 60.9)	SI3-59.70a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T	130.3	-64.5	0.9	6	0
This study	Simpson Island	SI3-59.70	SI3(55.8 to 60.9)	SI3-59.70a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T	93.5	-69.1	0.9	6	100
This study	Simpson Island	SI3-59.70	SI3(55.8 to 60.9)	SI3-59.7-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	132.6	-63.5	0.4	8	0
This study	Simpson Island	SI3-59.70	SI3(55.8 to 60.9)	SI3-59.7-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T	97.3	-69	0.4	8	100
This study	Simpson Island	SI3-59.80	SI3(55.8 to 60.9)	SI3-59.80a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T	151.2	-60.2	0.4	6	0
This study	Simpson Island	SI3-59.80	SI3(55.8 to 60.9)	SI3-59.80a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T	124.5	-71.2	0.4	6	100
This study	Simpson Island	SI3-59.80	SI3(55.8 to 60.9)	SI3-59.8-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T	151.8	-62.2	0.6	7	0
This study	Simpson Island	SI3-59.80	SI3(55.8 to 60.9)	SI3-59.8-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T	121.8	-73.1	0.6	7	100
This study	Simpson Island	SI3-59.80	SI3(55.8 to 60.9)	SI3-59.90a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T	138.5	-66	0.4	6	0
This study	Simpson Island	SI3-59.80	SI3(55.8 to 60.9)	SI3-59.90a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T	98.3	-72.5	0.4	6	100
This study	Simpson Island	SI3-59.90	SI3(55.8 to 60.9)	SI3-59.9-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T	143.8	-64.7	0.7	7	0
This study	Simpson Island	SI3-59.90	SI3(55.8 to 60.9)	SI3-59.9-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T	106.9	-73	0.7	7	100
This study	Simpson Island	SI3-103.4	SI3(103.3 to 110.3)	SI3-103.4-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	137.1	-69.6	1.1	8	0
This study	Simpson Island	SI3-103.4	SI3(103.3 to 110.3)	SI3-103.4-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	87.5	-74.7	1.1	8	100
This study	Simpson Island	SI3-103.5	SI3(103.3 to 110.3)	SI3-103.5-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.08	T	128.1	-71.2	1.5	5	0
This study	Simpson Island	SI3-103.5	SI3(103.3 to 110.3)	SI3-103.5-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.08	T	76.4	-73.2	1.5	5	100
This study	Simpson Island	SI3-103.9	SI3(103.3 to 110.3)	SI3-103.9-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.025	T	124.3	-63.3	1.1	7	0
This study	Simpson Island	SI3-103.9	SI3(103.3 to 110.3)	SI3-103.9-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.025	T	90	-66.6	1.1	7	100
This study	Simpson Island	SI3-103.95	SI3(103.3 to 110.3)	SI3-103.95-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	123.2	-67.5	0.8	8	0
This study	Simpson Island	SI3-103.95	SI3(103.3 to 110.3)	SI3-103.95-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	81.6	-69.5	0.8	8	100
This study	Simpson Island	SI3-104.3	SI3(103.3 to 110.3)	SI3-104.3-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.025	T	110.6	-54.1	0.2	7	0
This study	Simpson Island	SI3-104.3	SI3(103.3 to 110.3)	SI3-104.3-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.025	T	87.8	-55	0.2	7	100
This study	Simpson Island	SI3-104.4	SI3(103.3 to 110.3)	SI3-104.4-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.145	0.03	T	119.3	-68.4	0.7	9	0
This study	Simpson Island	SI3-104.4	SI3(103.3 to 110.3)	SI3-104.4-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.145	0.03	T	77.1	-69.1	0.7	9	100
This study	Simpson Island	SI3-126.9	SI3(124.8 to 130.4)	SI3-126.9-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	124.6	-64.9	0.3	8	0
This study	Simpson Island	SI3-126.9	SI3(124.8 to 130.4)	SI3-126.9-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	87.7	-67.9	0.3	8	100
This study	Simpson Island	SI3-127.1	SI3(124.8 to 130.4)	SI3-127.1-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T	118.4	-66.2	0.5	8	0
This study	Simpson Island	SI3-127.1	SI3(124.8 to 130.4)	SI3-127.1-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T	80.4	-67.2	0.5	8	100
This study	Simpson Island	SI3-127.3	SI3(124.8 to 130.4)	SI3-127.3-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T	119.2	-60.6	0.4	8	0
This study	Simpson Island	SI3-127.3	SI3(124.8 to 130.4)	SI3-127.3-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T	89.1	-63	0.4	8	100
This study	Simpson Island	SI3-129.3	SI3(124.8 to 130.4)	SI3-129.3-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	104.2	-58.3	0.3	8	0
This study	Simpson Island	SI3-129.3	SI3(124.8 to 130.4)	SI3-129.3-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	78.6	-57	0.3	8	100
This study	Simpson Island	SI3-129.45	SI3(124.8 to 130.4)	SI3-129.45-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T	105.9	-64.6	0.4	8	0
This study	Simpson Island	SI3-129.45	SI3(124.8 to 130.4)	SI3-129.45-D	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T	73.2	-62.7	0.4	8	100
This study	Simpson Island	SI3-D1	SI3(D1 to D10)	SI3-D1a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	306.6	50	1.8	7	0
This study	Simpson Island	SI3-D1	SI3(D1 to D10)	SI3-D1a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	286.6	55.7	1.8	7	100
This study	Simpson Island	SI3-D2	SI3(D1 to D10)	SI3-D2a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	308.5	49.7	1	7	0
This study	Simpson Island	SI3-D2	SI3(D1 to D10)	SI3-D2a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	288.8	56	1	7	100
This study	Simpson Island	SI3-D4	SI3(D1 to D10)	SI3-D4a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.03	0.005	T	296.8	46.8	1.3	7	0
This study	Simpson Island	SI3-D4	SI3(D1 to D10)	SI3-D4a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.03	0.005	T	278.9	50.2	1.3	7	100
This study	Simpson Island	SI3-D5	SI3(D1 to D10)	SI3-D5a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.03	0.005	T	312.8	47.5	0.7	7	0
This study	Simpson Island	SI3-D5	SI3(D1 to D10)	SI3-D5a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.03	0.005	T	295	55.1	0.7	7	100
This study	Simpson Island	SI3-D6	SI3(D1 to D10)	SI3-D6a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	312.7	49.1	0.7	7	0
This study	Simpson Island	SI3-D6	SI3(D1 to D10)	SI3-D6a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	293.8	56.5	0.7	7	100
This study	Simpson Island	SI3-D7	SI3(D1 to D10)	SI3-D7a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	306.7	49.5	1.4	7	0
This study	Simpson Island	SI3-D7	SI3(D1 to D10)	SI3-D7a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	287.2	55.4	1.4	7	100
This study	Simpson Island	SI3-D9	SI3(D1 to D10)	SI3-D9a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	300.3	43.3	1.2	7	0
This study	Simpson Island	SI3-D9	SI3(D1 to D10)	SI3-D9a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T	284.5	47.8	1.2	7	100
This study	Simpson Island	SI3-D10	SI3(D1 to D10)	SI3-D10a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.01	T	299.3	40.6	2	7	0
This study	Simpson Island	SI3-D10	SI3(D1 to D10)	SI3-D10a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.01	T	284.9	45	2	7	100
This study	Simpson Island	SI4-1.9	SI4(0.0 to 13.8)	SI4-1.9a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T	155.2	-59.7	0.6	9	0
This study	Simpson Island	SI4-1.9	SI4(0.0 to 13.8)	SI4-1.9a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.015	T	125	-72.5	0.6	9	100
This study	Simpson Island	SI4-2.5	SI4(0.0 to 13.8)	SI4-2.5a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	159.5	-59.6	0.4	8	0
This study	Simpson Island	SI4-2.5	SI4(0.0 to 13.8)	SI4-2.5a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	131.3	-73.6	0.4	8	100
This study	Simpson Island	SI4-3.2	SI4(0.0 to 13.8)	SI4-3.2a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	143.2	-61.7	0.3	8	0
This study	Simpson Island	SI4-3.2	SI4(0.0 to 13.8)	SI4-3.2a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	106.2	-70.6	0.3	8	100
This study	Simpson Island	SI4-4.5	SI4(0.0 to 13.8)	SI4-4.5a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	159.2	-60.4	0.6	8	0
This study	Simpson Island	SI4-4.5	SI4(0.0 to 13.8)	SI4-4.5a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	129.6	-74.1	0.6	8	100
This study	Simpson Island	SI4-4.6	SI4(0.0 to 13.8)	SI4-4.6a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	154.2	-61	0.3	8	0
This study	Simpson Island	SI4-4.6	SI4(0.0 to 13.8)	SI4-4.6a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	121.1	-73.3	0.3	8	100
This study	Simpson Island	SI4-6.4	SI4(0.0 to 13.8)	SI4-6.4a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	144.2	-61.7	0.3	8	0
This study	Simpson Island	SI4-6.4	SI4(0.0 to 13.8)	SI4-6.4a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	107.6	-70.8	0.3	8	100
This study	Simpson Island	SI4-14.0	SI4(13.8 to 20.2)	SI4-14.0a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	155.2	-63.8	0.6	8	0
This study	Simpson Island	SI4-14.0	SI4(13.8 to 20.2)	SI4-14.0a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	115.7	-75.8	0.6	8	100
This study	Simpson Island	SI4-15.1	SI4(13.8 to 20.2)	SI4-15.1a	IRM-SRM-U	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T	148.8	-61	0.3	8	0
