tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	treatment_ac_field	treatment_temp
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:39:14.00	-5.857583933	g	-8.141930567	6.54E-06	1000460	0.47	u	0.001	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:39:29.00	-8.518967682	g	-19.35442689	7.34E-06	1000461	0.67	u	0.001	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:39:43.00	0.521257437	g	-63.81730293	3.74E-06	1000462	0.87	u	0.001	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:43:57.00	64.105104	g	-79.90670583	1.15E-06	1000463	0.07	u	0.0015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:44:12.00	-4.110832305	g	0.11078699	4.87E-06	1000464	0.27	u	0.0015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:44:26.00	-5.870265404	g	-8.178257874	6.54E-06	1000465	0.47	u	0.0015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:44:41.00	-8.525724389	g	-19.35816359	7.34E-06	1000466	0.67	u	0.0015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:44:55.00	0.510143422	g	-63.80979631	3.74E-06	1000467	0.87	u	0.0015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:49:10.00	64.25136207	g	-79.93595303	1.15E-06	1000468	0.07	u	0.002	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:49:24.00	-4.128026908	g	0.14948906	4.87E-06	1000469	0.27	u	0.002	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:49:39.00	-5.890729829	g	-8.179729358	6.54E-06	1000470	0.47	u	0.002	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:49:53.00	-8.521607208	g	-19.35642839	7.34E-06	1000471	0.67	u	0.002	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:50:08.00	0.504210424	g	-63.8215782	3.74E-06	1000472	0.87	u	0.002	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:55:04.00	64.09483761	g	-79.94237904	1.15E-06	1000473	0.07	u	0.0025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:55:19.00	-4.153294729	g	0.153817491	4.87E-06	1000474	0.27	u	0.0025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:55:34.00	-5.929346137	g	-8.190213719	6.54E-06	1000475	0.47	u	0.0025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:55:48.00	-8.524814193	g	-19.35148778	7.35E-06	1000476	0.67	u	0.0025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:18:56:03.00	0.539816511	g	-63.80670397	3.74E-06	1000477	0.87	u	0.0025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:00:20.00	64.15580426	g	-79.96229139	1.15E-06	1000478	0.07	u	0.005	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:00:35.00	-4.141911042	g	0.147393449	4.88E-06	1000479	0.27	u	0.005	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:00:49.00	-5.961996164	g	-8.192103075	6.55E-06	1000480	0.47	u	0.005	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:01:04.00	-8.541722389	g	-19.34232875	7.36E-06	1000481	0.67	u	0.005	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:01:18.00	0.550949432	g	-63.81527017	3.75E-06	1000482	0.87	u	0.005	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:05:38.00	64.21481392	g	-79.98169594	1.15E-06	1000483	0.07	u	0.0075	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:05:52.00	-4.151258537	g	0.123437287	4.90E-06	1000484	0.27	u	0.0075	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:06:07.00	-6.010013112	g	-8.190071888	6.57E-06	1000485	0.47	u	0.0075	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:06:22.00	-8.572558406	g	-19.32682218	7.39E-06	1000486	0.67	u	0.0075	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:06:36.00	0.517128538	g	-63.84172201	3.76E-06	1000487	0.87	u	0.0075	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:10:58.00	64.39562821	g	-80.00134578	1.15E-06	1000488	0.07	u	0.01	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:11:13.00	-4.184006852	g	0.132073334	4.92E-06	1000489	0.27	u	0.01	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:11:28.00	-6.063888187	g	-8.170204036	6.59E-06	1000490	0.47	u	0.01	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:11:42.00	-8.636311889	g	-19.31067048	7.41E-06	1000491	0.67	u	0.01	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:11:57.00	0.453737922	g	-63.88269565	3.77E-06	1000492	0.87	u	0.01	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:16:23.00	64.76975518	g	-80.02355984	1.15E-06	1000493	0.07	u	0.015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:16:38.00	-4.259459624	g	0.117334232	4.95E-06	1000494	0.27	u	0.015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:16:52.00	-6.144634183	g	-8.178210314	6.62E-06	1000495	0.47	u	0.015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:17:07.00	-8.766838839	g	-19.32461243	7.42E-06	1000496	0.67	u	0.015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:17:22.00	0.342324608	g	-63.97237703	3.78E-06	1000497	0.87	u	0.015	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:21:52.00	65.09094862	g	-80.02729598	1.13E-06	1000498	0.07	u	0.02	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:22:07.00	-4.345928973	g	0.03630559	4.96E-06	1000499	0.27	u	0.02	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:22:22.00	-6.236818173	g	-8.204095304	6.64E-06	1000500	0.47	u	0.02	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:22:37.00	-8.904873713	g	-19.36863099	7.39E-06	1000501	0.67	u	0.02	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:22:51.00	0.247867767	g	-64.06839178	3.77E-06	1000502	0.87	u	0.02	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:27:26.00	65.36418673	g	-80.00060716	1.11E-06	1000503	0.07	u	0.025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:27:41.00	-4.434517901	g	-0.025467861	4.94E-06	1000504	0.27	u	0.025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:27:55.00	-6.323283318	g	-8.247253329	6.64E-06	1000505	0.47	u	0.025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:28:10.00	-9.018322761	g	-19.43321066	7.33E-06	1000506	0.67	u	0.025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:28:25.00	0.176967179	g	-64.15497622	3.73E-06	1000507	0.87	u	0.025	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:33:04.00	65.84090383	g	-79.95964624	1.09E-06	1000508	0.07	u	0.03	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:33:18.00	-4.526565089	g	-0.110241535	4.90E-06	1000509	0.27	u	0.03	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:33:33.00	-6.418034368	g	-8.301693403	6.62E-06	1000510	0.47	u	0.03	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:33:48.00	-9.106871113	g	-19.51182171	7.20E-06	1000511	0.67	u	0.03	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:34:03.00	0.071881595	g	-64.23073249	3.66E-06	1000512	0.87	u	0.03	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:38:50.00	66.54265872	g	-79.93269625	1.05E-06	1000513	0.07	u	0.04	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:39:04.00	-4.631887666	g	-0.227596581	4.77E-06	1000514	0.27	u	0.04	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:39:19.00	-6.552287689	g	-8.39242763	6.54E-06	1000515	0.47	u	0.04	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:39:34.00	-9.285742239	g	-19.63309172	6.90E-06	1000516	0.67	u	0.04	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:39:48.00	-0.091333813	g	-64.32761077	3.50E-06	1000517	0.87	u	0.04	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:45:18.00	66.894324	g	-79.82878768	1.01E-06	1000518	0.07	u	0.05	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:45:33.00	-4.745404469	g	-0.363385768	4.54E-06	1000519	0.27	u	0.05	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:45:48.00	-6.721787461	g	-8.50446136	6.35E-06	1000520	0.47	u	0.05	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:46:02.00	-9.407721556	g	-19.79155959	6.44E-06	1000521	0.67	u	0.05	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:46:17.00	-0.319982734	g	-64.49955483	3.29E-06	1000522	0.87	u	0.05	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:51:22.00	67.81976778	g	-79.84139269	9.70E-07	1000523	0.07	u	0.06	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:51:36.00	-4.916941726	g	-0.501099353	4.27E-06	1000524	0.27	u	0.06	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:51:51.00	-6.858820846	g	-8.597810425	6.12E-06	1000525	0.47	u	0.06	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:52:06.00	-9.567796594	g	-19.89016322	5.96E-06	1000526	0.67	u	0.06	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:52:20.00	-0.529661317	g	-64.5517809	3.08E-06	1000527	0.87	u	0.06	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:57:34.00	68.07907293	g	-79.7826641	9.39E-07	1000528	0.07	u	0.07	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:57:48.00	-5.001207947	g	-0.643342737	4.00E-06	1000529	0.27	u	0.07	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:58:03.00	-6.973225837	g	-8.744920921	5.83E-06	1000530	0.47	u	0.07	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:58:18.00	-9.746178072	g	-20.09718071	5.41E-06	1000531	0.67	u	0.07	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:19:58:32.00	-0.888272674	g	-64.67173885	2.86E-06	1000532	0.87	u	0.07	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:04:25.00	69.20070982	g	-79.83518155	9.18E-07	1000533	0.07	u	0.08	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:04:40.00	-5.185542025	g	-0.726301566	3.78E-06	1000534	0.27	u	0.08	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:04:54.00	-7.051221983	g	-8.775129352	5.59E-06	1000535	0.47	u	0.08	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:05:09.00	-9.787170334	g	-20.08676499	5.05E-06	1000536	0.67	u	0.08	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:05:24.00	-1.010689658	g	-64.85085146	2.70E-06	1000537	0.87	u	0.08	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:10:53.00	69.25301635	g	-79.79021223	8.97E-07	1000538	0.07	u	0.09	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:11:07.00	-5.249684442	g	-0.866464921	3.54E-06	1000539	0.27	u	0.09	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:11:22.00	-7.178238926	g	-8.844186668	5.27E-06	1000540	0.47	u	0.09	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a	SI1-96.04a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:11:37.00	-9.938086783	g	-20.21305918	4.57E-06	1000541	0.67	u	0.09	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a	SI1-96.1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:11:51.00	-1.184910814	g	-65.0112182	2.50E-06	1000542	0.87	u	0.09	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-95	SI1(94.9 to 96.6)	SI1-95a	SI1-95a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:17:30.00	70.07358701	g	-79.86767946	8.78E-07	1000543	0.07	u	0.1	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96	SI1(94.9 to 96.6)	SI1-96a	SI1-96a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:17:44.00	-5.588815066	g	-0.846731761	3.22E-06	1000544	0.27	u	0.1	300
This study	Midcontinent Rift 2011	Simpson Island	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a	SI1-96.02a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:06:12:20:17:59.00	-7.359250736	g	-9.071735625	4.94E-06	1000545	0.47	u	0.1	300
