tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	treatment_ac_field	treatment_temp
This study	Midcontinent Rift 2012	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	SI8-92.5a	SI8-92.5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:12:56:30.00	21.98030638	g	16.66756895	8.27E-06	1164673	1.07	u	0.06	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	SI8-96.9a	SI8-96.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:12:56:44.00	-28.7813279	g	-4.159199836	4.83E-06	1164674	1.27	u	0.06	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	SI8-97.0a	SI8-97.0a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:12:56:58.00	-37.4310508	g	-38.42714867	3.88E-06	1164675	1.47	u	0.06	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-88.2	SI8(84.4 to 102.6)	SI8-88.2a	SI8-88.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:09:16.00	-39.45538151	g	-54.67121988	1.45E-06	1164676	0.07	u	0.07	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.2	SI8(84.4 to 102.6)	SI8-90.2a	SI8-90.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:09:31.00	8.5499762	g	-25.21024547	3.98E-06	1164677	0.27	u	0.07	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.8	SI8(84.4 to 102.6)	SI8-90.8a	SI8-90.8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:09:45.00	-27.38501614	g	-35.57753021	3.65E-06	1164678	0.47	u	0.07	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.9	SI8(84.4 to 102.6)	SI8-90.9a	SI8-90.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:10:00.00	30.68758843	g	-36.5105133	1.32E-05	1164679	0.67	u	0.07	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-91.3	SI8(84.4 to 102.6)	SI8-91.3a	SI8-91.3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:10:14.00	-24.55604726	g	-26.49894801	4.12E-06	1164680	0.87	u	0.07	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	SI8-92.5a	SI8-92.5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:10:28.00	22.02074836	g	16.70697509	6.85E-06	1164681	1.07	u	0.07	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	SI8-96.9a	SI8-96.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:10:43.00	-28.93238534	g	-4.205278329	4.17E-06	1164682	1.27	u	0.07	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	SI8-97.0a	SI8-97.0a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:10:58.00	-36.73111843	g	-38.40624907	3.30E-06	1164683	1.47	u	0.07	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-88.2	SI8(84.4 to 102.6)	SI8-88.2a	SI8-88.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:15:33.00	-38.62765752	g	-54.25520204	1.17E-06	1164684	0.07	u	0.08	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.2	SI8(84.4 to 102.6)	SI8-90.2a	SI8-90.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:15:48.00	8.296697937	g	-25.04186244	3.38E-06	1164685	0.27	u	0.08	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.8	SI8(84.4 to 102.6)	SI8-90.8a	SI8-90.8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:16:02.00	-27.40123642	g	-35.52137078	3.00E-06	1164686	0.47	u	0.08	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.9	SI8(84.4 to 102.6)	SI8-90.9a	SI8-90.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:16:17.00	30.53482696	g	-36.5389258	1.13E-05	1164687	0.67	u	0.08	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-91.3	SI8(84.4 to 102.6)	SI8-91.3a	SI8-91.3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:16:31.00	-24.79633284	g	-26.24385582	3.26E-06	1164688	0.87	u	0.08	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	SI8-92.5a	SI8-92.5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:16:46.00	22.13367487	g	16.57817716	6.01E-06	1164689	1.07	u	0.08	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	SI8-96.9a	SI8-96.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:17:00.00	-28.71058614	g	-4.07484739	3.83E-06	1164690	1.27	u	0.08	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	SI8-97.0a	SI8-97.0a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:17:15.00	-38.26651259	g	-38.14353039	2.96E-06	1164691	1.47	u	0.08	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-88.2	SI8(84.4 to 102.6)	SI8-88.2a	SI8-88.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:21:59.00	-43.08057844	g	-56.17080846	8.94E-07	1164692	0.07	u	0.09	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.2	SI8(84.4 to 102.6)	SI8-90.2a	SI8-90.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:22:13.00	8.452234944	g	-24.63166505	2.84E-06	1164693	0.27	u	0.09	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.8	SI8(84.4 to 102.6)	SI8-90.8a	SI8-90.8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:22:28.00	-26.88042267	g	-34.48046521	2.51E-06	1164694	0.47	u	0.09	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.9	SI8(84.4 to 102.6)	SI8-90.9a	SI8-90.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:22:43.00	31.1578825	g	-36.88185974	9.34E-06	1164695	0.67	u	0.09	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-91.3	SI8(84.4 to 102.6)	SI8-91.3a	SI8-91.3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:22:57.00	-24.09208151	g	-24.49819367	2.71E-06	1164696	0.87	u	0.09	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	SI8-92.5a	SI8-92.5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:23:12.00	21.22969556	g	16.38653618	5.36E-06	1164697	1.07	u	0.09	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	SI8-96.9a	SI8-96.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:23:26.00	-29.29422622	g	-4.30837195	3.38E-06	1164698	1.27	u	0.09	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	SI8-97.0a	SI8-97.0a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:23:41.00	-37.08679161	g	-38.677095	2.56E-06	1164699	1.47	u	0.09	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-88.2	SI8(84.4 to 102.6)	SI8-88.2a	SI8-88.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:28:34.00	-41.77155213	g	-53.24546585	7.59E-07	1164700	0.07	u	0.1	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.2	SI8(84.4 to 102.6)	SI8-90.2a	SI8-90.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:28:49.00	8.105543872	g	-24.33023418	2.42E-06	1164701	0.27	u	0.1	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.8	SI8(84.4 to 102.6)	SI8-90.8a	SI8-90.8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:29:03.00	-27.54462538	g	-34.77881564	2.07E-06	1164702	0.47	u	0.1	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.9	SI8(84.4 to 102.6)	SI8-90.9a	SI8-90.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:29:18.00	30.72245952	g	-36.6211381	7.80E-06	1164703	0.67	u	0.1	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-91.3	SI8(84.4 to 102.6)	SI8-91.3a	SI8-91.3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:29:32.00	-25.98542045	g	-25.91056113	2.13E-06	1164704	0.87	u	0.1	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	SI8-92.5a	SI8-92.5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:29:47.00	22.04688563	g	16.30875642	4.54E-06	1164705	1.07	u	0.1	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	SI8-96.9a	SI8-96.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:30:01.00	-29.22153238	g	-3.992431405	3.09E-06	1164706	1.27	u	0.1	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	SI8-97.0a	SI8-97.0a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:30:16.00	-39.36403008	g	-38.22529762	2.31E-06	1164707	1.47	u	0.1	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-88.2	SI8(84.4 to 102.6)	SI8-88.2a	SI8-88.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:35:28.00	-38.5936811	g	-51.10670477	6.03E-07	1164708	0.07	u	0.12	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.2	SI8(84.4 to 102.6)	SI8-90.2a	SI8-90.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:35:42.00	9.20807631	g	-26.27782812	1.84E-06	1164709	0.27	u	0.12	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.8	SI8(84.4 to 102.6)	SI8-90.8a	SI8-90.8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:35:57.00	-26.99479156	g	-34.21738143	1.63E-06	1164710	0.47	u	0.12	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.9	SI8(84.4 to 102.6)	SI8-90.9a	SI8-90.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:36:11.00	30.49110575	g	-36.22784682	5.88E-06	1164711	0.67	u	0.12	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-91.3	SI8(84.4 to 102.6)	SI8-91.3a	SI8-91.3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:36:26.00	-26.02767315	g	-26.24269604	1.66E-06	1164712	0.87	u	0.12	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	SI8-92.5a	SI8-92.5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:36:40.00	20.46297213	g	16.15988644	3.81E-06	1164713	1.07	u	0.12	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	SI8-96.9a	SI8-96.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:36:55.00	-28.97741817	g	-4.191868734	2.68E-06	1164714	1.27	u	0.12	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	SI8-97.0a	SI8-97.0a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:37:09.00	-36.72584284	g	-38.93226823	1.91E-06	1164715	1.47	u	0.12	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-88.2	SI8(84.4 to 102.6)	SI8-88.2a	SI8-88.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:42:38.00	-40.46752018	g	-52.82222112	5.34E-07	1164716	0.07	u	0.14	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.2	SI8(84.4 to 102.6)	SI8-90.2a	SI8-90.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:42:53.00	8.583727618	g	-25.00470421	1.54E-06	1164717	0.27	u	0.14	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.8	SI8(84.4 to 102.6)	SI8-90.8a	SI8-90.8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:43:07.00	-25.69697984	g	-32.69679368	1.41E-06	1164718	0.47	u	0.14	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.9	SI8(84.4 to 102.6)	SI8-90.9a	SI8-90.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:43:22.00	28.73663849	g	-34.95114187	4.69E-06	1164719	0.67	u	0.14	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-91.3	SI8(84.4 to 102.6)	SI8-91.3a	SI8-91.3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:43:36.00	-24.9204182	g	-24.73619714	1.42E-06	1164720	0.87	u	0.14	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	SI8-92.5a	SI8-92.5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:43:51.00	20.82278633	g	15.88430976	3.05E-06	1164721	1.07	u	0.14	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	SI8-96.9a	SI8-96.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:44:05.00	-28.8233305	g	-4.182001573	2.33E-06	1164722	1.27	u	0.14	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	SI8-97.0a	SI8-97.0a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:44:20.00	-35.54155247	g	-37.73760805	1.64E-06	1164723	1.47	u	0.14	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-88.2	SI8(84.4 to 102.6)	SI8-88.2a	SI8-88.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:50:18.00	-36.03868535	g	-49.05662426	4.60E-07	1164724	0.07	u	0.17	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.2	SI8(84.4 to 102.6)	SI8-90.2a	SI8-90.2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:50:32.00	7.444134399	g	-22.58288371	1.23E-06	1164725	0.27	u	0.17	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.8	SI8(84.4 to 102.6)	SI8-90.8a	SI8-90.8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:50:46.00	-27.51266632	g	-33.71304586	1.02E-06	1164726	0.47	u	0.17	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-90.9	SI8(84.4 to 102.6)	SI8-90.9a	SI8-90.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:51:01.00	28.64418132	g	-34.75351187	3.25E-06	1164727	0.67	u	0.17	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-91.3	SI8(84.4 to 102.6)	SI8-91.3a	SI8-91.3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:51:15.00	-23.47755406	g	-21.04643544	1.15E-06	1164728	0.87	u	0.17	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-92.5	SI8(84.4 to 102.6)	SI8-92.5a	SI8-92.5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:51:30.00	20.64604172	g	18.12384383	2.31E-06	1164729	1.07	u	0.17	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-96.9	SI8(84.4 to 102.6)	SI8-96.9a	SI8-96.9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:51:44.00	-28.50710007	g	-2.584109054	1.94E-06	1164730	1.27	u	0.17	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-97.0	SI8(84.4 to 102.6)	SI8-97.0a	SI8-97.0a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:25:13:51:59.00	-37.54673989	g	-37.53173973	1.30E-06	1164731	1.47	u	0.17	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D1	SI8(D1-D9)	SI8-D1a	SI8-D1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-NO:LP-DIR	2012:11:08:09:56:04.00	206.4620771	g	51.34266073	4.65E-06	1159055	0.07	u	0	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D2	SI8(D1-D9)	SI8-D2a	SI8-D2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-NO:LP-DIR	2012:11:08:09:56:18.00	54.57254191	g	43.44716136	7.27E-06	1159056	0.27	u	0	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D3	SI8(D1-D9)	SI8-D3a	SI8-D3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-NO:LP-DIR	2012:11:08:09:56:32.00	260.0805305	g	10.93916977	9.01E-06	1159057	0.47	u	0	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D5	SI8(D1-D9)	SI8-D5a	SI8-D5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-NO:LP-DIR	2012:11:08:09:56:46.00	232.2948165	g	3.009013412	4.47E-06	1159058	0.67	u	0	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D6	SI8(D1-D9)	SI8-D6a	SI8-D6a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-NO:LP-DIR	2012:11:08:09:57:01.00	22.08551928	g	31.41968646	1.11E-05	1159059	0.87	u	0	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D7	SI8(D1-D9)	SI8-D7a	SI8-D7a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-NO:LP-DIR	2012:11:08:09:57:15.00	13.3329723	g	33.31975778	1.10E-05	1159060	1.07	u	0	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D8	SI8(D1-D9)	SI8-D8a	SI8-D8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-NO:LP-DIR	2012:11:08:09:57:29.00	23.71628056	g	40.75019078	1.09E-05	1159061	1.27	u	0	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D9	SI8(D1-D9)	SI8-D9a	SI8-D9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-NO:LP-DIR	2012:11:08:09:57:43.00	71.85613799	g	5.783869973	5.35E-06	1159062	1.47	u	0	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D1	SI8(D1-D9)	SI8-D1a	SI8-D1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-LT-Z:LP-DIR	2012:11:26:09:40:46.00	261.7750609	g	-12.16552591	1.84E-06	1164908	0.07	u	0	77
This study	Midcontinent Rift 2012	Simpson Island	SI8-D2	SI8(D1-D9)	SI8-D2a	SI8-D2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-LT-Z:LP-DIR	2012:11:26:09:41:01.00	42.7446117	g	-0.839219091	3.46E-06	1164909	0.27	u	0	77
This study	Midcontinent Rift 2012	Simpson Island	SI8-D3	SI8(D1-D9)	SI8-D3a	SI8-D3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-LT-Z:LP-DIR	2012:11:26:09:41:15.00	-88.11118654	g	-16.12317425	8.87E-06	1164910	0.47	u	0	77
This study	Midcontinent Rift 2012	Simpson Island	SI8-D5	SI8(D1-D9)	SI8-D5a	SI8-D5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-LT-Z:LP-DIR	2012:11:26:09:41:29.00	233.0955502	g	-36.15494155	6.87E-06	1164911	0.67	u	0	77
This study	Midcontinent Rift 2012	Simpson Island	SI8-D6	SI8(D1-D9)	SI8-D6a	SI8-D6a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-LT-Z:LP-DIR	2012:11:26:09:41:43.00	21.93730099	g	15.1075175	8.67E-06	1164912	0.87	u	0	77
This study	Midcontinent Rift 2012	Simpson Island	SI8-D7	SI8(D1-D9)	SI8-D7a	SI8-D7a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-LT-Z:LP-DIR	2012:11:26:09:41:58.00	11.03097406	g	19.4138325	8.18E-06	1164913	1.07	u	0	77
This study	Midcontinent Rift 2012	Simpson Island	SI8-D8	SI8(D1-D9)	SI8-D8a	SI8-D8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-LT-Z:LP-DIR	2012:11:26:09:42:12.00	18.43880668	g	27.03743561	8.17E-06	1164914	1.27	u	0	77
This study	Midcontinent Rift 2012	Simpson Island	SI8-D9	SI8(D1-D9)	SI8-D9a	SI8-D9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-LT-Z:LP-DIR	2012:11:26:09:42:26.00	73.39173254	g	-21.74630506	4.99E-06	1164915	1.47	u	0	77
This study	Midcontinent Rift 2012	Simpson Island	SI8-D1	SI8(D1-D9)	SI8-D1a	SI8-D1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:50:29.00	262.8074837	g	-13.16251954	1.86E-06	1164916	0.07	u	0.001	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D2	SI8(D1-D9)	SI8-D2a	SI8-D2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:50:44.00	42.55169605	g	-2.057220785	3.43E-06	1164917	0.27	u	0.001	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D3	SI8(D1-D9)	SI8-D3a	SI8-D3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:50:59.00	-87.42572994	g	-16.75851109	8.81E-06	1164918	0.47	u	0.001	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D5	SI8(D1-D9)	SI8-D5a	SI8-D5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:51:14.00	233.3461044	g	-36.48547427	6.93E-06	1164919	0.67	u	0.001	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D6	SI8(D1-D9)	SI8-D6a	SI8-D6a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:51:30.00	21.95827001	g	14.99044555	8.69E-06	1164920	0.87	u	0.001	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D7	SI8(D1-D9)	SI8-D7a	SI8-D7a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:51:45.00	11.04633208	g	19.30279702	8.21E-06	1164921	1.07	u	0.001	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D8	SI8(D1-D9)	SI8-D8a	SI8-D8a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:52:00.00	18.31341153	g	26.88239223	8.19E-06	1164922	1.27	u	0.001	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D9	SI8(D1-D9)	SI8-D9a	SI8-D9a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:52:15.00	73.0965262	g	-21.80830424	5.00E-06	1164923	1.47	u	0.001	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D1	SI8(D1-D9)	SI8-D1a	SI8-D1a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:55:45.00	264.7684335	g	-13.78981245	1.84E-06	1164924	0.07	u	0.0015	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D2	SI8(D1-D9)	SI8-D2a	SI8-D2a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:56:00.00	42.41453344	g	-3.162522726	3.37E-06	1164925	0.27	u	0.0015	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D3	SI8(D1-D9)	SI8-D3a	SI8-D3a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:56:15.00	-86.49279086	g	-18.05478049	8.81E-06	1164926	0.47	u	0.0015	300
This study	Midcontinent Rift 2012	Simpson Island	SI8-D5	SI8(D1-D9)	SI8-D5a	SI8-D5a:NRM_demag(T,Hac)0	IRM-SRM-U	LT-AF-Z:LP-DIR-AF	2012:11:26:09:56:31.00	233.5688913	g	-37.54835834	7.07E-06	1164927	0.67	u	0.0015	300
