tab	sites
age	age_high	age_low	age_sigma	age_unit	citations	criteria	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	location	lon	method_codes	result_quality	result_type	samples	site	software_packages	specimens	vgp_dm	vgp_dp	vgp_lat	vgp_lon
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    3.5 	HT	  298.1 	   29.9 	   298 	7	7 	7 	0 	t	6.9799 	0	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB29-1:GB29-2:GB29-3:GB29-4:GB29-5:GB29-6:GB29-7	GB29	pmagpy-3.8.9-2: demag_gui.v.3.0	GB29-1a:GB29-2a:GB29-3a:GB29-4a:GB29-5a:GB29-6a:GB29-7a	    3.9 	    2.2 	   30.7 	  168.9 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    3.5 	HT	  299.0 	   39.3 	   297 	7	7 	7 	0 	n	6.9798 	100	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB29-1:GB29-2:GB29-3:GB29-4:GB29-5:GB29-6:GB29-7	GB29	pmagpy-3.8.9-2: demag_gui.v.3.0	GB29-1a:GB29-2a:GB29-3a:GB29-4a:GB29-5a:GB29-6a:GB29-7a	    4.2 	    2.5 	   35.7 	  173.5 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.1 	HT	  301.3 	   33.6 	   717 	8	8 	8 	0 	t	7.9902 	0	47.2	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB3-1:GB3-2:GB3-3:GB3-4:GB3-5:GB3-6:GB3-7:GB3-8	GB3	pmagpy-3.8.9-2: demag_gui.v.3.0	GB3-1a:GB3-2a:GB3-3a:GB3-4a:GB3-5a:GB3-6a:GB3-7a:GB3-8a	    2.4 	    1.4 	   34.5 	  168.2 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.1 	HT	  302.8 	   43.0 	   720 	8	8 	8 	0 	n	7.9903 	100	47.2	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB3-1:GB3-2:GB3-3:GB3-4:GB3-5:GB3-6:GB3-7:GB3-8	GB3	pmagpy-3.8.9-2: demag_gui.v.3.0	GB3-1a:GB3-2a:GB3-3a:GB3-4a:GB3-5a:GB3-6a:GB3-7a:GB3-8a	    2.6 	    1.6 	   40.1 	  173.0 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    7.6 	HT	  321.9 	   31.0 	    64 	7	7 	7 	0 	n	6.9065 	0	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB30-1:GB30-2:GB30-3:GB30-4:GB30-5:GB30-6:GB30-7	GB30	pmagpy-3.8.9-2: demag_gui.v.3.0	GB30-1a:GB30-2a:GB30-3a:GB30-4a:GB30-5a:GB30-6a:GB30-7a	    8.5 	    4.7 	   46.4 	  147.4 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    7.6 	HT	  325.5 	   39.0 	    64 	7	7 	7 	0 	n	6.9063 	100	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB30-1:GB30-2:GB30-3:GB30-4:GB30-5:GB30-6:GB30-7	GB30	pmagpy-3.8.9-2: demag_gui.v.3.0	GB30-1a:GB30-2a:GB30-3a:GB30-4a:GB30-5a:GB30-6a:GB30-7a	    9.1 	    5.4 	   52.6 	  148.4 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    1.7 	HT	  286.5 	   27.4 	  1272 	7	7 	7 	0 	t	6.9953 	0	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB31-2:GB31-3:GB31-5:GB31-6:GB31-7:GB31-8:GB31-9	GB31	pmagpy-3.8.9-2: demag_gui.v.3.0	GB31-2a:GB31-3a:GB31-5a:GB31-6a:GB31-7a:GB31-8a:GB31-9a	    1.9 	    1.0 	   21.8 	  176.6 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    1.7 	HT	  286.1 	   36.9 	  1285 	7	7 	7 	0 	t	6.9953 	100	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB31-2:GB31-3:GB31-5:GB31-6:GB31-7:GB31-8:GB31-9	GB31	pmagpy-3.8.9-2: demag_gui.v.3.0	GB31-2a:GB31-3a:GB31-5a:GB31-6a:GB31-7a:GB31-8a:GB31-9a	    2.0 	    1.2 	   25.7 	  181.6 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.3 	HT	  285.3 	   36.1 	   562 	8	8 	8 	0 	t	7.9875 	0	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB32-1:GB32-2:GB32-3:GB32-4:GB32-5:GB32-6:GB32-7:GB32-8	GB32	pmagpy-3.8.9-2: demag_gui.v.3.0	GB32-1a:GB32-2a:GB32-3a:GB32-4a:GB32-5a:GB32-6a:GB32-7a:GB32-8a	    2.7 	    1.6 	   24.8 	  181.8 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.3 	HT	  284.5 	   45.6 	   560 	8	8 	8 	0 	t	7.9875 	100	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB32-1:GB32-2:GB32-3:GB32-4:GB32-5:GB32-6:GB32-7:GB32-8	GB32	pmagpy-3.8.9-2: demag_gui.v.3.0	GB32-1a:GB32-2a:GB32-3a:GB32-4a:GB32-5a:GB32-6a:GB32-7a:GB32-8a	    2.9 	    1.9 	   29.0 	  188.1 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    3.9 	HT	  290.8 	   39.8 	   202 	8	8 	8 	0 	t	7.9653 	0	47.2	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB4-1:GB4-2:GB4-3:GB4-4:GB4-5:GB4-6:GB4-7:GB4-8	GB4	pmagpy-3.8.9-2: demag_gui.v.3.0	GB4-1a:GB4-2a:GB4-3a:GB4-4a:GB4-5a:GB4-6a:GB4-7a:GB4-8a	    4.7 	    2.8 	   30.3 	  179.9 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    3.9 	HT	  290.9 	   49.3 	   202 	8	8 	8 	0 	n	7.9653 	100	47.2	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB4-1:GB4-2:GB4-3:GB4-4:GB4-5:GB4-6:GB4-7:GB4-8	GB4	pmagpy-3.8.9-2: demag_gui.v.3.0	GB4-1a:GB4-2a:GB4-3a:GB4-4a:GB4-5a:GB4-6a:GB4-7a:GB4-8a	    5.2 	    3.4 	   35.3 	  186.6 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.1 	HT	    5.5 	  -57.7 	   854 	7	7 	7 	0 	t	6.9930 	0	47.2	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB5-1:GB5-3:GB5-4:GB5-5:GB5-6:GB5-7:GB5-8	GB5	pmagpy-3.8.9-2: demag_gui.v.3.0	GB5-1a:GB5-3a:GB5-4a:GB5-5a:GB5-6a:GB5-7a:GB5-8a	    3.1 	    2.3 	    4.3 	   84.2 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.1 	HT	  352.4 	  -54.2 	   845 	7	7 	7 	0 	t	6.9929 	100	47.2	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB5-1:GB5-3:GB5-4:GB5-5:GB5-6:GB5-7:GB5-8	GB5	pmagpy-3.8.9-2: demag_gui.v.3.0	GB5-1a:GB5-3a:GB5-4a:GB5-5a:GB5-6a:GB5-7a:GB5-8a	    3.0 	    2.1 	    7.8 	   94.8 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.6 	HT	  313.0 	   39.4 	   383 	9	9 	9 	0 	n	8.9791 	0	47.2	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB6-1:GB6-2:GB6-3:GB6-4:GB6-5:GB6-6:GB6-7:GB6-8:GB6-9	GB6	pmagpy-3.8.9-2: demag_gui.v.3.0	GB6-1a:GB6-2a:GB6-3a:GB6-4a:GB6-5a:GB6-6a:GB6-7a:GB6-8a:GB6-9a	    3.1 	    1.9 	   45.0 	  161.7 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.6 	HT	  316.7 	   48.1 	   383 	9	9 	9 	0 	n	8.9791 	100	47.2	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB6-1:GB6-2:GB6-3:GB6-4:GB6-5:GB6-6:GB6-7:GB6-8:GB6-9	GB6	pmagpy-3.8.9-2: demag_gui.v.3.0	GB6-1a:GB6-2a:GB6-3a:GB6-4a:GB6-5a:GB6-6a:GB6-7a:GB6-8a:GB6-9a	    3.4 	    2.2 	   52.1 	  165.7 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    4.6 	HT	  297.6 	   28.0 	   126 	9	9 	9 	0 	t	8.9367 	0	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB7-10:GB7-1:GB7-2:GB7-3:GB7-4:GB7-5:GB7-6:GB7-8:GB7-9	GB7	pmagpy-3.8.9-2: demag_gui.v.3.0	GB7-10a:GB7-1a:GB7-2a:GB7-3a:GB7-4a:GB7-5a:GB7-6a:GB7-8a:GB7-9a	    5.0 	    2.8 	   29.5 	  168.4 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    4.6 	HT	  298.4 	   37.4 	   126 	9	9 	9 	0 	t	8.9363 	100	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB7-10:GB7-1:GB7-2:GB7-3:GB7-4:GB7-5:GB7-6:GB7-8:GB7-9	GB7	pmagpy-3.8.9-2: demag_gui.v.3.0	GB7-10a:GB7-1a:GB7-2a:GB7-3a:GB7-4a:GB7-5a:GB7-6a:GB7-8a:GB7-9a	    5.4 	    3.2 	   34.3 	  172.8 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.4 	HT	  297.7 	   29.2 	   480 	9	9 	9 	0 	t	8.9833 	0	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB8-1:GB8-2:GB8-3:GB8-4:GB8-5:GB8-6:GB8-7:GB8-8:GB8-9	GB8	pmagpy-3.8.9-2: demag_gui.v.3.0	GB8-1a:GB8-2a:GB8-3a:GB8-4a:GB8-5a:GB8-6a:GB8-7a:GB8-8a:GB8-9a	    2.6 	    1.5 	   30.1 	  168.9 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    2.3 	HT	  298.5 	   38.6 	   486 	9	9 	9 	0 	t	8.9835 	100	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB8-1:GB8-2:GB8-3:GB8-4:GB8-5:GB8-6:GB8-7:GB8-8:GB8-9	GB8	pmagpy-3.8.9-2: demag_gui.v.3.0	GB8-1a:GB8-2a:GB8-3a:GB8-4a:GB8-5a:GB8-6a:GB8-7a:GB8-8a:GB8-9a	    2.7 	    1.6 	   35.0 	  173.4 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    3.9 	HT	  300.0 	   25.4 	   241 	7	7 	7 	0 	t	6.9751 	0	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	GB9-2:GB9-4:GB9-5:GB9-6:GB9-7:GB9-8:GB9-9	GB9	pmagpy-3.8.9-2: demag_gui.v.3.0	GB9-2a:GB9-4a:GB9-5a:GB9-6a:GB9-7a:GB9-8a:GB9-9a	    4.2 	    2.3 	   30.0 	  165.2 
1095.25	1095.8	1094.7	0.55	Years Cal BP	This study	ACCEPT	    3.9 	HT	  301.0 	   34.7 	   238 	7	7 	7 	0 	t	6.9748 	100	47.1	Gooseberry	-91.5	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	GB9-2:GB9-4:GB9-5:GB9-6:GB9-7:GB9-8:GB9-9	GB9	pmagpy-3.8.9-2: demag_gui.v.3.0	GB9-2a:GB9-4a:GB9-5a:GB9-6a:GB9-7a:GB9-8a:GB9-9a	    4.5 	    2.6 	   34.8 	  169.1 
