tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	mag	1.2	280.1	48.5	4.8	2	12	100	SLB22.6a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB22.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.6a
This study	mag	1.1	225.4	24.7	3.4	2	12	-1	SLB22.7a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB22.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.7a
This study	hem	0.8	226.4	26.2	1.0	2	8	-1	SLB22.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB22.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.7a
This study	mag	1.1	284.8	37.6	3.4	2	12	0	SLB22.7a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB22.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.7a
This study	hem	0.8	286.5	38.8	1.0	2	8	0	SLB22.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB22.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.7a
This study	mag	1.1	275.8	52.2	3.4	2	12	100	SLB22.7a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB22.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.7a
This study	hem	0.8	277.6	53.6	1.0	2	8	100	SLB22.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB22.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.7a
This study	hem	0.1	122.5	33.8	1.5	2	8	-1	SLB22.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB22.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.8a
This study	mag	1.9	119.6	32.9	2.7	2	11	-1	SLB22.8a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB22.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.8a
This study	hem	0.1	298.7	41.5	1.5	2	8	0	SLB22.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB22.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.8a
This study	mag	1.9	296.1	39.8	2.7	2	11	0	SLB22.8a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB22.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.8a
This study	hem	0.1	293.1	57.8	1.5	2	8	100	SLB22.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB22.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.8a
This study	mag	1.9	289.9	55.9	2.7	2	11	100	SLB22.8a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB22.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB22.8a
This study	mag	0.2	291.6	48.2	1.9	2	12	-1	SLB23.1a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a
This study	hem	1.9	291.4	48.4	1.6	2	8	-1	SLB23.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a
This study	mag	0.2	291.4	34.2	1.9	2	12	0	SLB23.1a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a
This study	hem	1.9	291.4	34.4	1.6	2	8	0	SLB23.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a
This study	mag	0.2	285.2	49.8	1.9	2	12	100	SLB23.1a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a
This study	hem	1.9	285.2	50.0	1.6	2	8	100	SLB23.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.1a
This study	hem	1.1	6.2	57.1	1.5	2	8	-1	SLB23.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.2a
This study	mag	0.3	7.9	56.6	2.1	2	11	-1	SLB23.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.2a
This study	hem	1.1	323.5	13.2	1.5	2	8	0	SLB23.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.2a
This study	mag	0.3	324.5	12.8	2.1	2	11	0	SLB23.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.2a
This study	hem	1.1	324.9	29.8	1.5	2	8	100	SLB23.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.2a
This study	mag	0.3	326.0	29.4	2.1	2	11	100	SLB23.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.2a
This study	mag	0.7	280.4	44.9	1.8	2	11	-1	SLB23.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.3a
This study	hem	1.4	279.0	44.8	1.5	2	8	-1	SLB23.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.3a
This study	mag	0.7	293.1	33.7	1.8	2	11	0	SLB23.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.3a
This study	hem	1.4	292.1	34.2	1.5	2	8	0	SLB23.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.3a
This study	mag	0.7	287.5	49.6	1.8	2	11	100	SLB23.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.3a
This study	hem	1.4	286.0	49.9	1.5	2	8	100	SLB23.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.3a
This study	mag	0.1	298.1	60.1	1.4	2	11	-1	SLB23.4a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.4a
This study	hem	1.4	296.2	60.5	1.2	2	8	-1	SLB23.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.4a
This study	mag	0.1	293.5	35.2	1.4	2	11	0	SLB23.4a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.4a
This study	hem	1.4	292.9	36.0	1.2	2	8	0	SLB23.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.4a
This study	mag	0.1	287.6	51.0	1.4	2	11	100	SLB23.4a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.4a
This study	hem	1.4	286.6	51.8	1.2	2	8	100	SLB23.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.4a
This study	hem	1.5	226.2	23.2	1.2	2	8	-1	SLB23.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.5a
This study	mag	0.8	229.5	22.8	4.0	2	11	-1	SLB23.5a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.5a
This study	hem	1.5	290.8	32.4	1.2	2	8	0	SLB23.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.5a
This study	mag	0.8	294.2	31.4	4.0	2	11	0	SLB23.5a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.5a
This study	hem	1.5	284.9	47.9	1.2	2	8	100	SLB23.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.5a
This study	mag	0.8	289.3	47.4	4.0	2	11	100	SLB23.5a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.5a
This study	hem	1.7	166.1	-12.9	1.5	2	8	-1	SLB23.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.6a
This study	mag	2.6	166.0	-12.6	5.7	2	11	-1	SLB23.6a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.6a
This study	hem	1.7	304.1	36.6	1.5	2	8	0	SLB23.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.6a
This study	mag	2.6	303.8	36.7	5.7	2	11	0	SLB23.6a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.6a
This study	hem	1.7	301.3	53.3	1.5	2	8	100	SLB23.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.6a
This study	mag	2.6	301.0	53.5	5.7	2	11	100	SLB23.6a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.6a
This study	hem	0.3	152.8	-11.3	1.2	2	8	-1	SLB23.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.7a
This study	mag	0.8	154.2	-11.6	2.5	2	11	-1	SLB23.7a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.7a
This study	hem	0.3	289.1	32.0	1.2	2	8	0	SLB23.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.7a
This study	mag	0.8	290.7	32.2	2.5	2	11	0	SLB23.7a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.7a
This study	hem	0.3	282.9	47.3	1.2	2	8	100	SLB23.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.7a
This study	mag	0.8	284.8	47.7	2.5	2	11	100	SLB23.7a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.7a
This study	mag	0.7	297.7	56.6	2.1	2	12	-1	SLB23.8a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.8a
This study	hem	0.5	295.1	56.9	1.3	2	7	-1	SLB23.8a:LP-DIR-T	u	948	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB23.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.8a
This study	mag	0.7	293.7	30.1	2.1	2	12	0	SLB23.8a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.8a
This study	hem	0.5	292.7	31.2	1.3	2	7	0	SLB23.8a:LP-DIR-T	u	948	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB23.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.8a
This study	mag	0.7	289.0	46.0	2.1	2	12	100	SLB23.8a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.8a
This study	hem	0.5	287.5	47.0	1.3	2	7	100	SLB23.8a:LP-DIR-T	u	948	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB23.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB23.8a
This study	mag	1.8	45.0	45.3	4.6	2	11	-1	SLB24.1a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a
This study	hem	0.6	48.6	45.9	1.3	2	8	-1	SLB24.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a
This study	mag	1.8	288.4	28.2	4.6	2	11	0	SLB24.1a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a
This study	hem	0.6	290.9	29.6	1.3	2	8	0	SLB24.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a
This study	mag	1.8	282.9	43.5	4.6	2	11	100	SLB24.1a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a
This study	hem	0.6	285.6	45.2	1.3	2	8	100	SLB24.1a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.1	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.1a
This study	mag	0.3	80.9	31.1	6.0	2	11	-1	SLB24.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.2a
This study	hem	0.7	79.1	31.1	0.6	2	8	-1	SLB24.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.2a
This study	mag	0.3	285.3	25.4	6.0	2	11	0	SLB24.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.2a
This study	hem	0.7	283.7	24.8	0.6	2	8	0	SLB24.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.2a
This study	mag	0.3	279.9	40.2	6.0	2	11	100	SLB24.2a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.2a
This study	hem	0.7	278.2	39.4	0.6	2	8	100	SLB24.2a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.2	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.2a
This study	hem	1.1	7.8	49.6	0.8	2	8	-1	SLB24.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.3a
This study	mag	2.8	5.9	47.5	3.2	2	11	-1	SLB24.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.3a
This study	hem	1.1	293.7	28.7	0.8	2	8	0	SLB24.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.3a
This study	mag	2.8	292.5	26.6	3.2	2	11	0	SLB24.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.3a
This study	hem	1.1	289.3	44.7	0.8	2	8	100	SLB24.3a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.3a
This study	mag	2.8	288.1	42.4	3.2	2	11	100	SLB24.3a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.3	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.3a
This study	hem	1.5	49.3	36.5	0.6	2	8	-1	SLB24.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.4a
This study	mag	4.1	45.1	36.1	3.8	2	12	-1	SLB24.4a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.4a
This study	hem	1.5	287.4	25.3	0.6	2	8	0	SLB24.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.4a
This study	mag	4.1	283.9	24.1	3.8	2	12	0	SLB24.4a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.4a
This study	hem	1.5	282.3	40.4	0.6	2	8	100	SLB24.4a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.4a
This study	mag	4.1	278.5	38.8	3.8	2	12	100	SLB24.4a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.4	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.4a
This study	hem	0.6	222.2	4.7	1.4	2	8	-1	SLB24.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.5a
This study	mag	1.0	222.9	4.1	5.6	2	12	-1	SLB24.5a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.5a
This study	hem	0.6	288.0	31.9	1.4	2	8	0	SLB24.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.5a
This study	mag	1.0	288.4	31.0	5.6	2	12	0	SLB24.5a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.5a
This study	hem	0.6	281.6	47.1	1.4	2	8	100	SLB24.5a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.5a
This study	mag	1.0	282.2	46.3	5.6	2	12	100	SLB24.5a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.5	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.5a
This study	mag	3.2	217.5	0.5	11.3	2	12	-1	SLB24.6a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.6a
This study	hem	0.6	214.2	0.8	0.5	2	8	-1	SLB24.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.6a
This study	mag	3.2	279.1	33.8	11.3	2	12	0	SLB24.6a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.6a
This study	hem	0.6	275.8	35.8	0.5	2	8	0	SLB24.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.6a
This study	mag	3.2	270.2	47.4	11.3	2	12	100	SLB24.6a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.6a
This study	hem	0.6	265.6	48.7	0.5	2	8	100	SLB24.6a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.6	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.6a
This study	mag	8.1	229.1	-7.3	6.4	2	12	-1	SLB24.7a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.7a
This study	hem	1.0	220.2	-7.0	3.3	2	8	-1	SLB24.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.7a
This study	mag	8.1	292.5	24.5	6.4	2	12	0	SLB24.7a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.7a
This study	hem	1.0	284.8	30.2	3.3	2	8	0	SLB24.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.7a
This study	mag	8.1	288.5	40.4	6.4	2	12	100	SLB24.7a:LP-DIR-T	u	853	473	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.7a
This study	hem	1.0	278.1	44.9	3.3	2	8	100	SLB24.7a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.7	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.7a
This study	mag	1.8	234.1	17.0	5.5	2	11	-1	SLB24.8a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.8a
This study	hem	0.5	233.6	19.4	1.0	2	8	-1	SLB24.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.8a
This study	mag	1.8	286.1	28.8	5.5	2	11	0	SLB24.8a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.8a
This study	hem	0.5	286.6	31.2	1.0	2	8	0	SLB24.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.8a
This study	mag	1.8	280.0	43.7	5.5	2	11	100	SLB24.8a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.8a
This study	hem	0.5	280.0	46.1	1.0	2	8	100	SLB24.8a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.8	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.8a
This study	mag	2.1	263.2	25.4	4.8	2	11	-1	SLB24.9a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.9a
This study	hem	0.6	264.2	28.0	1.6	2	8	-1	SLB24.9a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR	g	SLB24.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.9a
This study	mag	2.1	294.6	24.5	4.8	2	11	0	SLB24.9a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.9a
This study	hem	0.6	297.2	26.1	1.6	2	8	0	SLB24.9a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	SLB24.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.9a
This study	mag	2.1	291.0	40.6	4.8	2	11	100	SLB24.9a:LP-DIR-T	u	853	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.9a
This study	hem	0.6	293.9	42.4	1.6	2	8	100	SLB24.9a:LP-DIR-T	u	953	868	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	SLB24.9	pmagpy-3.4.1: demag_gui.v.3.0	SLB24.9a
