tab 	sites
age	age_high	age_low	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	height	lat	lithologies	location	lon	method_codes	result_quality	result_type	samples	site	software_packages	specimens	vgp_dm	vgp_dp	vgp_lat	vgp_lon
32	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.7	hem	291.8	40.8	60.0	9	9	9	0	t	8.8675	0	Extrusive	Lava Flow		47.5337	Basalt	Two Island River	269.06557	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB07.10:SLB07.1:SLB07.2:SLB07.3:SLB07.4:SLB07.5:SLB07.7:SLB07.8:SLB07.9	SLB07	pmagpy-3.4.1: demag_gui.v.3.0	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	8.1	4.9	31.5	180.1
32	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.5	mag	291.9	41.0	63.0	9	9	9	0	t	8.8728	0	Extrusive	Lava Flow		47.5337	Basalt	Two Island River	269.06557	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB07.10:SLB07.1:SLB07.2:SLB07.3:SLB07.4:SLB07.5:SLB07.7:SLB07.8:SLB07.9	SLB07	pmagpy-3.4.1: demag_gui.v.3.0	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	7.9	4.8	31.7	180.2
32	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.7	hem	283.8	56.4	60.0	9	9	9	0	t	8.8677	100	Extrusive	Lava Flow		47.5337	Basalt	Two Island River	269.06557	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB07.10:SLB07.1:SLB07.2:SLB07.3:SLB07.4:SLB07.5:SLB07.7:SLB07.8:SLB07.9	SLB07	pmagpy-3.4.1: demag_gui.v.3.0	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	9.7	7.0	34.9	197.9
32	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.5	mag	283.9	56.6	63.0	9	9	9	0	n	8.8729	100	Extrusive	Lava Flow		47.5337	Basalt	Two Island River	269.06557	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB07.10:SLB07.1:SLB07.2:SLB07.3:SLB07.4:SLB07.5:SLB07.7:SLB07.8:SLB07.9	SLB07	pmagpy-3.4.1: demag_gui.v.3.0	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	9.4	6.8	35.1	198.1
33	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	21.5	hem	283.2	44.3	6.0	10	10	10	0	t	8.5076	0	Extrusive	Lava Flow		47.53328	Basalt	Two Island River	269.06571	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB08.10:SLB08.1:SLB08.2:SLB08.3:SLB08.4:SLB08.5:SLB08.6:SLB08.7:SLB08.8:SLB08.9	SLB08	pmagpy-3.4.1: demag_gui.v.3.0	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.5a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	27.0	17.0	27.5	188.5
33	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	21.5	mag	283.9	43.6	6.0	10	10	10	0	t	8.4965	0	Extrusive	Lava Flow		47.53328	Basalt	Two Island River	269.06571	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB08.10:SLB08.1:SLB08.2:SLB08.3:SLB08.4:SLB08.5:SLB08.6:SLB08.7:SLB08.8:SLB08.9	SLB08	pmagpy-3.4.1: demag_gui.v.3.0	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.5a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	26.8	16.7	27.6	187.5
33	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	21.5	hem	270.9	58.3	6.0	10	10	10	0	t	8.5078	100	Extrusive	Lava Flow		47.53328	Basalt	Two Island River	269.06571	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB08.10:SLB08.1:SLB08.2:SLB08.3:SLB08.4:SLB08.5:SLB08.6:SLB08.7:SLB08.8:SLB08.9	SLB08	pmagpy-3.4.1: demag_gui.v.3.0	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.5a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	31.8	23.5	28.2	207.2
33	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	21.6	mag	272.2	57.8	6.0	10	10	10	0	t	8.4957	100	Extrusive	Lava Flow		47.53328	Basalt	Two Island River	269.06571	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB08.10:SLB08.1:SLB08.2:SLB08.3:SLB08.4:SLB08.5:SLB08.6:SLB08.7:SLB08.8:SLB08.9	SLB08	pmagpy-3.4.1: demag_gui.v.3.0	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.5a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	31.7	23.3	28.6	206.0
34	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	10.7	hem	287.4	42.3	33.0	7	7	7	0	t	6.8155	0	Extrusive	Lava Flow		47.53289	Basalt	Two Island River	269.0659	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB09.1:SLB09.3:SLB09.4:SLB09.5:SLB09.6:SLB09.7:SLB09.8	SLB09	pmagpy-3.4.1: demag_gui.v.3.0	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	13.2	8.1	29.3	184.3
34	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	11.0	mag	288.3	41.8	31.0	7	7	7	0	t	6.8082	0	Extrusive	Lava Flow		47.53289	Basalt	Two Island River	269.0659	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB09.1:SLB09.3:SLB09.4:SLB09.5:SLB09.6:SLB09.7:SLB09.8	SLB09	pmagpy-3.4.1: demag_gui.v.3.0	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	13.5	8.2	29.6	183.3
34	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	10.7	hem	277.3	57.2	32.0	7	7	7	0	t	6.8154	100	Extrusive	Lava Flow		47.53289	Basalt	Two Island River	269.0659	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB09.1:SLB09.3:SLB09.4:SLB09.5:SLB09.6:SLB09.7:SLB09.8	SLB09	pmagpy-3.4.1: demag_gui.v.3.0	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	15.6	11.4	31.3	202.5
34	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	11.0	mag	278.8	56.8	31.0	7	7	7	0	t	6.8083	100	Extrusive	Lava Flow		47.53289	Basalt	Two Island River	269.0659	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB09.1:SLB09.3:SLB09.4:SLB09.5:SLB09.6:SLB09.7:SLB09.8	SLB09	pmagpy-3.4.1: demag_gui.v.3.0	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	16.0	11.6	32.0	201.3
35	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	11.2	hem	272.6	11.8	19.0	10	10	10	0	t	9.5369	0	Extrusive	Lava Flow		47.532509999999995	Basalt	Two Island River	269.06656	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB10.10:SLB10.1:SLB10.2:SLB10.3:SLB10.4:SLB10.5:SLB10.6:SLB10.7:SLB10.8:SLB10.9	SLB10	pmagpy-3.4.1: demag_gui.v.3.0	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a:SLB10.9a	11.4	5.8	6.1	181.2
35	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	10.7	mag	273.5	10.3	21.0	10	10	10	0	t	9.5754	0	Extrusive	Lava Flow		47.532509999999995	Basalt	Two Island River	269.06656	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB10.10:SLB10.1:SLB10.2:SLB10.3:SLB10.4:SLB10.5:SLB10.6:SLB10.7:SLB10.8:SLB10.9	SLB10	pmagpy-3.4.1: demag_gui.v.3.0	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a:SLB10.9a	10.8	5.5	6.2	180.0
35	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	9.0	hem	267.8	29.7	30.0	10	10	10	0	t	9.696	100	Extrusive	Lava Flow		47.532509999999995	Basalt	Two Island River	269.06656	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB10.10:SLB10.1:SLB10.2:SLB10.3:SLB10.4:SLB10.5:SLB10.6:SLB10.7:SLB10.8:SLB10.9	SLB10	pmagpy-3.4.1: demag_gui.v.3.0	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a:SLB10.9a	10.0	5.5	10.2	191.5
35	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	9.4	mag	268.9	28.5	27.0	10	10	10	0	t	9.6716	100	Extrusive	Lava Flow		47.532509999999995	Basalt	Two Island River	269.06656	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB10.10:SLB10.1:SLB10.2:SLB10.3:SLB10.4:SLB10.5:SLB10.6:SLB10.7:SLB10.8:SLB10.9	SLB10	pmagpy-3.4.1: demag_gui.v.3.0	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a:SLB10.9a	10.3	5.7	10.4	190.2
36	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.6	hem	268.1	26.0	37.0	9	9	9	0	t	8.783	0	Extrusive	Lava Flow		47.53223	Basalt	Two Island River	269.06651	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB11.1:SLB11.2:SLB11.3:SLB11.4:SLB11.5:SLB11.6:SLB11.7:SLB11.8:SLB11.9	SLB11	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	9.3	5.0	8.8	189.8
36	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.4	mag	271.6	24.6	39.0	9	9	9	0	t	8.7935	0	Extrusive	Lava Flow		47.53223	Basalt	Two Island River	269.06651	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB11.1:SLB11.2:SLB11.3:SLB11.4:SLB11.5:SLB11.6:SLB11.7:SLB11.8:SLB11.9	SLB11	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	9.0	4.8	10.5	186.7
36	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.6	hem	260.3	37.5	37.0	9	9	9	0	t	8.7826	100	Extrusive	Lava Flow		47.53223	Basalt	Two Island River	269.06651	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB11.1:SLB11.2:SLB11.3:SLB11.4:SLB11.5:SLB11.6:SLB11.7:SLB11.8:SLB11.9	SLB11	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	10.1	6.0	9.1	200.3
36	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.4	mag	264.5	36.9	39.0	9	9	9	0	t	8.7936	100	Extrusive	Lava Flow		47.53223	Basalt	Two Island River	269.06651	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB11.1:SLB11.2:SLB11.3:SLB11.4:SLB11.5:SLB11.6:SLB11.7:SLB11.8:SLB11.9	SLB11	pmagpy-3.4.1: demag_gui.v.3.0	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	9.8	5.8	11.5	197.1
37	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	2.7	hem	270.0	22.7	359.0	9	9	9	0	t	8.9777	0	Extrusive	Lava Flow	146.0	47.53223	Basalt	Two Island River	269.06651	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB12.1:SLB12.2:SLB12.3:SLB12.4:SLB12.5:SLB12.6:SLB12.7:SLB12.8:SLB12.9	SLB12	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	2.9	1.5	8.7	187.1
37	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	2.9	mag	270.9	19.5	324.0	9	9	9	0	t	8.9753	0	Extrusive	Lava Flow	146.0	47.53223	Basalt	Two Island River	269.06651	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB12.1:SLB12.2:SLB12.3:SLB12.4:SLB12.5:SLB12.6:SLB12.7:SLB12.8:SLB12.9	SLB12	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	3.0	1.6	8.0	185.2
37	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	2.7	hem	263.3	34.7	360.0	9	9	9	0	t	8.9778	100	Extrusive	Lava Flow	146.0	47.53223	Basalt	Two Island River	269.06651	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB12.1:SLB12.2:SLB12.3:SLB12.4:SLB12.5:SLB12.6:SLB12.7:SLB12.8:SLB12.9	SLB12	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	3.1	1.8	9.6	196.9
37	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	2.9	mag	265.2	31.8	324.0	9	9	9	0	t	8.9753	100	Extrusive	Lava Flow	146.0	47.53223	Basalt	Two Island River	269.06651	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB12.1:SLB12.2:SLB12.3:SLB12.4:SLB12.5:SLB12.6:SLB12.7:SLB12.8:SLB12.9	SLB12	pmagpy-3.4.1: demag_gui.v.3.0	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	3.3	1.8	9.5	194.3
38	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.0	hem	270.1	12.5	85.0	8	8	8	0	t	7.9178	0	Extrusive	Lava Flow	151.3	47.53176	Basalt	Two Island River	269.06706	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB13.1:SLB13.2:SLB13.3:SLB13.4:SLB13.5:SLB13.6:SLB13.7:SLB13.8	SLB13	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	6.1	3.1	4.7	183.3
38	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.8	mag	270.5	11.7	91.0	8	8	8	0	t	7.9229	0	Extrusive	Lava Flow	151.3	47.53176	Basalt	Two Island River	269.06706	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB13.1:SLB13.2:SLB13.3:SLB13.4:SLB13.5:SLB13.6:SLB13.7:SLB13.8	SLB13	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	5.9	3.0	4.7	182.7
38	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	6.0	hem	266.0	24.9	85.0	8	8	8	0	t	7.9179	100	Extrusive	Lava Flow	151.3	47.53176	Basalt	Two Island River	269.06706	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB13.1:SLB13.2:SLB13.3:SLB13.4:SLB13.5:SLB13.6:SLB13.7:SLB13.8	SLB13	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	6.4	3.5	6.9	190.9
38	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.8	mag	266.7	24.2	91.0	8	8	8	0	t	7.9231	100	Extrusive	Lava Flow	151.3	47.53176	Basalt	Two Island River	269.06706	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB13.1:SLB13.2:SLB13.3:SLB13.4:SLB13.5:SLB13.6:SLB13.7:SLB13.8	SLB13	pmagpy-3.4.1: demag_gui.v.3.0	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	6.2	3.3	7.1	190.1
39	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.5	hem	273.1	16.7	87.0	9	9	9	0	t	8.9085	0	Extrusive	Lava Flow		47.53111	Basalt	Two Island River	269.06746	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB14.1:SLB14.2:SLB14.3:SLB14.4:SLB14.5:SLB14.6:SLB14.7:SLB14.8:SLB14.9	SLB14	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	5.7	2.9	8.4	182.6
39	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	2.4	mag	268.5	10.7	462.0	9	9	9	0	t	8.9827	0	Extrusive	Lava Flow		47.53111	Basalt	Two Island River	269.06746	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB14.1:SLB14.2:SLB14.3:SLB14.4:SLB14.5:SLB14.6:SLB14.7:SLB14.8:SLB14.9	SLB14	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	2.4	1.2	3.0	183.8
39	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.5	hem	268.3	29.5	88.0	9	9	9	0	t	8.909	100	Extrusive	Lava Flow		47.53111	Basalt	Two Island River	269.06746	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB14.1:SLB14.2:SLB14.3:SLB14.4:SLB14.5:SLB14.6:SLB14.7:SLB14.8:SLB14.9	SLB14	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	6.1	3.4	10.5	191.1
39	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	2.4	mag	264.8	22.8	472.0	9	9	9	0	t	8.983	100	Extrusive	Lava Flow		47.53111	Basalt	Two Island River	269.06746	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB14.1:SLB14.2:SLB14.3:SLB14.4:SLB14.5:SLB14.6:SLB14.7:SLB14.8:SLB14.9	SLB14	pmagpy-3.4.1: demag_gui.v.3.0	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	2.5	1.4	5.3	190.9
40	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.0	hem	269.6	10.7	108.0	9	9	9	0	t	8.9262	0	Extrusive	Lava Flow		47.53092	Basalt	Two Island River	269.06847	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB15.1:SLB15.2:SLB15.3:SLB15.4:SLB15.5:SLB15.6:SLB15.7:SLB15.8:SLB15.9	SLB15	pmagpy-3.4.1: demag_gui.v.3.0	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.7a:SLB15.8a:SLB15.9a	5.1	2.6	3.7	183.0
40	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.7	mag	268.9	10.2	83.0	9	9	9	0	t	8.9041	0	Extrusive	Lava Flow		47.53092	Basalt	Two Island River	269.06847	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB15.1:SLB15.2:SLB15.3:SLB15.4:SLB15.5:SLB15.6:SLB15.7:SLB15.8:SLB15.9	SLB15	pmagpy-3.4.1: demag_gui.v.3.0	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.7a:SLB15.8a:SLB15.9a	5.8	2.9	3.0	183.4
40	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.0	hem	266.0	22.9	109.0	9	9	9	0	t	8.9265	100	Extrusive	Lava Flow		47.53092	Basalt	Two Island River	269.06847	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB15.1:SLB15.2:SLB15.3:SLB15.4:SLB15.5:SLB15.6:SLB15.7:SLB15.8:SLB15.9	SLB15	pmagpy-3.4.1: demag_gui.v.3.0	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.7a:SLB15.8a:SLB15.9a	5.3	2.8	6.1	190.1
40	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.7	mag	265.4	22.3	83.0	9	9	9	0	t	8.9041	100	Extrusive	Lava Flow		47.53092	Basalt	Two Island River	269.06847	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SLB15.1:SLB15.2:SLB15.3:SLB15.4:SLB15.5:SLB15.6:SLB15.7:SLB15.8:SLB15.9	SLB15	pmagpy-3.4.1: demag_gui.v.3.0	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.7a:SLB15.8a:SLB15.9a	6.0	3.2	5.5	190.3
41	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.6	hem	279.5	9.5	86.0	9	9	9	0	t	8.9067	0	Extrusive	Lava Flow		47.5306	Basalt	Two Island River	269.06898	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB16.1:SLB16.2:SLB16.3:SLB16.4:SLB16.5:SLB16.6:SLB16.7:SLB16.8:SLB16.9	SLB16	pmagpy-3.4.1: demag_gui.v.3.0	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	5.7	2.9	9.9	175.3
41	1091.61	1086.0	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	7.2	mag	278.0	9.6	53.0	9	9	9	0	t	8.8484	0	Extrusive	Lava Flow		47.5306	Basalt	Two Island River	269.06898	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SLB16.1:SLB16.2:SLB16.3:SLB16.4:SLB16.5:SLB16.6:SLB16.7:SLB16.8:SLB16.9	SLB16	pmagpy-3.4.1: demag_gui.v.3.0	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	7.3	3.7	9.0	176.4
