tab 	pmag_sites
er_analyst_mail_names	er_citation_names	er_location_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
	This study	Two Island River	SLB03	SLB03.1a:SLB03.2a:SLB03.3a:SLB03.4a:SLB03.5a:SLB03.6a:SLB03.7a:SLB03.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.9	mag	289.5	Site direction included in results table	51.3	1.0880e+03	3.0000e+00	Ma	204	8	8	0		7.9656	100
	This study	Two Island River	SLB03	SLB03.1a:SLB03.2a:SLB03.3a:SLB03.4a:SLB03.5a:SLB03.6a:SLB03.7a:SLB03.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.7	hem	291.2	Site direction included in results table	51.7	1.0880e+03	3.0000e+00	Ma	142	8	8	0		7.9508	100
	This study	Two Island River	SLB04	SLB04.1a:SLB04.2a:SLB04.3a:SLB04.4a:SLB04.5a:SLB04.6a:SLB04.7a:SLB04.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.7	mag	297.8	Site direction included in results table	37.0	1.0880e+03	3.0000e+00	Ma	430	8	8	0		7.9837	0
	This study	Two Island River	SLB04	SLB04.1a:SLB04.2a:SLB04.3a:SLB04.4a:SLB04.5a:SLB04.6a:SLB04.7a:SLB04.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.9	hem	295.9	Site direction included in results table	37.7	1.0880e+03	3.0000e+00	Ma	357	8	8	0		7.9804	0
	This study	Two Island River	SLB04	SLB04.1a:SLB04.2a:SLB04.3a:SLB04.4a:SLB04.5a:SLB04.6a:SLB04.7a:SLB04.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.7	mag	292.9	Site direction included in results table	53.3	1.0880e+03	3.0000e+00	Ma	427	8	8	0		7.9836	100
	This study	Two Island River	SLB04	SLB04.1a:SLB04.2a:SLB04.3a:SLB04.4a:SLB04.5a:SLB04.6a:SLB04.7a:SLB04.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.9	hem	290.2	Site direction included in results table	53.8	1.0880e+03	3.0000e+00	Ma	357	8	8	0		7.9804	100
	This study	Two Island River	SLB05	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.7	mag	294.5	Site direction included in results table	39.2	1.0880e+03	3.0000e+00	Ma	219	8	8	0		7.9681	0
	This study	Two Island River	SLB05	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.7	hem	292.3	Site direction included in results table	39.4	1.0880e+03	3.0000e+00	Ma	223	8	8	0		7.9686	0
	This study	Two Island River	SLB05	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.8	mag	287.9	Site direction included in results table	55.2	1.0880e+03	3.0000e+00	Ma	218	8	8	0		7.9680	100
	This study	Two Island River	SLB05	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.7	hem	284.9	Site direction included in results table	55.0	1.0880e+03	3.0000e+00	Ma	223	8	8	0		7.9686	100
	This study	Two Island River	SLB06	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.8	mag	290.4	Site direction included in results table	37.2	1.0880e+03	3.0000e+00	Ma	336	9	9	0		8.9762	0
	This study	Two Island River	SLB06	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.8	hem	291.1	Site direction included in results table	37.3	1.0880e+03	3.0000e+00	Ma	337	9	9	0		8.9763	0
	This study	Two Island River	SLB06	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.8	mag	283.2	Site direction included in results table	52.6	1.0880e+03	3.0000e+00	Ma	337	9	9	0		8.9763	100
	This study	Two Island River	SLB06	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.8	hem	284.1	Site direction included in results table	52.8	1.0880e+03	3.0000e+00	Ma	337	9	9	0		8.9763	100
	This study	Two Island River	SLB07	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.5	mag	291.9	Site direction included in results table	41.0	1.0880e+03	3.0000e+00	Ma	63	9	9	0		8.8728	0
	This study	Two Island River	SLB07	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.7	hem	291.8	Site direction included in results table	40.8	1.0880e+03	3.0000e+00	Ma	60	9	9	0		8.8675	0
	This study	Two Island River	SLB07	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.5	mag	283.9	Site direction included in results table	56.6	1.0880e+03	3.0000e+00	Ma	63	9	9	0		8.8729	100
	This study	Two Island River	SLB07	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.7	hem	283.8	Site direction included in results table	56.4	1.0880e+03	3.0000e+00	Ma	60	9	9	0		8.8677	100
	This study	Two Island River	SLB08	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.1	mag	290.1	Site direction included in results table	40.3	1.0880e+03	3.0000e+00	Ma	625	9	9	0		8.9872	0
	This study	Two Island River	SLB08	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	1.7	hem	289.6	Site direction included in results table	41.1	1.0880e+03	3.0000e+00	Ma	870	9	9	0		8.9908	0
	This study	Two Island River	SLB08	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.1	mag	281.8	Site direction included in results table	55.6	1.0880e+03	3.0000e+00	Ma	617	9	9	0		8.9870	100
	This study	Two Island River	SLB08	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	1.8	hem	280.8	Site direction included in results table	56.3	1.0880e+03	3.0000e+00	Ma	863	9	9	0		8.9907	100
	This study	Two Island River	SLB09	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	11.0	mag	288.3	Site direction included in results table	41.8	1.0880e+03	3.0000e+00	Ma	31	7	7	0		6.8082	0
	This study	Two Island River	SLB09	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	10.7	hem	287.4	Site direction included in results table	42.3	1.0880e+03	3.0000e+00	Ma	33	7	7	0		6.8155	0
	This study	Two Island River	SLB09	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	11.0	mag	278.8	Site direction included in results table	56.8	1.0880e+03	3.0000e+00	Ma	31	7	7	0		6.8083	100
	This study	Two Island River	SLB09	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	10.7	hem	277.3	Site direction included in results table	57.2	1.0880e+03	3.0000e+00	Ma	32	7	7	0		6.8154	100
	This study	Two Island River	SLB10	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.7	mag	269.2	Site direction included in results table	12.3	1.0880e+03	3.0000e+00	Ma	83	9	9	0		8.9038	0
	This study	Two Island River	SLB10	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.7	hem	268.4	Site direction included in results table	14.0	1.0880e+03	3.0000e+00	Ma	60	9	9	0		8.8677	0
	This study	Two Island River	SLB10	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.2	mag	264.6	Site direction included in results table	27.3	1.0880e+03	3.0000e+00	Ma	98	9	9	0		8.9182	100
	This study	Two Island River	SLB10	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.8	hem	263.4	Site direction included in results table	28.8	1.0880e+03	3.0000e+00	Ma	115	9	9	0		8.9306	100
	This study	Two Island River	SLB11	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.4	mag	271.6	Site direction included in results table	24.6	1.0880e+03	3.0000e+00	Ma	39	9	9	0		8.7935	0
	This study	Two Island River	SLB11	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.6	hem	268.1	Site direction included in results table	26.0	1.0880e+03	3.0000e+00	Ma	37	9	9	0		8.7830	0
	This study	Two Island River	SLB11	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	8.4	mag	264.5	Site direction included in results table	36.9	1.0880e+03	3.0000e+00	Ma	39	9	9	0		8.7936	100
	This study	Two Island River	SLB11	SLB11.1a:SLB11.2a:SLB11.3a:SLB11.4a:SLB11.5a:SLB11.6a:SLB11.7a:SLB11.8a:SLB11.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	8.6	hem	260.3	Site direction included in results table	37.5	1.0880e+03	3.0000e+00	Ma	37	9	9	0		8.7826	100
	This study	Two Island River	SLB12	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.9	mag	270.9	Site direction included in results table	19.5	1.0880e+03	3.0000e+00	Ma	324	9	9	0		8.9753	0
	This study	Two Island River	SLB12	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.7	hem	270.0	Site direction included in results table	22.7	1.0880e+03	3.0000e+00	Ma	359	9	9	0		8.9777	0
	This study	Two Island River	SLB12	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.9	mag	265.2	Site direction included in results table	31.8	1.0880e+03	3.0000e+00	Ma	324	9	9	0		8.9753	100
	This study	Two Island River	SLB12	SLB12.1a:SLB12.2a:SLB12.3a:SLB12.4a:SLB12.5a:SLB12.6a:SLB12.7a:SLB12.8a:SLB12.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.7	hem	263.3	Site direction included in results table	34.7	1.0880e+03	3.0000e+00	Ma	360	9	9	0		8.9778	100
	This study	Two Island River	SLB13	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.8	mag	270.5	Site direction included in results table	11.7	1.0880e+03	3.0000e+00	Ma	91	8	8	0		7.9229	0
	This study	Two Island River	SLB13	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.0	hem	270.1	Site direction included in results table	12.5	1.0880e+03	3.0000e+00	Ma	85	8	8	0		7.9178	0
	This study	Two Island River	SLB13	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.8	mag	266.7	Site direction included in results table	24.2	1.0880e+03	3.0000e+00	Ma	91	8	8	0		7.9231	100
	This study	Two Island River	SLB13	SLB13.1a:SLB13.2a:SLB13.3a:SLB13.4a:SLB13.5a:SLB13.6a:SLB13.7a:SLB13.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.0	hem	266.0	Site direction included in results table	24.9	1.0880e+03	3.0000e+00	Ma	85	8	8	0		7.9179	100
	This study	Two Island River	SLB14	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.4	mag	268.5	Site direction included in results table	10.7	1.0880e+03	3.0000e+00	Ma	462	9	9	0		8.9827	0
	This study	Two Island River	SLB14	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.5	hem	273.1	Site direction included in results table	16.7	1.0880e+03	3.0000e+00	Ma	87	9	9	0		8.9085	0
	This study	Two Island River	SLB14	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.4	mag	264.8	Site direction included in results table	22.8	1.0880e+03	3.0000e+00	Ma	472	9	9	0		8.9830	100
	This study	Two Island River	SLB14	SLB14.1a:SLB14.2a:SLB14.3a:SLB14.4a:SLB14.5a:SLB14.6a:SLB14.7a:SLB14.8a:SLB14.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.5	hem	268.3	Site direction included in results table	29.5	1.0880e+03	3.0000e+00	Ma	88	9	9	0		8.9090	100
	This study	Two Island River	SLB15	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.8a:SLB15.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.2	mag	270.7	Site direction included in results table	10.3	1.0880e+03	3.0000e+00	Ma	114	8	8	0		7.9386	0
	This study	Two Island River	SLB15	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.8a:SLB15.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.6	hem	271.1	Site direction included in results table	10.8	1.0880e+03	3.0000e+00	Ma	148	8	8	0		7.9526	0
	This study	Two Island River	SLB15	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.8a:SLB15.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.2	mag	267.3	Site direction included in results table	22.8	1.0880e+03	3.0000e+00	Ma	114	8	8	0		7.9386	100
	This study	Two Island River	SLB15	SLB15.1a:SLB15.2a:SLB15.3a:SLB15.4a:SLB15.5a:SLB15.6a:SLB15.8a:SLB15.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.6	hem	267.6	Site direction included in results table	23.4	1.0880e+03	3.0000e+00	Ma	149	8	8	0		7.9529	100
	This study	Two Island River	SLB16	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	7.2	mag	278.0	Site direction included in results table	9.6	1.0880e+03	3.0000e+00	Ma	53	9	9	0		8.8484	0
	This study	Two Island River	SLB16	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.6	hem	279.5	Site direction included in results table	9.5	1.0880e+03	3.0000e+00	Ma	86	9	9	0		8.9067	0
	This study	Two Island River	SLB16	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	7.2	mag	275.0	Site direction included in results table	23.5	1.0880e+03	3.0000e+00	Ma	53	9	9	0		8.8477	100
	This study	Two Island River	SLB16	SLB16.1a:SLB16.2a:SLB16.3a:SLB16.4a:SLB16.5a:SLB16.6a:SLB16.7a:SLB16.8a:SLB16.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.6	hem	276.7	Site direction included in results table	23.6	1.0880e+03	3.0000e+00	Ma	86	9	9	0		8.9067	100
	This study	Two Island River	SLB17	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.8	mag	289.8	Site direction included in results table	34.8	1.0880e+03	3.0000e+00	Ma	68	8	8	0		7.8971	0
	This study	Two Island River	SLB17	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.6	hem	290.4	Site direction included in results table	35.9	1.0880e+03	3.0000e+00	Ma	71	8	8	0		7.9010	0
