tab 	pmag_sites
er_analyst_mail_names	er_citation_names	er_location_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
	This study	Two Island River	SLB17	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.8	mag	283.0	Site direction included in results table	50.2	1.0880e+03	3.0000e+00	Ma	68	8	8	0		7.8970	100
	This study	Two Island River	SLB17	SLB17.1a:SLB17.2a:SLB17.3a:SLB17.4a:SLB17.5a:SLB17.6a:SLB17.7a:SLB17.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.6	hem	283.5	Site direction included in results table	51.4	1.0880e+03	3.0000e+00	Ma	71	8	8	0		7.9009	100
	This study	Two Island River	SLB18	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.5	mag	287.0	Site direction included in results table	36.7	1.0880e+03	3.0000e+00	Ma	217	9	9	0		8.9631	0
	This study	Two Island River	SLB18	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.6	hem	287.1	Site direction included in results table	36.1	1.0880e+03	3.0000e+00	Ma	205	9	9	0		8.9610	0
	This study	Two Island River	SLB18	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.5	mag	278.8	Site direction included in results table	51.6	1.0880e+03	3.0000e+00	Ma	218	9	9	0		8.9632	100
	This study	Two Island River	SLB18	SLB18.1a:SLB18.2a:SLB18.3a:SLB18.4a:SLB18.5a:SLB18.6a:SLB18.7a:SLB18.8a:SLB18.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.6	hem	279.2	Site direction included in results table	51.1	1.0880e+03	3.0000e+00	Ma	206	9	9	0		8.9612	100
	This study	Two Island River	SLB19	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.4	mag	289.4	Site direction included in results table	33.4	1.0880e+03	3.0000e+00	Ma	228	9	9	0		8.9649	0
	This study	Two Island River	SLB19	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.6	hem	290.2	Site direction included in results table	33.0	1.0880e+03	3.0000e+00	Ma	208	9	9	0		8.9616	0
	This study	Two Island River	SLB19	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.4	mag	282.9	Site direction included in results table	48.8	1.0880e+03	3.0000e+00	Ma	231	9	9	0		8.9653	100
	This study	Two Island River	SLB19	SLB19.1a:SLB19.2a:SLB19.3a:SLB19.4a:SLB19.5a:SLB19.6a:SLB19.7a:SLB19.8a:SLB19.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.6	hem	284.0	Site direction included in results table	48.4	1.0880e+03	3.0000e+00	Ma	208	9	9	0		8.9615	100
	This study	Two Island River	SLB20	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.1	mag	295.1	Site direction included in results table	35.9	1.0880e+03	3.0000e+00	Ma	181	8	8	0		7.9613	0
	This study	Two Island River	SLB20	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.7	hem	293.8	Site direction included in results table	36.1	1.0880e+03	3.0000e+00	Ma	223	8	8	0		7.9686	0
	This study	Two Island River	SLB20	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.1	mag	289.6	Site direction included in results table	51.9	1.0880e+03	3.0000e+00	Ma	180	8	8	0		7.9612	100
	This study	Two Island River	SLB20	SLB20.1a:SLB20.2a:SLB20.3a:SLB20.4a:SLB20.5a:SLB20.6a:SLB20.7a:SLB20.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.7	hem	287.8	Site direction included in results table	51.9	1.0880e+03	3.0000e+00	Ma	223	8	8	0		7.9686	100
	This study	Two Island River	SLB21	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.9	mag	290.2	Site direction included in results table	29.9	1.0880e+03	3.0000e+00	Ma	202	8	8	0		7.9654	0
	This study	Two Island River	SLB21	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.2	hem	288.2	Site direction included in results table	29.5	1.0880e+03	3.0000e+00	Ma	173	8	8	0		7.9594	0
	This study	Two Island River	SLB21	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.9	mag	284.7	Site direction included in results table	45.4	1.0880e+03	3.0000e+00	Ma	201	8	8	0		7.9653	100
	This study	Two Island River	SLB21	SLB21.1a:SLB21.2a:SLB21.3a:SLB21.4a:SLB21.5a:SLB21.6a:SLB21.7a:SLB21.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.2	hem	282.4	Site direction included in results table	44.7	1.0880e+03	3.0000e+00	Ma	173	8	8	0		7.9595	100
	This study	Two Island River	SLB22	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.2	mag	287.2	Site direction included in results table	34.6	1.0880e+03	3.0000e+00	Ma	296	8	8	0		7.9763	0
	This study	Two Island River	SLB22	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.3	hem	288.4	Site direction included in results table	36.0	1.0880e+03	3.0000e+00	Ma	278	8	8	0		7.9748	0
	This study	Two Island River	SLB22	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.2	mag	279.8	Site direction included in results table	49.6	1.0880e+03	3.0000e+00	Ma	295	8	8	0		7.9763	100
	This study	Two Island River	SLB22	SLB22.1a:SLB22.2a:SLB22.3a:SLB22.4a:SLB22.5a:SLB22.6a:SLB22.7a:SLB22.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.3	hem	281.0	Site direction included in results table	51.1	1.0880e+03	3.0000e+00	Ma	280	8	8	0		7.9750	100
	This study	Two Island River	SLB23	SLB23.1a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.2	mag	294.3	Site direction included in results table	33.4	1.0880e+03	3.0000e+00	Ma	364	7	7	0		6.9835	0
	This study	Two Island River	SLB23	SLB23.1a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.4	hem	293.2	Site direction included in results table	33.9	1.0880e+03	3.0000e+00	Ma	320	7	7	0		6.9812	0
	This study	Two Island River	SLB23	SLB23.1a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.2	mag	289.0	Site direction included in results table	49.4	1.0880e+03	3.0000e+00	Ma	361	7	7	0		6.9834	100
	This study	Two Island River	SLB23	SLB23.1a:SLB23.3a:SLB23.4a:SLB23.5a:SLB23.6a:SLB23.7a:SLB23.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.4	hem	287.6	Site direction included in results table	49.7	1.0880e+03	3.0000e+00	Ma	321	7	7	0		6.9813	100
	This study	Two Island River	SLB24	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.5	mag	287.9	Site direction included in results table	27.5	1.0880e+03	3.0000e+00	Ma	222	9	9	0		8.9639	0
	This study	Two Island River	SLB24	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.1	hem	287.7	Site direction included in results table	29.4	1.0880e+03	3.0000e+00	Ma	161	9	9	0		8.9504	0
	This study	Two Island River	SLB24	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.5	mag	282.5	Site direction included in results table	42.7	1.0880e+03	3.0000e+00	Ma	222	9	9	0		8.9640	100
	This study	Two Island River	SLB24	SLB24.1a:SLB24.2a:SLB24.3a:SLB24.4a:SLB24.5a:SLB24.6a:SLB24.7a:SLB24.8a:SLB24.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.1	hem	281.8	Site direction included in results table	44.6	1.0880e+03	3.0000e+00	Ma	161	9	9	0		8.9504	100
	This study	Two Island River	SLB25	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.0	mag	283.7	Site direction included in results table	27.4	1.0880e+03	3.0000e+00	Ma	148	10	10	0		9.9391	0
	This study	Two Island River	SLB25	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.7	hem	286.4	Site direction included in results table	28.8	1.0880e+03	3.0000e+00	Ma	174	10	10	0		9.9482	0
	This study	Two Island River	SLB25	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.0	mag	277.5	Site direction included in results table	42.0	1.0880e+03	3.0000e+00	Ma	148	10	10	0		9.9392	100
	This study	Two Island River	SLB25	SLB25.10a:SLB25.1a:SLB25.2a:SLB25.3a:SLB25.4a:SLB25.5a:SLB25.6a:SLB25.7a:SLB25.8a:SLB25.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.7	hem	280.4	Site direction included in results table	43.7	1.0880e+03	3.0000e+00	Ma	174	10	10	0		9.9484	100
	This study	Two Island River	SLB26	SLB26.1a:SLB26.2a:SLB26.3a:SLB26.4a:SLB26.5a:SLB26.6a:SLB26.7a:SLB26.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.9	mag	291.9	Site direction included in results table	35.5	1.0880e+03	3.0000e+00	Ma	128	8	8	0		7.9452	0
	This study	Two Island River	SLB26	SLB26.1a:SLB26.2a:SLB26.3a:SLB26.4a:SLB26.5a:SLB26.6a:SLB26.7a:SLB26.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.0	hem	292.1	Site direction included in results table	33.6	1.0880e+03	3.0000e+00	Ma	124	8	8	0		7.9437	0
	This study	Two Island River	SLB26	SLB26.1a:SLB26.2a:SLB26.3a:SLB26.4a:SLB26.5a:SLB26.6a:SLB26.7a:SLB26.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.9	mag	285.5	Site direction included in results table	51.2	1.0880e+03	3.0000e+00	Ma	127	8	8	0		7.9450	100
	This study	Two Island River	SLB26	SLB26.1a:SLB26.2a:SLB26.3a:SLB26.4a:SLB26.5a:SLB26.6a:SLB26.7a:SLB26.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	5.0	hem	286.2	Site direction included in results table	49.3	1.0880e+03	3.0000e+00	Ma	124	8	8	0		7.9436	100
	This study	Two Island River	SLB27	SLB27.2a:SLB27.3a:SLB27.4a:SLB27.5a:SLB27.6a:SLB27.7a:SLB27.8a:SLB27.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.8	mag	293.4	Site direction included in results table	34.7	1.0880e+03	3.0000e+00	Ma	209	8	8	0		7.9665	0
	This study	Two Island River	SLB27	SLB27.2a:SLB27.3a:SLB27.4a:SLB27.5a:SLB27.6a:SLB27.7a:SLB27.8a:SLB27.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.3	hem	293.6	Site direction included in results table	33.9	1.0880e+03	3.0000e+00	Ma	171	8	8	0		7.9590	0
	This study	Two Island River	SLB27	SLB27.2a:SLB27.3a:SLB27.4a:SLB27.5a:SLB27.6a:SLB27.7a:SLB27.8a:SLB27.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.8	mag	287.6	Site direction included in results table	50.6	1.0880e+03	3.0000e+00	Ma	209	8	8	0		7.9666	100
	This study	Two Island River	SLB27	SLB27.2a:SLB27.3a:SLB27.4a:SLB27.5a:SLB27.6a:SLB27.7a:SLB27.8a:SLB27.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.2	hem	288.1	Site direction included in results table	49.8	1.0880e+03	3.0000e+00	Ma	171	8	8	0		7.9591	100
	This study	Two Island River	SLB28	SLB28.1a:SLB28.2a:SLB28.3a:SLB28.4a:SLB28.5a:SLB28.6a:SLB28.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.7	mag	284.4	Site direction included in results table	30.3	1.0880e+03	3.0000e+00	Ma	49	7	7	0		6.8766	0
	This study	Two Island River	SLB28	SLB28.1a:SLB28.2a:SLB28.3a:SLB28.4a:SLB28.5a:SLB28.6a:SLB28.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.1	hem	288.5	Site direction included in results table	33.3	1.0880e+03	3.0000e+00	Ma	217	7	7	0		6.9724	0
	This study	Two Island River	SLB28	SLB28.1a:SLB28.2a:SLB28.3a:SLB28.4a:SLB28.5a:SLB28.6a:SLB28.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	8.7	mag	277.6	Site direction included in results table	44.9	1.0880e+03	3.0000e+00	Ma	49	7	7	0		6.8772	100
	This study	Two Island River	SLB28	SLB28.1a:SLB28.2a:SLB28.3a:SLB28.4a:SLB28.5a:SLB28.6a:SLB28.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.1	hem	281.7	Site direction included in results table	48.5	1.0880e+03	3.0000e+00	Ma	216	7	7	0		6.9723	100
	This study	Two Island River	SLB29	SLB29.2a:SLB29.3a:SLB29.4a:SLB29.5a:SLB29.6a:SLB29.7a:SLB29.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.6	mag	273.2	Site direction included in results table	7.0	1.0880e+03	3.0000e+00	Ma	85	7	7	0		6.9293	0
	This study	Two Island River	SLB29	SLB29.2a:SLB29.3a:SLB29.4a:SLB29.5a:SLB29.6a:SLB29.7a:SLB29.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.2	hem	274.4	Site direction included in results table	8.8	1.0880e+03	3.0000e+00	Ma	96	7	7	0		6.9377	0
	This study	Two Island River	SLB29	SLB29.2a:SLB29.3a:SLB29.4a:SLB29.5a:SLB29.6a:SLB29.7a:SLB29.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.6	mag	270.5	Site direction included in results table	20.1	1.0880e+03	3.0000e+00	Ma	85	7	7	0		6.9298	100
	This study	Two Island River	SLB29	SLB29.2a:SLB29.3a:SLB29.4a:SLB29.5a:SLB29.6a:SLB29.7a:SLB29.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	6.2	hem	271.4	Site direction included in results table	22.0	1.0880e+03	3.0000e+00	Ma	96	7	7	0		6.9374	100
	This study	Two Island River	SLB30	SLB30.1a:SLB30.2a:SLB30.3a:SLB30.4a:SLB30.5a:SLB30.6a:SLB30.7a:SLB30.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.6	mag	289.6	Site direction included in results table	30.2	1.0880e+03	3.0000e+00	Ma	148	8	8	0		7.9529	0
	This study	Two Island River	SLB30	SLB30.1a:SLB30.2a:SLB30.3a:SLB30.4a:SLB30.5a:SLB30.6a:SLB30.7a:SLB30.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.2	hem	290.7	Site direction included in results table	30.9	1.0880e+03	3.0000e+00	Ma	173	8	8	0		7.9595	0
	This study	Two Island River	SLB30	SLB30.1a:SLB30.2a:SLB30.3a:SLB30.4a:SLB30.5a:SLB30.6a:SLB30.7a:SLB30.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.6	mag	283.8	Site direction included in results table	45.6	1.0880e+03	3.0000e+00	Ma	149	8	8	0		7.9529	100
	This study	Two Island River	SLB30	SLB30.1a:SLB30.2a:SLB30.3a:SLB30.4a:SLB30.5a:SLB30.6a:SLB30.7a:SLB30.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	4.2	hem	285.1	Site direction included in results table	46.5	1.0880e+03	3.0000e+00	Ma	173	8	8	0		7.9595	100
	This study	Two Island River	SLB31	SLB31.2a:SLB31.3a:SLB31.4a:SLB31.5a:SLB31.6a:SLB31.7a:SLB31.8a:SLB31.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.9	mag	296.4	Site direction included in results table	26.9	1.0880e+03	3.0000e+00	Ma	367	8	8	0		7.9809	0
	This study	Two Island River	SLB31	SLB31.2a:SLB31.3a:SLB31.4a:SLB31.5a:SLB31.6a:SLB31.7a:SLB31.8a:SLB31.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.1	hem	298.7	Site direction included in results table	27.0	1.0880e+03	3.0000e+00	Ma	705	8	8	0		7.9901	0
	This study	Two Island River	SLB31	SLB31.2a:SLB31.3a:SLB31.4a:SLB31.5a:SLB31.6a:SLB31.7a:SLB31.8a:SLB31.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.9	mag	292.8	Site direction included in results table	43.1	1.0880e+03	3.0000e+00	Ma	368	8	8	0		7.9810	100
	This study	Two Island River	SLB31	SLB31.2a:SLB31.3a:SLB31.4a:SLB31.5a:SLB31.6a:SLB31.7a:SLB31.8a:SLB31.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.1	hem	295.5	Site direction included in results table	43.4	1.0880e+03	3.0000e+00	Ma	704	8	8	0		7.9901	100
	This study	Two Island River	SLB32	SLB32.1a:SLB32.2a:SLB32.3a:SLB32.4a:SLB32.6a:SLB32.7a:SLB32.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.7	mag	299.3	Site direction included in results table	28.3	1.0880e+03	3.0000e+00	Ma	273	7	7	0		6.9780	0
	This study	Two Island River	SLB32	SLB32.1a:SLB32.2a:SLB32.3a:SLB32.4a:SLB32.6a:SLB32.7a:SLB32.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.6	hem	300.0	Site direction included in results table	27.4	1.0880e+03	3.0000e+00	Ma	280	7	7	0		6.9785	0
	This study	Two Island River	SLB32	SLB32.1a:SLB32.2a:SLB32.3a:SLB32.4a:SLB32.6a:SLB32.7a:SLB32.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.7	mag	296.1	Site direction included in results table	44.8	1.0880e+03	3.0000e+00	Ma	271	7	7	0		6.9778	100
	This study	Two Island River	SLB32	SLB32.1a:SLB32.2a:SLB32.3a:SLB32.4a:SLB32.6a:SLB32.7a:SLB32.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.6	hem	297.2	Site direction included in results table	43.9	1.0880e+03	3.0000e+00	Ma	279	7	7	0		6.9785	100
	This study	Two Island River	SLB33	SLB33.1a:SLB33.2a:SLB33.3a:SLB33.4a:SLB33.5a:SLB33.6a:SLB33.7a:SLB33.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.4	mag	294.9	Site direction included in results table	22.7	1.0880e+03	3.0000e+00	Ma	266	8	8	0		7.9737	0
	This study	Two Island River	SLB33	SLB33.1a:SLB33.2a:SLB33.3a:SLB33.4a:SLB33.5a:SLB33.6a:SLB33.7a:SLB33.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.8	hem	294.2	Site direction included in results table	25.6	1.0880e+03	3.0000e+00	Ma	404	8	8	0		7.9827	0
	This study	Two Island River	SLB33	SLB33.1a:SLB33.2a:SLB33.3a:SLB33.4a:SLB33.5a:SLB33.6a:SLB33.7a:SLB33.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.4	mag	291.6	Site direction included in results table	38.8	1.0880e+03	3.0000e+00	Ma	264	8	8	0		7.9735	100
	This study	Two Island River	SLB33	SLB33.1a:SLB33.2a:SLB33.3a:SLB33.4a:SLB33.5a:SLB33.6a:SLB33.7a:SLB33.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	2.8	hem	290.4	Site direction included in results table	41.6	1.0880e+03	3.0000e+00	Ma	399	8	8	0		7.9825	100
	This study	Two Island River	SLB34	SLB34.1a:SLB34.2a:SLB34.3a:SLB34.4a:SLB34.5a:SLB34.6a:SLB34.7a:SLB34.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.5	mag	292.0	Site direction included in results table	27.5	1.0880e+03	3.0000e+00	Ma	248	8	8	0		7.9718	0
	This study	Two Island River	SLB34	SLB34.1a:SLB34.2a:SLB34.3a:SLB34.4a:SLB34.5a:SLB34.6a:SLB34.7a:SLB34.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.4	hem	291.7	Site direction included in results table	27.7	1.0880e+03	3.0000e+00	Ma	268	8	8	0		7.9739	0
