tab 	magic_measurements																							
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-04-26 08:59:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	318.7		g	-43	4.06E-05	7	1	1.10E-06	7.47E-07	5.60E-07	u	273	0	0	673
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-04-26 16:29:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3	318.4		g	-42.8	3.54E-05	8	1	1.44E-06	1.12E-06	4.96E-07	u	273	0	0	723
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-05-02 13:22:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	318.8		g	-42.9	3.13E-05	9	1	7.63E-07	7.01E-07	2.86E-07	u	273	0	0	748
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-05-02 19:45:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	320.3		g	-42.9	2.79E-05	10	1	4.49E-07	3.70E-07	3.96E-07	u	273	0	0	773
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-05-03 18:38:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	319.2		g	-42.7	2.34E-05	11	1	5.45E-07	3.91E-07	2.43E-07	u	273	0	0	798
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-05-12 14:19:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	320		g	-42.8	1.74E-05	12	1	4.28E-07	2.88E-07	2.19E-07	u	273	0	0	823
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-05-16 11:59:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	319.2		g	-42.7	1.30E-05	13	1	3.45E-07	2.21E-07	1.78E-07	u	273	0	0	833
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-05-16 18:00:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	318.2		g	-42.6	1.00E-05	14	1	4.80E-07	4.08E-07	1.32E-07	u	273	0	0	843
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-05-17 14:18:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	320.4		g	-42.7	8.21E-06	15	1	3.05E-07	2.39E-07	1.11E-07	u	273	0	0	848
This study	Agate Point	AP1-6	AP1	AP1-6a	AP1-6a:LP-DIR-T	hargrave 2016-05-18 11:10:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	321.7		g	-42.6	7.15E-06	16	1	1.68E-07	1.13E-07	8.19E-08	u	273	0	0	853
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-04-08 16:23:24	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.6	319.1		g	-40.2	6.18E-05	1	1	1.51E-06	8.14E-07	6.28E-07	u	273	0	0	273
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-04-11 16:41:07	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.2	318.1		g	-39.6	5.81E-05	2	1	1.81E-06	1.45E-06	3.88E-07	u	273	0	0	77
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-04-18 09:26:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	320.7		g	-40.1	5.80E-05	3	1	1.29E-06	8.08E-07	5.72E-07	u	273	0	0	373
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-04-18 16:42:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	320.8		g	-39.9	5.92E-05	4	1	1.28E-06	8.02E-07	6.33E-07	u	273	0	0	473
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-04-19 12:29:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	321		g	-39.9	5.70E-05	5	1	1.87E-06	1.47E-06	5.03E-07	u	273	0	0	573
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-04-25 12:05:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	320.6		g	-39.7	4.94E-05	6	1	1.33E-06	7.57E-07	7.93E-07	u	273	0	0	623
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-04-26 09:00:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	321.1		g	-39.7	4.49E-05	7	1	9.93E-07	5.69E-07	6.61E-07	u	273	0	0	673
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-04-26 16:30:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3	321.2		g	-39.7	3.99E-05	8	1	1.60E-06	1.21E-06	6.09E-07	u	273	0	0	723
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-05-02 13:24:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	320.9		g	-39.5	3.63E-05	9	1	5.95E-07	5.90E-07	3.48E-07	u	273	0	0	748
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-05-02 19:47:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	323.4		g	-39.6	3.28E-05	10	1	6.03E-07	3.87E-07	4.62E-07	u	273	0	0	773
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-05-03 18:40:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	321.1		g	-39.6	2.69E-05	11	1	5.10E-07	3.09E-07	3.24E-07	u	273	0	0	798
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-05-12 14:20:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	321		g	-39.9	1.74E-05	12	1	3.13E-07	2.50E-07	2.68E-07	u	273	0	0	823
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-05-16 12:01:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	319.7		g	-40	1.13E-05	13	1	2.78E-07	1.59E-07	1.68E-07	u	273	0	0	833
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-05-16 18:01:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	320.2		g	-39.9	7.78E-06	14	1	2.62E-07	1.79E-07	1.16E-07	u	273	0	0	843
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-05-17 14:19:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	322.5		g	-39.7	5.99E-06	15	1	1.38E-07	7.31E-08	9.12E-08	u	273	0	0	848
This study	Agate Point	AP1-7	AP1	AP1-7a	AP1-7a:LP-DIR-T	hargrave 2016-05-18 11:12:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	322.2		g	-39.8	5.05E-06	16	1	9.46E-08	5.93E-08	6.88E-08	u	273	0	0	853
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-04-08 16:24:57	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.5	327.9		g	-41.4	6.20E-05	1	1	1.12E-06	1.06E-06	6.71E-07	u	273	0	0	273
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-04-11 16:42:43	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.3	329.7		g	-41.4	5.90E-05	2	1	1.02E-06	8.59E-07	5.79E-07	u	273	0	0	77
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-04-18 09:28:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	327		g	-41.6	5.86E-05	3	1	1.03E-06	1.40E-06	5.99E-07	u	273	0	0	373
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-04-18 16:43:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	327.9		g	-41	5.97E-05	4	1	1.03E-06	1.19E-06	4.56E-07	u	273	0	0	473
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-04-19 12:30:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	329.1		g	-40.8	5.72E-05	5	1	7.29E-07	5.94E-07	4.62E-07	u	273	0	0	573
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-04-25 12:07:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	329.3		g	-40.9	4.89E-05	6	1	8.82E-07	6.83E-07	7.28E-07	u	273	0	0	623
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-04-26 09:02:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	328.9		g	-40.9	4.36E-05	7	1	7.35E-07	5.38E-07	5.75E-07	u	273	0	0	673
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-04-26 16:32:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	327.4		g	-40.7	3.93E-05	8	1	8.66E-07	6.60E-07	5.03E-07	u	273	0	0	723
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-05-02 13:25:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	328.7		g	-40.6	3.61E-05	9	1	5.62E-07	6.84E-07	3.63E-07	u	273	0	0	748
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-05-02 19:48:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	330.7		g	-40.7	3.32E-05	10	1	5.32E-07	4.49E-07	4.43E-07	u	273	0	0	773
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-05-03 18:41:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	329.4		g	-40.5	2.87E-05	11	1	4.39E-07	5.50E-07	3.10E-07	u	273	0	0	798
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-05-12 14:22:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	328.3		g	-40.5	2.09E-05	12	1	3.83E-07	2.87E-07	2.98E-07	u	273	0	0	823
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-05-16 12:03:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	328.9		g	-40.4	1.37E-05	13	1	2.83E-07	1.67E-07	1.83E-07	u	273	0	0	833
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-05-16 18:03:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	329.8		g	-40.3	8.39E-06	14	1	1.96E-07	1.09E-07	1.11E-07	u	273	0	0	843
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-05-17 14:21:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	330.3		g	-39.9	5.95E-06	15	1	9.29E-08	1.16E-07	8.00E-08	u	273	0	0	848
This study	Agate Point	AP1-8	AP1	AP1-8a	AP1-8a:LP-DIR-T	hargrave 2016-05-18 11:13:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	329.7		g	-40	4.81E-06	16	1	7.97E-08	1.17E-07	5.05E-08	u	273	0	0	853
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-04-08 16:26:28	LT-NO:LP-DIR-T	pmagpy-3.4.0	0.9	323.7		g	-22.5	2.14E-05	1	1	2.27E-07	1.92E-07	1.98E-07	u	273	0	0	273
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-04-11 16:44:15	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	3.8	322.6		g	-22.3	1.94E-05	2	1	7.97E-07	1.00E-06	1.72E-07	u	273	0	0	77
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-04-18 09:29:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	326		g	-22.5	1.91E-05	3	1	2.23E-07	3.05E-07	1.76E-07	u	273	0	0	373
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-04-18 16:44:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	323.9		g	-22.6	1.91E-05	4	1	2.98E-07	3.59E-07	1.67E-07	u	273	0	0	473
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-04-19 12:32:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.7	325.6		g	-22.5	1.89E-05	5	1	1.49E-07	1.28E-07	1.75E-07	u	273	0	0	573
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-04-25 12:08:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	324.5		g	-22.5	1.75E-05	6	1	4.06E-07	5.70E-07	2.38E-07	u	273	0	0	623
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-04-26 09:03:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	326.3		g	-22.5	1.65E-05	7	1	3.02E-07	3.47E-07	2.00E-07	u	273	0	0	673
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-04-26 16:33:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	324.5		g	-22.5	1.53E-05	8	1	1.63E-07	1.55E-07	1.88E-07	u	273	0	0	723
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-05-02 13:27:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	326.6		g	-22.5	1.41E-05	9	1	2.18E-07	2.47E-07	1.55E-07	u	273	0	0	748
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-05-02 19:50:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	326.5		g	-22.6	1.30E-05	10	1	1.60E-07	1.37E-07	1.44E-07	u	273	0	0	773
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-05-03 18:43:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	325.5		g	-22.3	1.14E-05	11	1	1.52E-07	1.40E-07	1.19E-07	u	273	0	0	798
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-05-12 14:23:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	326.6		g	-22.8	8.39E-06	12	1	1.55E-07	2.12E-07	9.71E-08	u	273	0	0	823
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-05-16 12:04:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	325.4		g	-22.4	6.26E-06	13	1	8.81E-08	6.79E-08	6.91E-08	u	273	0	0	833
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-05-16 18:05:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	324.4		g	-23	4.06E-06	14	1	5.59E-08	5.73E-08	4.77E-08	u	273	0	0	843
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-05-17 14:23:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	326.1		g	-23.6	2.95E-06	15	1	3.74E-08	3.86E-08	3.52E-08	u	273	0	0	848
This study	Agate Point	AP2-1	AP2	AP2-1a	AP2-1a:LP-DIR-T	hargrave 2016-05-18 11:15:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	327.8		g	-23	2.40E-06	16	1	2.91E-08	2.40E-08	2.40E-08	u	273	0	0	853
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-04-08 16:28:04	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.6	258.8		g	-76.2	1.95E-05	1	1	4.75E-07	2.81E-07	1.32E-07	u	273	0	0	273
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-04-11 16:45:50	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.2	259.1		g	-76.3	1.84E-05	2	1	6.47E-07	2.69E-07	1.28E-07	u	273	0	0	77
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-04-18 09:31:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	261.6		g	-76.2	1.85E-05	3	1	4.73E-07	2.88E-07	1.35E-07	u	273	0	0	373
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-04-18 16:46:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	273.3		g	-75.8	1.98E-05	4	1	4.26E-07	2.94E-07	1.40E-07	u	273	0	0	473
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-04-19 12:33:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	276.5		g	-75.4	1.84E-05	5	1	4.54E-07	2.72E-07	1.16E-07	u	273	0	0	573
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-04-25 12:10:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	277.6		g	-75.2	1.45E-05	6	1	4.75E-07	2.78E-07	1.87E-07	u	273	0	0	623
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-04-26 09:05:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	279.6		g	-75.1	1.31E-05	7	1	4.35E-07	2.50E-07	1.56E-07	u	273	0	0	673
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-04-26 16:35:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	279.5		g	-74.9	1.19E-05	8	1	3.72E-07	2.28E-07	1.32E-07	u	273	0	0	723
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-05-02 13:29:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	281.5		g	-75.3	1.09E-05	9	1	2.19E-07	2.01E-07	7.37E-08	u	273	0	0	748
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-05-02 19:51:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	280.9		g	-75.3	1.02E-05	10	1	2.93E-07	1.86E-07	1.28E-07	u	273	0	0	773
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-05-03 18:44:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	283		g	-75.4	8.94E-06	11	1	2.12E-07	1.63E-07	9.56E-08	u	273	0	0	798
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-05-12 14:26:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	279		g	-75.4	7.00E-06	12	1	2.13E-07	1.24E-07	7.94E-08	u	273	0	0	823
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-05-16 12:06:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	280.2		g	-75.5	5.44E-06	13	1	1.59E-07	9.64E-08	6.90E-08	u	273	0	0	833
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-05-16 18:06:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	279.6		g	-75.5	3.80E-06	14	1	1.33E-07	6.89E-08	4.67E-08	u	273	0	0	843
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-05-17 14:25:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	280.2		g	-75.9	2.90E-06	15	1	8.09E-08	5.22E-08	3.50E-08	u	273	0	0	848
This study	Agate Point	AP2-2	AP2	AP2-2a	AP2-2a:LP-DIR-T	hargrave 2016-05-18 11:16:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	282.3		g	-75.6	2.40E-06	16	1	5.16E-08	4.10E-08	2.28E-08	u	273	0	0	853
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-04-08 16:32:44	LT-NO:LP-DIR-T	pmagpy-3.4.0	2	57.4		g	-43.9	1.29E-05	1	1	2.34E-07	3.59E-07	1.50E-07	u	273	0	0	273
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-04-11 16:49:37	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.4	55.8		g	-45.1	1.19E-05	2	1	2.81E-07	4.04E-07	1.28E-07	u	273	0	0	77
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-04-18 09:35:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	57.4		g	-45.5	1.19E-05	3	1	2.74E-07	3.45E-07	1.19E-07	u	273	0	0	373
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-04-18 16:50:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	56.3		g	-45.4	1.19E-05	4	1	7.40E-08	1.96E-07	1.02E-07	u	273	0	0	473
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-04-19 12:36:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	58.3		g	-45.7	1.18E-05	5	1	1.82E-07	2.47E-07	9.11E-08	u	273	0	0	573
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-04-25 12:13:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	57.3		g	-45.5	1.14E-05	6	1	1.88E-07	1.87E-07	1.54E-07	u	273	0	0	623
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-04-26 09:08:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	57.7		g	-45.9	1.11E-05	7	1	1.59E-07	2.32E-07	1.37E-07	u	273	0	0	673
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-04-26 16:38:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	56.5		g	-46.1	1.05E-05	8	1	1.34E-07	2.16E-07	1.23E-07	u	273	0	0	723
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-05-02 13:32:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	56.7		g	-46	9.85E-06	9	1	2.06E-07	2.41E-07	6.96E-08	u	273	0	0	748
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-05-02 19:54:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	57.1		g	-46.3	9.28E-06	10	1	1.33E-07	1.45E-07	1.05E-07	u	273	0	0	773
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-05-03 18:47:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	57.4		g	-46.1	8.30E-06	11	1	1.61E-07	1.15E-07	8.00E-08	u	273	0	0	798
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-05-12 14:29:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	56.6		g	-46.4	6.59E-06	12	1	8.56E-08	1.42E-07	7.82E-08	u	273	0	0	823
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-05-16 12:09:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	54.9		g	-46.7	5.36E-06	13	1	8.24E-08	1.34E-07	6.13E-08	u	273	0	0	833
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-05-16 18:09:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	55.4		g	-47.5	3.67E-06	14	1	5.18E-08	8.86E-08	4.77E-08	u	273	0	0	843
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-05-17 14:28:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	54.9		g	-47.4	2.52E-06	15	1	3.27E-08	6.14E-08	3.47E-08	u	273	0	0	848
This study	Agate Point	AP2-3	AP2	AP2-3a	AP2-3a:LP-DIR-T	hargrave 2016-05-18 11:19:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	55.8		g	-47.8	1.79E-06	16	1	2.31E-08	2.84E-08	1.92E-08	u	273	0	0	853
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-04-08 16:34:22	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.5	48.9		g	-40.8	1.43E-05	1	1	2.26E-07	3.14E-07	7.45E-08	u	273	0	0	273
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-04-11 16:51:13	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.3	48.7		g	-41.7	1.33E-05	2	1	1.69E-07	2.44E-07	6.73E-08	u	273	0	0	77
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-04-18 09:38:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	49.6		g	-42.4	1.33E-05	3	1	2.28E-07	2.30E-07	7.35E-08	u	273	0	0	373
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-04-18 16:51:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	48.5		g	-42.8	1.36E-05	4	1	3.22E-07	2.57E-07	5.93E-08	u	273	0	0	473
