tab 	magic_measurements																							
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-04-19 12:37:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	48.2		g	-43.5	1.35E-05	5	1	2.31E-07	2.14E-07	1.08E-07	u	273	0	0	573
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-04-25 12:15:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	48.4		g	-43.3	1.28E-05	6	1	1.91E-07	2.06E-07	1.17E-07	u	273	0	0	623
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-04-26 09:10:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	48.6		g	-43.8	1.23E-05	7	1	1.65E-07	1.86E-07	1.04E-07	u	273	0	0	673
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-04-26 16:40:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	47.4		g	-44.1	1.16E-05	8	1	1.69E-07	1.78E-07	9.98E-08	u	273	0	0	723
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-05-02 13:34:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	47.9		g	-44.1	1.10E-05	9	1	1.36E-07	1.57E-07	6.87E-08	u	273	0	0	748
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-05-02 19:56:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	48.3		g	-44.1	1.03E-05	10	1	1.36E-07	1.63E-07	6.97E-08	u	273	0	0	773
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-05-03 18:49:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	46.7		g	-44	9.32E-06	11	1	1.42E-07	1.55E-07	6.11E-08	u	273	0	0	798
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-05-12 14:31:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	46.2		g	-44.2	7.45E-06	12	1	9.60E-08	1.07E-07	5.49E-08	u	273	0	0	823
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-05-16 12:10:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	46.1		g	-44.7	6.11E-06	13	1	7.62E-08	1.01E-07	4.37E-08	u	273	0	0	833
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-05-16 18:11:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	47.3		g	-45.4	4.37E-06	14	1	7.34E-08	9.34E-08	3.12E-08	u	273	0	0	843
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-05-17 14:30:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	47.8		g	-45	3.14E-06	15	1	3.99E-08	5.55E-08	2.56E-08	u	273	0	0	848
This study	Agate Point	AP2-4	AP2	AP2-4a	AP2-4a:LP-DIR-T	hargrave 2016-05-18 11:21:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1	47.5		g	-46	2.28E-06	16	1	2.89E-08	3.33E-08	1.44E-08	u	273	0	0	853
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-04-08 16:35:56	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.6	92.3		g	-53.9	1.08E-05	1	1	2.77E-07	1.36E-07	3.39E-08	u	273	0	0	273
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-04-11 16:52:47	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.3	92.2		g	-53.5	1.04E-05	2	1	3.92E-07	1.27E-07	3.43E-08	u	273	0	0	77
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-04-18 09:39:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	92.6		g	-55.8	1.09E-05	3	1	1.52E-07	1.47E-07	3.84E-08	u	273	0	0	373
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-04-18 16:52:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	87		g	-63.9	1.21E-05	4	1	1.07E-07	1.71E-07	3.82E-08	u	273	0	0	473
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-04-19 12:39:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	86.8		g	-65.1	1.19E-05	5	1	2.85E-07	1.73E-07	4.94E-08	u	273	0	0	573
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-04-25 12:16:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	85.5		g	-65.2	7.45E-06	6	1	1.32E-07	1.42E-07	5.41E-08	u	273	0	0	623
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-04-26 09:11:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	86.7		g	-65.8	6.33E-06	7	1	1.40E-07	1.16E-07	5.46E-08	u	273	0	0	673
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-04-26 16:41:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	85.1		g	-66.4	5.79E-06	8	1	1.03E-07	1.08E-07	4.93E-08	u	273	0	0	723
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-05-02 13:35:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	84.3		g	-66.7	5.48E-06	9	1	1.58E-07	9.10E-08	1.01E-08	u	273	0	0	748
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-05-02 19:58:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	85.9		g	-66.7	5.28E-06	10	1	1.19E-07	9.48E-08	3.68E-08	u	273	0	0	773
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-05-03 18:50:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	84.3		g	-66.6	4.82E-06	11	1	8.49E-08	8.74E-08	3.28E-08	u	273	0	0	798
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-05-12 14:33:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	82.7		g	-66.5	3.99E-06	12	1	6.37E-08	7.07E-08	2.89E-08	u	273	0	0	823
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-05-16 12:12:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	84.9		g	-67.4	3.07E-06	13	1	8.09E-08	5.56E-08	2.07E-08	u	273	0	0	833
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-05-16 18:12:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	85.4		g	-68.2	2.09E-06	14	1	5.07E-08	3.72E-08	1.57E-08	u	273	0	0	843
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-05-17 14:32:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	82.4		g	-66.8	1.60E-06	15	1	3.16E-08	2.85E-08	1.37E-08	u	273	0	0	848
This study	Agate Point	AP2-5	AP2	AP2-5a	AP2-5a:LP-DIR-T	hargrave 2016-05-18 11:22:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	84.1		g	-67.9	1.34E-06	16	1	2.76E-08	2.31E-08	8.11E-09	u	273	0	0	853
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-04-08 16:37:30	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.1	100		g	-65.8	1.54E-05	1	1	1.93E-07	2.29E-07	4.99E-08	u	273	0	0	273
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-04-11 16:54:16	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.2	100.9		g	-65.6	1.45E-05	2	1	2.27E-07	2.31E-07	5.00E-08	u	273	0	0	77
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-04-18 09:40:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	101.3		g	-66.5	1.47E-05	3	1	1.91E-07	2.22E-07	5.94E-08	u	273	0	0	373
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-04-18 16:53:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	99.8		g	-70	1.55E-05	4	1	2.67E-07	2.35E-07	5.97E-08	u	273	0	0	473
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-04-19 12:40:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	98.9		g	-70.6	1.50E-05	5	1	2.64E-07	2.39E-07	4.80E-08	u	273	0	0	573
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-04-25 12:19:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	97.4		g	-71.6	1.10E-05	6	1	2.46E-07	2.30E-07	8.77E-08	u	273	0	0	623
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-04-26 09:13:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	98.3		g	-71.9	1.02E-05	7	1	1.88E-07	2.00E-07	8.45E-08	u	273	0	0	673
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-04-26 16:43:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	98.1		g	-71.9	9.52E-06	8	1	1.97E-07	1.93E-07	7.83E-08	u	273	0	0	723
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-05-02 13:37:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	98.2		g	-72	8.91E-06	9	1	1.72E-07	1.69E-07	2.02E-08	u	273	0	0	748
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-05-02 19:59:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	96		g	-72.2	8.43E-06	10	1	1.58E-07	1.68E-07	6.01E-08	u	273	0	0	773
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-05-03 18:52:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	97.3		g	-72.2	7.53E-06	11	1	1.41E-07	1.41E-07	5.56E-08	u	273	0	0	798
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-05-12 14:34:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	97.2		g	-71.9	5.79E-06	12	1	1.31E-07	1.16E-07	4.64E-08	u	273	0	0	823
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-05-16 12:13:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	97.8		g	-72.4	4.21E-06	13	1	7.82E-08	8.07E-08	3.37E-08	u	273	0	0	833
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-05-16 18:14:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	99.1		g	-72.4	2.88E-06	14	1	5.88E-08	5.60E-08	2.39E-08	u	273	0	0	843
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-05-17 14:34:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	95.4		g	-71.9	2.23E-06	15	1	4.67E-08	4.42E-08	2.04E-08	u	273	0	0	848
This study	Agate Point	AP2-6	AP2	AP2-6a	AP2-6a:LP-DIR-T	hargrave 2016-05-18 11:24:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	97.1		g	-72.5	1.87E-06	16	1	3.73E-08	3.53E-08	1.43E-08	u	273	0	0	853
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-04-08 16:38:58	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.3	118.4		g	-73.2	1.12E-05	1	1	1.99E-07	1.71E-07	5.89E-08	u	273	0	0	273
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-04-11 16:56:34	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.1	119		g	-72.9	1.07E-05	2	1	1.50E-07	1.54E-07	6.20E-08	u	273	0	0	77
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-04-18 09:41:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	120.8		g	-73.5	1.09E-05	3	1	1.27E-07	1.85E-07	6.67E-08	u	273	0	0	373
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-04-18 16:55:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	113.5		g	-78.2	1.16E-05	4	1	1.56E-07	2.18E-07	7.53E-08	u	273	0	0	473
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-04-19 12:41:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	111.7		g	-79	1.13E-05	5	1	1.55E-07	2.79E-07	6.91E-08	u	273	0	0	573
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-04-25 12:20:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	113.7		g	-79.2	7.63E-06	6	1	1.57E-07	1.72E-07	8.86E-08	u	273	0	0	623
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-04-26 09:14:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	111.8		g	-79.5	6.65E-06	7	1	1.24E-07	1.45E-07	7.94E-08	u	273	0	0	673
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-04-26 16:44:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	112		g	-78.9	5.51E-06	8	1	1.05E-07	1.27E-07	6.12E-08	u	273	0	0	723
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-02 13:38:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	111.9		g	-79.2	4.87E-06	9	1	9.06E-08	1.01E-07	2.93E-08	u	273	0	0	748
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-02 20:01:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	114.2		g	-79.6	4.51E-06	10	1	8.26E-08	9.17E-08	4.92E-08	u	273	0	0	773
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-03 18:53:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	111.1		g	-79.5	3.90E-06	11	1	7.15E-08	7.98E-08	3.61E-08	u	273	0	0	798
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-12 14:36:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	109.9		g	-79.2	3.29E-06	12	1	5.98E-08	6.95E-08	3.56E-08	u	273	0	0	823
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-16 12:15:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	113.6		g	-80	2.59E-06	13	1	4.80E-08	4.85E-08	2.97E-08	u	273	0	0	833
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-16 18:15:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	119.9		g	-79.5	1.74E-06	14	1	3.09E-08	3.44E-08	2.13E-08	u	273	0	0	843
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-17 14:35:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	109.1		g	-79.1	1.26E-06	15	1	2.25E-08	2.62E-08	1.59E-08	u	273	0	0	848
This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-18 11:25:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	120		g	-79.6	1.01E-06	16	1	1.75E-08	2.00E-08	1.10E-08	u	273	0	0	853
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-04-08 16:40:27	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.9	342.5		g	-15.9	1.43E-05	1	1	1.26E-07	5.81E-07	3.96E-07	u	273	0	0	273
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-04-11 16:59:47	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	3	342.3		g	-16.3	1.36E-05	2	1	1.48E-07	5.86E-07	3.79E-07	u	273	0	0	77
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-04-18 09:43:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.2	343		g	-16.8	1.37E-05	3	1	1.44E-07	6.38E-07	4.03E-07	u	273	0	0	373
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-04-18 16:56:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	343.7		g	-19.4	1.44E-05	4	1	1.39E-07	1.36E-07	4.02E-07	u	273	0	0	473
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-04-19 12:42:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	344.9		g	-20.4	1.44E-05	5	1	1.37E-07	1.27E-07	4.30E-07	u	273	0	0	573
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-04-25 12:21:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	346.8		g	-20.5	1.18E-05	6	1	1.32E-07	1.62E-07	3.01E-07	u	273	0	0	623
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-04-26 09:16:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	344.9		g	-20.8	1.07E-05	7	1	1.15E-07	1.83E-07	2.71E-07	u	273	0	0	673
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-04-26 16:46:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.9	345.4		g	-21.4	9.60E-06	8	1	1.12E-07	4.16E-07	2.51E-07	u	273	0	0	723
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-02 13:40:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	345.2		g	-21.5	8.72E-06	9	1	1.28E-07	1.06E-07	2.78E-07	u	273	0	0	748
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-02 20:02:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	344.7		g	-22.1	8.13E-06	10	1	8.29E-08	1.43E-07	2.22E-07	u	273	0	0	773
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-03 18:55:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	347.5		g	-21.7	7.17E-06	11	1	1.04E-07	1.12E-07	1.95E-07	u	273	0	0	798
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-12 14:37:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	344.7		g	-22	5.83E-06	12	1	6.47E-08	1.19E-07	1.54E-07	u	273	0	0	823
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-16 12:16:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	345.1		g	-23.3	4.50E-06	13	1	4.90E-08	1.46E-07	1.18E-07	u	273	0	0	833
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-16 18:17:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	344.9		g	-24.8	3.44E-06	14	1	3.71E-08	8.81E-08	9.17E-08	u	273	0	0	843
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-17 14:37:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	344.3		g	-24.4	2.91E-06	15	1	3.15E-08	5.48E-08	7.74E-08	u	273	0	0	848
This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-18 11:27:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	345.9		g	-23.6	2.54E-06	16	1	3.40E-08	2.84E-08	6.99E-08	u	273	0	0	853
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-04-08 16:42:46	LT-NO:LP-DIR-T	pmagpy-3.4.0	0.8	36.5		g	8.9	1.30E-05	1	1	1.02E-07	1.05E-07	1.10E-07	u	273	0	0	273
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-04-11 17:01:15	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.2	33.5		g	8.5	1.29E-05	2	1	2.70E-07	4.08E-07	1.03E-07	u	273	0	0	77
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-04-18 09:44:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	34.8		g	7.6	1.32E-05	3	1	2.17E-07	3.09E-07	1.12E-07	u	273	0	0	373
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-04-18 16:57:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	34.9		g	5.8	1.41E-05	4	1	3.36E-07	4.61E-07	1.23E-07	u	273	0	0	473
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-04-19 12:44:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	33.3		g	5.2	1.28E-05	5	1	2.71E-07	4.18E-07	1.09E-07	u	273	0	0	573
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-04-25 12:23:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	36.6		g	5.1	1.11E-05	6	1	1.43E-07	1.51E-07	1.30E-07	u	273	0	0	623
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-04-26 09:17:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	34.4		g	4.9	9.87E-06	7	1	9.34E-08	8.28E-08	1.11E-07	u	273	0	0	673
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-04-26 16:48:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	32		g	4.9	8.53E-06	8	1	9.21E-08	1.12E-07	9.15E-08	u	273	0	0	723
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-02 13:41:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2	32.7		g	4.8	7.66E-06	9	1	1.31E-07	2.11E-07	8.78E-08	u	273	0	0	748
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-02 20:04:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.8	34.4		g	5.1	6.93E-06	10	1	5.73E-08	4.84E-08	7.15E-08	u	273	0	0	773
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-03 18:57:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.7	35.5		g	4.9	5.97E-06	11	1	4.42E-08	3.69E-08	6.04E-08	u	273	0	0	798
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-12 14:39:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.3	32.1		g	5.1	4.55E-06	12	1	1.42E-07	2.19E-07	4.48E-08	u	273	0	0	823
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-16 12:18:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	32.5		g	5.5	3.52E-06	13	1	7.53E-08	1.12E-07	3.51E-08	u	273	0	0	833
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-16 18:18:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.5	34.1		g	5.4	2.91E-06	14	1	9.94E-08	1.45E-07	3.05E-08	u	273	0	0	843
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-17 14:38:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.2	32.3		g	5.5	2.51E-06	15	1	7.58E-08	1.19E-07	2.58E-08	u	273	0	0	848
This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-18 11:29:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	0.9	35.4		g	5.6	2.30E-06	16	1	1.91E-08	2.17E-08	2.47E-08	u	273	0	0	853
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-04-08 16:44:16	LT-NO:LP-DIR-T	pmagpy-3.4.0	0.9	24.4		g	31.2	1.43E-05	1	1	1.45E-07	1.41E-07	1.25E-07	u	273	0	0	273
This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-04-11 17:02:44	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	1.6	23.4		g	30.7	1.38E-05	2	1	2.16E-07	2.95E-07	1.31E-07	u	273	0	0	77
