tab 	pmag_specimens																							
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-18 11:25:57	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	0.3	111.6	l	g	-79	0.6	12	0
	This study	Agate Point	AP2-7	AP2	AP2-7a	AP2-7a:LP-DIR-T	hargrave 2016-05-18 11:25:57	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	0.2	92.8	l	g	-62.5	0.8	11	100
	This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-18 11:27:28	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	2.1	345.5	l	g	-19.4	2.1	12	-1
	This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-18 11:27:28	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	2.1	345.5	l	g	-19.4	2.1	12	0
	This study	Agate Point	AP2-8	AP2	AP2-8a	AP2-8a:LP-DIR-T	hargrave 2016-05-18 11:27:28	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	2.3	95.5	l	g	-61.3	2.3	11	100
	This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-18 11:29:00	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	0.6	34.5	l	g	5	3.3	12	-1
	This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-18 11:29:00	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	0.6	34.5	l	g	5	3.3	12	0
	This study	Agate Point	AP3-1	AP3	AP3-1a	AP3-1a:LP-DIR-T	hargrave 2016-05-18 11:29:00	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	1.4	99.9	l	g	-59.3	3.7	11	100
	This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-18 11:30:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	0.7	26	l	g	29.1	1.9	12	-1
	This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-18 11:30:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	0.7	26	l	g	29.1	1.9	12	0
	This study	Agate Point	AP3-2	AP3	AP3-2a	AP3-2a:LP-DIR-T	hargrave 2016-05-18 11:30:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	1.2	112.5	l	g	-56.9	1.4	11	100
	This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-18 11:32:08	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	0.5	242	l	g	-54.6	1.4	12	-1
	This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-18 11:32:08	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	0.5	242	l	g	-54.6	1.4	12	0
	This study	Agate Point	AP3-3	AP3	AP3-3a	AP3-3a:LP-DIR-T	hargrave 2016-05-18 11:32:08	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	0.4	101.1	l	g	-56.1	1.3	11	100
	This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-18 11:34:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	0.4	254.4	l	g	-54.1	2	12	-1
	This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-18 11:34:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	0.4	254.4	l	g	-54.1	2	12	0
	This study	Agate Point	AP3-4	AP3	AP3-4a	AP3-4a:LP-DIR-T	hargrave 2016-05-18 11:34:40	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	0.6	115.1	l	g	-56.6	2	11	100
	This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-18 11:37:45	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	1.1	45.9	l	g	-49.4	2.2	12	-1
	This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-18 11:37:45	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	1.1	45.9	l	g	-49.4	2.2	12	0
	This study	Agate Point	AP3-5	AP3	AP3-5a	AP3-5a:LP-DIR-T	hargrave 2016-05-18 11:37:45	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	1	107.9	l	g	-58.1	1.3	11	100
	This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-18 11:39:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	0.5	52.1	l	g	-35.6	1.9	12	-1
	This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-18 11:39:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	0.5	52.1	l	g	-35.6	1.9	12	0
	This study	Agate Point	AP3-6	AP3	AP3-6a	AP3-6a:LP-DIR-T	hargrave 2016-05-18 11:39:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	0.5	100.4	l	g	-57.4	1.9	11	100
	This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-18 11:41:08	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	1.7	61.4	l	g	-45.9	2.8	12	-1
	This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-18 11:41:08	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	1.7	61.4	l	g	-45.9	2.8	12	0
	This study	Agate Point	AP3-7	AP3	AP3-7a	AP3-7a:LP-DIR-T	hargrave 2016-05-18 11:41:08	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	1.2	97.1	l	g	-60.6	2.2	11	100
	This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-18 11:42:41	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	1.8	72.7	l	g	-53.1	3	12	-1
	This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-18 11:42:41	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	1.8	72.7	l	g	-53.1	3	12	0
	This study	Agate Point	AP3-8	AP3	AP3-8a	AP3-8a:LP-DIR-T	hargrave 2016-05-18 11:42:41	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	1.1	110	l	g	-62.6	2	11	100
	This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-18 11:44:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	2.1	332.3	l	g	-21.7	3	12	-1
	This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-18 11:44:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	2.1	332.3	l	g	-21.7	3	12	0
	This study	Agate Point	AP4-1	AP4	AP4-1a	AP4-1a:LP-DIR-T	hargrave 2016-05-18 11:44:14	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	0.5	82.9	l	g	-65.6	3.4	11	100
	This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-18 11:45:42	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	1.8	339.2	l	g	2.9	2	12	-1
	This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-18 11:45:42	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	1.8	339.2	l	g	2.9	2	12	0
	This study	Agate Point	AP4-2	AP4	AP4-2a	AP4-2a:LP-DIR-T	hargrave 2016-05-18 11:45:42	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	0.6	79.3	l	g	-70.7	3.4	11	100
	This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-18 11:47:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	1.7	338.5	l	g	3.8	3.1	12	-1
	This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-18 11:47:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	1.7	338.5	l	g	3.8	3.1	12	0
	This study	Agate Point	AP4-3	AP4	AP4-3a	AP4-3a:LP-DIR-T	hargrave 2016-05-18 11:47:09	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	3.7	79.9	l	g	-66.2	2	11	100
	This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-18 11:48:41	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	2.6	348.5	l	g	-6.7	1.7	12	-1
	This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-18 11:48:41	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	2.6	348.5	l	g	-6.7	1.7	12	0
	This study	Agate Point	AP4-4	AP4	AP4-4a	AP4-4a:LP-DIR-T	hargrave 2016-05-18 11:48:41	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	1.9	74.2	l	g	-70.8	2.1	11	100
	This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-18 11:50:16	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	6.2	351.1	l	g	-2.8	2.8	12	-1
	This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-18 11:50:16	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	6.2	351.1	l	g	-2.8	2.8	12	0
	This study	Agate Point	AP4-5	AP4	AP4-5a	AP4-5a:LP-DIR-T	hargrave 2016-05-18 11:50:16	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	5.7	75.7	l	g	-68.6	6.9	11	100
	This study	Agate Point	AP4-6	AP4	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-18 11:52:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	0.8	350.8	l	g	12.4	1.2	12	-1
	This study	Agate Point	AP4-6	AP4	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-18 11:52:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	0.8	350.8	l	g	12.4	1.2	12	0
	This study	Agate Point	AP4-6	AP4	AP4-6a	AP4-6a:LP-DIR-T	hargrave 2016-05-18 11:52:09	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	0.5	105.6	l	g	-68.8	1.7	11	100
	This study	Agate Point	AP4-7	AP4	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-18 11:55:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	0.3	356.3	l	g	19.3	1.4	12	-1
	This study	Agate Point	AP4-7	AP4	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-18 11:55:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	0.3	356.3	l	g	19.3	1.4	12	0
	This study	Agate Point	AP4-7	AP4	AP4-7a	AP4-7a:LP-DIR-T	hargrave 2016-05-18 11:55:06	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	0.9	112	l	g	-64.8	1.2	11	100
	This study	Agate Point	AP4-8	AP4	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-18 11:56:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	0.6	334.1	l	g	13.7	0.6	12	-1
	This study	Agate Point	AP4-8	AP4	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-18 11:56:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	0.6	334.1	l	g	13.7	0.6	12	0
	This study	Agate Point	AP4-8	AP4	AP4-8a	AP4-8a:LP-DIR-T	hargrave 2016-05-18 11:56:40	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	623	K		1	mag	u	0.8	101.6	l	g	-72	0.6	11	100
	This study	Agate Point	AP5-1	AP5	AP5-1a	AP5-1a:LP-DIR-T	hargrave 2016-05-18 11:58:10	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.0	853	573	K		1	mag	u	14.6	4.5	l	g	-34.7	8.5	12	-1
	This study	Agate Point	AP5-1	AP5	AP5-1a	AP5-1a:LP-DIR-T	hargrave 2016-05-18 11:58:10	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.0	853	573	K		1	mag	u	14.6	4.5	l	g	-34.7	8.5	12	0
	This study	Agate Point	AP5-1	AP5	AP5-1a	AP5-1a:LP-DIR-T	hargrave 2016-05-18 11:58:10	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.0	853	773	K		1	mag	u	12.4	66	l	g	-62.4	8.8	7	100
