tab 	sites
age	age_high	age_low	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	height	lat	lithologies	location	lon	method_codes	result_quality	result_type	samples	site	software_packages	specimens	vgp_dm	vgp_dp	vgp_lat	vgp_lon
5	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.6	HT	297.1	7.4	244.0	8	8	8	0	t	7.9713	0	Extrusive	Lava Flow		47.7233	Basalt	Michipicoten Island	274.3511	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS10-1:SS10-2:SS10-3:SS10-4:SS10-5:SS10-6:SS10-7:SS10-8	SS10	pmagpy-3.4.1: demag_gui.v.3.0	SS10-1a:SS10-2a:SS10-3a:SS10-4a:SS10-5a:SS10-6a:SS10-7a:SS10-8a	3.6	1.8	20.7	166.1
5	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.5	HT	296.5	-2.9	247.0	8	8	8	0	t	7.9717	100	Extrusive	Lava Flow		47.7233	Basalt	Michipicoten Island	274.3511	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS10-1:SS10-2:SS10-3:SS10-4:SS10-5:SS10-6:SS10-7:SS10-8	SS10	pmagpy-3.4.1: demag_gui.v.3.0	SS10-1a:SS10-2a:SS10-3a:SS10-4a:SS10-5a:SS10-6a:SS10-7a:SS10-8a	3.5	1.8	16.3	163.1
6	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.1	HT	298.5	9.4	315.0	8	8	8	0	t	7.9778	0	Extrusive	Lava Flow	0.0	47.7238	Basalt	Michipicoten Island	274.3505	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS11-1:SS11-2:SS11-3:SS11-4:SS11-5:SS11-6:SS11-7:SS11-8	SS11	pmagpy-3.4.1: demag_gui.v.3.0	SS11-1a:SS11-2a:SS11-3a:SS11-4a:SS11-5a:SS11-6a:SS11-7a:SS11-8a	3.1	1.6	22.4	165.7
6	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	3.1	HT	297.2	-0.7	312.0	8	8	8	0	t	7.9776	100	Extrusive	Lava Flow	0.0	47.7238	Basalt	Michipicoten Island	274.3505	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS11-1:SS11-2:SS11-3:SS11-4:SS11-5:SS11-6:SS11-7:SS11-8	SS11	pmagpy-3.4.1: demag_gui.v.3.0	SS11-1a:SS11-2a:SS11-3a:SS11-4a:SS11-5a:SS11-6a:SS11-7a:SS11-8a	3.1	1.6	17.6	163.3
7	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	12.2	HT	296.8	20.1	19.0	9	9	9	0	t	8.5742	0	Extrusive	Lava Flow		47.7244	Basalt	Michipicoten Island	274.3494	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS12-1:SS12-2:SS12-3:SS12-4:SS12-5:SS12-6:SS12-7:SS12-8:SS12-9	SS12	pmagpy-3.4.1: demag_gui.v.3.0	SS12-1a:SS12-2a:SS12-3a:SS12-4a:SS12-5a:SS12-6a:SS12-7a:SS12-8a:SS12-9a	12.8	6.7	25.6	171.1
7	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table		LT	2.6	74.7		1	1	1	0	n		0	Extrusive	Lava Flow		47.7244	Basalt	Michipicoten Island	274.3494	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	i	SS12-8	SS12	pmagpy-3.4.1: demag_gui.v.3.0	SS12-8a	327.4	297.8	76.3	279.6
7	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	12.2	HT	292.4	9.2	19.0	9	9	9	0	t	8.5736	100	Extrusive	Lava Flow		47.7244	Basalt	Michipicoten Island	274.3494	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS12-1:SS12-2:SS12-3:SS12-4:SS12-5:SS12-6:SS12-7:SS12-8:SS12-9	SS12	pmagpy-3.4.1: demag_gui.v.3.0	SS12-1a:SS12-2a:SS12-3a:SS12-4a:SS12-5a:SS12-6a:SS12-7a:SS12-8a:SS12-9a	12.3	6.2	18.4	170.5
7	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table		LT	286.8	73.3		1	1	1	0	n		100	Extrusive	Lava Flow		47.7244	Basalt	Michipicoten Island	274.3494	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	i	SS12-8	SS12	pmagpy-3.4.1: demag_gui.v.3.0	SS12-8a	322.3	288.5	47.3	227.8
8	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.5	HT	310.8	28.7	51.0	7	7	7	0	n	6.8829	0	Extrusive	Lava Flow		47.724167	Basalt	Michipicoten Island	274.349167	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS13-1:SS13-2:SS13-3:SS13-5:SS13-6:SS13-7:SS13-8	SS13	pmagpy-3.4.1: demag_gui.v.3.0	SS13-1a:SS13-2a:SS13-3a:SS13-5a:SS13-6a:SS13-7a:SS13-8a	9.3	5.1	38.3	162.8
8	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	9.2	LT	342.7	70.1	54.0	6	6	6	0	n	5.9078	0	Extrusive	Lava Flow		47.724167	Basalt	Michipicoten Island	274.349167	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS13-1:SS13-2:SS13-3:SS13-5:SS13-6:SS13-7	SS13	pmagpy-3.4.1: demag_gui.v.3.0	SS13-1a:SS13-2a:SS13-3a:SS13-5a:SS13-6a:SS13-7a	15.9	13.7	77.4	221.2
8	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.5	HT	302.0	21.3	51.0	7	7	7	0	t	6.8831	100	Extrusive	Lava Flow		47.724167	Basalt	Michipicoten Island	274.349167	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS13-1:SS13-2:SS13-3:SS13-5:SS13-6:SS13-7:SS13-8	SS13	pmagpy-3.4.1: demag_gui.v.3.0	SS13-1a:SS13-2a:SS13-3a:SS13-5a:SS13-6a:SS13-7a:SS13-8a	9.0	4.7	29.4	167.2
8	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	9.2	LT	291.6	66.0	54.0	6	6	6	0	n	5.9075	100	Extrusive	Lava Flow		47.724167	Basalt	Michipicoten Island	274.349167	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS13-1:SS13-2:SS13-3:SS13-5:SS13-6:SS13-7	SS13	pmagpy-3.4.1: demag_gui.v.3.0	SS13-1a:SS13-2a:SS13-3a:SS13-5a:SS13-6a:SS13-7a	15.0	12.3	45.8	211.8
9	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.9	HT	301.1	17.3	77.0	9	9	9	0	t	8.8963	0	Extrusive	Lava Flow	0.0	47.724371999999995	Basalt	Michipicoten Island	274.34906	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS14-1:SS14-2:SS14-3:SS14-4:SS14-5:SS14-6:SS14-7:SS14-8:SS14-9	SS14	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a:SS14-2a:SS14-3a:SS14-4a:SS14-5a:SS14-6a:SS14-7a:SS14-8a:SS14-9a	6.1	3.2	27.2	166.4
9	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	13.8	LT	345.9	65.9	32.0	5	5	5	0	n	4.8733	0	Extrusive	Lava Flow	0.0	47.724371999999995	Basalt	Michipicoten Island	274.34906	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS14-1:SS14-2:SS14-4:SS14-6:SS14-8	SS14	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a:SS14-2a:SS14-4a:SS14-6a:SS14-8a	22.5	18.4	80.6	192.4
9	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	5.9	HT	297.1	7.6	77.0	9	9	9	0	t	8.8965	100	Extrusive	Lava Flow	0.0	47.724371999999995	Basalt	Michipicoten Island	274.34906	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS14-1:SS14-2:SS14-3:SS14-4:SS14-5:SS14-6:SS14-7:SS14-8:SS14-9	SS14	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a:SS14-2a:SS14-3a:SS14-4a:SS14-5a:SS14-6a:SS14-7a:SS14-8a:SS14-9a	5.9	3.0	20.8	166.2
9	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	13.8	LT	301.3	64.3	32.0	5	5	5	0	n	4.8733	100	Extrusive	Lava Flow	0.0	47.724371999999995	Basalt	Michipicoten Island	274.34906	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS14-1:SS14-2:SS14-4:SS14-6:SS14-8	SS14	pmagpy-3.4.1: demag_gui.v.3.0	SS14-1a:SS14-2a:SS14-4a:SS14-6a:SS14-8a	22.1	17.6	50.8	204.6
10	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	16.4	HT	286.6	31.5	10.0	10	10	10	0	t	9.0658	0	Extrusive	Lava Flow		47.7244	Basalt	Michipicoten Island	274.348933	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS15-10:SS15-1:SS15-2:SS15-3:SS15-4:SS15-5:SS15-6:SS15-7:SS15-8:SS15-9	SS15	pmagpy-3.4.1: demag_gui.v.3.0	SS15-10a:SS15-1a:SS15-2a:SS15-3a:SS15-4a:SS15-5a:SS15-6a:SS15-7a:SS15-8a:SS15-9a	18.4	10.3	23.6	184.0
10	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table		LT	65.1	85.2		1	1	1	0	n		0	Extrusive	Lava Flow		47.7244	Basalt	Michipicoten Island	274.348933	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	i	SS15-2	SS15	pmagpy-3.4.1: demag_gui.v.3.0	SS15-2a	356.3	352.6	51.0	288.1
10	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	16.4	HT	280.0	17.5	10.0	10	10	10	0	t	9.0655	100	Extrusive	Lava Flow		47.7244	Basalt	Michipicoten Island	274.348933	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS15-10:SS15-1:SS15-2:SS15-3:SS15-4:SS15-5:SS15-6:SS15-7:SS15-8:SS15-9	SS15	pmagpy-3.4.1: demag_gui.v.3.0	SS15-10a:SS15-1a:SS15-2a:SS15-3a:SS15-4a:SS15-5a:SS15-6a:SS15-7a:SS15-8a:SS15-9a	17.0	8.8	13.3	183.0
10	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table		LT	235.2	74.8		1	1	1	0	t		100	Extrusive	Lava Flow		47.7244	Basalt	Michipicoten Island	274.348933	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	i	SS15-2	SS15	pmagpy-3.4.1: demag_gui.v.3.0	SS15-2a	327.8	298.5	27.8	248.0
11	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	9.1	HT	282.5	7.1	55.0	6	6	6	0	t	5.9087	0	Extrusive	Lava Flow	120.3	47.705278	Basalt	Michipicoten Island	274.270833	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS16-10:SS16-3:SS16-4:SS16-5:SS16-6:SS16-9	SS16	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a:SS16-3a:SS16-4a:SS16-5a:SS16-6a:SS16-9a	9.2	4.6	11.0	177.4
11	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	64.1	LT	104.0	69.7	2.0	5	5	5	0	t	3.3222	0	Extrusive	Lava Flow	120.3	47.705278	Basalt	Michipicoten Island	274.270833	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS16-10:SS16-3:SS16-5:SS16-6:SS16-9	SS16	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a:SS16-3a:SS16-5a:SS16-6a:SS16-9a	109.9	94.2	29.9	316.0
11	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	9.2	HT	279.8	9.9	54.0	6	6	6	0	t	5.9081	100	Extrusive	Lava Flow	120.3	47.705278	Basalt	Michipicoten Island	274.270833	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS16-10:SS16-3:SS16-4:SS16-5:SS16-6:SS16-9	SS16	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a:SS16-3a:SS16-4a:SS16-5a:SS16-6a:SS16-9a	9.3	4.7	10.3	180.4
11	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	64.1	LT	138.3	60.5	2.0	5	5	5	0	t	3.321	100	Extrusive	Lava Flow	120.3	47.705278	Basalt	Michipicoten Island	274.270833	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS16-10:SS16-3:SS16-5:SS16-6:SS16-9	SS16	pmagpy-3.4.1: demag_gui.v.3.0	SS16-10a:SS16-3a:SS16-5a:SS16-6a:SS16-9a	97.5	74.2	6.5	304.4
12	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.3	HT	294.0	21.3	147.0	9	9	9	0	t	8.9454	0	Extrusive	Lava Flow		47.704167	Basalt	Michipicoten Island	274.272222	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS17-1:SS17-2:SS17-3:SS17-4:SS17-5:SS17-6:SS17-7:SS17-8:SS17-9	SS17	pmagpy-3.4.1: demag_gui.v.3.0	SS17-1a:SS17-2a:SS17-3a:SS17-4a:SS17-5a:SS17-6a:SS17-7a:SS17-8a:SS17-9a	4.5	2.4	24.2	173.8
12	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	14.0	LT	109.7	82.4	31.0	5	5	5	0	n	4.8701	0	Extrusive	Lava Flow		47.704167	Basalt	Michipicoten Island	274.272222	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS17-1:SS17-2:SS17-3:SS17-4:SS17-5	SS17	pmagpy-3.4.1: demag_gui.v.3.0	SS17-1a:SS17-2a:SS17-3a:SS17-4a:SS17-5a	27.3	26.6	41.0	293.0
12	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	4.3	HT	286.4	26.9	147.0	9	9	9	0	t	8.9456	100	Extrusive	Lava Flow		47.704167	Basalt	Michipicoten Island	274.272222	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS17-1:SS17-2:SS17-3:SS17-4:SS17-5:SS17-6:SS17-7:SS17-8:SS17-9	SS17	pmagpy-3.4.1: demag_gui.v.3.0	SS17-1a:SS17-2a:SS17-3a:SS17-4a:SS17-5a:SS17-6a:SS17-7a:SS17-8a:SS17-9a	4.7	2.5	21.5	182.0
12	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	14.0	LT	161.7	68.7	31.0	5	5	5	0	t	4.8697	100	Extrusive	Lava Flow		47.704167	Basalt	Michipicoten Island	274.272222	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS17-1:SS17-2:SS17-3:SS17-4:SS17-5	SS17	pmagpy-3.4.1: demag_gui.v.3.0	SS17-1a:SS17-2a:SS17-3a:SS17-4a:SS17-5a	23.7	20.1	11.0	285.6
13	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.8	HT	267.6	8.9	35.0	9	9	9	0	t	8.7718	0	Extrusive	Lava Flow		47.707623	Basalt	Michipicoten Island	274.242462	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS18-1:SS18-2:SS18-3:SS18-4:SS18-5:SS18-6:SS18-7:SS18-8:SS18-9	SS18	pmagpy-3.4.1: demag_gui.v.3.0	SS18-1a:SS18-2a:SS18-3a:SS18-4a:SS18-5a:SS18-6a:SS18-7a:SS18-8a:SS18-9a	8.9	4.5	1.7	189.0
13	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	36.1	LT	284.0	73.5	50.0	2	2	2	0	n	1.98	0	Extrusive	Lava Flow		47.707623	Basalt	Michipicoten Island	274.242462	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	i	SS18-1:SS18-2	SS18	pmagpy-3.4.1: demag_gui.v.3.0	SS18-1a:SS18-2a	64.8	58.1	46.0	228.8
13	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	8.8	HT	265.1	7.2	35.0	9	9	9	0	t	8.7718	100	Extrusive	Lava Flow		47.707623	Basalt	Michipicoten Island	274.242462	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	SS18-1:SS18-2:SS18-3:SS18-4:SS18-5:SS18-6:SS18-7:SS18-8:SS18-9	SS18	pmagpy-3.4.1: demag_gui.v.3.0	SS18-1a:SS18-2a:SS18-3a:SS18-4a:SS18-5a:SS18-6a:SS18-7a:SS18-8a:SS18-9a	8.9	4.5	-0.6	190.3
13	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	36.1	LT	231.6	68.6	50.0	2	2	2	0	t	1.98	100	Extrusive	Lava Flow		47.707623	Basalt	Michipicoten Island	274.242462	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	i	SS18-1:SS18-2	SS18	pmagpy-3.4.1: demag_gui.v.3.0	SS18-1a:SS18-2a	61.0	51.6	18.9	243.5
14	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table	10.5	HT	285.5	5.0	22.0	10	10	10	0	t	9.5924	0	Extrusive	Lava Flow		47.707221999999994	Basalt	Michipicoten Island	274.243333	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SS19-10:SS19-1:SS19-2:SS19-3:SS19-4:SS19-5:SS19-6:SS19-7:SS19-8:SS19-9	SS19	pmagpy-3.4.1: demag_gui.v.3.0	SS19-10a:SS19-1a:SS19-2a:SS19-3a:SS19-4a:SS19-5a:SS19-6a:SS19-7a:SS19-8a:SS19-9a	10.5	5.3	12.2	174.3
14	1084.35	1083.52	2280.0	Ma	Fairchild:Swanson-Hysell:Sprain	This study	ACCEPT	Site direction included in results table		LT	162.8	84.1		1	1	1	0	n		0	Extrusive	Lava Flow		47.707221999999994	Basalt	Michipicoten Island	274.243333	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	i	SS19-3	SS19	pmagpy-3.4.1: demag_gui.v.3.0	SS19-3a	354.4	348.9	36.5	278.5
