,age,age_high,age_low,age_unit,bed_dip,bed_dip_direction,citations,description,dir_alpha95,dir_dec,dir_inc,dir_n_specimens,geologic_classes,geologic_types,height,lat,lithologies,location,lon,method_codes,site,vgp_lat,vgp_lon,dir_k,dir_n_samples,dir_polarity,dir_tilt_correction,result_type,age_sigma,criteria,dir_comp_name,dir_n_specimens_lines,dir_n_specimens_planes,dir_r,result_quality,samples,software_packages,specimens,vgp_dm,vgp_dp,average_alpha95,average_dec,average_inc,average_k,average_lat,average_lon,average_n,average_nn,average_r,data_type,er_citation_names,er_location_names,er_site_names,er_specimen_names,magic_method_codes,magic_software_packages,pmag_criteria_codes,pmag_result_name,tilt_correction,vgp_n,formation,site_alternatives,analysts,member,average_age_high,average_age_low,average_age_unit,conglomerate_test,contact_test,external_database_ids,external_database_names,fold_test,fold_test_significance,percent_reversed,pole_comp_name,result_description,reversal_test,rock_magnetic_test,tilt_alpha95_corr,tilt_alpha95_uncorr,tilt_dec_corr,tilt_dec_uncorr,tilt_inc_corr,tilt_inc_uncorr,tilt_k_corr,tilt_k_ratio,tilt_k_uncorr,tilt_n,vgp_alpha95,average_age,average_age_sigma,average_n_lines,average_n_planes,er_analyst_mail_names
118,1109.0,1112.0,1106.0,,,,This study,,3.3,86.9,-77.7,,Extrusive:Igneous,Lava Flow,400.0,47.0942,Basalt,Mamainse Point,275.2834,DE-BFL:FS-C-DRILL:SO-POM,MP105(30.3 to 32.5),41.05,243.33,594.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1109.0,1112.0,1106.0,,,,This study,,5.8,63.2,-76.5,,Extrusive:Igneous,Lava Flow,402.0,47.0941,Basalt,Mamainse Point,275.2833,DE-BFL:FS-C-DRILL:SO-POM,MP105(32.5 to 35.1),31.83,248.23,134.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1109.0,1112.0,1106.0,,,,This study,,6.5,99.6,-70.9,,Extrusive:Igneous,Lava Flow,584.0,47.0912,Basalt,Mamainse Point,275.2813,DE-BFL:FS-C-DRILL:SO-POM,MP107(0.0 to 3.8),41.82,226.41,109.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1109.0,1112.0,1106.0,,,,This study,,2.7,92.9,-69.9,,Extrusive:Igneous,Lava Flow,587.0,47.0911,Basalt,Mamainse Point,275.2813,DE-BFL:FS-C-DRILL:SO-POM,MP107(3.8 to 10.2),37.69,227.09,814.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1109.0,1112.0,1106.0,,,,This study,,6.3,85.2,-71.0,,Extrusive:Igneous,Lava Flow,593.0,47.0911,Basalt,Mamainse Point,275.2812,DE-BFL:FS-C-DRILL:SO-POM,MP107(10.2 to 11.3),34.81,231.78,120.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1109.0,1112.0,1106.0,,,,This study,,5.8,91.6,-63.5,,Extrusive:Igneous,Lava Flow,595.0,47.091,Basalt,Mamainse Point,275.2812,DE-BFL:FS-C-DRILL:SO-POM,MP107(11.3 to 14.6),32.15,218.81,135.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1109.0,1112.0,1106.0,,,,This study,,8.6,88.0,-68.7,,Extrusive:Igneous,Lava Flow,598.0,47.0909,Basalt,Mamainse Point,275.2811,DE-BFL:FS-C-DRILL:SO-POM,MP107(14.6 to 20.0),34.26,227.24,80.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1105.0,1109.0,1100.4,,,,This study,,8.4,105.8,-46.5,,Extrusive:Igneous,Lava Flow,1080.0,47.0854,Basalt,Mamainse Point,275.2746,DE-BFL:FS-C-DRILL:SO-POM,MP43(0.0 to 2.8),30.36,194.68,216.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1105.0,1109.0,1100.4,,,,This study,,8.9,106.7,-53.5,,Extrusive:Igneous,Lava Flow,1083.0,47.0853,Basalt,Mamainse Point,275.2741,DE-BFL:FS-C-DRILL:SO-POM,MP43(2.8 to 7.1),34.9,199.88,108.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1105.0,1109.0,1100.4,,,,This study,,12.7,115.9,-60.2,,Extrusive:Igneous,Lava Flow,1096.0,47.0852,Basalt,Mamainse Point,275.274,DE-BFL:FS-C-DRILL:SO-POM,MP43(16.7 to 25.4),44.89,202.25,53.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1105.0,1109.0,1100.4,,,,This study,,8.7,109.1,-53.4,,Extrusive:Igneous,Lava Flow,1105.0,47.0852,Basalt,Mamainse Point,275.2741,DE-BFL:FS-C-DRILL:SO-POM,MP43(25.4 to 33.4),36.43,198.31,203.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1105.0,1109.0,1100.4,,,,This study,,8.3,104.5,-59.6,,Extrusive:Igneous,Lava Flow,1113.0,47.0851,Basalt,Mamainse Point,275.274,DE-BFL:FS-C-DRILL:SO-POM,MP43(33.4 to 43.6),37.21,207.57,87.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1105.0,1109.0,1100.4,,,,This study,,6.8,107.1,-70.6,,Extrusive:Igneous,Lava Flow,1182.0,47.0843,Basalt,Mamainse Point,275.2728,DE-BFL:FS-C-DRILL:SO-POM,MP121(10.6 to 14.4),45.57,223.45,182.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1105.0,1109.0,1100.4,,,,This study,,4.5,101.1,-61.9,,Extrusive:Igneous,Lava Flow,1194.0,47.0838,Basalt,Mamainse Point,275.2723,DE-BFL:FS-C-DRILL:SO-POM,MP121(23.3 to24.4),36.6,212.12,422.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1105.0,1109.0,1100.4,,,,This study,,9.2,110.3,-62.6,,Extrusive:Igneous,Lava Flow,1199.0,47.0836,Basalt,Mamainse Point,275.2722,DE-BFL:FS-C-DRILL:SO-POM,MP121(27.6 to 31.3),42.72,208.51,101.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1105.0,1109.0,1100.4,,,,This study,,2.4,112.6,-69.8,,Extrusive:Igneous,Lava Flow,1205.0,47.0835,Basalt,Mamainse Point,275.272,DE-BFL:FS-C-DRILL:SO-POM,MP121(46.6 to 49.4),48.15,220.17,1512.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1105.0,1109.0,1100.4,,,,This study,,3.3,105.4,-58.6,,Extrusive:Igneous,Lava Flow,1289.0,47.0838,Basalt,Mamainse Point,275.2699,DE-BFL:FS-C-DRILL:SO-POM,MP214(-0.1 to 1.5),37.15,205.92,336.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1105.0,1109.0,1100.4,,,,This study,,5.4,104.0,-49.3,,Extrusive:Igneous,Lava Flow,1290.0,47.0836,Basalt,Mamainse Point,275.2699,DE-BFL:FS-C-DRILL:SO-POM,MP214(1.5 to 5.4),30.69,197.97,513.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1105.0,1109.0,1100.4,,,,This study,,7.6,111.4,-58.3,,Extrusive:Igneous,Lava Flow,1294.0,47.0837,Basalt,Mamainse Point,275.2699,DE-BFL:FS-C-DRILL:SO-POM,MP214(5.4 to 6.6),40.84,202.24,82.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1105.0,1109.0,1100.4,,,,This study,,8.5,99.7,-53.9,,Extrusive:Igneous,Lava Flow,1297.0,47.0837,Basalt,Mamainse Point,275.2699,DE-BFL:FS-C-DRILL:SO-POM,MP214(6.6 to 8.8),30.58,204.48,118.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1105.0,1109.0,1100.4,,,,This study,,16.4,97.3,-48.3,,Extrusive:Igneous,Lava Flow,1301.0,47.0836,Basalt,Mamainse Point,275.2698,DE-BFL:FS-C-DRILL:SO-POM,MP214(11.0 to 13.1),25.71,201.52,32.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1100.36,1100.61,1100.1,,,,This study,,5.2,287.7,53.6,,Extrusive:Igneous,Lava Flow,1351.0,47.0835,Basalt,Mamainse Point,275.2691,DE-BFL:FS-C-DRILL:SO-POM,MP214(60.3 to 67.9),35.62,199.36,218.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1100.36,1100.61,1100.1,,,,This study,,6.1,283.7,44.5,,Extrusive:Igneous,Lava Flow,1364.0,47.0834,Basalt,Mamainse Point,275.2687,DE-BFL:FS-C-DRILL:SO-POM,MP214(73.4 to 79.1),27.89,194.69,129.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1100.36,1100.61,1100.1,,,,This study,,6.7,271.8,42.7,,Extrusive:Igneous,Lava Flow,1370.0,47.0837,Basalt,Mamainse Point,275.2683,DE-BFL:FS-C-DRILL:SO-POM,MP214(79.1 to 90.0),19.04,201.51,131.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1100.36,1100.61,1100.1,,,,This study,,5.5,283.5,39.4,,Extrusive:Igneous,Lava Flow,1384.0,47.0782,Basalt,Mamainse Point,275.2667,DE-BFL:FS-C-DRILL:SO-POM,MP46(0.0 to 7.0),34.23,185.86,103.0,8.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1100.36,1100.61,1100.1,,,,This study,,16.2,282.8,36.3,,Extrusive:Igneous,Lava Flow,1387.0,47.078,Basalt,Mamainse Point,275.2666,DE-BFL:FS-C-DRILL:SO-POM,MP46(7.0 to 8.0),36.82,179.3,59.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1100.36,1100.61,1100.1,,,,This study,,7.7,294.5,42.6,,Extrusive:Igneous,Lava Flow,1419.0,47.0831,Basalt,Mamainse Point,275.2673,DE-BFL:FS-C-DRILL:SO-POM,MP214(130.5 to 151.5),25.17,191.65,64.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1100.36,1100.61,1100.1,,,,This study,,2.4,300.5,39.6,,Extrusive:Igneous,Lava Flow,1447.0,47.083,Basalt,Mamainse Point,275.2668,DE-BFL:FS-C-DRILL:SO-POM,MP214(157.0 to 165.0),23.21,190.42,478.0,8.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1100.36,1100.61,1100.1,,,,This study,,6.4,301.3,51.2,,Extrusive:Igneous,Lava Flow,1764.0,47.0727,Basalt,Mamainse Point,275.2605,DE-BFL:FS-C-DRILL:SO-POM,MP50(0.9 to 12.1),41.42,167.45,89.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1100.36,1100.61,1100.1,,,,This study,,8.3,286.1,56.9,,Extrusive:Igneous,Lava Flow,1775.0,47.0727,Basalt,Mamainse Point,275.2604,DE-BFL:FS-C-DRILL:SO-POM,MP50(12.1 to 15.1),40.0,171.17,86.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1100.36,1100.61,1100.1,,,,This study,,11.7,310.9,34.8,,Extrusive:Igneous,Lava Flow,1776.0,47.0745,Basalt,Mamainse Point,275.2604,DE-BFL:FS-C-DRILL:SO-POM,MP49(0.0 to 1.7),43.4,188.15,113.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1100.36,1100.61,1100.1,,,,This study,,3.1,307.7,36.2,,Extrusive:Igneous,Lava Flow,1778.0,47.0745,Basalt,Mamainse Point,275.2604,DE-BFL:FS-C-DRILL:SO-POM,MP49(1.7 to 5.6),36.55,203.65,599.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1100.36,1100.61,1100.1,,,,This study,,11.6,321.4,58.4,,Extrusive:Igneous,Lava Flow,1782.0,47.072,Basalt,Mamainse Point,275.2608,DE-BFL:FS-C-DRILL:SO-POM,MP111(0.0 to 5.3),61.03,183.54,45.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1100.36,1100.61,1100.1,,,,This study,,11.9,301.3,54.8,,Extrusive:Igneous,Lava Flow,1788.0,47.072,Basalt,Mamainse Point,275.2605,DE-BFL:FS-C-DRILL:SO-POM,MP111(5.3 to 18.2),45.41,192.09,33.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1100.36,1100.61,1100.1,,,,This study,,6.4,300.8,64.5,,Extrusive:Igneous,Lava Flow,1801.0,47.0721,Basalt,Mamainse Point,275.2603,DE-BFL:FS-C-DRILL:SO-POM,MP111(18.2 to 23.4),50.4,206.8,145.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1100.36,1100.61,1100.1,,,,This study,,3.4,106.7,-39.0,,Extrusive:Igneous,Lava Flow,1865.0,47.0689,Basalt,Mamainse Point,275.2593,DE-BFL:FS-C-DRILL:SO-POM,MP53(0.0 to 6.6),27.14,189.16,226.0,9.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1100.36,1100.61,1100.1,,,,This study,,7.8,105.7,-42.1,,Extrusive:Igneous,Lava Flow,1872.0,47.0687,Basalt,Mamainse Point,275.2594,DE-BFL:FS-C-DRILL:SO-POM,MP54(0.0 to 4.0),28.0,191.75,140.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1100.36,1100.61,1100.1,,,,This study,,7.8,112.7,-33.9,,Extrusive:Igneous,Lava Flow,1910.0,47.0688,Basalt,Mamainse Point,275.2584,DE-BFL:FS-C-DRILL:SO-POM,MP111(128.2 to 130.7),28.84,181.93,97.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1100.36,1100.61,1100.1,,,,This study,,3.8,113.3,-45.9,,Extrusive:Igneous,Lava Flow,1913.0,47.0688,Basalt,Mamainse Point,275.2583,DE-BFL:FS-C-DRILL:SO-POM,MP111(130.7 to 141.9),35.11,189.11,416.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1100.36,1100.61,1100.1,,,,This study,,4.7,116.9,-44.5,,Extrusive:Igneous,Lava Flow,1924.0,47.0689,Basalt,Mamainse Point,275.2582,DE-BFL:FS-C-DRILL:SO-POM,MP111(141.9 to 145.5),36.83,185.48,268.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1100.36,1100.61,1100.1,,,,This study,,4.9,129.8,-45.4,,Extrusive:Igneous,Lava Flow,1928.0,47.0689,Basalt,Mamainse Point,275.2582,DE-BFL:FS-C-DRILL:SO-POM,MP111(145.5 to 147.1),46.05,176.14,250.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1100.36,1100.61,1100.1,,,,This study,,5.4,124.7,-47.1,,Extrusive:Igneous,Lava Flow,1930.0,47.069,Basalt,Mamainse Point,275.2581,DE-BFL:FS-C-DRILL:SO-POM,MP111(147.1 to 150),43.5,181.76,155.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1100.36,1100.61,1100.1,,,,This study,,8.7,123.3,-40.9,,Extrusive:Igneous,Lava Flow,1937.0,47.0692,Basalt,Mamainse Point,275.2578,DE-BFL:FS-C-DRILL:SO-POM,MP111(154.2 to 160.6),39.36,177.96,113.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1100.36,1100.61,1100.1,,,,This study,,13.6,86.9,-51.6,,Extrusive:Igneous,Lava Flow,2056.0,47.0689,Basalt,Mamainse Point,275.2554,DE-BFL:FS-C-DRILL:SO-POM,MP111(273.8 to 282.7),21.07,210.43,32.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1100.36,1100.61,1100.1,,,,This study,,6.0,100.5,-50.9,,Extrusive:Igneous,Lava Flow,2085.0,47.0684,Basalt,Mamainse Point,275.2548,DE-BFL:FS-C-DRILL:SO-POM,MP111(302.2 to 310.0),29.3,201.45,235.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1094.0,1100.0,1090.0,,,,This study,,4.2,297.4,36.7,,Extrusive:Igneous,Lava Flow,2413.0,47.0646,Basalt,Mamainse Point,275.2473,DE-BFL:FS-C-DRILL:SO-POM,MP207(0.0 to 20.4),33.33,179.9,336.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1094.0,1100.0,1090.0,,,,This study,,4.9,297.9,37.8,,Extrusive:Igneous,Lava Flow,2426.0,47.0647,Basalt,Mamainse Point,275.2467,DE-BFL:FS-C-DRILL:SO-POM,MP207(20.4 to 40.8),34.19,180.18,248.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1094.0,1100.0,1090.0,,,,This study,,3.1,298.5,44.2,,Extrusive:Igneous,Lava Flow,2448.0,47.0645,Basalt,Mamainse Point,275.2462,DE-BFL:FS-C-DRILL:SO-POM,MP207(42.3 to 43.5),37.77,184.06,478.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1094.0,1100.0,1090.0,,,,This study,,5.7,293.8,40.4,,Extrusive:Igneous,Lava Flow,2451.0,47.0645,Basalt,Mamainse Point,275.2461,DE-BFL:FS-C-DRILL:SO-POM,MP207(45.0 to 53.3),32.66,184.9,137.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1094.0,1100.0,1090.0,,,,This study,,4.9,296.6,45.2,,Extrusive:Igneous,Lava Flow,2459.0,47.0643,Basalt,Mamainse Point,275.2459,DE-BFL:FS-C-DRILL:SO-POM,MP207(53.7 to 62.6),36.99,186.22,155.0,7.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1094.0,1100.0,1090.0,,,,This study,,9.2,290.9,41.9,,Extrusive:Igneous,Lava Flow,2468.0,47.0641,Basalt,Mamainse Point,275.2455,DE-BFL:FS-C-DRILL:SO-POM,MP207(62.6 to 71.5),31.43,187.97,54.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1094.0,1100.0,1090.0,,,,This study,,3.1,289.1,40.3,,Extrusive:Igneous,Lava Flow,2477.0,47.064,Basalt,Mamainse Point,275.2452,DE-BFL:FS-C-DRILL:SO-POM,MP207(71.5 to 85.5),29.41,188.23,612.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1094.0,1100.0,1090.0,,,,This study,,6.8,293.7,45.3,,Extrusive:Igneous,Lava Flow,2482.0,47.0608,Basalt,Mamainse Point,275.2422,DE-BFL:FS-C-DRILL:SO-POM,MP209(1.2 to 7.3),35.07,188.36,99.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1094.0,1100.0,1090.0,,,,This study,,5.5,299.0,51.5,,Extrusive:Igneous,Lava Flow,2488.0,47.0606,Basalt,Mamainse Point,275.2421,DE-BFL:FS-C-DRILL:SO-POM,MP209(7.3 to 20.3),42.01,190.03,148.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1094.0,1100.0,1090.0,,,,This study,,6.1,289.9,43.0,,Extrusive:Igneous,Lava Flow,2501.0,47.0603,Basalt,Mamainse Point,275.2417,DE-BFL:FS-C-DRILL:SO-POM,MP209(20.3 to 33.6),31.3,189.41,120.0,7.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1094.0,1100.0,1090.0,,,,This study,,6.2,298.1,36.6,,Extrusive:Igneous,Lava Flow,2514.0,47.0601,Basalt,Mamainse Point,275.2412,DE-BFL:FS-C-DRILL:SO-POM,MP209(33.6 to 42.2),33.75,179.3,97.0,7.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1094.0,1100.0,1090.0,,,,This study,,5.0,303.5,41.1,,Extrusive:Igneous,Lava Flow,2523.0,47.0598,Basalt,Mamainse Point,275.241,DE-BFL:FS-C-DRILL:SO-POM,MP209(42.2 to 51.1),39.59,177.93,179.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1094.0,1100.0,1090.0,,,,This study,,3.4,288.1,34.8,,Extrusive:Igneous,Lava Flow,2532.0,47.0595,Basalt,Mamainse Point,275.2406,DE-BFL:FS-C-DRILL:SO-POM,MP209(51.1 to 65.5),26.12,185.8,378.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1094.0,1100.0,1090.0,,,,This study,,5.8,296.6,27.4,,Extrusive:Igneous,Lava Flow,2610.0,47.0586,Basalt,Mamainse Point,275.2384,DE-BFL:FS-C-DRILL:SO-POM,MP211(34.9 to 38.1),28.62,175.64,451.0,3.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1094.0,1100.0,1090.0,,,,This study,,4.9,290.7,36.4,,Extrusive:Igneous,Lava Flow,2615.0,47.0584,Basalt,Mamainse Point,275.2382,DE-BFL:FS-C-DRILL:SO-POM,MP211(39.2 to 46.6),28.63,184.77,351.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1094.0,1100.0,1090.0,,,,This study,,5.2,297.9,33.1,,Extrusive:Igneous,Lava Flow,2623.0,47.0584,Basalt,Mamainse Point,275.238,DE-BFL:FS-C-DRILL:SO-POM,MP211(48.0 to 56.1),32.0,177.47,311.0,4.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1094.0,1100.0,1090.0,,,,This study,,4.2,292.8,27.9,,Extrusive:Igneous,Lava Flow,2645.0,47.0581,Basalt,Mamainse Point,275.2374,DE-BFL:FS-C-DRILL:SO-POM,MP211(69.9 to 87.2),26.27,178.84,339.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1094.0,1100.0,1090.0,,,,This study,,2.9,305.2,43.4,,Extrusive:Igneous,Lava Flow,3043.0,47.0524,Basalt,Mamainse Point,275.2301,DE-BFL:FS-C-DRILL:SO-POM,MP303(0 to 20.4),41.91,178.27,566.0,5.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1094.0,1100.0,1090.0,,,,This study,,7.4,296.7,38.4,,Extrusive:Igneous,Lava Flow,3115.0,47.052,Basalt,Mamainse Point,275.2288,DE-BFL:FS-C-DRILL:SO-POM,MP303(72.3 to 92.9),33.66,181.46,69.0,6.0,,100.0,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
