tab 	specimens
citations	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	sample	specimen
This study	104.0	-74.9	0.2	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-90.2	SI8-90.2a
This study	74.4	-67.1	0.2	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-90.8	SI8-90.8a
This study	78.7	-68.3	0.4	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-90.9	SI8-90.9a
This study	73.0	-65	0.2	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-91.3	SI8-91.3a
This study	66.5	-62.7	0.5	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-92.5	SI8-92.5a
This study	91.8	-63.3	0.6	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-96.9	SI8-96.9a
This study	81.5	-60.4	1	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-97.0	SI8-97.0a
This study	131.3	-25.6	5.5	10	100	Igneous:Intrusive	Dike	Diabase	0.06	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-D1	SI8-D1a
This study	116.1	-30.5	3.3	10	100	Igneous:Intrusive	Dike	Diabase	0.06	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-D2	SI8-D2a
This study	124.6	-38.8	2.9	10	100	Igneous:Intrusive	Dike	Diabase	0.06	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-D3	SI8-D3a
This study	126.6	-39.8	2.9	10	100	Igneous:Intrusive	Dike	Diabase	0.06	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-D5	SI8-D5a
This study	116.2	-37.9	1.2	10	100	Igneous:Intrusive	Dike	Diabase	0.06	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-D6	SI8-D6a
This study	115.4	-39.9	0.9	10	100	Igneous:Intrusive	Dike	Diabase	0.06	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-D7	SI8-D7a
This study	113.4	-38.2	0.9	10	100	Igneous:Intrusive	Dike	Diabase	0.06	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-D8	SI8-D8a
This study	115.6	-36.5	1.6	10	100	Igneous:Intrusive	Dike	Diabase	0.06	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-D9	SI8-D9a
This study	64.0	-58.7	0.6	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-14.00	SI9-14.00a
This study	61.0	-67.8	0.9	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-14.20	SI9-14.20a
This study	55.7	-69.8	0.8	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-14.21	SI9-14.21a
This study	49.3	-60.1	0.9	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-14.50	SI9-14.50a
This study	64.3	-67.9	0.9	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-14.80	SI9-14.80a
This study	105.9	-54.4	0.4	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-142.8	SI9-142.8a
This study	95.9	-57.8	0.3	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-143.4	SI9-143.4a
This study	114.5	-53	0.5	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-143.6	SI9-143.6a
This study	92.0	-58.2	0.2	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-144.8	SI9-144.8a
This study	92.2	-49.9	0.5	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-146.0	SI9-146.0a
This study	93.9	-44.4	0.2	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-146.4	SI9-146.4a
This study	90.1	-49.5	0.5	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-148.3	SI9-148.3a
This study	86.8	-44.3	0.6	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-148.4	SI9-148.4a
This study	81.4	-68.9	1.1	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-15.30	SI9-15.30a
This study	72.4	-62.8	0.5	16	100	Extrusive:Igneous	Lava Flow	Basalt	0.14	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-16.00	SI9-16.00a
This study	69.8	-64	1.5	15	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-16.10	SI9-16.10a
This study	83.5	-47.6	2.3	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-162.90	SI9-162.90a
This study	95.7	-47.8	0.7	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-163.50	SI9-163.50a
This study	108.9	-57.2	0.1	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-163.90	SI9-163.90a
This study	96.0	-57.1	0.3	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-164.10	SI9-164.10a
This study	103.8	-50.2	1.1	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-164.20	SI9-164.20a
This study	104.5	-49.5	1.9	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.05	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-164.25	SI9-164.25a
This study	93.4	-56.5	0.7	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.07	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-164.30	SI9-164.30a
This study	104.3	-57.9	0.9	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-164.40	SI9-164.40a
This study	119.4	-69.9	0.6	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-166.9	SI9-166.9a
This study	113.6	-55.8	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-167.0	SI9-167.0a
This study	111.6	-40.1	0.7	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-167.1	SI9-167.1a
This study	102.7	-29.7	0.6	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-167.2	SI9-167.2a
This study	90.9	-55.1	0.5	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-167.3	SI9-167.3a
This study	109.9	-57.8	0.4	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-167.6	SI9-167.6a
This study	118.7	-56.6	0.2	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-167.7	SI9-167.7a
This study	117.2	-55.7	0.2	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-168.1	SI9-168.1a
This study	119.1	-46	5.7	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.17	0.07	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-173.0	SI9-173.0a
This study	121.1	-52.9	4.6	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.17	0.07	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-173.1	SI9-173.1a
This study	116.3	-50.4	23.5	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.17	0.05	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-173.3	SI9-173.3a
This study	103.5	-38.7	11.7	4	100	Extrusive:Igneous	Lava Flow	Basalt	0.14	0.09	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-173.5	SI9-173.5a
This study	102.4	-38.2	9.5	4	100	Extrusive:Igneous	Lava Flow	Basalt	0.17	0.1	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-173.6	SI9-173.6a
This study	111.6	-49.1	3.5	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.17	0.07	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-173.7	SI9-173.7a
This study	55.4	-63.6	0.2	15	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-3.90	SI9-3.90a
This study	132.5	-60.1	0.7	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-315.30	SI9-315.30a
This study	121.2	-57.7	0.6	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-315.35	SI9-315.35a
This study	126.5	-62.3	0.9	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-315.40	SI9-315.40a
This study	122.2	-60.9	0.5	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-316.40	SI9-316.40a
This study	111.9	-65.6	0.5	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-316.80	SI9-316.80a
This study	121.6	-63.8	0.4	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-317.10	SI9-317.10a
This study	115.5	-58.1	0.6	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-317.60	SI9-317.60a
This study	121.8	-59.8	0.5	12	0	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-317.70	SI9-317.70a
This study	117.3	-54.2	0.7	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-337.4	SI9-337.4a
This study	130.8	-57.9	1.2	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-337.7	SI9-337.7a
This study	116.7	-59	1.1	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-337.8	SI9-337.8a
This study	102.5	-55.4	1.2	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-337.9	SI9-337.9a
This study	123.9	-59.5	0.8	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-338.3	SI9-338.3a
This study	107.7	-51.9	0.8	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-338.5	SI9-338.5a
This study	109.3	-55.5	0.7	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-340.2	SI9-340.2a
This study	116.0	-55.6	0.7	11	0	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-340.3	SI9-340.3a
This study	106.6	-60.4	1.1	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-377.0	SI9-377.0a
This study	109.9	-53.2	0.9	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-377.3	SI9-377.3a
This study	122.4	-52	1.6	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-377.4	SI9-377.4a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI9-377.5	SI9-377.5a
This study	125.8	-54.7	1.6	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-377.6	SI9-377.6a
This study	101.4	-66.1	1	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-390.20	SI9-390.20a
This study	127.5	-62.6	1.3	5	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.07	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-390.30	SI9-390.30a
This study	116.2	-48.3	2.1	6	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.04	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-390.90	SI9-390.90a
This study	161.4	-46.2	0.9	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-391.00	SI9-391.00a
This study	129.2	-52.2	1.7	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-391.10	SI9-391.10a
This study	123.5	-51	2.7	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-391.50	SI9-391.50a
This study	117.0	-61.8	1.1	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-391.51	SI9-391.51a
This study	107.4	-48.8	2.4	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-392.30	SI9-392.30a
This study	107.4	-59.3	0.8	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-396.10	SI9-396.10a
This study	116.4	-57.1	1.1	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-396.50	SI9-396.50a
This study	130.9	-65.4	0.4	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-396.51	SI9-396.51a
This study	113.9	-65.5	0.5	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-396.60	SI9-396.60a
This study	121.9	-62.3	0.6	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-396.80	SI9-396.80a
This study	122.0	-70	0.4	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-396.85	SI9-396.85a
This study	119.1	-65.5	0.4	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-396.90	SI9-396.90a
This study	49.3	-63.5	0.6	15	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-4.00	SI9-4.00a
This study	53.4	-70.3	0.3	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-4.80	SI9-4.80a
This study	55.6	-68.3	0.2	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-4.81	SI9-4.81a
This study	56.4	-62.9	0.2	15	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-6.50	SI9-6.50a
This study	47.9	-72.1	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-6.68	SI9-6.68a
This study	63.3	-70.1	0.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-6.70	SI9-6.70a
This study	72.2	-61.1	5.6	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-80.60	SI9-80.60a
This study	75.0	-69.8	2.9	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-80.70	SI9-80.70a
This study	68.6	-62.8	6.7	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-81.20	SI9-81.20a
This study	56.4	-71.3	3.4	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-81.30	SI9-81.30a
This study	65.5	-71.5	2.3	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-81.40	SI9-81.40a
This study	69.0	-69.2	1.2	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-81.85	SI9-81.85a
This study	61.3	-70.6	1.9	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-81.90	SI9-81.90a
This study	60.8	-72.3	1.3	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-84.60	SI9-84.60a
This study	56.2	-75.9	1.6	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-84.70	SI9-84.70a
This study	48.6	-65.2	0.8	15	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-85.10	SI9-85.10a
This study	49.8	-63.8	1	15	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-85.15	SI9-85.15a
This study	48.9	-66.2	0.7	15	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-85.20	SI9-85.20a
This study	52.7	-64.1	0.7	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-85.40	SI9-85.40a
This study	33.2	-72.5	1.8	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-85.60	SI9-85.60a
This study	24.3	-71.1	1.8	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-85.64	SI9-85.64a
This study	274.2	47.6	0.9	9	100	Igneous:Intrusive	Dike	Diabase	0.07	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D10	SI9-D10a
This study	270.5	33.9	0.5	10	100	Igneous:Intrusive	Dike	Diabase	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D11	SI9-D11a
This study	194.4	27.2	1.1	8	100	Igneous:Intrusive	Dike	Diabase	0.06	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D12	SI9-D12a
This study	274.7	50.1	0.8	8	100	Igneous:Intrusive	Dike	Diabase	0.06	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D13	SI9-D13a
This study	342.6	70.6	0.6	6	100	Igneous:Intrusive	Dike	Diabase	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D14	SI9-D14a
This study	268.8	57.2	0.6	9	100	Igneous:Intrusive	Dike	Diabase	0.07	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D16	SI9-D16a
This study	64.7	68.6	0.8	9	100	Igneous:Intrusive	Dike	Diabase	0.07	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D17	SI9-D17a
This study	276.4	53.7	0.8	10	100	Igneous:Intrusive	Dike	Diabase	0.07	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D18	SI9-D18a
This study						Igneous:Intrusive	Dike	Diabase					SI9-D1	SI9-D1a
This study	93.9	-51.5	2	15	100	Igneous:Intrusive	Dike	Diabase	0.1	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D2	SI9-D2a
This study	95.8	-48.9	1.6	15	100	Igneous:Intrusive	Dike	Diabase	0.1	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D3	SI9-D3a
This study	88.9	-61.3	1.1	14	100	Igneous:Intrusive	Dike	Diabase	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D4	SI9-D4a
This study	88.0	-64.3	0.6	15	100	Igneous:Intrusive	Dike	Diabase	0.1	0.003	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D6	SI9-D6a
This study	87.2	-49.4	2.2	6	100	Igneous:Intrusive	Dike	Diabase	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D7	SI9-D7a
This study	110.8	-46.3	2.5	8	100	Igneous:Intrusive	Dike	Diabase	0.04	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D8	SI9-D8a
This study	88.5	-32.5	3.2	6	100	Igneous:Intrusive	Dike	Diabase	0.04	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI9-D9	SI9-D9a
