tab 	samples
azimuth	citations	description	dip	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	sample	site	specimens
293.8	This study	oriented core	-100	74.8	-74.3	1	1	100	Extrusive:Igneous	Lava Flow	48.8066	Basalt	272.3379	FS-FD:SO-CMD-NORTH:SO-POM	SI1-96	SI1(94.9 to 96.6)	SI1-96a
294.0	This study	oriented core	-100						Extrusive:Igneous	Lava Flow	48.8066	Basalt	272.3379	FS-FD:SO-CMD-NORTH:SO-POM	SI1-96.0	SI1(94.9 to 96.6)	
289.0	This study	oriented core	-95	84.2	-72.2	1	1	100	Extrusive:Igneous	Lava Flow	48.8066	Basalt	272.3379	FS-FD:SO-CMD-NORTH:SO-POM	SI1-96.02	SI1(94.9 to 96.6)	SI1-96.02a
282.0	This study	oriented core	-79	87.0	-75.8	1	1	100	Extrusive:Igneous	Lava Flow	48.8066	Basalt	272.3379	FS-FD:SO-CMD-NORTH:SO-POM	SI1-96.04	SI1(94.9 to 96.6)	SI1-96.04a
275.0	This study	oriented core	-86						Extrusive:Igneous	Lava Flow	48.8066	Basalt	272.3379	FS-FD:SO-CMD-NORTH:SO-POM	SI1-96.06	SI1(94.9 to 96.6)	
320.0	This study	oriented core	-35	68.9	-75.6	1	1	100	Extrusive:Igneous	Lava Flow	48.8066	Basalt	272.3379	FS-FD:SO-CMD-NORTH:SO-POM	SI1-96.1	SI1(94.9 to 96.6)	SI1-96.1a
218.0	This study	oriented core	-86	114.4	-54.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7943	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-1.1	SI2a(1.1 to 1.6)	SI2a-1.1a
243.0	This study	oriented core	-95	116.4	-59.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7943	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-1.3	SI2a(1.1 to 1.6)	SI2a-1.3a
235.0	This study	oriented core	-80	114.2	-56.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7943	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-1.35	SI2a(1.1 to 1.6)	SI2a-1.35a
111.0	This study	oriented core	-5	110.0	-56.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7943	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-1.4	SI2a(1.1 to 1.6)	SI2a-1.4a
227.0	This study	oriented core	-89	122.8	-56.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7943	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-1.5	SI2a(1.1 to 1.6)	SI2a-1.5a
230.0	This study	oriented core	-14	127.4	-64.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7943	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-1.6	SI2a(1.1 to 1.6)	SI2a-1.6a
195.0	This study	oriented core	-66	139.5	-69.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7942	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-10.2	SI2a(10.2 to 12.8)	SI2a-10.2a
181.0	This study	oriented core	-85	137.8	-71.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7942	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-10.4	SI2a(10.2 to 12.8)	SI2a-10.4a
273.0	This study	oriented core	-108	148.0	-67.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7942	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-10.5	SI2a(10.2 to 12.8)	SI2a-10.5a
278.0	This study	oriented core	-67	161.0	-71.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7942	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-12.2	SI2a(10.2 to 12.8)	SI2a-12.2a
275.0	This study	oriented core	-60	165.2	-60.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7942	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-12.7	SI2a(10.2 to 12.8)	SI2a-12.7a
278.0	This study	oriented core	-65	157.0	-69.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7942	Basalt	272.3444	FS-FD:SO-CMD-NORTH:SO-POM	SI2a-12.8	SI2a(10.2 to 12.8)	SI2a-12.8a
326.0	This study	oriented core	-29						Extrusive:Igneous	Lava Flow	48.792	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-10.3	SI2b(10.5 to 10.6)	
299.0	This study	oriented core	-25	122.0	-67.1	1	1	100	Extrusive:Igneous	Lava Flow	48.792	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-10.5	SI2b(10.5 to 10.6)	SI2b-10.5a
190.0	This study	oriented core	-78	102.0	-71.5	1	1	100	Extrusive:Igneous	Lava Flow	48.792	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-10.56	SI2b(10.5 to 10.6)	SI2b-10.56a
192.0	This study	oriented core	-71	104.2	-68.6	1	1	100	Extrusive:Igneous	Lava Flow	48.792	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-10.58	SI2b(10.5 to 10.6)	SI2b-10.58a
186.0	This study	oriented core	-74	107.6	-65.4	1	1	100	Extrusive:Igneous	Lava Flow	48.792	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-10.6	SI2b(10.5 to 10.6)	SI2b-10.6a
180.0	This study	oriented core	-74	101.0	-62.8	1	1	100	Extrusive:Igneous	Lava Flow	48.792	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-10.63	SI2b(10.5 to 10.6)	SI2b-10.63a
202.0	This study	oriented core	-50	137.2	-66.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.2	SI2b(2.2 to 2.6)	SI2b-2.2a
64.0	This study	oriented core	-43	114.4	-67.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.3	SI2b(2.2 to 2.6)	SI2b-2.3a
186.0	This study	oriented core	-68						Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.38	SI2b(2.2 to 2.6)	
190.0	This study	oriented core	-60	119.4	-61.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.42	SI2b(2.2 to 2.6)	SI2b-2.42a
221.0	This study	oriented core	-69	126.3	-65.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.46	SI2b(2.2 to 2.6)	SI2b-2.46a
186.0	This study	oriented core	-75	113.9	-62.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.5	SI2b(2.2 to 2.6)	SI2b-2.5a
186.0	This study	oriented core	-76	119.4	-54.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.53	SI2b(2.2 to 2.6)	SI2b-2.53a
182.0	This study	oriented core	-76						Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.57	SI2b(2.2 to 2.6)	
193.0	This study	oriented core	-77	117.9	-64.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.6	SI2b(2.2 to 2.6)	SI2b-2.6a
178.0	This study	oriented core	-79	114.6	-55.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7921	Basalt	272.3454	FS-FD:SO-CMD-NORTH:SO-POM	SI2b-2.61	SI2b(2.2 to 2.6)	SI2b-2.61a
300.0	This study	oriented core	-44	113.4	-38	1	1	100	Extrusive:Igneous	Lava Flow	48.7903	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-0.15	SI2c(0.0 to 2.1)	SI2c-0.15a
253.0	This study	oriented core	-20	112.3	-40.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7903	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-0.35	SI2c(0.0 to 2.1)	SI2c-0.35a
183.0	This study	oriented core	-42	109.5	-42.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7903	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-0.45	SI2c(0.0 to 2.1)	SI2c-0.45a
179.0	This study	oriented core	-41	107.4	-38.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7903	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-0.5	SI2c(0.0 to 2.1)	SI2c-0.5a
187.0	This study	oriented core	-37	102.6	-31.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7903	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-0.55	SI2c(0.0 to 2.1)	SI2c-0.55a
131.0	This study	oriented core	-16	107.5	-43.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7903	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-1.0	SI2c(0.0 to 2.1)	SI2c-1.0a
197.0	This study	oriented core	-48	107.4	-46.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7902	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-3.0	SI2c(2.1 to 18.6)	SI2c-3.0a
195.0	This study	oriented core	-51	110.2	-46.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7902	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-3.05	SI2c(2.1 to 18.6)	SI2c-3.05a
196.0	This study	oriented core	-44	113.5	-51.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7902	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-3.15	SI2c(2.1 to 18.6)	SI2c-3.15a
232.0	This study	oriented core	-31	111.7	-46.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7902	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-4.7	SI2c(2.1 to 18.6)	SI2c-4.7a
229.0	This study	oriented core	-16	113.2	-47.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7902	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-4.8	SI2c(2.1 to 18.6)	SI2c-4.8a
193.0	This study	oriented core	-37	112.3	-44.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7902	Basalt	272.3455	FS-FD:SO-CMD-NORTH:SO-POM	SI2c-6.3	SI2c(2.1 to 18.6)	SI2c-6.3a
201.0	This study	oriented core	-66	87.5	-74.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7799	Basalt	272.3705	FS-FD:SO-CMD-NORTH:SO-POM	SI3-103.4	SI3(103.3 to 110.3)	SI3-103.4-D
217.0	This study	oriented core	-67	76.4	-73.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7799	Basalt	272.3705	FS-FD:SO-CMD-NORTH:SO-POM	SI3-103.5	SI3(103.3 to 110.3)	SI3-103.5-D
259.0	This study	oriented core	-72	90.0	-66.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7799	Basalt	272.3705	FS-FD:SO-CMD-NORTH:SO-POM	SI3-103.9	SI3(103.3 to 110.3)	SI3-103.9-D
265.0	This study	oriented core	-73	81.6	-69.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7799	Basalt	272.3705	FS-FD:SO-CMD-NORTH:SO-POM	SI3-103.95	SI3(103.3 to 110.3)	SI3-103.95-D
187.0	This study	oriented core	-70	87.8	-55	1	1	100	Extrusive:Igneous	Lava Flow	48.7799	Basalt	272.3705	FS-FD:SO-CMD-NORTH:SO-POM	SI3-104.3	SI3(103.3 to 110.3)	SI3-104.3-D
188.0	This study	oriented core	-75	77.1	-69.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7799	Basalt	272.3705	FS-FD:SO-CMD-NORTH:SO-POM	SI3-104.4	SI3(103.3 to 110.3)	SI3-104.4-D
178.0	This study	oriented core	-38	128.7	-74.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7823	Basalt	272.3682	FS-FD:SO-CMD-NORTH:SO-POM	SI3-12.95	SI3(12.5 to 20.1)	SI3-12.95-D
269.0	This study	oriented core	-14	87.7	-67.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7791	Basalt	272.3708	FS-FD:SO-CMD-NORTH:SO-POM	SI3-126.9	SI3(124.8 to 130.4)	SI3-126.9-D
288.0	This study	oriented core	-23	80.4	-67.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7791	Basalt	272.3708	FS-FD:SO-CMD-NORTH:SO-POM	SI3-127.1	SI3(124.8 to 130.4)	SI3-127.1-D
289.0	This study	oriented core	-20	89.1	-63	1	1	100	Extrusive:Igneous	Lava Flow	48.7791	Basalt	272.3708	FS-FD:SO-CMD-NORTH:SO-POM	SI3-127.3	SI3(124.8 to 130.4)	SI3-127.3-D
210.0	This study	oriented core	-58	78.6	-57	1	1	100	Extrusive:Igneous	Lava Flow	48.7791	Basalt	272.3708	FS-FD:SO-CMD-NORTH:SO-POM	SI3-129.3	SI3(124.8 to 130.4)	SI3-129.3-D
319.0	This study	oriented core	-34	73.2	-62.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7791	Basalt	272.3708	FS-FD:SO-CMD-NORTH:SO-POM	SI3-129.45	SI3(124.8 to 130.4)	SI3-129.45-D
158.0	This study	oriented core	-29	125.8	-73.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7823	Basalt	272.3682	FS-FD:SO-CMD-NORTH:SO-POM	SI3-13.05	SI3(12.5 to 20.1)	SI3-13.05-D
192.0	This study	oriented core	-55						Extrusive:Igneous	Lava Flow	48.7823	Basalt	272.3682	FS-FD:SO-CMD-NORTH:SO-POM	SI3-13.2	SI3(12.5 to 20.1)	
125.0	This study	oriented core	-69	106.8	-71.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7823	Basalt	272.3682	FS-FD:SO-CMD-NORTH:SO-POM	SI3-16.3	SI3(12.5 to 20.1)	SI3-16.3-D
177.0	This study	oriented core	-49	125.3	-69.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7823	Basalt	272.3682	FS-FD:SO-CMD-NORTH:SO-POM	SI3-16.4	SI3(12.5 to 20.1)	SI3-16.4-D
304.0	This study	oriented core	-24	87.2	-68.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7823	Basalt	272.3682	FS-FD:SO-CMD-NORTH:SO-POM	SI3-18.75	SI3(12.5 to 20.1)	SI3-18.75-D
335.0	This study	oriented core	-31						Extrusive:Igneous	Lava Flow	48.7823	Basalt	272.3682	FS-FD:SO-CMD-NORTH:SO-POM	SI3-18.8	SI3(12.5 to 20.1)	
226.0	This study	oriented core	-43	71.3	-78.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7823	Basalt	272.3682	FS-FD:SO-CMD-NORTH:SO-POM	SI3-19.9	SI3(12.5 to 20.1)	SI3-19.9-D
189.0	This study	oriented core	-63						Extrusive:Igneous	Lava Flow	48.7822	Basalt	272.3684	FS-FD:SO-CMD-NORTH:SO-POM	SI3-20.4	SI3(20.1 to 28.9)	
	This study			108.4	-68.3	2	2	100	Igneous:Extrusive	Lava Flow	48.7822	Basaltic Lava	272.3684		SI3-20.40	SI3(20.1 to 28.9)	SI3-20.4-D:SI3-20.40a
192.0	This study	oriented core	-65	115.1	-67	2	2	100	Extrusive:Igneous	Lava Flow	48.7822	Basalt	272.3684	FS-FD:SO-CMD-NORTH:SO-POM	SI3-20.45	SI3(20.1 to 28.9)	SI3-20.45-D:SI3-20.45a
195.0	This study	oriented core	-90						Extrusive:Igneous	Lava Flow	48.7822	Basalt	272.3684	FS-FD:SO-CMD-NORTH:SO-POM	SI3-21.3	SI3(20.1 to 28.9)	
	This study			102.8	-68.3	1	1	100	Igneous:Extrusive	Lava Flow	48.7822	Basaltic Lava	272.3684		SI3-21.30	SI3(20.1 to 28.9)	SI3-21.30a
192.0	This study	oriented core	-89	109.3	-71.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7822	Basalt	272.3684	FS-FD:SO-CMD-NORTH:SO-POM	SI3-21.35	SI3(20.1 to 28.9)	SI3-21.35-D
176.0	This study	oriented core	-50						Extrusive:Igneous	Lava Flow	48.7822	Basalt	272.3684	FS-FD:SO-CMD-NORTH:SO-POM	SI3-22.3	SI3(20.1 to 28.9)	
	This study			106.4	-65.8	1	1	100	Igneous:Extrusive	Lava Flow	48.7822	Basaltic Lava	272.3684		SI3-22.30	SI3(20.1 to 28.9)	SI3-22.30a
218.0	This study	oriented core	-33	112.5	-68	2	2	100	Extrusive:Igneous	Lava Flow	48.7822	Basalt	272.3684	FS-FD:SO-CMD-NORTH:SO-POM	SI3-22.35	SI3(20.1 to 28.9)	SI3-22.35-D:SI3-22.35a
44.0	This study	oriented core	-30						Extrusive:Igneous	Lava Flow	48.7822	Basalt	272.3684	FS-FD:SO-CMD-NORTH:SO-POM	SI3-22.6	SI3(20.1 to 28.9)	
	This study			112.5	-72.5	2	2	100	Igneous:Extrusive	Lava Flow	48.7822	Basaltic Lava	272.3684		SI3-22.60	SI3(20.1 to 28.9)	SI3-22.6-D:SI3-22.60a
26.0	This study	oriented core	-32	109.5	-69.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7822	Basalt	272.3684	FS-FD:SO-CMD-NORTH:SO-POM	SI3-22.65	SI3(20.1 to 28.9)	SI3-22.65a
330.0	This study	oriented core	-57						Extrusive:Igneous	Lava Flow	48.7822	Basalt	272.3684	FS-FD:SO-CMD-NORTH:SO-POM	SI3-27.9	SI3(20.1 to 28.9)	
	This study			102.1	-72.9	2	2	100	Igneous:Extrusive	Lava Flow	48.7822	Basaltic Lava	272.3684		SI3-27.90	SI3(20.1 to 28.9)	SI3-27.9-D:SI3-27.90a
207.0	This study	oriented core	-53						Extrusive:Igneous	Lava Flow	48.7827	Basalt	272.3674	FS-FD:SO-CMD-NORTH:SO-POM	SI3-3.6	SI3(2.3 to 5.5)	
	This study			145.0	-72.8	2	2	100	Igneous:Extrusive	Lava Flow	48.7827	Basaltic Lava	272.3674		SI3-3.60	SI3(2.3 to 5.5)	SI3-3.6-D:SI3-3.60a
221.0	This study	oriented core	-62						Extrusive:Igneous	Lava Flow	48.7827	Basalt	272.3674	FS-FD:SO-CMD-NORTH:SO-POM	SI3-3.7	SI3(2.3 to 5.5)	
	This study			139.1	-69.4	2	2	100	Igneous:Extrusive	Lava Flow	48.7827	Basaltic Lava	272.3674		SI3-3.70	SI3(2.3 to 5.5)	SI3-3.7-D:SI3-3.70a
164.0	This study	oriented core	-26						Extrusive:Igneous	Lava Flow	48.7817	Basalt	272.369	FS-FD:SO-CMD-NORTH:SO-POM	SI3-37.8	SI3(36.9 to 48.4)	
	This study			95.5	-63.7	2	2	100	Igneous:Extrusive	Lava Flow	48.7817	Basaltic Lava	272.369		SI3-37.80	SI3(36.9 to 48.4)	SI3-37.8-D:SI3-37.80a
173.0	This study	oriented core	-19	117.8	-70.3	2	2	100	Extrusive:Igneous	Lava Flow	48.7817	Basalt	272.369	FS-FD:SO-CMD-NORTH:SO-POM	SI3-37.85	SI3(36.9 to 48.4)	SI3-37.85-D:SI3-37.85a
190.0	This study	oriented core	-85						Extrusive:Igneous	Lava Flow	48.7817	Basalt	272.369	FS-FD:SO-CMD-NORTH:SO-POM	SI3-38.7	SI3(36.9 to 48.4)	
	This study			87.9	-72.8	2	2	100	Igneous:Extrusive	Lava Flow	48.7817	Basaltic Lava	272.369		SI3-38.70	SI3(36.9 to 48.4)	SI3-38.7-D:SI3-38.70a
184.0	This study	oriented core	-62						Extrusive:Igneous	Lava Flow	48.7817	Basalt	272.369	FS-FD:SO-CMD-NORTH:SO-POM	SI3-38.8	SI3(36.9 to 48.4)	
	This study			92.1	-69.3	2	2	100	Igneous:Extrusive	Lava Flow	48.7817	Basaltic Lava	272.369		SI3-38.80	SI3(36.9 to 48.4)	SI3-38.8-D:SI3-38.80a
60.0	This study	oriented core	-14						Extrusive:Igneous	Lava Flow	48.7817	Basalt	272.369	FS-FD:SO-CMD-NORTH:SO-POM	SI3-39.8	SI3(36.9 to 48.4)	
	This study			108.2	-74.3	2	2	100	Igneous:Extrusive	Lava Flow	48.7817	Basaltic Lava	272.369		SI3-39.80	SI3(36.9 to 48.4)	SI3-39.8-D:SI3-39.80a
70.0	This study	oriented core	-15	98.4	-70.7	2	2	100	Extrusive:Igneous	Lava Flow	48.7817	Basalt	272.369	FS-FD:SO-CMD-NORTH:SO-POM	SI3-39.82	SI3(36.9 to 48.4)	SI3-39.82-D:SI3-39.82a
174.0	This study	oriented core	-76						Extrusive:Igneous	Lava Flow	48.7827	Basalt	272.3674	FS-FD:SO-CMD-NORTH:SO-POM	SI3-4.1	SI3(2.3 to 5.5)	
	This study			126.6	-68.4	2	2	100	Igneous:Extrusive	Lava Flow	48.7827	Basaltic Lava	272.3674		SI3-4.10	SI3(2.3 to 5.5)	SI3-4.1-D:SI3-4.10a
196.0	This study	oriented core	-60						Extrusive:Igneous	Lava Flow	48.7827	Basalt	272.3674	FS-FD:SO-CMD-NORTH:SO-POM	SI3-4.2	SI3(2.3 to 5.5)	
	This study			128.1	-60.3	2	2	100	Igneous:Extrusive	Lava Flow	48.7827	Basaltic Lava	272.3674		SI3-4.20	SI3(2.3 to 5.5)	SI3-4.2-D:SI3-4.20a
276.0	This study	oriented core	-83						Extrusive:Igneous	Lava Flow	48.7827	Basalt	272.3674	FS-FD:SO-CMD-NORTH:SO-POM	SI3-4.6	SI3(2.3 to 5.5)	
	This study			144.4	-72.3	2	2	100	Igneous:Extrusive	Lava Flow	48.7827	Basaltic Lava	272.3674		SI3-4.60	SI3(2.3 to 5.5)	SI3-4.6-D:SI3-4.60a
274.0	This study	oriented core	-84	135.3	-71.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7827	Basalt	272.3674	FS-FD:SO-CMD-NORTH:SO-POM	SI3-4.7	SI3(2.3 to 5.5)	SI3-4.7-D
294.0	This study	oriented core	-74	136.7	-69.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-5.6	SI3(5.5 to 12.5)	SI3-5.6-D
122.0	This study	oriented core	-12						Extrusive:Igneous	Lava Flow	48.7812	Basalt	272.3696	FS-FD:SO-CMD-NORTH:SO-POM	SI3-58.0	SI3(55.8 to 60.9)	
	This study			117.1	-71.2	2	2	100	Igneous:Extrusive	Lava Flow	48.7812	Basaltic Lava	272.3696		SI3-58.00	SI3(55.8 to 60.9)	SI3-58.0-D:SI3-58.00a
49.0	This study	oriented core	-6	111.2	-71.9	2	2	100	Extrusive:Igneous	Lava Flow	48.7812	Basalt	272.3696	FS-FD:SO-CMD-NORTH:SO-POM	SI3-58.02	SI3(55.8 to 60.9)	SI3-58.02-D:SI3-58.02a
131.0	This study	oriented core	-12	90.6	-65.1	2	2	100	Extrusive:Igneous	Lava Flow	48.7812	Basalt	272.3696	FS-FD:SO-CMD-NORTH:SO-POM	SI3-58.04	SI3(55.8 to 60.9)	SI3-58.04-D:SI3-58.04a
80.0	This study	oriented core	-14						Extrusive:Igneous	Lava Flow	48.7812	Basalt	272.3696	FS-FD:SO-CMD-NORTH:SO-POM	SI3-59.7	SI3(55.8 to 60.9)	
	This study			95.4	-69.1	2	2	100	Igneous:Extrusive	Lava Flow	48.7812	Basaltic Lava	272.3696		SI3-59.70	SI3(55.8 to 60.9)	SI3-59.7-D:SI3-59.70a
309.0	This study	oriented core	-67						Extrusive:Igneous	Lava Flow	48.7812	Basalt	272.3696	FS-FD:SO-CMD-NORTH:SO-POM	SI3-59.8	SI3(55.8 to 60.9)	
	This study			123.2	-72.2	2	2	100	Igneous:Extrusive	Lava Flow	48.7812	Basaltic Lava	272.3696		SI3-59.80	SI3(55.8 to 60.9)	SI3-59.8-D:SI3-59.80a:SI3-59.90a
90.0	This study	oriented core	-20						Extrusive:Igneous	Lava Flow	48.7812	Basalt	272.3696	FS-FD:SO-CMD-NORTH:SO-POM	SI3-59.9	SI3(55.8 to 60.9)	
	This study			102.5	-72.8	2	2	100	Igneous:Extrusive	Lava Flow	48.7812	Basaltic Lava	272.3696		SI3-59.90	SI3(55.8 to 60.9)	SI3-59.9-D
182.0	This study	oriented core	-77	162.7	-58.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-6.4	SI3(5.5 to 12.5)	SI3-6.4-D
222.0	This study	oriented core	-80	153.0	-61.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-7.05	SI3(5.5 to 12.5)	SI3-7.05a
61.0	This study	oriented core	-54						Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-7.2	SI3(5.5 to 12.5)	
	This study			153.9	-63.3	1	1	100	Igneous:Extrusive	Lava Flow	48.7826	Basaltic Lava	272.3676		SI3-7.20	SI3(5.5 to 12.5)	SI3-7.20a
52.0	This study	oriented core	-41	161.5	-61.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-7.25	SI3(5.5 to 12.5)	SI3-7.25-D
268.0	This study	oriented core	-21						Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-7.3	SI3(5.5 to 12.5)	
	This study			109.2	-73.2	1	1	100	Igneous:Extrusive	Lava Flow	48.7826	Basaltic Lava	272.3676		SI3-7.30	SI3(5.5 to 12.5)	SI3-7.30a
176.0	This study	oriented core	-27						Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-8.3	SI3(5.5 to 12.5)	
	This study			161.2	-75.2	1	1	100	Igneous:Extrusive	Lava Flow	48.7826	Basaltic Lava	272.3676		SI3-8.30	SI3(5.5 to 12.5)	SI3-8.30a
171.0	This study	oriented core	-50						Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-8.8	SI3(5.5 to 12.5)	
	This study			107.7	-63.1	2	2	100	Igneous:Extrusive	Lava Flow	48.7826	Basaltic Lava	272.3676		SI3-8.80	SI3(5.5 to 12.5)	SI3-8.8-D:SI3-8.80a
181.0	This study	oriented core	-70						Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-9.6	SI3(5.5 to 12.5)	
	This study			122.1	-70.7	2	2	100	Igneous:Extrusive	Lava Flow	48.7826	Basaltic Lava	272.3676		SI3-9.60	SI3(5.5 to 12.5)	SI3-9.6-D:SI3-9.60a
175.0	This study	oriented core	-74	124.5	-73.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7826	Basalt	272.3676	FS-FD:SO-CMD-NORTH:SO-POM	SI3-9.63	SI3(5.5 to 12.5)	SI3-9.63-D
