tab 	samples
azimuth	citations	description	dip	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	sample	site	specimens
176.0	This study	oriented core	-56	286.6	55.7	1	1	100	Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D1	SI3(D1 to D10)	SI3-D1a
185.0	This study	oriented core	-80	284.9	45	1	1	100	Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D10	SI3(D1 to D10)	SI3-D10a
178.0	This study	oriented core	-57	288.8	56	1	1	100	Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D2	SI3(D1 to D10)	SI3-D2a
160.0	This study	oriented core	-59						Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D3	SI3(D1 to D10)	
167.0	This study	oriented core	-57	278.9	50.2	1	1	100	Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D4	SI3(D1 to D10)	SI3-D4a
173.0	This study	oriented core	-52	295.0	55.1	1	1	100	Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D5	SI3(D1 to D10)	SI3-D5a
150.0	This study	oriented core	-42	293.8	56.5	1	1	100	Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D6	SI3(D1 to D10)	SI3-D6a
171.0	This study	oriented core	-31	287.2	55.4	1	1	100	Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D7	SI3(D1 to D10)	SI3-D7a
184.0	This study	oriented core	-37						Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D8	SI3(D1 to D10)	
189.0	This study	oriented core	-51	284.5	47.8	1	1	100	Igneous:Intrusive	Dike	48.7805	Diabase	272.3699	FS-FD:SO-CMD-NORTH:SO-POM	SI3-D9	SI3(D1 to D10)	SI3-D9a
12.0	This study	oriented core	-23	125.0	-72.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7525	Basalt	272.4029	FS-FD:SO-CMD-NORTH:SO-POM	SI4-1.9	SI4(0.0 to 13.8)	SI4-1.9a
345.0	This study	oriented core	-25	128.4	-59.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7499	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-108.00	SI4(106.0 to 121.4)	SI4-108.00a
15.0	This study	oriented core	-26	132.0	-57.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7499	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-109.20	SI4(106.0 to 121.4)	SI4-109.20a
314.0	This study	oriented core	-30	127.7	-54.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7499	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-109.21	SI4(106.0 to 121.4)	SI4-109.21a
324.0	This study	oriented core	-32	125.4	-54.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7499	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-109.40	SI4(106.0 to 121.4)	SI4-109.40a
336.0	This study	oriented core	-28	114.0	-56.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7499	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-111.40	SI4(106.0 to 121.4)	SI4-111.40a
231.0	This study	oriented core	-60						Extrusive:Igneous	Lava Flow	48.7499	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-111.60	SI4(106.0 to 121.4)	
190.0	This study	oriented core	-77	107.8	-53.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7499	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-113.40	SI4(106.0 to 121.4)	SI4-113.40a
184.0	This study	oriented core	-74	110.4	-57.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7499	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-113.50	SI4(106.0 to 121.4)	SI4-113.50a
185.0	This study	oriented core	-78	104.2	-41.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7499	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-113.60	SI4(106.0 to 121.4)	SI4-113.60a
322.0	This study	oriented core	-55	109.1	-49.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7494	Basalt	272.4046	FS-FD:SO-CMD-NORTH:SO-POM	SI4-122.80	SI4(121.4 to 127.3)	SI4-122.80a
274.0	This study	oriented core	-79	119.2	-51.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7494	Basalt	272.4046	FS-FD:SO-CMD-NORTH:SO-POM	SI4-123.10	SI4(121.4 to 127.3)	SI4-123.10a
256.0	This study	oriented core	-74	108.9	-52.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7494	Basalt	272.4046	FS-FD:SO-CMD-NORTH:SO-POM	SI4-123.65	SI4(121.4 to 127.3)	SI4-123.65a
262.0	This study	oriented core	-69	108.5	-51.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7494	Basalt	272.4046	FS-FD:SO-CMD-NORTH:SO-POM	SI4-123.70	SI4(121.4 to 127.3)	SI4-123.70a
226.0	This study	oriented core	-52	108.5	-55.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7494	Basalt	272.4046	FS-FD:SO-CMD-NORTH:SO-POM	SI4-123.80	SI4(121.4 to 127.3)	SI4-123.80a
283.0	This study	oriented core	-112	114.6	-40.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7494	Basalt	272.4046	FS-FD:SO-CMD-NORTH:SO-POM	SI4-123.81	SI4(121.4 to 127.3)	SI4-123.81a
220.0	This study	oriented core	-60	72.6	-45.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7494	Basalt	272.4046	FS-FD:SO-CMD-NORTH:SO-POM	SI4-124.05	SI4(121.4 to 127.3)	SI4-124.05a
268.0	This study	oriented core	-75	110.9	-54	1	1	100	Extrusive:Igneous	Lava Flow	48.7494	Basalt	272.4046	FS-FD:SO-CMD-NORTH:SO-POM	SI4-124.10	SI4(121.4 to 127.3)	SI4-124.10a
326.0	This study	oriented core	-26	112.5	-54.8	1	1	100	Extrusive:Igneous	Lava Flow	48.749	Basalt	272.4045	FS-FD:SO-CMD-NORTH:SO-POM	SI4-138.60	SI4(133.8 to 143.1)	SI4-138.60a
159.0	This study	oriented core	-67	104.7	-62.8	1	1	100	Extrusive:Igneous	Lava Flow	48.749	Basalt	272.4045	FS-FD:SO-CMD-NORTH:SO-POM	SI4-138.70	SI4(133.8 to 143.1)	SI4-138.70a
227.0	This study	oriented core	-30	103.0	-62.4	1	1	100	Extrusive:Igneous	Lava Flow	48.749	Basalt	272.4045	FS-FD:SO-CMD-NORTH:SO-POM	SI4-139.20	SI4(133.8 to 143.1)	SI4-139.20a
78.0	This study	oriented core	-15	74.2	-53	1	1	100	Extrusive:Igneous	Lava Flow	48.749	Basalt	272.4045	FS-FD:SO-CMD-NORTH:SO-POM	SI4-139.80	SI4(133.8 to 143.1)	SI4-139.80a
68.0	This study	oriented core	-26	115.1	-62	1	1	100	Extrusive:Igneous	Lava Flow	48.749	Basalt	272.4045	FS-FD:SO-CMD-NORTH:SO-POM	SI4-139.81	SI4(133.8 to 143.1)	SI4-139.81a
185.0	This study	oriented core	-67	115.7	-75.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7524	Basalt	272.4027	FS-FD:SO-CMD-NORTH:SO-POM	SI4-14.0	SI4(13.8 to 20.2)	SI4-14.0a
144.0	This study	oriented core	-63	95.3	-59.3	1	1	100	Extrusive:Igneous	Lava Flow	48.749	Basalt	272.4045	FS-FD:SO-CMD-NORTH:SO-POM	SI4-140.80	SI4(133.8 to 143.1)	SI4-140.80a
143.0	This study	oriented core	-65	116.9	-54.4	1	1	100	Extrusive:Igneous	Lava Flow	48.749	Basalt	272.4045	FS-FD:SO-CMD-NORTH:SO-POM	SI4-140.85	SI4(133.8 to 143.1)	SI4-140.85a
142.0	This study	oriented core	-67						Extrusive:Igneous	Lava Flow	48.749	Basalt	272.4045	FS-FD:SO-CMD-NORTH:SO-POM	SI4-140.90	SI4(133.8 to 143.1)	
63.0	This study	oriented core	-59	120.2	-66.6	1	1	100	Extrusive:Igneous	Lava Flow	48.749	Basalt	272.4045	FS-FD:SO-CMD-NORTH:SO-POM	SI4-141.30	SI4(133.8 to 143.1)	SI4-141.30a
164.0	This study	oriented core	-64	114.1	-71.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7524	Basalt	272.4027	FS-FD:SO-CMD-NORTH:SO-POM	SI4-15.1	SI4(13.8 to 20.2)	SI4-15.1a
178.0	This study	oriented core	-82	106.6	-71.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7524	Basalt	272.4027	FS-FD:SO-CMD-NORTH:SO-POM	SI4-15.7	SI4(13.8 to 20.2)	SI4-15.7a
242.0	This study	oriented core	-79	154.3	-55.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7485	Basalt	272.4042	FS-FD:SO-CMD-NORTH:SO-POM	SI4-161.10	SI4(160.4 to 171.1)	SI4-161.10a
274.0	This study	oriented core	-11	156.5	-66.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7485	Basalt	272.4042	FS-FD:SO-CMD-NORTH:SO-POM	SI4-161.21	SI4(160.4 to 171.1)	SI4-161.21a
253.0	This study	oriented core	-12	151.6	-63.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7485	Basalt	272.4042	FS-FD:SO-CMD-NORTH:SO-POM	SI4-161.22	SI4(160.4 to 171.1)	SI4-161.22a
257.0	This study	oriented core	-9	157.1	-62.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7485	Basalt	272.4042	FS-FD:SO-CMD-NORTH:SO-POM	SI4-161.23	SI4(160.4 to 171.1)	SI4-161.23a
169.0	This study	oriented core	-68						Extrusive:Igneous	Lava Flow	48.7485	Basalt	272.4042	FS-FD:SO-CMD-NORTH:SO-POM	SI4-161.30	SI4(160.4 to 171.1)	
182.0	This study	oriented core	-92	154.9	-67.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7485	Basalt	272.4042	FS-FD:SO-CMD-NORTH:SO-POM	SI4-162.00	SI4(160.4 to 171.1)	SI4-162.00a
316.0	This study	oriented core	-28	156.1	-59.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7485	Basalt	272.4042	FS-FD:SO-CMD-NORTH:SO-POM	SI4-162.11	SI4(160.4 to 171.1)	SI4-162.11a
251.0	This study	oriented core	-45	150.5	-63	1	1	100	Extrusive:Igneous	Lava Flow	48.7485	Basalt	272.4042	FS-FD:SO-CMD-NORTH:SO-POM	SI4-162.12	SI4(160.4 to 171.1)	SI4-162.12a
182.0	This study	oriented core	-94	130.1	-58.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7485	Basalt	272.4042	FS-FD:SO-CMD-NORTH:SO-POM	SI4-162.20	SI4(160.4 to 171.1)	SI4-162.20a
143.0	This study	oriented core	-67	113.6	-75.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7524	Basalt	272.4027	FS-FD:SO-CMD-NORTH:SO-POM	SI4-18.5	SI4(13.8 to 20.2)	SI4-18.5a
71.0	This study	oriented core	-27	109.6	-70.5	1	1	100	Extrusive:Igneous	Lava Flow	48.7524	Basalt	272.4027	FS-FD:SO-CMD-NORTH:SO-POM	SI4-18.7	SI4(13.8 to 20.2)	SI4-18.7a
104.0	This study	oriented core	-25	110.2	-70.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7524	Basalt	272.4027	FS-FD:SO-CMD-NORTH:SO-POM	SI4-18.9	SI4(13.8 to 20.2)	SI4-18.9a
307.0	This study	oriented core	-60	131.3	-73.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7525	Basalt	272.4029	FS-FD:SO-CMD-NORTH:SO-POM	SI4-2.5	SI4(0.0 to 13.8)	SI4-2.5a
117.0	This study	oriented core	-57	91.5	-72.4	1	1	100	Extrusive:Igneous	Lava Flow	48.752	Basalt	272.4028	FS-FD:SO-CMD-NORTH:SO-POM	SI4-23.0	SI4(21.4 to 30.0)	SI4-23.0a
141.0	This study	oriented core	-57	94.7	-65.6	1	1	100	Extrusive:Igneous	Lava Flow	48.752	Basalt	272.4028	FS-FD:SO-CMD-NORTH:SO-POM	SI4-24.1	SI4(21.4 to 30.0)	SI4-24.1a
217.0	This study	oriented core	-52	106.9	-75.8	1	1	100	Extrusive:Igneous	Lava Flow	48.752	Basalt	272.4028	FS-FD:SO-CMD-NORTH:SO-POM	SI4-24.7	SI4(21.4 to 30.0)	SI4-24.7a
131.0	This study	oriented core	-57	94.6	-68.8	1	1	100	Extrusive:Igneous	Lava Flow	48.752	Basalt	272.4028	FS-FD:SO-CMD-NORTH:SO-POM	SI4-25.2	SI4(21.4 to 30.0)	SI4-25.2a
17.0	This study	oriented core	-25	103.4	-70.9	1	1	100	Extrusive:Igneous	Lava Flow	48.752	Basalt	272.4028	FS-FD:SO-CMD-NORTH:SO-POM	SI4-25.6	SI4(21.4 to 30.0)	SI4-25.6a
9.0	This study	oriented core	-71	97.3	-70.6	1	1	100	Extrusive:Igneous	Lava Flow	48.752	Basalt	272.4028	FS-FD:SO-CMD-NORTH:SO-POM	SI4-25.8	SI4(21.4 to 30.0)	SI4-25.8a
329.0	This study	oriented core	-84	119.6	-70.2	1	1	100	Extrusive:Igneous	Lava Flow	48.752	Basalt	272.4028	FS-FD:SO-CMD-NORTH:SO-POM	SI4-25.9	SI4(21.4 to 30.0)	SI4-25.9a
317.0	This study	oriented core	-22	106.2	-70.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7525	Basalt	272.4029	FS-FD:SO-CMD-NORTH:SO-POM	SI4-3.2	SI4(0.0 to 13.8)	SI4-3.2a
320.0	This study	oriented core	-89	129.6	-74.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7525	Basalt	272.4029	FS-FD:SO-CMD-NORTH:SO-POM	SI4-4.5	SI4(0.0 to 13.8)	SI4-4.5a
316.0	This study	oriented core	-94	121.1	-73.3	1	1	100	Extrusive:Igneous	Lava Flow	48.7525	Basalt	272.4029	FS-FD:SO-CMD-NORTH:SO-POM	SI4-4.6	SI4(0.0 to 13.8)	SI4-4.6a
227.0	This study	oriented core	-99	144.6	-79.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7516	Basalt	272.4033	FS-FD:SO-CMD-NORTH:SO-POM	SI4-40.15	SI4(39.7 to 44.7)	SI4-40.15a
220.0	This study	oriented core	-93	144.7	-68.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7516	Basalt	272.4033	FS-FD:SO-CMD-NORTH:SO-POM	SI4-40.2	SI4(39.7 to 44.7)	SI4-40.2a
220.0	This study	oriented core	-48	163.1	-80.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7516	Basalt	272.4033	FS-FD:SO-CMD-NORTH:SO-POM	SI4-40.3	SI4(39.7 to 44.7)	SI4-40.3a
216.0	This study	oriented core	-97	141.0	-69.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7516	Basalt	272.4033	FS-FD:SO-CMD-NORTH:SO-POM	SI4-40.5	SI4(39.7 to 44.7)	SI4-40.5a
225.0	This study	oriented core	-92	140.0	-76	1	1	100	Extrusive:Igneous	Lava Flow	48.7516	Basalt	272.4033	FS-FD:SO-CMD-NORTH:SO-POM	SI4-40.8	SI4(39.7 to 44.7)	SI4-40.8a
231.0	This study	oriented core	-101	137.1	-67.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7516	Basalt	272.4033	FS-FD:SO-CMD-NORTH:SO-POM	SI4-41.0	SI4(39.7 to 44.7)	SI4-41.0a
107.0	This study	oriented core	-34	107.6	-70.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7525	Basalt	272.4029	FS-FD:SO-CMD-NORTH:SO-POM	SI4-6.4	SI4(0.0 to 13.8)	SI4-6.4a
315.0	This study	oriented core	-25	140.8	-72	1	1	100	Extrusive:Igneous	Lava Flow	48.7508	Basalt	272.4043	FS-FD:SO-CMD-NORTH:SO-POM	SI4-73.65	SI4(72.3 to 74.6)	SI4-73.65a
334.0	This study	oriented core	-26	141.2	-72.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7508	Basalt	272.4043	FS-FD:SO-CMD-NORTH:SO-POM	SI4-73.66	SI4(72.3 to 74.6)	SI4-73.66a
0.0	This study	oriented core	-18	148.1	-75.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7508	Basalt	272.4043	FS-FD:SO-CMD-NORTH:SO-POM	SI4-73.70	SI4(72.3 to 74.6)	SI4-73.70a
310.0	This study	oriented core	-16	300.0	-84	1	1	100	Extrusive:Igneous	Lava Flow	48.7508	Basalt	272.4043	FS-FD:SO-CMD-NORTH:SO-POM	SI4-73.90	SI4(72.3 to 74.6)	SI4-73.90a
310.0	This study	oriented core	-36	159.7	-55.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7508	Basalt	272.4043	FS-FD:SO-CMD-NORTH:SO-POM	SI4-74.00	SI4(72.3 to 74.6)	SI4-74.00a
286.0	This study	oriented core	-27	124.1	-73	1	1	100	Extrusive:Igneous	Lava Flow	48.7508	Basalt	272.4043	FS-FD:SO-CMD-NORTH:SO-POM	SI4-74.20	SI4(72.3 to 74.6)	SI4-74.20a
312.0	This study	oriented core	-21	119.2	-72.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7508	Basalt	272.4043	FS-FD:SO-CMD-NORTH:SO-POM	SI4-74.39	SI4(72.3 to 74.6)	SI4-74.39a
312.0	This study	oriented core	-13	124.4	-69.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7508	Basalt	272.4043	FS-FD:SO-CMD-NORTH:SO-POM	SI4-74.41	SI4(72.3 to 74.6)	SI4-74.41a
236.0	This study	oriented core	-72	127.1	-66.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7507	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-75.20	SI4(74.6 to 80.0)	SI4-75.20a
276.0	This study	oriented core	-15	129.7	-63	1	1	100	Extrusive:Igneous	Lava Flow	48.7507	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-75.30	SI4(74.6 to 80.0)	SI4-75.30a
282.0	This study	oriented core	-22	93.0	-60.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7507	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-75.35	SI4(74.6 to 80.0)	SI4-75.35a
238.0	This study	oriented core	-101	130.5	-65.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7507	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-75.45	SI4(74.6 to 80.0)	SI4-75.45a
245.0	This study	oriented core	-102						Extrusive:Igneous	Lava Flow	48.7507	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-75.50	SI4(74.6 to 80.0)	
203.0	This study	oriented core	-90	133.5	-64.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7507	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-75.60	SI4(74.6 to 80.0)	SI4-75.60a
223.0	This study	oriented core	-93	136.0	-63.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7507	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-75.70	SI4(74.6 to 80.0)	SI4-75.70a
290.0	This study	oriented core	-76	131.3	-67.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7507	Basalt	272.4047	FS-FD:SO-CMD-NORTH:SO-POM	SI4-76.00	SI4(74.6 to 80.0)	SI4-76.00a
250.0	This study	oriented core	-91	137.6	-58.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7505	Basalt	272.4049	FS-FD:SO-CMD-NORTH:SO-POM	SI4-82.00	SI4(80.2 to 100.7)	SI4-82.00a
196.0	This study	oriented core	-61	115.0	-63.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7505	Basalt	272.4049	FS-FD:SO-CMD-NORTH:SO-POM	SI4-82.60	SI4(80.2 to 100.7)	SI4-82.60a
193.0	This study	oriented core	-60	112.5	-64.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7505	Basalt	272.4049	FS-FD:SO-CMD-NORTH:SO-POM	SI4-82.61	SI4(80.2 to 100.7)	SI4-82.61a
168.0	This study	oriented core	-74	113.0	-67.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7505	Basalt	272.4049	FS-FD:SO-CMD-NORTH:SO-POM	SI4-82.90	SI4(80.2 to 100.7)	SI4-82.90a
150.0	This study	oriented core	-62	108.3	-74.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7505	Basalt	272.4049	FS-FD:SO-CMD-NORTH:SO-POM	SI4-85.20	SI4(80.2 to 100.7)	SI4-85.20a
218.0	This study	oriented core	-32	117.7	-58.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7505	Basalt	272.4049	FS-FD:SO-CMD-NORTH:SO-POM	SI4-86.70	SI4(80.2 to 100.7)	SI4-86.70a
226.0	This study	oriented core	-24	119.9	-61.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7505	Basalt	272.4049	FS-FD:SO-CMD-NORTH:SO-POM	SI4-86.75	SI4(80.2 to 100.7)	SI4-86.75a
321.0	This study	oriented core	-59						Extrusive:Igneous	Lava Flow	48.7505	Basalt	272.4049	FS-FD:SO-CMD-NORTH:SO-POM	SI4-86.80	SI4(80.2 to 100.7)	
325.0	This study	oriented core	-76	126.7	-67.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7505	Basalt	272.4049	FS-FD:SO-CMD-NORTH:SO-POM	SI4-86.85	SI4(80.2 to 100.7)	SI4-86.85a
257.0	This study	oriented core	-25						Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-1.4	SI5a(0.0 to 9.0)	
	This study			109.2	-57.9	1	1	100	Igneous:Extrusive	Lava Flow	48.7363	Basaltic Lava	272.3038		SI5a-1.40	SI5a(0.0 to 9.0)	SI5a-1.40a
161.0	This study	oriented core	-77						Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-1.6	SI5a(0.0 to 9.0)	
	This study			112.4	-60.1	1	1	100	Igneous:Extrusive	Lava Flow	48.7363	Basaltic Lava	272.3038		SI5a-1.60	SI5a(0.0 to 9.0)	SI5a-1.60a
142.0	This study	oriented core	-92	110.6	-59.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-2.1	SI5a(0.0 to 9.0)	SI5a-2.1-D:SI5a-2.10a
141.0	This study	oriented core	-83	119.8	-61.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-2.3	SI5a(0.0 to 9.0)	SI5a-2.3-D:SI5a-2.30a
153.0	This study	oriented core	-51						Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-2.6	SI5a(0.0 to 9.0)	
	This study			111.6	-58.8	1	1	100	Igneous:Extrusive	Lava Flow	48.7363	Basaltic Lava	272.3038		SI5a-2.60	SI5a(0.0 to 9.0)	SI5a-2.60a
161.0	This study	oriented core	-43						Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-3.0	SI5a(0.0 to 9.0)	
	This study			113.3	-52.8	1	1	100	Igneous:Extrusive	Lava Flow	48.7363	Basaltic Lava	272.3038		SI5a-3.00	SI5a(0.0 to 9.0)	SI5a-3.00a
114.0	This study	oriented core	-9						Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-5.0	SI5a(0.0 to 9.0)	
	This study			116.5	-53.4	1	1	100	Igneous:Extrusive	Lava Flow	48.7363	Basaltic Lava	272.3038		SI5a-5.00	SI5a(0.0 to 9.0)	SI5a-5.00a
188.0	This study	oriented core	-52	109.3	-45.9	1	1	100	Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-6.93	SI5a(0.0 to 9.0)	SI5a-6.93-D:SI5a-6.93a
179.0	This study	oriented core	-61	112.6	-49.1	1	1	100	Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-6.99	SI5a(0.0 to 9.0)	SI5a-6.99-D:SI5a-6.99a
175.0	This study	oriented core	-66	115.6	-47.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-7.0	SI5a(0.0 to 9.0)	SI5a-7.0-D:SI5a-7.00a
185.0	This study	oriented core	-63	111.4	-40.8	1	1	100	Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-7.25	SI5a(0.0 to 9.0)	SI5a-7.25-D:SI5a-7.25a
185.0	This study	oriented core	-42						Extrusive:Igneous	Lava Flow	48.7363	Basalt	272.3038	FS-FD:SO-CMD-NORTH:SO-POM	SI5a-7.3	SI5a(0.0 to 9.0)	
	This study			112.4	-42.8	1	1	100	Igneous:Extrusive	Lava Flow	48.7363	Basaltic Lava	272.3038		SI5a-7.30	SI5a(0.0 to 9.0)	SI5a-7.30a
190.0	This study	oriented core	-62	111.4	-56.6	1	1	100	Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-116.6	SI5b(115.0 to 120.2)	SI5b-116.6-D
206.0	This study	oriented core	-65						Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-116.9	SI5b(115.0 to 120.2)	
	This study			112.8	-56.1	1	1	100	Igneous:Extrusive	Lava Flow	48.7388	Basaltic Lava	272.3145		SI5b-116.90	SI5b(115.0 to 120.2)	SI5b-116.90a
205.0	This study	oriented core	-70	116.3	-55.4	1	1	100	Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-117.0	SI5b(115.0 to 120.2)	SI5b-117.0-D
205.0	This study	oriented core	-70	113.8	-52	1	1	100	Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-117.05	SI5b(115.0 to 120.2)	SI5b-117.05a
199.0	This study	oriented core	-76	115.3	-52.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-117.1	SI5b(115.0 to 120.2)	SI5b-117.1-D
204.0	This study	oriented core	-78	118.6	-61.7	1	1	100	Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-117.15	SI5b(115.0 to 120.2)	SI5b-117.15-D
114.0	This study	oriented core	-75	108.0	-58.2	1	1	100	Extrusive:Igneous	Lava Flow	48.7388	Basalt	272.3145	FS-FD:SO-CMD-NORTH:SO-POM	SI5b-117.4	SI5b(115.0 to 120.2)	SI5b-117.4-D
