zircon,206Pb/238U,206Pb/238U_2sigma,207Pb/235U,207Pb/235U_2sigma,207Pb/206Pb,207Pb/206Pb_2sigma,corr_coeff,perc_disc,include
z1      ,1087.406351,1.302853519,1087.066925,3.917069018,1086.386899,11.12947815,0.348436122,-0.093838699,no
z2      ,1084.114818,1.013031741,1085.184901,1.222989348,1087.333613,3.032460315,0.565634856,0.296026451,yes
z3      ,1083.444793,0.501759983,1083.874068,0.752067905,1084.737023,1.900904384,0.553447675,0.119128365,yes
z4      ,1083.424053,0.485528631,1084.43675,1.178583555,1086.471718,3.331675213,0.349805324,0.280510332,yes
z5      ,1083.269421,0.372517939,1083.975662,0.540637911,1085.395352,1.417576508,0.491661142,0.195866987,yes
z6      ,1083.748997,0.666917951,1084.400743,2.036433912,1085.710315,5.825682838,0.328222929,0.180648367,yes
